sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-33.4023108304926,-33.3357468509445,-32.7304689685324
Female,Food_price,USD,-33.4023108304926,-33.3357468509445,-32.7304689685324
Female,FL,mrh-eq,-33.4023108304926,-33.3357468509445,-32.7304689685324
Male,CED,MJ,-26.0924076548087,-26.6256222766124,-25.6639054218583
Male,Food_price,USD,-26.0924076548087,-26.6256222766124,-25.6639054218583
Male,FL,mrh-eq,-26.0924076548087,-26.6256222766124,-25.6639054218583
