sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-0.118655411786519,-0.120160249507938,-0.114906399456596
Female,added_sugar,Food_price,USD,-0.205157204932723,-0.205853438012695,-0.200622362869766
Female,added_sugar,FL,mrh-eq,-0.00557668506688809,-0.00565282074353422,-0.0054080417170661
Female,oil,CED,MJ,-0.00362705515579372,-0.0037659298438734,-0.00347754945307218
Female,oil,Food_price,USD,-0.00248920837327531,-0.00277406720452241,-0.00244366771813754
Female,oil,FL,mrh-eq,-0.00018321382439452,-0.000191427854242041,-0.000175012421153377
Female,sat_fat,CED,MJ,-0.196277692699298,-0.192468411697277,-0.194615781880984
Female,sat_fat,Food_price,USD,-0.0228683311283357,-0.022254615905687,-0.0226447867457117
Female,sat_fat,FL,mrh-eq,-0.0052236502043871,-0.00512327701242672,-0.00517759212298257
Male,added_sugar,CED,MJ,-0.101980160253483,-0.103172714574618,-0.0979321812913405
Male,added_sugar,Food_price,USD,-0.172579695443561,-0.171705563740512,-0.165045363592616
Male,added_sugar,FL,mrh-eq,-0.00450254373749479,-0.00458760940874373,-0.00432895289007875
Male,oil,CED,MJ,0.00205500662921638,0.0022665941687887,0.001914031235578
Male,oil,Food_price,USD,0.00131193994561265,0.00115774976747231,0.00109212421947017
Male,oil,FL,mrh-eq,0.000103080880108141,0.000114835900117403,9.77962077652708e-05
Male,sat_fat,CED,MJ,-0.194234010545268,-0.200837285552827,-0.193680733100784
Male,sat_fat,Food_price,USD,-0.021664933016983,-0.0224061716646297,-0.0214292624473898
Male,sat_fat,FL,mrh-eq,-0.00534614478842859,-0.0055324325780068,-0.00533312971255471
