age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,-27.7547599601933,-26.7161379431507,-27.8664745970243
20-34,Food_price,USD,-27.7547599601933,-26.7161379431507,-27.8664745970243
20-34,FL,mrh-eq,-27.7547599601933,-26.7161379431507,-27.8664745970243
35-44,CED,MJ,-30.2843195604839,-30.3251047533366,-28.5456746153209
35-44,Food_price,USD,-30.2843195604839,-30.3251047533366,-28.5456746153209
35-44,FL,mrh-eq,-30.2843195604839,-30.3251047533366,-28.5456746153209
45-54,CED,MJ,-30.3528457851366,-30.8005702440137,-27.5233573979975
45-54,Food_price,USD,-30.3528457851366,-30.8005702440137,-27.5233573979975
45-54,FL,mrh-eq,-30.3528457851366,-30.8005702440137,-27.5233573979975
55-64,CED,MJ,-30.1284067978304,-32.7894586825855,-30.8785106423927
55-64,Food_price,USD,-30.1284067978304,-32.7894586825855,-30.8785106423927
55-64,FL,mrh-eq,-30.1284067978304,-32.7894586825855,-30.8785106423927
65-74,CED,MJ,-30.7439537221845,-31.3742182533997,-31.2810515309936
65-74,Food_price,USD,-30.7439537221845,-31.3742182533997,-31.2810515309936
65-74,FL,mrh-eq,-30.7439537221845,-31.3742182533997,-31.2810515309936
75+,CED,MJ,-33.38971273811,-31.4171686273792,-32.7448072148692
75+,Food_price,USD,-33.38971273811,-31.4171686273792,-32.7448072148692
75+,FL,mrh-eq,-33.38971273811,-31.4171686273792,-32.7448072148692
