age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,-0.818190890291344,-0.800597487134423,-0.82787899900704
20-34,Food_price,USD,-0.460564904263184,-0.437972045693647,-0.460875728847304
20-34,FL,mrh-eq,-0.0250863737700401,-0.0244293241183777,-0.0252930421464681
35-44,CED,MJ,-0.876414120997511,-0.891544865362952,-0.835465178727919
35-44,Food_price,USD,-0.471800451099786,-0.464733592789613,-0.446397113755296
35-44,FL,mrh-eq,-0.0279801370617663,-0.0281960754765366,-0.0265254278810161
45-54,CED,MJ,-0.862583475850535,-0.879149231023085,-0.819043045529596
45-54,Food_price,USD,-0.462966576160399,-0.474911593054347,-0.416849275176302
45-54,FL,mrh-eq,-0.0277846753183063,-0.0283404420669281,-0.0259360255822212
55-64,CED,MJ,-0.869690412752757,-0.922512903306133,-0.878754270559075
55-64,Food_price,USD,-0.431452367882608,-0.463796671837617,-0.425921341865803
55-64,FL,mrh-eq,-0.0281414325673343,-0.0302449944951326,-0.028482858456719
65-74,CED,MJ,-0.92429034100622,-0.913105851204426,-0.922251392154387
65-74,Food_price,USD,-0.401303899726584,-0.418350623452915,-0.408734191781146
65-74,FL,mrh-eq,-0.029530229139767,-0.0297170438595281,-0.0296903073656856
75+,CED,MJ,-1.01725409838274,-0.965218557131282,-0.99144094603535
75+,Food_price,USD,-0.462113655118669,-0.439469664779909,-0.457709975912702
75+,FL,mrh-eq,-0.0331369812564734,-0.0314267320509746,-0.0324495052171579
