Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,0.181239522784923,0.181239522784923,0.181239522784923
added_sugar,Food_price,USD,0.310357430723535,0.310357430723535,0.310357430723535
added_sugar,FL,mrh-eq,0.00831798395186445,0.00831798395186445,0.00831798395186445
oil,CED,MJ,0.250029685201896,0.250029685201896,0.250029685201896
oil,Food_price,USD,0.178697224926794,0.178697224926794,0.178697224926794
oil,FL,mrh-eq,0.0127237937674406,0.0127237937674406,0.0127237937674406
sat_fat,CED,MJ,0.687835238991052,0.687835238991052,0.687835238991052
sat_fat,Food_price,USD,0.0786549704985646,0.0786549704985646,0.0786549704985646
sat_fat,FL,mrh-eq,0.0186030710613457,0.0186030710613457,0.0186030710613457
