sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,0.621383724079345,0.625854601914305,0.610260535680425
Female,added_sugar,Food_price,USD,1.07825442638129,1.080314410894,1.06479604556981
Female,added_sugar,FL,mrh-eq,0.0292660347675346,0.0294922174154256,0.0287656484899502
Female,oil,CED,MJ,0.322189559238921,0.323006596117698,0.321272084707297
Female,oil,Food_price,USD,0.240931424736469,0.242639773708057,0.240647116718488
Female,oil,FL,mrh-eq,0.0165082606870137,0.0165567962897491,0.0164580258552806
Female,sat_fat,CED,MJ,1.77100051378355,1.75339960800032,1.76364521799229
Female,sat_fat,Food_price,USD,0.206273813042086,0.203441965242037,0.205298276401899
Female,sat_fat,FL,mrh-eq,0.0471155705458572,0.0466518403018649,0.0469114499430416
Male,added_sugar,CED,MJ,0.580077157217532,0.583653088519098,0.568131600820003
Male,added_sugar,Food_price,USD,0.978188561442409,0.975647308898909,0.955914586702477
Male,added_sugar,FL,mrh-eq,0.0257112013442942,0.0259652789085094,0.0251991908053318
Male,oil,CED,MJ,0.285892320261891,0.284635768400328,0.28678930941414
Male,oil,Food_price,USD,0.193143003550664,0.194101402041531,0.194505422309677
Male,oil,FL,mrh-eq,0.0144288377804146,0.0143587724409895,0.0144629795037559
Male,sat_fat,CED,MJ,1.71172721776024,1.73821346897047,1.70879993984697
Male,sat_fat,Food_price,USD,0.191433281560216,0.194429414322468,0.190379704173468
Male,sat_fat,FL,mrh-eq,0.047114405431677,0.0478621332773826,0.047043076859195
