sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,-26.7658978460078,-27.7333733222457,-25.9199266512294
Female,HIS,Food_price,USD,-26.7658978460078,-27.7333733222457,-25.9199266512294
Female,HIS,FL,mrh-eq,-26.7658978460078,-27.7333733222457,-25.9199266512294
Female,NHB,CED,MJ,-37.1981179181197,-35.8807134652659,-37.8100574796617
Female,NHB,Food_price,USD,-37.1981179181197,-35.8807134652659,-37.8100574796617
Female,NHB,FL,mrh-eq,-37.1981179181197,-35.8807134652659,-37.8100574796617
Female,NHW,CED,MJ,-35.2676181455522,-35.4890936061569,-34.2608673267333
Female,NHW,Food_price,USD,-35.2676181455522,-35.4890936061569,-34.2608673267333
Female,NHW,FL,mrh-eq,-35.2676181455522,-35.4890936061569,-34.2608673267333
Female,OTH,CED,MJ,-27.4547304465064,-25.5470872460589,-27.5726429419972
Female,OTH,Food_price,USD,-27.4547304465064,-25.5470872460589,-27.5726429419972
Female,OTH,FL,mrh-eq,-27.4547304465064,-25.5470872460589,-27.5726429419972
Male,HIS,CED,MJ,-20.0500316625666,-20.3114673657334,-19.3102080987442
Male,HIS,Food_price,USD,-20.0500316625666,-20.3114673657334,-19.3102080987442
Male,HIS,FL,mrh-eq,-20.0500316625666,-20.3114673657334,-19.3102080987442
Male,NHB,CED,MJ,-28.4175442401469,-26.3398799238935,-27.8078315874522
Male,NHB,Food_price,USD,-28.4175442401469,-26.3398799238935,-27.8078315874522
Male,NHB,FL,mrh-eq,-28.4175442401469,-26.3398799238935,-27.8078315874522
Male,NHW,CED,MJ,-28.8975586947584,-29.542968734593,-28.2889889878081
Male,NHW,Food_price,USD,-28.8975586947584,-29.542968734593,-28.2889889878081
Male,NHW,FL,mrh-eq,-28.8975586947584,-29.542968734593,-28.2889889878081
Male,OTH,CED,MJ,-16.6480768905182,-19.5571965075508,-17.9117742911417
Male,OTH,Food_price,USD,-16.6480768905182,-19.5571965075508,-17.9117742911417
Male,OTH,FL,mrh-eq,-16.6480768905182,-19.5571965075508,-17.9117742911417
