sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,0.345046499359189,0.345046499359189,0.345046499359189
Female,HIS,Food_price,USD,0.199749582000144,0.199749582000144,0.199749582000144
Female,HIS,FL,mrh-eq,0.0123610152312346,0.0123610152312346,0.0123610152312346
Female,NHB,CED,MJ,0.33159055854903,0.33159055854903,0.33159055854903
Female,NHB,Food_price,USD,0.20796828796624,0.20796828796624,0.20796828796624
Female,NHB,FL,mrh-eq,0.0114501961122396,0.0114501961122396,0.0114501961122396
Female,NHW,CED,MJ,0.33966225575565,0.33966225575565,0.33966225575565
Female,NHW,Food_price,USD,0.22478689619537,0.22478689619537,0.22478689619537
Female,NHW,FL,mrh-eq,0.0121793311722818,0.0121793311722818,0.0121793311722818
Female,OTH,CED,MJ,0.329777511473077,0.329777511473077,0.329777511473077
Female,OTH,Food_price,USD,0.22468547706125,0.22468547706125,0.22468547706125
Female,OTH,FL,mrh-eq,0.012079469769668,0.012079469769668,0.012079469769668
Male,HIS,CED,MJ,0.360328290088336,0.360328290088336,0.360328290088336
Male,HIS,Food_price,USD,0.202424750629086,0.202424750629086,0.202424750629086
Male,HIS,FL,mrh-eq,0.0124256864162704,0.0124256864162704,0.0124256864162704
Male,NHB,CED,MJ,0.348902111203728,0.348902111203728,0.348902111203728
Male,NHB,Food_price,USD,0.190284219951272,0.190284219951272,0.190284219951272
Male,NHB,FL,mrh-eq,0.0118639992629517,0.0118639992629517,0.0118639992629517
Male,NHW,CED,MJ,0.362038916331953,0.362038916331953,0.362038916331953
Male,NHW,Food_price,USD,0.224762478603413,0.224762478603413,0.224762478603413
Male,NHW,FL,mrh-eq,0.0127281300101391,0.0127281300101391,0.0127281300101391
Male,OTH,CED,MJ,0.349866252442642,0.349866252442642,0.349866252442642
Male,OTH,Food_price,USD,0.198299524191095,0.198299524191095,0.198299524191095
Male,OTH,FL,mrh-eq,0.0128287671758092,0.0128287671758092,0.0128287671758092
