sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-0.318560159641611,-0.316394591049088,-0.312999730790653
Female,Food_price,USD,-0.230514744434334,-0.230882121122905,-0.225710817333615
Female,FL,mrh-eq,-0.0109835490956697,-0.010967525610203,-0.0107606462612021
Male,CED,MJ,-0.294159164169534,-0.301743405958656,-0.289698883156547
Male,Food_price,USD,-0.192932688514931,-0.192953985637669,-0.185382501820536
Male,FL,mrh-eq,-0.00974560764581524,-0.0100052060866331,-0.00956428639486818
