age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-0.881510729938275,-0.874089087738523,-0.912183544679953
20-34,Female,Food_price,USD,-0.521743803020462,-0.515262362619254,-0.530476694369304
20-34,Female,FL,mrh-eq,-0.0276695414337795,-0.0275382360232024,-0.0284912383179819
20-34,Male,CED,MJ,-0.756606227821846,-0.729119804266254,-0.745884682235859
20-34,Male,Food_price,USD,-0.401062513681796,-0.362799744143847,-0.393182064537286
20-34,Male,FL,mrh-eq,-0.022573993613038,-0.0214056068857754,-0.0221824873372304
35-44,Female,CED,MJ,-0.917672832869699,-0.915729439775362,-0.901064623516896
35-44,Female,Food_price,USD,-0.49370970350147,-0.458764160242032,-0.471874701138796
35-44,Female,FL,mrh-eq,-0.0299920304727798,-0.0293945777556498,-0.0290685182754187
35-44,Male,CED,MJ,-0.83260582885397,-0.865865806246706,-0.765812019155897
35-44,Male,Food_price,USD,-0.448537317417065,-0.471071906156878,-0.419345139988725
35-44,Male,FL,mrh-eq,-0.0258439187865962,-0.026923511802209,-0.0238251873284136
45-54,Female,CED,MJ,-0.949459900717763,-0.9189427095269,-0.841239684953279
45-54,Female,Food_price,USD,-0.522182190574693,-0.532456784883792,-0.443992029981541
45-54,Female,FL,mrh-eq,-0.0306035683156048,-0.02984750944693,-0.0266321557586127
45-54,Male,CED,MJ,-0.770275379791682,-0.836867792279954,-0.795458632068334
45-54,Male,Food_price,USD,-0.400048694446318,-0.413768571765942,-0.388009506255183
45-54,Male,FL,mrh-eq,-0.0247895400330786,-0.0267391501089202,-0.0251963720883071
55-64,Female,CED,MJ,-0.952334918185223,-0.975524053751612,-0.94935264848205
55-64,Female,Food_price,USD,-0.475460741032724,-0.510483548807698,-0.498695997360901
55-64,Female,FL,mrh-eq,-0.0305245718784472,-0.0318927444400793,-0.030959180308313
55-64,Male,CED,MJ,-0.77781332715818,-0.863579644749381,-0.800269038209685
55-64,Male,Food_price,USD,-0.382527626357044,-0.411894199083045,-0.345016710432042
55-64,Male,FL,mrh-eq,-0.025492062311863,-0.0284131671771746,-0.0257298958304917
65-74,Female,CED,MJ,-0.979742074880612,-0.953990789352454,-0.969964600872442
65-74,Female,Food_price,USD,-0.438867414413479,-0.444724415327734,-0.433033714998752
65-74,Female,FL,mrh-eq,-0.0314136118567318,-0.0310323220918034,-0.0310107546932439
65-74,Male,CED,MJ,-0.860650530058327,-0.866183788492183,-0.867492787321352
65-74,Male,Food_price,USD,-0.358193706299136,-0.388082442250601,-0.380846568515923
65-74,Male,FL,mrh-eq,-0.0273687436157675,-0.0282075498870675,-0.0281748810224299
75+,Female,CED,MJ,-1.02457251259959,-0.97649564562125,-1.0229859104795
75+,Female,Food_price,USD,-0.499251741782603,-0.485960151542308,-0.498535864450134
75+,Female,FL,mrh-eq,-0.0340629341241865,-0.0325153700305525,-0.0340583012124892
75+,Male,CED,MJ,-1.007298309448,-0.949877486036145,-0.948527959881013
75+,Male,Food_price,USD,-0.411591924411703,-0.376225161262535,-0.402171451130169
75+,Male,FL,mrh-eq,-0.0318773379729282,-0.0299457759818236,-0.0302609391024283
