outcome,outcome_unit,X1,X2,X3
CED,MJ,-29.8838381109403,-30.1059653213996,-29.3291228135432
Food_price,USD,-29.8838381109403,-30.1059653213996,-29.3291228135432
FL,mrh-eq,-29.8838381109403,-30.1059653213996,-29.3291228135432
