Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,-0.328087637137795,-0.332127750722186,-0.316568618684906
added_sugar,Food_price,USD,-0.561852416540141,-0.561697689493835,-0.544150829492077
added_sugar,FL,mrh-eq,-0.0150081189846053,-0.0152477282812141,-0.0145021376060243
oil,CED,MJ,-0.00529000132827731,-0.00510895858286363,-0.00524588186290943
oil,Food_price,USD,-0.00391642979014435,-0.005263805402166,-0.00442474010131988
oil,FL,mrh-eq,-0.000269321225478933,-0.000260770685008902,-0.000259699326648507
sat_fat,CED,MJ,-0.847820396896417,-0.851439944440133,-0.842596437147637
sat_fat,Food_price,USD,-0.0968553555846441,-0.0968286872959661,-0.0958422556236861
sat_fat,FL,mrh-eq,-0.0229114113775078,-0.0230307917626223,-0.0227712075085905
