age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,-11.8024851232705,-11.1536821476226,-11.6297392971714
20-34,added_sugar,Food_price,USD,-11.8024851232705,-11.1536821476226,-11.6297392971714
20-34,added_sugar,FL,mrh-eq,-11.8024851232705,-11.1536821476226,-11.6297392971714
20-34,oil,CED,MJ,-0.318631430459163,-0.0370689453079694,-0.282225958480153
20-34,oil,Food_price,USD,-0.318631430459163,-0.0370689453079694,-0.282225958480153
20-34,oil,FL,mrh-eq,-0.318631430459163,-0.0370689453079694,-0.282225958480153
20-34,sat_fat,CED,MJ,-15.6336434064637,-15.5253868502201,-15.9545093413728
20-34,sat_fat,Food_price,USD,-15.6336434064637,-15.5253868502201,-15.9545093413728
20-34,sat_fat,FL,mrh-eq,-15.6336434064637,-15.5253868502201,-15.9545093413728
35-44,added_sugar,CED,MJ,-14.011084978539,-13.4935129958802,-13.0107630913553
35-44,added_sugar,Food_price,USD,-14.011084978539,-13.4935129958802,-13.0107630913553
35-44,added_sugar,FL,mrh-eq,-14.011084978539,-13.4935129958802,-13.0107630913553
35-44,oil,CED,MJ,-0.140325946507899,-0.10089676683842,0.012421421292771
35-44,oil,Food_price,USD,-0.140325946507899,-0.10089676683842,0.012421421292771
35-44,oil,FL,mrh-eq,-0.140325946507899,-0.10089676683842,0.012421421292771
35-44,sat_fat,CED,MJ,-16.132908635437,-16.730694990618,-15.5473329452584
35-44,sat_fat,Food_price,USD,-16.132908635437,-16.730694990618,-15.5473329452584
35-44,sat_fat,FL,mrh-eq,-16.132908635437,-16.730694990618,-15.5473329452584
45-54,added_sugar,CED,MJ,-14.1619414079018,-14.4750593201298,-12.635632346313
45-54,added_sugar,Food_price,USD,-14.1619414079018,-14.4750593201298,-12.635632346313
45-54,added_sugar,FL,mrh-eq,-14.1619414079018,-14.4750593201298,-12.635632346313
45-54,oil,CED,MJ,-0.772215544180037,-0.552744129306541,0.324482123687774
45-54,oil,Food_price,USD,-0.772215544180037,-0.552744129306541,0.324482123687774
45-54,oil,FL,mrh-eq,-0.772215544180037,-0.552744129306541,0.324482123687774
45-54,sat_fat,CED,MJ,-15.4186888330547,-15.7727667945773,-15.2122071753722
45-54,sat_fat,Food_price,USD,-15.4186888330547,-15.7727667945773,-15.2122071753722
45-54,sat_fat,FL,mrh-eq,-15.4186888330547,-15.7727667945773,-15.2122071753722
55-64,added_sugar,CED,MJ,-13.0374586579627,-14.6077518554407,-12.824173200632
55-64,added_sugar,Food_price,USD,-13.0374586579627,-14.6077518554407,-12.824173200632
55-64,added_sugar,FL,mrh-eq,-13.0374586579627,-14.6077518554407,-12.824173200632
55-64,oil,CED,MJ,-0.835429289214025,-1.33516221311656,-1.62113110726209
55-64,oil,Food_price,USD,-0.835429289214025,-1.33516221311656,-1.62113110726209
55-64,oil,FL,mrh-eq,-0.835429289214025,-1.33516221311656,-1.62113110726209
55-64,sat_fat,CED,MJ,-16.2555188506536,-16.8465446140282,-16.4332063344986
55-64,sat_fat,Food_price,USD,-16.2555188506536,-16.8465446140282,-16.4332063344986
55-64,sat_fat,FL,mrh-eq,-16.2555188506536,-16.8465446140282,-16.4332063344986
65-74,added_sugar,CED,MJ,-11.3458714103098,-12.4524827608208,-11.6894786649573
65-74,added_sugar,Food_price,USD,-11.3458714103098,-12.4524827608208,-11.6894786649573
65-74,added_sugar,FL,mrh-eq,-11.3458714103098,-12.4524827608208,-11.6894786649573
65-74,oil,CED,MJ,-1.3734227433712,-1.6920080589152,-1.87000898918312
65-74,oil,Food_price,USD,-1.3734227433712,-1.6920080589152,-1.87000898918312
65-74,oil,FL,mrh-eq,-1.3734227433712,-1.6920080589152,-1.87000898918312
65-74,sat_fat,CED,MJ,-18.0246595685035,-17.2297274336637,-17.7215638768532
65-74,sat_fat,Food_price,USD,-18.0246595685035,-17.2297274336637,-17.7215638768532
65-74,sat_fat,FL,mrh-eq,-18.0246595685035,-17.2297274336637,-17.7215638768532
75+,added_sugar,CED,MJ,-14.1689963541846,-13.544727189869,-14.2271334978738
75+,added_sugar,Food_price,USD,-14.1689963541846,-13.544727189869,-14.2271334978738
75+,added_sugar,FL,mrh-eq,-14.1689963541846,-13.544727189869,-14.2271334978738
75+,oil,CED,MJ,-0.073760004724925,0.326567352210647,-0.0125347627635287
75+,oil,Food_price,USD,-0.073760004724925,0.326567352210647,-0.0125347627635287
75+,oil,FL,mrh-eq,-0.073760004724925,0.326567352210647,-0.0125347627635287
75+,sat_fat,CED,MJ,-19.1469563792005,-18.1990087897208,-18.5051389542318
75+,sat_fat,Food_price,USD,-19.1469563792005,-18.1990087897208,-18.5051389542318
75+,sat_fat,FL,mrh-eq,-19.1469563792005,-18.1990087897208,-18.5051389542318
