race_gp,outcome,outcome_unit,X1,X2,X3
HIS,CED,MJ,1.83987752252221,1.86325391520662,1.8301741558083
HIS,Food_price,USD,0.886395278150157,0.885928751379383,0.868496818667598
HIS,FL,mrh-eq,0.0622838996452431,0.0629858670186835,0.0617626268488239
NHB,CED,MJ,1.91254569855483,1.88622699453829,1.91368535867837
NHB,Food_price,USD,1.01218808739921,0.998072278594289,1.02029469610623
NHB,FL,mrh-eq,0.0641984776920297,0.0632458863071912,0.0642697512039323
NHW,CED,MJ,2.08759876496601,2.09453722453975,2.07063458142966
NHW,Food_price,USD,1.07844503785695,1.08227990699985,1.06051117113365
NHW,FL,mrh-eq,0.0705008769717456,0.0708089093891934,0.069838370888409
OTH,CED,MJ,1.75294092212021,1.75254967079947,1.75499107058593
OTH,Food_price,USD,0.861679929727346,0.864244763714458,0.871132293942231
OTH,FL,mrh-eq,0.0605841075793287,0.0609706348868904,0.0609089683525947
