sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,1.12111032446346,1.12111032446346,1.12111032446346
Female,HIS,Food_price,USD,0.538971624349148,0.538971624349148,0.538971624349148
Female,HIS,FL,mrh-eq,0.0399223915843231,0.0399223915843231,0.0399223915843231
Female,NHB,CED,MJ,1.07090703767733,1.07090703767733,1.07090703767733
Female,NHB,Food_price,USD,0.531631381174226,0.531631381174226,0.531631381174226
Female,NHB,FL,mrh-eq,0.0371013838051743,0.0371013838051743,0.0371013838051743
Female,NHW,CED,MJ,1.13068255594093,1.13068255594093,1.13068255594093
Female,NHW,Food_price,USD,0.596403514462016,0.596403514462016,0.596403514462016
Female,NHW,FL,mrh-eq,0.0400204281684297,0.0400204281684297,0.0400204281684297
Female,OTH,CED,MJ,1.10926812301429,1.10926812301429,1.10926812301429
Female,OTH,Food_price,USD,0.6022136056325,0.6022136056325,0.6022136056325
Female,OTH,FL,mrh-eq,0.0400672508848921,0.0400672508848921,0.0400672508848921
Male,HIS,CED,MJ,1.11072740815344,1.11072740815344,1.11072740815344
Male,HIS,Food_price,USD,0.523158283455364,0.523158283455364,0.523158283455364
Male,HIS,FL,mrh-eq,0.0390616765636106,0.0390616765636106,0.0390616765636106
Male,NHB,CED,MJ,1.07994870145139,1.07994870145139,1.07994870145139
Male,NHB,Food_price,USD,0.454137160067865,0.454137160067865,0.454137160067865
Male,NHB,FL,mrh-eq,0.0373791433535406,0.0373791433535406,0.0373791433535406
Male,NHW,CED,MJ,1.13138589004014,1.13138589004014,1.13138589004014
Male,NHW,Food_price,USD,0.585334449842867,0.585334449842867,0.585334449842867
Male,NHW,FL,mrh-eq,0.0400910045838504,0.0400910045838504,0.0400910045838504
Male,OTH,CED,MJ,1.0929540783073,1.0929540783073,1.0929540783073
Male,OTH,Food_price,USD,0.520288355359738,0.520288355359738,0.520288355359738
Male,OTH,FL,mrh-eq,0.040094188004653,0.040094188004653,0.040094188004653
