Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,-5811818.53953051,237648.99786130057,-5826986.740204221,-6030793.443273212,-5579950.665215155
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,-12505722.00926209,622611.277889884,-12830233.4955349,-12895601.257363828,-11840007.997828463
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,-267416.2692539837,10934.823234372654,-268114.196005804,-277491.8508332824,-256747.44993563765
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-472423.1670036753,143480.80893548517,-435527.95067306596,-620987.546860785,-355219.7210275836
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-298157.95835732156,100940.29761992993,-262462.9397095923,-404614.1122551648,-222042.5703100482
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-25185.315641653233,7649.094527855442,-23218.397560884703,-33105.42003352503,-18937.091618434693
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-15468381.62646571,404036.2153860265,-15476151.35592037,-15848860.663610091,-15081298.31928487
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-1841148.235648938,37525.39652895532,-1848337.9746554052,-1873247.5532243925,-1802937.6399179862
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-403172.39101357834,10530.91725733963,-403374.903498557,-413089.30713579134,-393083.3392791335
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,-1881966.7410340677,92447.46485426597,-1932962.0395047609,-1937449.5518365768,-1783137.9265314692
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,-3360050.9408933506,285427.74756970117,-3478987.944688957,-3562387.4519834793,-3056617.976576956
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,-73976.16346826224,3633.9158515244085,-75980.68164253561,-76157.07633569669,-70091.4101526954
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-246875.31124295198,22930.52353066205,-258298.5522522318,-261672.83385645621,-222368.0337715599
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-176886.98235779657,13477.531017741392,-183975.6922004162,-185272.55815138386,-162476.00319798256
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-12717.865440085507,1181.2737015516077,-13306.337577352871,-13480.164839315272,-11455.364724178484
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-3517135.5646071867,123280.89862011267,-3446044.5025434596,-3648815.8732307083,-3445882.6587378327
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-392471.8523183952,4829.806871468217,-389949.9859546405,-397636.0595044637,-389451.2315415182
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-92152.6398377206,3230.088815379086,-90289.979466035,-95602.80200275459,-90285.73898861937
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,-2294799.406720916,164249.05328345863,-2377521.7341998,-2400054.583329226,-2119230.251755554
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,-3491673.96612034,277667.8970890947,-3604684.31014431,-3690500.123438153,-3196789.016382153
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,-99471.63230859608,7119.629448829522,-103057.3596356082,-104034.08085878054,-91861.31553045129
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,-44336.9857013025,19606.347434752668,-42364.8130313236,-63730.38245465989,-26619.935717427175
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,-35561.75629553378,15998.597080304302,-30698.865817010403,-52291.12250415717,-22965.846993655243
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,-2288.560894252681,1012.0291063672424,-2186.7624255964092,-3289.5980354662934,-1374.0524513968992
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,-4993392.901516871,101264.8574075265,-4970819.18066187,-5097378.6472637365,-4908594.818496753
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,-741121.1820233499,21079.56711148929,-732518.4277275259,-763510.4905819544,-726044.2146161958
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,-136695.29976137783,2772.149180251716,-136077.3388678806,-139541.9338969493,-134373.932385279
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,-971105.3078740477,65807.58797664565,-960103.9264900039,-1037639.434562996,-913922.3553615365
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,-1890324.9499834462,118046.55722300085,-1844727.913512825,-2015387.389864447,-1804019.991102473
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,-44149.06539492873,2991.7903666121724,-43648.9129374965,-47173.886170149846,-41549.37420852501
oil,Female,OTH,20-34,4,3878604,g/day,CED,MJ,-158532.8063925915,59363.01516688187,-147923.5717848544,-218757.02958004482,-107326.43262171469
oil,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,-128381.4823541126,60783.206002568506,-140723.7680101847,-179980.22860947842,-66291.79329108549
oil,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,-8114.15057963032,3038.364455191204,-7571.14040337304,-11196.594059966621,-5493.2657491127075
sat_fat,Female,OTH,20-34,4,3878604,g/day,CED,MJ,-2452777.8650049134,104335.6422841477,-2507443.06339089,-2517873.2586180167,-2341217.05276373
sat_fat,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,-317687.82190616714,15492.219811081628,-325794.4234660321,-327362.18935523287,-301122.8431312163
sat_fat,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,-64963.048282656804,2763.381659632557,-66410.883397608,-66687.13233388758,-62008.304383717514
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,CED,MJ,-4321232.849067863,43592.42385893806,-4327115.768872051,-4359861.605587132,-4277603.610715035
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,Food_price,USD,-8610453.429985844,144189.87492443674,-8583746.015954591,-8757010.661375843,-8486597.500522409
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,FL,mrh-eq,-177266.79567743297,1788.2603329172475,-177508.1264224634,-178851.43509131047,-175477.02513027957
oil,Male,NHW,20-34,5,19295314,g/day,CED,MJ,546505.3599577576,63989.76104075903,553265.327297156,483097.04509627307,604167.7025807536
oil,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,382290.71562320704,34384.003322256445,398067.784313094,345610.3981636311,405560.524696379
oil,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,28023.796146586752,3281.278007984473,28370.4349182385,24772.33363611079,30980.61570115873
sat_fat,Male,NHW,20-34,5,19295314,g/day,CED,MJ,-15604496.35744523,405206.462831099,-15595318.79653887,-15993268.902032433,-15223524.739628434
sat_fat,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,-1778734.2379422446,44233.83722879022,-1789720.948366556,-1815103.3631416005,-1733026.4088822245
sat_fat,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,-424686.68414327333,11027.961758667518,-424436.910756132,-435267.3859528456,-414318.28971277113
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,CED,MJ,-1605892.4649663954,72471.57094386683,-1606211.93638715,-1674604.1802991915,-1536909.1989259575
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,Food_price,USD,-2868765.5113944714,148164.77906198488,-2891276.404748493,-2998731.186928388,-2719665.576509636
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,FL,mrh-eq,-62619.9975013941,2825.948617625524,-62632.4549355037,-65299.33471501396,-59930.071468781076
oil,Male,NHB,20-34,6,4186659,g/day,CED,MJ,38847.1614153094,44274.04564244985,24840.9897993149,4348.72762604474,85250.84107816938
oil,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,6711.1982329105,15989.307360738689,14626.4261635436,-10375.911655027974,17070.36437981084
oil,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,1918.5641379917627,2186.5843762767045,1226.8343540386109,214.77278043629335,4210.325811907412
sat_fat,Male,NHB,20-34,6,4186659,g/day,CED,MJ,-2767313.0339531335,136898.12387229182,-2726153.40848263,-2910373.129643357,-2659238.6199128376
sat_fat,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,-257447.55619727744,18733.51334881843,-252528.1876381155,-276868.8080194843,-242207.76765035823
sat_fat,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,-74468.49005762403,3683.9332780246386,-73360.88310368749,-78318.24221173134,-71560.20381436279
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,CED,MJ,-1926295.4891393757,85467.01414482895,-1933037.028218696,-2004434.3357409993,-1842426.3343203298
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,Food_price,USD,-3445623.63984109,188099.0363895381,-3512110.29080001,-3587482.8530212003,-3247250.773345898
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,FL,mrh-eq,-70456.64493238881,3126.0619686775485,-70703.2250795612,-73314.67009077025,-67389.02664891082
oil,Male,HIS,20-34,7,6886181,g/day,CED,MJ,240363.47963953984,17200.900178844782,230833.95342532458,230076.32969552913,258750.72686563357
oil,Male,HIS,20-34,7,6886181,g/day,Food_price,USD,126723.27367532536,36478.782058061646,116882.489846974,97209.77812089314,164601.43548385624
oil,Male,HIS,20-34,7,6886181,g/day,FL,mrh-eq,12592.72692488683,901.1611877946852,12093.47170725092,12053.779534565458,13556.041250198727
sat_fat,Male,HIS,20-34,7,6886181,g/day,CED,MJ,-4748925.138188346,17197.793485032118,-4739711.68909472,-4767313.890250214,-4738367.817856061
sat_fat,Male,HIS,20-34,7,6886181,g/day,Food_price,USD,-505932.32982155733,1475.0412084393565,-505357.332305855,-507495.72666669387,-504857.6808647678
sat_fat,Male,HIS,20-34,7,6886181,g/day,FL,mrh-eq,-130925.02971004021,474.1328948035508,-130671.0204213667,-131431.99662149345,-130633.97069395942
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,CED,MJ,-823153.6982030367,39546.771215397974,-843898.1379541911,-847806.4231285661,-780868.199489026
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,Food_price,USD,-1480724.1972516093,47052.78565902212,-1478854.574567839,-1526192.4600895105,-1436845.1136949128
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,FL,mrh-eq,-35198.8910493833,1691.0602411244367,-36085.944434766105,-36253.066691937616,-33390.72002925361
oil,Male,OTH,20-34,8,3785306,g/day,CED,MJ,50449.37835585216,13804.15359712916,57243.0526143463,35698.885011604434,59425.24858037987
oil,Male,OTH,20-34,8,3785306,g/day,Food_price,USD,53748.4096248513,13852.220655993306,49057.9210800706,43160.785694282145,68322.94881848404
oil,Male,OTH,20-34,8,3785306,g/day,FL,mrh-eq,2672.7623016629705,731.3315355548349,3032.68500120154,1891.2945447493173,3148.295763968839
