Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,X1,X2,X3
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,7232007.11476757,7059689.870843479,7374170.19506934
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,15743502.18185615,15052781.49000704,15789098.731106509
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,332762.688424481,324833.94216633704,339303.966391329
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,5114558.97013746,4881244.3450220805,4951746.048660111
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,3544291.882421584,3384014.3517155396,3419498.945472939
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,272661.865521422,260223.64722951798,263982.158207418
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,24796334.879724108,25428583.5913075,25121579.24003344
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,2948896.877821809,2986293.583581811,3006811.850368557
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,646298.8736149999,662777.987650317,654776.137079023
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,2160921.31665045,2056641.130393378,2164044.7032169104
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,3923467.0089469803,3629490.17124018,3981514.51533182
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,84941.2824770491,80842.2471769803,85064.0562488577
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,1333278.292719699,1367840.3058713018,1364873.1882436709
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,994263.6479512649,1013169.036922905,1014309.414127632
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,68684.28372049361,70464.7575572151,70311.905485685
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,5898898.0534435,5733525.116392011,5733657.00503107
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,650359.759357307,643689.8357429,644096.277253086
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,154557.3145455716,150224.3701858583,150227.8258064992
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,2640398.67669815,2820525.0266181603,2836238.90083721
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,3993503.5271782996,4277960.0246193,4337805.93617535
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,114452.16760445299,122260.0230517995,122941.1652526751
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,1703868.752415979,1690045.933701666,1722626.11628608
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,1150063.7680085641,1156852.777232236,1175809.155479522
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,87949.3121609248,87235.8138962698,88917.5189244965
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,8576702.18956973,8526533.11297514,8678742.15193807
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,1263965.981200911,1258746.075649926,1288953.6728552391
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,234789.230467155,233415.8402494996,237582.598327181
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,1376894.859484783,1344686.166083437,1430970.9193982398
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,2632810.910466522,2661202.083825988,2780226.158051459
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,62597.35241939299,61133.058382761505,65055.7958920642
oil,Female,OTH,20-34,4,3878604,g/day,CED,MJ,1169833.327253838,1071938.94961631,1107604.482968212
oil,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,932438.811612305,832560.870329801,897951.0956391321
oil,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,59875.3279299241,54864.8210252332,56690.2823584761
sat_fat,Female,OTH,20-34,4,3878604,g/day,CED,MJ,4524783.30536058,4661000.87356526,4669548.12693661
sat_fat,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,581320.216888161,601537.887181128,602822.627494243
sat_fat,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,119841.1484906764,123448.9389010848,123675.3171807364
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,CED,MJ,6645072.861868501,6667895.41080752,6610564.85211914
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,Food_price,USD,13086800.440058641,13019091.77934872,13207559.02332328
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,FL,mrh-eq,272595.996191364,273532.229035304,271180.399178396
oil,Male,NHW,20-34,5,19295314,g/day,CED,MJ,4475932.65826125,4369399.45967674,4414189.77441676
oil,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,3131763.401505554,3125170.345716647,3177922.010469919
oil,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,229517.647165727,224054.81942656898,226351.58491430798
sat_fat,Male,NHW,20-34,5,19295314,g/day,CED,MJ,26080123.3285455,25459678.6158607,25759359.5593281
sat_fat,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,2982901.5212625978,2916744.199400678,2962442.2754358253
sat_fat,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,709787.797359002,692901.984341487,701057.999330163
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,CED,MJ,1835247.433667828,1883526.686740461,1931171.651037626
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,Food_price,USD,3264148.18000751,3458557.228233335,3383699.627902145
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,FL,mrh-eq,71563.4404032926,73446.0363882239,75303.89898508531
oil,Male,NHB,20-34,6,4186659,g/day,CED,MJ,1036720.18331918,1054713.532651978,983676.963980484
oil,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,367091.094702903,345137.647362521,342991.733275474
oil,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,51201.0168152098,52089.6633338886,48581.344883485406
sat_fat,Male,NHB,20-34,6,4186659,g/day,CED,MJ,5030208.56612542,4828335.11484299,4882124.2946929205
sat_fat,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,475103.752427149,447241.616506986,455537.644017695
sat_fat,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,135363.087586509,129930.6659864673,131378.13468831498
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,CED,MJ,2658769.84097465,2546108.6149041504,2609119.77348997
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,Food_price,USD,4794948.262505921,4558349.064265059,4742533.78175527
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,FL,mrh-eq,97247.8021667324,93127.0781928402,95431.78941305011
oil,Male,HIS,20-34,7,6886181,g/day,CED,MJ,1521677.301733619,1521010.178201538,1496428.138635804
oil,Male,HIS,20-34,7,6886181,g/day,Food_price,USD,780227.583228702,797550.336484905,738208.794338607
oil,Male,HIS,20-34,7,6886181,g/day,FL,mrh-eq,79721.2070538604,79686.2562182457,78398.3945515221
sat_fat,Male,HIS,20-34,7,6886181,g/day,CED,MJ,8538647.98650204,8537569.12199923,8560807.12955816
sat_fat,Male,HIS,20-34,7,6886181,g/day,Food_price,USD,912741.34202937,913142.463943484,914859.1743712251
sat_fat,Male,HIS,20-34,7,6886181,g/day,FL,mrh-eq,235405.425182766,235375.681532788,236016.339522022
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,CED,MJ,1300574.075158081,1303303.283642327,1256559.415238058
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,Food_price,USD,2317484.570575944,2350541.257339506,2288148.794930728
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,FL,mrh-eq,55613.8729292936,55730.576665543296,53731.7612137261
oil,Male,OTH,20-34,8,3785306,g/day,CED,MJ,887721.094940024,908624.5612062,889643.659248285
oil,Male,OTH,20-34,8,3785306,g/day,Food_price,USD,675288.188107875,692261.115976891,697456.626458157
oil,Male,OTH,20-34,8,3785306,g/day,FL,mrh-eq,47030.6583405391,48138.1050213729,47132.5140535946
sat_fat,Male,OTH,20-34,8,3785306,g/day,CED,MJ,4456046.28808639,4396536.58353404,4372119.41752753
