Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,7221955.726893463,157480.92386047085,7232007.11476757,7068305.733039685,7367062.041054252
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,15528460.8009899,412580.73936955835,15743502.18185615,15087317.524599494,15786818.903643992
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,332300.19899404905,7246.090161108236,332762.688424481,325230.37947924423,338976.90249298664
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,4982516.454606551,119662.19948155752,4951746.048660111,4884769.430203982,5106418.324063593
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,3449268.393203354,84183.64880389294,3419498.945472939,3385788.5814034096,3538052.235574152
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,265622.5569861193,6379.302444949414,263982.158207418,260411.57277841298,272227.8801557218
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,25115499.23702168,316168.2038918235,25121579.24003344,24812597.097739574,25413233.373743795
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,2980667.4372573923,29364.539041511718,2986293.583581811,2950766.713109809,3005785.9370292197
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,654617.66611478,8240.69988727458,654776.137079023,646722.7367882011,662377.8951217524
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,2127202.383420246,61127.78997683603,2160921.31665045,2061855.1397062317,2163888.5338885873
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,3844823.8985063266,188729.53881976986,3923467.0089469803,3644189.0131255197,3978612.140012578
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,83615.86196762903,2402.805153344753,84941.2824770491,81047.19894198373,85057.91756026726
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,1355330.5956115571,19155.390726365877,1364873.1882436709,1334858.0374958976,1367691.9499899202
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,1007247.366333934,11258.677645381364,1013169.036922905,995208.917399847,1014252.3952673958
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,69820.3155877979,986.7964539817315,70311.905485685,68765.66480875318,70457.1149536386
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,5788693.391622193,95440.05953484446,5733657.00503107,5733531.710823963,5890636.001022878
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,646048.6241177643,3739.0792938262816,644096.277253086,643710.1578184094,650046.585252096
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,151669.83684597636,2500.6296376259584,150227.8258064992,150224.54296689035,154340.840108618
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,2765720.8680511736,108816.2221127249,2820525.0266181603,2649404.994194151,2835453.2071262575
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,4203089.829324316,183957.0515580329,4277960.0246193,4007726.35205035,4334813.640597547
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,119884.45196964253,4716.807579567503,122260.0230517995,114842.56037682031,122907.10814263132
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,1705513.6008012418,16352.254247238046,1703868.752415979,1690737.0746373818,1721688.248092575
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,1160908.566906774,13343.287316868547,1156852.777232236,1150403.2184697478,1174861.3365671576
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,88034.21499389704,844.0612055862863,87949.3121609248,87271.48880950255,88869.10858631792
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,8593992.484827647,77563.61014086538,8576702.18956973,8529041.56680487,8673640.153819652
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,1270555.2432353587,16145.85125809632,1263965.981200911,1259007.070927475,1287704.2882725226
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,235262.5563479452,2123.3219872525683,234789.230467155,233484.50976038235,237442.92993417973
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,1384183.9816554866,43601.75615916955,1376894.859484783,1346296.600753504,1428267.116402567
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,2691413.050781323,78213.43042223842,2661202.083825988,2634230.469134495,2774274.9543401855
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,62928.73556473957,1982.2533852884235,62597.35241939299,61206.27308459308,64932.87371843064
