Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,X1,X2,X3
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,3681563.88303211,3593843.1532835,3753934.17438191
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,8014470.68640247,7662848.7490869,8037682.30749838
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,169397.938343097,165361.6887379078,172727.87598412158
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,1018046.493935611,971605.5129107661,985638.787846933
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,705486.8162536337,673583.7764911334,680646.9399964084
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,54272.9994599255,51797.187841208506,52545.3146974656
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,6891283.22015188,7066994.871016061,6981673.63524832
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,819543.842695426,829936.962974811,835639.3052080469
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,179616.40720492142,184196.2067029273,181972.3692350277
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,1107178.144324217,1053748.7379778288,1108778.454949141
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,2010242.987012878,1859619.858285992,2039984.4356748932
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,43520.8495491329,41420.6517020014,43583.7544017044
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,262761.678527051,269573.139149023,268988.381403786
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,195948.87763542728,199674.74024529618,199899.4850942189
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,13536.25704203927,13887.151747567019,13857.027753873519
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,1720768.745186649,1672527.7722456441,1672566.24550724
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,189716.57704372008,187770.8922760788,187889.4554112849
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,45085.9455105769,43821.9814343584,43822.989474155096
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,1345063.918109347,1436823.3391832612,1444828.253521499
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,2034358.503757131,2179265.4734341903,2209751.996924298
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,58303.877498781396,62281.331635810595,62628.3170382744
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,339069.31826190196,336318.581908956,342802.027468997
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,228862.3095079666,230213.3200983536,233985.6331006953
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,17501.88403521327,17359.898116500553,17694.55686097835
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,2620797.8065784797,2605467.55457823,2651978.33537002
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,386232.2834468568,384637.227828019,393867.815849829
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,71744.953551598,71325.2843138829,72598.52782743389
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,701235.4174096149,684831.930675731,728775.681783518
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,1340857.83314814,1355317.1044311519,1415934.58426002
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,31880.052605450903,31134.3058747441,33132.107272414796
oil,Female,OTH,20-34,4,3878604,g/day,CED,MJ,231840.91265000537,212439.925068238,219508.2224143776
oil,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,184793.3889710214,164999.2930762695,177958.5148396747
oil,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,11866.263636956399,10873.26705653788,11235.042201463719
sat_fat,Female,OTH,20-34,4,3878604,g/day,CED,MJ,1287409.85866525,1326167.0384891639,1328598.937988475
sat_fat,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,165399.6065130023,171152.020783001,171517.560353254
sat_fat,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,34097.6938846728,35124.197173096596,35188.6072474235
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,CED,MJ,3391098.9349933,3402745.68785963,3373488.88352474
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,Food_price,USD,6678427.15305819,6643874.21857634,6740052.407079089
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,FL,mrh-eq,139110.5878872248,139588.36416838638,138388.1835399981
oil,Male,NHW,20-34,5,19295314,g/day,CED,MJ,878505.07858983,857595.479822258,866386.612749184
oil,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,614680.841564128,613386.802212733,623740.533809719
oil,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,45048.1350046512,43975.928991128,44426.7222222516
