Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,X1,X2,X3
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,10913570.99779969,10653533.02412698,11128104.36945125
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,23757972.86825857,22715630.23909392,23826781.03860487
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,502160.626767578,490195.630904245,512031.842375451
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,6132605.464073069,5852849.857932851,5937384.83650705
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,4249778.6986752115,4057598.1282066707,4100145.885469347
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,326934.86498134804,312020.83507072704,316527.472904884
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,31687618.099876,32495578.4623236,32103252.875281803
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,3768440.7205172377,3816230.546556626,3842451.1555766026
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,825915.280819921,846974.194353245,836748.5063140499
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,3268099.46097467,3110389.86837121,3272823.15816605
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,5933709.99595984,5489110.02952617,6021498.9510067105
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,128462.132026182,122262.8988789817,128647.8106505621
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,1596039.97124675,1637413.445020329,1633861.569647457
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,1190212.5255866922,1212843.7771682008,1214208.899221851
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,82220.5407625329,84351.9093047822,84168.93323955851
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,7619666.79863015,7406052.88863766,7406223.25053831
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,840076.336401027,831460.728018978,831985.732664371
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,199643.26005614828,194046.3516202168,194050.8152806543
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,3985462.59480749,4257348.36580142,4281067.15435872
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,6027862.03093544,6457225.4980535,6547557.93309965
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,172756.0451032345,184541.3546876098,185569.4822909491
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,2042938.070677877,2026364.515610625,2065428.1437550792
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,1378926.0775165309,1387066.097330585,1409794.7885802118
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,105451.19619613819,104595.71201277021,106612.07578547491
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,11197499.996148221,11132000.667553369,11330720.48730809
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,1650198.2646477679,1643383.303477952,1682821.488705062
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,306534.184018753,304741.124563383,310181.12615461496
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,2078130.276894401,2029518.096759163,2159746.60118176
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,3973668.74361467,4016519.18825714,4196160.7423114795
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,94477.4050248439,92267.3642575057,98187.90316447901
oil,Female,OTH,20-34,4,3878604,g/day,CED,MJ,1401674.239903844,1284378.874684548,1327112.7053825902
oil,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,1117232.200583326,997560.163406071,1075909.610478808
oil,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,71741.5915668805,65738.0880817711,67925.3245599399
sat_fat,Female,OTH,20-34,4,3878604,g/day,CED,MJ,5812193.16402583,5987167.9120544195,5998147.0649250895
sat_fat,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,746719.823401164,772689.907964129,774340.1878474969
sat_fat,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,153938.8423753493,158573.1360741814,158863.92442815978
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,CED,MJ,10036171.7968618,10070641.098667141,9984053.73564389
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,Food_price,USD,19765227.59311682,19662965.99792504,19947611.43040242
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,FL,mrh-eq,411706.584078588,413120.593203691,409568.582718395
oil,Male,NHW,20-34,5,19295314,g/day,CED,MJ,5354437.736851091,5226994.939499,5280576.387165951
oil,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,3746444.243069682,3738557.147929382,3801662.5442796433
oil,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,274565.782170378,268030.748417696,270778.30713656
sat_fat,Male,NHW,20-34,5,19295314,g/day,CED,MJ,34058800.7219897,33248543.7089329,33639905.8741018
sat_fat,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,3895458.898187235,3809062.104229998,3868740.5668450836
sat_fat,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,926932.777142602,904881.0968898931,915532.276935535
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,CED,MJ,2773070.22172751,2846020.4716866603,2918012.30738355
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,Food_price,USD,4932148.0859910995,5225901.3601161,5112791.06308464
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,FL,mrh-eq,108132.8010088151,110977.4151843126,113784.6570574812
oil,Male,NHB,20-34,6,4186659,g/day,CED,MJ,1242841.768276789,1264412.570564441,1179252.451141153
oil,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,440076.457080758,413758.206745419,411185.64020198
oil,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,61380.8463460708,62446.1743182839,58240.329021998405
