Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,-1960548.1316963807,80168.07400083037,-1965664.944495983,-2034416.721278295,-1882330.2512348045
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,-4218657.164535923,210030.538520338,-4328127.269942479,-4350178.309983586,-3994086.4294926883
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,-90209.71035228956,3688.7330732648475,-90445.1476736778,-93608.58843265117,-86610.71054874797
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-78424.86389180136,23818.609453933714,-72300.05350763121,-103087.37429187482,-58968.44231827255
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-49495.873478720336,16756.648816037774,-43570.30256140392,-67168.18500576721,-36860.29723139242
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-4180.90197353371,1269.7920829058753,-3854.38267146612,-5495.683195802968,-3143.6621580219035
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-3363995.3122821166,87868.01149419323,-3365685.03872502,-3446740.2127043735,-3279814.1443833923
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-400404.7859371737,8160.857487440431,-401968.37861922325,-407385.6037407974,-392094.9143538079
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-87680.15078518196,2290.2173700646745,-87724.1923059173,-89836.8379004224,-85486.02837731651
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,-637579.262473415,31319.674877427005,-654855.6277139031,-656375.9228075808,-604097.6916848344
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,-1138329.7876936842,96698.20874992957,-1178623.681048641,-1206878.0572775572,-1035531.7087580983
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,-25061.902910564568,1231.1106981797136,-25741.0005754179,-25800.760185360825,-23745.812620642973
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-40643.9514910227,3775.132804295615,-42524.5998681888,-43080.11972616338,-36609.232135290826
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-29121.526547741938,2218.853372359987,-30288.56580139106,-30502.073407867047,-26748.99632201507
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-2093.7869542876265,194.4772475698682,-2190.6691936678762,-2219.286987676705,-1885.9370174253356
