Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,X1,X2,X3
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,-5826986.740204221,-5566948.76653152,-6041520.11185579
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,-12830233.4955349,-11787890.86637023,-12899041.66588114
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,-268114.196005804,-256149.200142471,-277985.411613676
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-630748.578239086,-350992.972098874,-435527.95067306596
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-412095.75291545806,-219915.18244691432,-262462.9397095923
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-33625.7896373482,-18711.7597267268,-23218.397560884703
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-15060516.58051458,-15868476.94296218,-15476151.35592037
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-1800548.1486160168,-1848337.9746554052,-1874558.583675392
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-392541.678004427,-413600.591537751,-403374.903498557
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,-1932962.0395047609,-1775252.446901296,-1937685.736696146
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,-3478987.944688957,-3034387.978255272,-3566776.8997358223
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,-75980.68164253561,-69781.4484953354,-76166.3602669157
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-220476.9538515245,-261850.4276250996,-258298.5522522318
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-161344.4406189071,-183975.6922004162,-185340.81425406638
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-11357.9451003272,-13489.31364257645,-13306.337577352871
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-3659488.0506353,-3445874.1406428,-3446044.5025434596
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-398040.5896912965,-389424.9813092486,-389949.9859546405
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-95882.4242415293,-90285.5158055975,-90289.979466035
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,-2105635.963205857,-2377521.7341998,-2401240.52275709
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,-3175320.84302625,-3604684.31014431,-3695016.7451904602
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,-91272.05005123251,-103057.3596356082,-104085.4872389475
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,-42364.8130313236,-25791.25796406421,-64854.8861085197
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,-22558.84600295234,-30698.865817010403,-53427.55706663858
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,-2186.7624255964092,-1331.278242228504,-3347.6420149331298
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,-4970819.18066187,-4905319.8520670105,-5104039.67182173
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,-732518.4277275259,-725703.4665577047,-765141.651784819
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,-136077.3388678806,-134284.2794125105,-139724.2810037424
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,-960103.9264900039,-911491.746354775,-1041720.250777364
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,-1801877.4688703492,-1844727.913512825,-2024369.467567164
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,-43648.9129374965,-41438.872170158094,-47359.411077131605
oil,Female,OTH,20-34,4,3878604,g/day,CED,MJ,-222485.10630610748,-105189.7410868126,-147923.5717848544
oil,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,-182046.3581147044,-62374.3209374487,-140723.7680101847
oil,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,-11387.40741031365,-5383.903925204269,-7571.14040337304
sat_fat,Female,OTH,20-34,4,3878604,g/day,CED,MJ,-2332468.3153623003,-2507443.06339089,-2518422.21626155
sat_fat,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,-299824.3389030681,-325794.4234660321,-327444.7033494013
sat_fat,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,-61776.589698775904,-66410.883397608,-66701.6717515865
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,CED,MJ,-4327115.768872051,-4361585.0706774,-4274997.70765414
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,Food_price,USD,-8583746.015954591,-8481484.42076282,-8766129.85324012
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,FL,mrh-eq,-177508.1264224634,-178922.1355475656,-175370.12506226992
oil,Male,NHW,20-34,5,19295314,g/day,CED,MJ,479403.977612016,606846.7749641009,553265.327297156
oil,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,398067.784313094,405954.87945339404,342849.48310313304
oil,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,24582.95988441986,31117.9936371019,28370.4349182385
sat_fat,Male,NHW,20-34,5,19295314,g/day,CED,MJ,-16014213.64442683,-15203956.63136999,-15595318.79653887
sat_fat,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,-1816439.279708708,-1730042.48575147,-1789720.948366556
sat_fat,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,-435837.410963199,-413785.730710489,-424436.910756132
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,CED,MJ,-1533261.686428,-1606211.93638715,-1678203.772084036
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,Food_price,USD,-2710633.4276549593,-3004386.7017799616,-2891276.404748493
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,FL,mrh-eq,-59787.8407600062,-62632.4549355037,-65439.696808672394
