race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
HIS,added_sugar,CED,MJ,-4588811.262889184,-4412188.763099883,-4328944.732931234,-4444953.138405374,139684.177066672,0,0,0,0,0,-4588811.262889184,-4412188.763099883,-4328944.732931234,-4444953.138405374,139684.177066672,-180612339.69427097,-173334442.45626318,-170158380.47490916,-174773682.89719433,5641496.78043292,-3040434.9666574853,-2923022.7526080245,-2867770.4496323154,-2944833.2477216218,92818.27321887406,-1548376.2962316982,-1489166.0104918582,-1461174.283298918,-1500119.8906837527,46865.92295748308,8539614.977598904,8622859.00776755,8799481.50755685,8655623.383073043,139684.1770666707,4210670.244667671,4210670.244667671,4210670.244667671,4210670.244667671,0,5657291.097583226,5712543.4005589355,5829955.614608396,5734353.895672533,92818.27321887396,2789520.6479509105,2789520.6479509105,2789520.6479509105,2789520.6479509105,0,2882323.8800156782,2910315.6072086184,2969525.8929484575,2921269.487400513,46865.92295748234,1421149.59671676,1421149.59671676,1421149.59671676,1421149.59671676,0,-3040434.9666574853,-2923022.7526080245,-2867770.4496323154,-2944833.2477216218,92818.27321887406,-1548376.2962316982,-1489166.0104918582,-1461174.283298918,-1500119.8906837527,46865.92295748308,0,0,0,0,0,0,0,0,0,0,2882323.8800156782,2910315.6072086184,2969525.8929484575,2921269.487400513,46865.92295748234,1421149.59671676,1421149.59671676,1421149.59671676,1421149.59671676,0
HIS,added_sugar,FL,mrh-eq,-202343.97832993258,-193125.68780184354,-189036.04012549022,-194925.2116094701,7175.459841647633,0,0,0,0,0,-202343.97832993258,-193125.68780184354,-189036.04012549022,-194925.2116094701,7175.459841647633,-180612339.69427097,-173334442.45626318,-170158380.47490916,-174773682.89719433,5641496.78043292,-134095.6406544945,-127967.35176215121,-125255.28894381861,-129166.02757759357,4767.213120057664,-68248.33767543809,-65158.336039692316,-63780.751181671614,-65759.18403187655,2408.2491055217624,374057.2108778601,378146.85855421337,387365.14908230247,379946.38236184,7175.45984164762,185021.17075236986,185021.17075236986,185021.17075236986,185021.1707523699,0,247855.11968547257,250567.18250380518,256695.47139614847,251765.85831924752,4767.213120057679,122599.83074165398,122599.83074165398,122599.83074165398,122599.83074165398,0,126202.09119238751,127579.6760504082,130669.67768615398,128180.52404259243,2408.2491055217615,62421.34001071588,62421.34001071588,62421.34001071588,62421.34001071588,0,-134095.6406544945,-127967.35176215121,-125255.28894381861,-129166.02757759357,4767.213120057664,-68248.33767543809,-65158.336039692316,-63780.751181671614,-65759.18403187655,2408.2491055217624,0,0,0,0,0,0,0,0,0,0,126202.09119238751,127579.6760504082,130669.67768615398,128180.52404259243,2408.2491055217615,62421.34001071588,62421.34001071588,62421.34001071588,62421.34001071588,0
HIS,added_sugar,Food_price,USD,-10933587.621070024,-10374961.998151114,-10291966.260170573,-10541849.67707686,367323.89260799525,0,0,0,0,0,-10933587.621070024,-10374961.998151114,-10291966.260170573,-10541849.67707686,367323.89260799525,-180612339.69427097,-173334442.45626318,-170158380.47490916,-174773682.89719433,5641496.78043292,-7244474.014117636,-6873224.0211770125,-6818115.9535205765,-6984151.012504797,244097.31655106047,-3689113.6069523874,-3501737.9769741,-3473850.306649995,-3557698.6645720587,123226.57953001653,20280595.421763185,20363591.159743734,20922216.782662638,20530478.838669475,367323.8926079946,9988629.16159262,9988629.16159262,9988629.16159262,9988629.16159262,0,13435506.22268087,13490614.290337307,13861864.283277929,13601541.281665092,244097.31655106007,6617390.269160293,6617390.269160293,6617390.269160293,6617390.269160293,0,6845089.199082324,6872976.869406428,7060352.499384713,6928937.5570043875,123226.57953001487,3371238.8924323265,3371238.8924323265,3371238.8924323265,3371238.8924323265,0,-7244474.014117636,-6873224.0211770125,-6818115.9535205765,-6984151.012504797,244097.31655106047,-3689113.6069523874,-3501737.9769741,-3473850.306649995,-3557698.6645720587,123226.57953001653,0,0,0,0,0,0,0,0,0,0,6845089.199082324,6872976.869406428,7060352.499384713,6928937.5570043875,123226.57953001487,3371238.8924323265,3371238.8924323265,3371238.8924323265,3371238.8924323265,0
HIS,oil,CED,MJ,264833.433828896,272556.16622749646,318395.6728231194,285930.47296329384,30477.31822923328,0,0,0,0,0,264833.433828896,272556.16622749646,318395.6728231194,285930.47296329384,30477.31822923328,28805452.89446615,29705358.518786192,34686675.92972449,31137432.829880316,3334592.680065871,221550.75729817201,228053.16275642518,266407.4406617734,239229.25835189712,25515.747324839955,43282.67653072397,44503.00347107136,51988.23216134589,46701.21461139667,4961.617130284701,4549087.7594366595,4594927.266032282,4602649.998430882,4581552.9592964845,30477.31822923286,4867483.4322597785,4867483.4322597785,4867483.4322597785,4867483.4322597785,0,3801780.2555162907,3840134.533421638,3846636.938879892,3828958.4378261664,25515.747324839853,4068187.6961780647,4068187.6961780647,4068187.6961780647,4068187.696178065,0,747307.503920368,754792.7326106427,756013.0595509901,752594.5214703173,4961.617130284796,799295.736081714,799295.736081714,799295.736081714,799295.7360817142,0,221550.75729817201,228053.16275642518,266407.4406617734,239229.25835189712,25515.747324839955,43282.67653072397,44503.00347107136,51988.23216134589,46701.21461139667,4961.617130284701,0,0,0,0,0,0,0,0,0,0,747307.503920368,754792.7326106427,756013.0595509901,752594.5214703173,4961.617130284796,799295.736081714,799295.736081714,799295.736081714,799295.7360817142,0
HIS,oil,FL,mrh-eq,13519.467102029112,13800.64847251551,16258.881834086977,14564.526364124305,1586.3200559476054,0,0,0,0,0,13519.467102029112,13800.64847251551,16258.881834086977,14564.526364124305,1586.3200559476054,28805452.89446615,29705358.518786192,34686675.92972449,31137432.829880316,3334592.680065871,11310.159465787392,11547.575736417308,13604.433588557145,12185.976291333069,1328.0637646057253,2209.3076362417146,2253.0727360982014,2654.44824552983,2378.5500727912336,258.258907066702,231464.04383060292,233922.27719217434,234203.4585626608,233158.39930056556,1586.3200559475888,247722.92566468983,247722.92566468983,247722.92566468983,247722.92566468983,0,193437.60552193693,195494.4633740768,195731.87964470667,194856.06281916102,1328.0637646057216,207042.03911049408,207042.03911049408,207042.03911049408,207042.03911049408,0,38026.43830866595,38427.81381809758,38471.57891795407,38302.33648140455,258.2589070667074,40680.88655419579,40680.88655419579,40680.88655419579,40680.88655419579,0,11310.159465787392,11547.575736417308,13604.433588557145,12185.976291333069,1328.0637646057253,2209.3076362417146,2253.0727360982014,2654.44824552983,2378.5500727912336,258.258907066702,0,0,0,0,0,0,0,0,0,0,38026.43830866595,38427.81381809758,38471.57891795407,38302.33648140455,258.2589070667074,40680.88655419579,40680.88655419579,40680.88655419579,40680.88655419579,0
HIS,oil,Food_price,USD,37706.33587886677,38235.34538484168,57317.636429058904,44745.268731593365,11761.062192716274,0,0,0,0,0,37706.33587886677,38235.34538484168,57317.636429058904,44745.268731593365,11761.062192716274,28805452.89446615,29705358.518786192,34686675.92972449,31137432.829880316,3334592.680065871,31565.525101383308,31990.917465008326,47966.57487343713,37447.15081406228,9840.81070311457,6140.810777483462,6244.427919833357,9351.061555621769,7298.117917531083,1920.2771382461883,1037657.7627326342,1056740.0537768516,1057269.0632828267,1050230.1304300998,11761.06219271639,1094975.3991616934,1094975.3991616934,1094975.3991616934,1094975.3991616934,0,867136.8528765885,883112.5102850174,883537.9026486422,877656.2769359634,9840.810703114597,915103.4277500258,915103.4277500258,915103.4277500258,915103.4277500258,0,170520.9098560459,173627.5434918343,173731.1606341842,172573.8534941366,1920.2771382461779,179871.97141166765,179871.97141166765,179871.97141166765,179871.97141166765,0,31565.525101383308,31990.917465008326,47966.57487343713,37447.15081406228,9840.81070311457,6140.810777483462,6244.427919833357,9351.061555621769,7298.117917531083,1920.2771382461883,0,0,0,0,0,0,0,0,0,0,170520.9098560459,173627.5434918343,173731.1606341842,172573.8534941366,1920.2771382461779,179871.97141166765,179871.97141166765,179871.97141166765,179871.97141166765,0
HIS,sat_fat,CED,MJ,-11151074.219368536,-10827297.568008084,-10445195.37502838,-10806832.46568554,371937.6899366325,0,0,0,0,0,-11151074.219368536,-10827297.568008084,-10445195.37502838,-10806832.46568554,371937.6899366325,-216975117.01610404,-210536820.79644975,-203122778.43750477,-210194453.73003197,7296731.030532031,-8513852.117056627,-8270765.895328641,-7980663.136961181,-8254268.864928826,280989.220161595,-2637222.102311908,-2556531.672679446,-2464532.2380672023,-2552563.6007567155,90954.34368160719,23939451.525129773,24321553.71810948,24645330.36946993,24301088.61578693,371937.6899366317,13494256.150101397,13494256.150101397,13494256.150101397,13494256.150101399,0,18284488.775121678,18574591.533489138,18817677.755217128,18558094.503089324,280989.2201615949,10303825.638160503,10303825.638160503,10303825.638160503,10303825.638160503,0,5654962.750008096,5746962.184620339,5827652.6142528,5742994.112697609,90954.34368160673,3190430.511940894,3190430.511940894,3190430.511940894,3190430.511940894,0,-8513852.117056627,-8270765.895328641,-7980663.136961181,-8254268.864928826,280989.220161595,-2637222.102311908,-2556531.672679446,-2464532.2380672023,-2552563.6007567155,90954.34368160719,0,0,0,0,0,0,0,0,0,0,5654962.750008096,5746962.184620339,5827652.6142528,5742994.112697609,90954.34368160673,3190430.511940894,3190430.511940894,3190430.511940894,3190430.511940894,0
HIS,sat_fat,FL,mrh-eq,-305438.6980469229,-296376.15614600625,-285810.4429799263,-295848.7276319139,10340.7535154182,0,0,0,0,0,-305438.6980469229,-296376.15614600625,-285810.4429799263,-295848.7276319139,10340.7535154182,-216975117.01610404,-210536820.79644975,-203122778.43750477,-210194453.73003197,7296731.030532031,-233165.63669777333,-226360.27240856606,-218338.09395796582,-225933.32007123518,7812.724355003179,-72273.06134914966,-70015.88373744013,-67472.3490219605,-69915.4075606787,2528.188577334183,655324.1416484979,665889.8548145777,674952.3967154948,665362.4263004855,10340.753515418342,369513.6986685716,369513.6986685716,369513.6986685716,369513.6986685716,0,500443.4621363904,508465.64058699063,515271.0048761979,508038.6882496598,7812.7243550031635,282105.3681784246,282105.3681784246,282105.3681784246,282105.3681784246,0,154880.67951210754,157424.21422758716,159681.39183929673,157323.73805082575,2528.1885773341974,87408.33049014703,87408.33049014703,87408.33049014703,87408.33049014704,0,-233165.63669777333,-226360.27240856606,-218338.09395796582,-225933.32007123518,7812.724355003179,-72273.06134914966,-70015.88373744013,-67472.3490219605,-69915.4075606787,2528.188577334183,0,0,0,0,0,0,0,0,0,0,154880.67951210754,157424.21422758716,159681.39183929673,157323.73805082575,2528.1885773341974,87408.33049014703,87408.33049014703,87408.33049014703,87408.33049014704,0
HIS,sat_fat,Food_price,USD,-500671.61564823415,-486606.7832856562,-467681.5669930532,-484901.38541547203,17425.88384476053,0,0,0,0,0,-500671.61564823415,-486606.7832856562,-467681.5669930532,-484901.38541547203,17425.88384476053,-216975117.01610404,-210536820.79644975,-203122778.43750477,-210194453.73003197,7296731.030532031,-382478.9567556363,-371909.14922469744,-357536.13677599025,-370574.6913588138,13178.570328590231,-118192.65889259768,-114697.63406095888,-110145.43021706291,-114326.69405665812,4247.548807371948,1073078.4475881006,1092003.663880704,1106068.4962432813,1090298.2660105193,17425.88384476047,605396.8805950475,605396.8805950475,605396.8805950475,605396.8805950475,0,820064.8425226391,834437.8549713461,845007.6625022852,833103.3971054625,13178.57032859025,462528.7057466487,462528.7057466487,462528.7057466487,462528.70574664866,0,253013.60506546166,257565.80890935764,261060.83374099646,257194.86890505688,4247.54880737197,142868.17484839878,142868.17484839878,142868.17484839878,142868.17484839878,0,-382478.9567556363,-371909.14922469744,-357536.13677599025,-370574.6913588138,13178.570328590231,-118192.65889259768,-114697.63406095888,-110145.43021706291,-114326.69405665812,4247.548807371948,0,0,0,0,0,0,0,0,0,0,253013.60506546166,257565.80890935764,261060.83374099646,257194.86890505688,4247.54880737197,142868.17484839878,142868.17484839878,142868.17484839878,142868.17484839878,0
NHB,added_sugar,CED,MJ,-4911505.418039783,-4836028.026974783,-4830804.725182785,-4860678.584614432,47537.167790574385,0,0,0,0,0,-4911505.418039783,-4836028.026974783,-4830804.725182785,-4860678.584614432,47537.167790574385,-190485130.71276918,-187570376.57606634,-187308642.97502944,-188501260.97454563,1856055.9711203403,-3251491.2424891535,-3201244.580983207,-3197990.5727522047,-3217733.231255118,31572.037911834235,-1660014.1755506308,-1634783.4459915766,-1632814.1524305793,-1642945.3533593158,15965.735985745923,8144420.544320267,8149643.846112265,8225121.237177266,8174294.403751914,47537.16779057409,3313615.8191374834,3313615.8191374834,3313615.8191374834,3313615.8191374834,0,5391549.0159252705,5394803.0241562715,5445049.685662219,5411291.674428183,31572.0379118346,2193558.4431730662,2193558.4431730662,2193558.4431730662,2193558.4431730662,0,2752871.5283949967,2754840.8219559933,2780071.5515150474,2763002.729323733,15965.735985745832,1120057.3759644171,1120057.3759644171,1120057.3759644171,1120057.3759644171,0,-3251491.2424891535,-3201244.580983207,-3197990.5727522047,-3217733.231255118,31572.037911834235,-1660014.1755506308,-1634783.4459915766,-1632814.1524305793,-1642945.3533593158,15965.735985745923,0,0,0,0,0,0,0,0,0,0,2752871.5283949967,2754840.8219559933,2780071.5515150474,2763002.729323733,15965.735985745832,1120057.3759644171,1120057.3759644171,1120057.3759644171,1120057.3759644171,0
