age_gp,sex_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,HIS,CED,MJ,-3221414.6765774013,-3185591.6588450717,-2999160.0625475715,-3132746.543559047,125609.97407556386,0,0,0,0,0,-3221414.6765774013,-3185591.6588450717,-2999160.0625475715,-3132746.543559047,125609.97407556386,-87797664.54952869,-83645762.69241464,-82684441.62587939,-84765264.72419667,2860482.363515979,-2363163.2304795105,-2340873.6869477257,-2198159.572079198,-2298619.4513909738,94238.79769773298,-858251.4460978912,-844717.9718973457,-801000.4904683729,-834127.092168073,31497.101617884204,7308866.756539901,7495298.3528374005,7531121.370569731,7442453.237551376,125609.97407556394,4309706.693992329,4309706.693992329,4309706.693992329,4309706.693992329,0,5484925.584599595,5627639.699468122,5649929.2429999085,5585385.46391137,94238.7976977333,3286766.0125203966,3286766.0125203966,3286766.0125203966,3286766.0125203966,0,1823941.1719403053,1867658.653369278,1881192.1275698233,1857067.7736400052,31497.101617884204,1022940.6814719323,1022940.6814719323,1022940.6814719323,1022940.6814719323,0,-2363163.2304795105,-2340873.6869477257,-2198159.572079198,-2298619.4513909738,94238.79769773298,-858251.4460978912,-844717.9718973457,-801000.4904683729,-834127.092168073,31497.101617884204,0,0,0,0,0,0,0,0,0,0,1823941.1719403053,1867658.653369278,1881192.1275698233,1857067.7736400052,31497.101617884204,1022940.6814719323,1022940.6814719323,1022940.6814719323,1022940.6814719323,0
20-34,Female,HIS,FL,mrh-eq,-106415.28374953101,-103782.04042855973,-99572.07689244169,-103228.80526535034,3633.415336655339,0,0,0,0,0,-106415.28374953101,-103782.04042855973,-99572.07689244169,-103228.80526535034,3633.415336655339,-87797664.54952869,-83645762.69241464,-82684441.62587939,-84765264.72419667,2860482.363515979,-77023.19118645244,-75215.56188655592,-72009.2233857394,-74724.78672833838,2672.938263611841,-29392.092563078593,-28566.47854200381,-27562.85350670229,-28504.018537011973,964.275762813775,253519.25369638123,257729.21723249927,260362.4605534706,257175.9820692899,3633.4153366553523,153947.17680393954,153947.17680393954,153947.17680393954,153947.17680393954,0,189854.3972585777,193060.73575939419,194868.3650592907,192569.96060117663,2672.938263611841,117845.17387283828,117845.17387283828,117845.17387283828,117845.17387283828,0,63664.856437803566,64668.48147310509,65494.09549417988,64606.02146811326,964.275762813775,36102.00293110128,36102.00293110128,36102.00293110128,36102.00293110128,0,-77023.19118645244,-75215.56188655592,-72009.2233857394,-74724.78672833838,2672.938263611841,-29392.092563078593,-28566.47854200381,-27562.85350670229,-28504.018537011973,964.275762813775,0,0,0,0,0,0,0,0,0,0,63664.856437803566,64668.48147310509,65494.09549417988,64606.02146811326,964.275762813775,36102.00293110128,36102.00293110128,36102.00293110128,36102.00293110128,0
20-34,Female,HIS,Food_price,USD,-2512886.7005749103,-2391422.587363271,-2358874.964924338,-2422621.3560554483,85443.27222641354,0,0,0,0,0,-2512886.7005749103,-2391422.587363271,-2358874.964924338,-2422621.3560554483,85443.27222641354,-87797664.54952869,-83645762.69241464,-82684441.62587939,-84765264.72419667,2860482.363515979,-1677662.7486126372,-1596389.2634900382,-1574916.2357478028,-1617371.8801147274,57048.546837453716,-835223.9519622731,-795033.3238732327,-783958.7291765355,-805249.4759407216,28395.2329149031,4483249.063646327,4515796.6860852605,4637260.7992969,4546995.454777438,85443.27222641336,2124374.0987219894,2124374.0987219894,2124374.0987219894,2124374.0987219894,0,3033687.6171711623,3055160.6449133987,3136434.130035998,3076143.261538088,57048.546837453985,1458771.3814233602,1458771.3814233602,1458771.3814233602,1458771.3814233604,0,1449561.4464751647,1460636.0411718618,1500826.669260902,1470852.1932393506,28395.23291490299,665602.7172986291,665602.7172986291,665602.7172986291,665602.7172986291,0,-1677662.7486126372,-1596389.2634900382,-1574916.2357478028,-1617371.8801147274,57048.546837453716,-835223.9519622731,-795033.3238732327,-783958.7291765355,-805249.4759407216,28395.2329149031,0,0,0,0,0,0,0,0,0,0,1449561.4464751647,1460636.0411718618,1500826.669260902,1470852.1932393506,28395.23291490299,665602.7172986291,665602.7172986291,665602.7172986291,665602.7172986291,0
20-34,Female,NHB,CED,MJ,-3076448.5892330445,-2887318.1380200735,-2827728.1485225344,-2932770.9316044357,136695.7057982046,0,0,0,0,0,-3076448.5892330445,-2887318.1380200735,-2827728.1485225344,-2932770.9316044357,136695.7057982046,-93796916.07753831,-92546359.49182098,-88612395.04681464,-91604812.87452658,2847922.128821669,-2277613.135494797,-2127129.473201705,-2082537.249163309,-2164284.363817388,107595.56339033229,-798835.4537382473,-760188.6648183682,-745190.8993592252,-768486.5677870475,29134.151702140356,6225685.1790118925,6285275.168509431,6474405.619722402,6330727.962093793,136695.70579820417,3397957.030489357,3397957.030489357,3397957.030489357,3397957.030489357,0,4691567.705509248,4736159.929547644,4886643.591840737,4773314.820163327,107595.56339033246,2609030.456345939,2609030.456345939,2609030.456345939,2609030.456345939,0,1534117.4735026436,1549115.2389617865,1587762.0278816659,1557413.1419304658,29134.151702140436,788926.5741434185,788926.5741434185,788926.5741434185,788926.5741434185,0,-2277613.135494797,-2127129.473201705,-2082537.249163309,-2164284.363817388,107595.56339033229,-798835.4537382473,-760188.6648183682,-745190.8993592252,-768486.5677870475,29134.151702140356,0,0,0,0,0,0,0,0,0,0,1534117.4735026436,1549115.2389617865,1587762.0278816659,1557413.1419304658,29134.151702140436,788926.5741434185,788926.5741434185,788926.5741434185,788926.5741434185,0
20-34,Female,NHB,FL,mrh-eq,-97109.17727182322,-93309.13931059575,-90749.71070656048,-93744.44083943513,3368.2504967955,0,0,0,0,0,-97109.17727182322,-93309.13931059575,-90749.71070656048,-93744.44083943513,3368.2504967955,-93796916.07753831,-92546359.49182098,-88612395.04681464,-91604812.87452658,2847922.128821669,-71189.8766679277,-68103.97995200593,-66164.22011135,-68506.1332415729,2667.9123569737417,-25919.300603895514,-25205.159358589823,-24585.490595210464,-25238.307597862222,702.5919870339915,209347.5959845306,211907.02458856587,215707.06254979334,212342.3261174052,3368.2504967955,118597.88527797011,118597.88527797011,118597.88527797011,118597.88527797011,0,157755.26530692857,159695.02514758447,162780.92186350626,160097.17843715145,2667.912356973736,91591.04519557855,91591.04519557855,91591.04519557855,91591.04519557855,0,51592.330677602025,52211.99944098138,52926.14068628707,52245.14768025378,702.5919870339897,27006.840082391558,27006.840082391558,27006.840082391558,27006.840082391558,0,-71189.8766679277,-68103.97995200593,-66164.22011135,-68506.1332415729,2667.9123569737417,-25919.300603895514,-25205.159358589823,-24585.490595210464,-25238.307597862222,702.5919870339915,0,0,0,0,0,0,0,0,0,0,51592.330677602025,52211.99944098138,52926.14068628707,52245.14768025378,702.5919870339897,27006.840082391558,27006.840082391558,27006.840082391558,27006.840082391558,0
20-34,Female,NHB,Food_price,USD,-2946905.646099538,-2863991.562447901,-2823596.033428364,-2878910.3535468834,66173.34270881544,0,0,0,0,0,-2946905.646099538,-2863991.562447901,-2823596.033428364,-2878910.3535468834,66173.34270881544,-93796916.07753831,-92546359.49182098,-88612395.04681464,-91604812.87452658,2847922.128821669,-1966890.89636749,-1910508.804059518,-1885453.658883327,-1921500.715333827,43906.0616504607,-980014.7497320481,-953482.7583883827,-938142.3745450369,-957409.6382130563,22298.94160821129,4940275.642498409,4980671.171517948,5063585.255169584,4995589.96261693,66173.34270881559,2116679.6090700463,2116679.6090700463,2116679.6090700463,2116679.6090700463,0,3345458.073965486,3370513.2191416775,3426895.31144965,3381505.130415987,43906.061650461095,1460004.4150821592,1460004.4150821592,1460004.4150821592,1460004.4150821592,0,1594817.5685329237,1610157.9523762695,1636689.9437199351,1614084.8322009433,22298.941608211313,656675.1939878869,656675.1939878869,656675.1939878869,656675.1939878869,0,-1966890.89636749,-1910508.804059518,-1885453.658883327,-1921500.715333827,43906.0616504607,-980014.7497320481,-953482.7583883827,-938142.3745450369,-957409.6382130563,22298.94160821129,0,0,0,0,0,0,0,0,0,0,1594817.5685329237,1610157.9523762695,1636689.9437199351,1614084.8322009433,22298.941608211313,656675.1939878869,656675.1939878869,656675.1939878869,656675.1939878869,0
20-34,Female,NHW,CED,MJ,-9566408.859610878,-9044521.292280875,-8834008.449119667,-9153775.581462909,396916.2412386624,0,0,0,0,0,-9566408.859610878,-9044521.292280875,-8834008.449119667,-9153775.581462909,396916.2412386624,-252394621.6533153,-242739963.00546098,-242034557.1685325,-245880051.711049,6093166.587559569,-7168123.673726789,-6798841.952614483,-6625344.806380519,-6867538.294677059,291802.1655351865,-2398285.185884089,-2245679.339666391,-2208663.642739148,-2286237.286785849,105801.28741185142,19679884.66804554,19890397.51120675,20412285.078536756,19999651.800388783,396916.24123866396,10845876.218925875,10845876.218925875,10845876.218925875,10845876.218925875,0,14969374.97701359,15142872.123247555,15512153.844359862,15211568.465310132,291802.16553518653,8344030.170633071,8344030.170633071,8344030.170633071,8344030.170633071,0,4710509.6910319505,4747525.387959193,4900131.234176892,4788083.335078651,105801.28741185114,2501846.0482928026,2501846.0482928026,2501846.0482928026,2501846.0482928026,0,-7168123.673726789,-6798841.952614483,-6625344.806380519,-6867538.294677059,291802.1655351865,-2398285.185884089,-2245679.339666391,-2208663.642739148,-2286237.286785849,105801.28741185142,0,0,0,0,0,0,0,0,0,0,4710509.6910319505,4747525.387959193,4900131.234176892,4788083.335078651,105801.28741185114,2501846.0482928026,2501846.0482928026,2501846.0482928026,2501846.0482928026,0
20-34,Female,NHW,FL,mrh-eq,-306547.2779933343,-289124.3863154743,-285788.8999069537,-294067.3355327863,11734.1503071443,0,0,0,0,0,-306547.2779933343,-289124.3863154743,-285788.8999069537,-294067.3355327863,11734.1503071443,-252394621.6533153,-242739963.00546098,-242034557.1685325,-245880051.711049,6093166.587559569,-225302.0401330292,-213495.85931501974,-210489.69206733015,-216583.5833747811,8241.827449867835,-81245.23786030502,-75628.52700045455,-75299.20783962346,-77483.75215800521,3517.8259938399624,676013.2370256095,679348.72343413,696771.61511199,684291.6726514421,11734.150307144271,390224.3371186558,390224.3371186558,390224.3371186558,390224.33711865573,0,510141.96496533736,513148.1322130269,524954.3130310364,516235.8562727883,8241.827449867867,299652.2728980072,299652.2728980072,299652.2728980072,299652.2728980072,0,165871.27206027205,166200.59122110315,171817.3020809536,168055.8163786538,3517.82599383995,90572.06422064858,90572.06422064858,90572.06422064858,90572.06422064856,0,-225302.0401330292,-213495.85931501974,-210489.69206733015,-216583.5833747811,8241.827449867835,-81245.23786030502,-75628.52700045455,-75299.20783962346,-77483.75215800521,3517.8259938399624,0,0,0,0,0,0,0,0,0,0,165871.27206027205,166200.59122110315,171817.3020809536,168055.8163786538,3517.82599383995,90572.06422064858,90572.06422064858,90572.06422064858,90572.06422064856,0
20-34,Female,NHW,Food_price,USD,-8754946.290094512,-8077570.600616547,-7835412.858340207,-8230278.652266239,501708.9776325654,0,0,0,0,0,-8754946.290094512,-8077570.600616547,-7835412.858340207,-8230278.652266239,501708.9776325654,-252394621.6533153,-242739963.00546098,-242034557.1685325,-245880051.711049,6093166.587559569,-5840904.895390737,-5390873.787848834,-5231650.200884144,-5492911.514367155,332613.6546302133,-2914041.394703774,-2686696.8127677143,-2603762.6574560627,-2737367.1378990854,169097.61469261444,15282147.70709017,15524305.449366512,16201681.138844471,15677013.501016201,501708.9776325635,7446734.848749964,7446734.848749964,7446734.848749964,7446734.848749963,0,10254480.73920915,10413704.32617384,10863735.433715744,10515742.052692162,332613.65463021304,5022830.538325007,5022830.538325007,5022830.538325007,5022830.538325007,0,5027666.967881018,5110601.123192669,5337945.705128729,5161271.4483240405,169097.61469261502,2423904.3104249556,2423904.3104249556,2423904.3104249556,2423904.3104249556,0,-5840904.895390737,-5390873.787848834,-5231650.200884144,-5492911.514367155,332613.6546302133,-2914041.394703774,-2686696.8127677143,-2603762.6574560627,-2737367.1378990854,169097.61469261444,0,0,0,0,0,0,0,0,0,0,5027666.967881018,5110601.123192669,5337945.705128729,5161271.4483240405,169097.61469261502,2423904.3104249556,2423904.3104249556,2423904.3104249556,2423904.3104249556,0
20-34,Female,OTH,CED,MJ,-1833496.9229872816,-1522364.970622854,-1462609.4441589133,-1610567.2253247795,209617.04372209276,0,0,0,0,0,-1833496.9229872816,-1522364.970622854,-1462609.4441589133,-1610567.2253247795,209617.04372209276,-52422564.362792924,-46146918.80275792,-38950405.71231932,-45823807.38858122,7096129.1069697505,-1367093.612823996,-1139139.4243369899,-1097653.544126493,-1204566.9009252388,152711.49808792843,-466403.31016328564,-383225.54628586414,-364955.90003242035,-406000.3243995405,56919.85812818085,3885415.5231661685,3945171.04963011,4256303.001994537,4033373.304332035,209617.04372209276,2422806.0790072554,2422806.0790072554,2422806.0790072554,2422806.0790072554,0,2956707.5065795686,2998193.3867900656,3226147.575277072,3063620.8633783143,152711.4980879285,1859053.9624530757,1859053.9624530757,1859053.9624530757,1859053.9624530757,0,928708.0165866005,946977.6628400441,1030155.4267174655,969752.4409537205,56919.85812818074,563752.1165541799,563752.1165541799,563752.1165541799,563752.1165541799,0,-1367093.612823996,-1139139.4243369899,-1097653.544126493,-1204566.9009252388,152711.49808792843,-466403.31016328564,-383225.54628586414,-364955.90003242035,-406000.3243995405,56919.85812818085,0,0,0,0,0,0,0,0,0,0,928708.0165866005,946977.6628400441,1030155.4267174655,969752.4409537205,56919.85812818074,563752.1165541799,563752.1165541799,563752.1165541799,563752.1165541799,0
