outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
CED,MJ,-105987983.39777309,-105829593.47594747,-105476323.12786563,-105761214.37901546,275729.0472075269,0,0,0,0,0,-105987983.39777309,-105829593.47594747,-105476323.12786563,-105761214.37901546,275729.0472075269,-2694488887.5197086,-2652066383.271245,-2644971381.9436603,-2664461998.3312025,28186135.269424517,-78409230.88257572,-78252925.43893626,-78065984.54282227,-78242176.15736626,180895.65823968017,-27578752.515197285,-27576668.037011202,-27410338.585043408,-27519038.221649196,101723.9066672308,242203649.22168335,242556919.56976524,242715309.49159077,242488540.4728332,275729.04720751155,136727326.09381774,136727326.09381774,136727326.09381774,136727326.09381774,0,182515928.22112787,182702869.11724192,182859174.5608814,182692119.8356719,180895.65823971803,104449943.67830572,104449943.67830572,104449943.67830572,104449943.6783057,0,59687721.00055557,59854050.452523366,59856134.93070941,59796420.637161344,101723.90666722093,32277382.415512174,32277382.415512174,32277382.415512174,32277382.415512174,0,-78409230.88257572,-78252925.43893626,-78065984.54282227,-78242176.15736626,180895.65823968017,-27578752.515197285,-27576668.037011202,-27410338.585043408,-27519038.221649196,101723.9066672308,0,0,0,0,0,0,0,0,0,0,59687721.00055557,59854050.452523366,59856134.93070941,59796420.637161344,101723.90666722093,32277382.415512174,32277382.415512174,32277382.415512174,32277382.415512174,0
FL,mrh-eq,-3410255.201940384,-3390542.2235075827,-3376418.3649446485,-3392503.318198764,17889.660979152195,0,0,0,0,0,-3410255.201940384,-3390542.2235075827,-3376418.3649446485,-3392503.318198764,17889.660979152195,-2694488887.5197086,-2652066383.271245,-2644971381.9436603,-2664461998.3312025,28186135.269424517,-2481790.240901478,-2468581.3758769087,-2459803.835075273,-2470136.226481447,11649.873514039802,-928464.9610389043,-921960.8476306709,-916614.5298693755,-922367.0917173158,6246.983741029879,8252420.974735796,8266544.833298725,8286257.811731534,8268505.927989911,17889.66097915394,4876002.609791149,4876002.609791149,4876002.609791149,4876002.609791149,0,6191103.261925256,6199880.802726888,6213089.667751459,6201435.653331429,11649.87351403928,3731299.4268499836,3731299.4268499836,3731299.4268499836,3731299.4268499836,0,2061317.7128105408,2066664.0305718363,2073168.143980069,2067070.274658481,6246.983741029639,1144703.1829411655,1144703.1829411655,1144703.1829411655,1144703.1829411655,0,-2481790.240901478,-2468581.3758769087,-2459803.835075273,-2470136.226481447,11649.873514039802,-928464.9610389043,-921960.8476306709,-916614.5298693755,-922367.0917173158,6246.983741029879,0,0,0,0,0,0,0,0,0,0,2061317.7128105408,2066664.0305718363,2073168.143980069,2067070.274658481,6246.983741029639,1144703.1829411655,1144703.1829411655,1144703.1829411655,1144703.1829411655,0
Food_price,USD,-81725812.75986406,-79386505.04930389,-79311986.63488434,-80181167.960230425,1444860.3545713576,0,0,0,0,0,-81725812.75986406,-79386505.04930389,-79311986.63488434,-80181167.960230425,1444860.3545713576,-2694488887.5197086,-2652066383.271245,-2644971381.9436603,-2664461998.3312025,28186135.269424517,-54567034.44300611,-53011929.351372354,-52963828.58493991,-53540702.79881141,960045.2583489872,-27158778.316857934,-26374575.697931617,-26348158.049944445,-26640465.161419034,484815.955748833,155300563.25601572,155375081.6704353,157714389.38099533,156169744.58136177,1444860.3545713115,75988576.62113136,75988576.62113136,75988576.62113136,75988576.62113136,0,104911507.51651779,104959608.28295025,106514713.37458393,105488381.73038928,960045.2583489444,51947678.93157792,51947678.93157792,51947678.93157792,51947678.93157792,0,50389055.739497915,50415473.38748508,51199676.00641141,50681362.8509725,484815.95574883936,24040897.689553488,24040897.689553488,24040897.689553488,24040897.689553488,0,-54567034.44300611,-53011929.351372354,-52963828.58493991,-53540702.79881141,960045.2583489872,-27158778.316857934,-26374575.697931617,-26348158.049944445,-26640465.161419034,484815.955748833,0,0,0,0,0,0,0,0,0,0,50389055.739497915,50415473.38748508,51199676.00641141,50681362.8509725,484815.95574883936,24040897.689553488,24040897.689553488,24040897.689553488,24040897.689553488,0
