race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
HIS,CED,MJ,-15240892.504499504,-14887434.061964635,-14757475.666544273,-14965855.13112762,263338.14681414067,0,0,0,0,0,-15240892.504499504,-14887434.061964635,-14757475.666544273,-14965855.13112762,263338.14681414067,-355615718.0099618,-354022594.08030856,-351882582.8442118,-353830703.79734594,1971823.2214245482,-11167901.644923009,-10914419.803582918,-10790479.156782376,-10959872.854298549,202506.0273479235,-4072990.8595764935,-3973014.2583817155,-3966996.5097619025,-4005982.2768290713,62668.18372684222,37329885.49357313,37459843.88899348,37813302.33152836,37538264.95815647,263338.1468141407,22572409.82702884,22572409.82702884,22572409.82702884,22572409.82702884,0,27952013.13907184,28075953.785872385,28329435.627212483,28121406.836588014,202506.0273479255,17161533.98228947,17161533.98228947,17161533.98228947,17161533.98228947,0,9377872.354501272,9383890.103121083,9483866.704315865,9416858.12156844,62668.18372684298,5410875.844739371,5410875.844739371,5410875.844739371,5410875.844739371,0,-11167901.644923009,-10914419.803582918,-10790479.156782376,-10959872.854298549,202506.0273479235,-4072990.8595764935,-3973014.2583817155,-3966996.5097619025,-4005982.2768290713,62668.18372684222,0,0,0,0,0,0,0,0,0,0,9377872.354501272,9383890.103121083,9483866.704315865,9416858.12156844,62668.18372684298,5410875.844739371,5410875.844739371,5410875.844739371,5410875.844739371,0
HIS,FL,mrh-eq,-482234.5870337327,-474282.8558563967,-471821.81218852033,-476209.4128772597,5728.750846888376,0,0,0,0,0,-482234.5870337327,-474282.8558563967,-471821.81218852033,-476209.4128772597,5728.750846888376,-355615718.0099618,-354022594.08030856,-351882582.8442118,-353830703.79734594,1971823.2214245482,-347428.8764735645,-340786.4804782401,-340205.7234887944,-342913.3713574958,4224.377267965338,-134805.71056016829,-133496.37537815655,-131616.08869972616,-133296.04151976405,1687.6896206611218,1274079.6072741516,1276540.6509420283,1284492.3821193643,1278467.2079628913,5728.750846888488,802257.7950856313,802257.7950856313,802257.7950856313,802257.7950856313,0,951952.961519367,952533.7185088128,959176.1145041371,954660.6093880683,4224.377267965328,611747.2380305725,611747.2380305725,611747.2380305725,611747.2380305725,0,322126.6457547849,324006.9324332152,325316.267615227,323806.59857482277,1687.6896206611016,190510.5570550587,190510.5570550587,190510.5570550587,190510.55705505874,0,-347428.8764735645,-340786.4804782401,-340205.7234887944,-342913.3713574958,4224.377267965338,-134805.71056016829,-133496.37537815655,-131616.08869972616,-133296.04151976405,1687.6896206611218,0,0,0,0,0,0,0,0,0,0,322126.6457547849,324006.9324332152,325316.267615227,323806.59857482277,1687.6896206611016,190510.5570550587,190510.5570550587,190510.5570550587,190510.55705505874,0
HIS,Food_price,USD,-11344719.648574471,-10838695.374860931,-10741105.795011835,-10982005.793760737,341073.74200833234,0,0,0,0,0,-11344719.648574471,-10838695.374860931,-10741105.795011835,-10982005.793760737,341073.74200833234,-355615718.0099618,-354022594.08030856,-351882582.8442118,-353830703.79734594,1971823.2214245482,-7554622.270751484,-7224716.147562559,-7158612.880011558,-7317278.553049549,223309.75040631858,-3790097.377822985,-3613979.227298371,-3582492.915000278,-3664727.2407111856,117772.96639756065,22430107.236361198,22527696.81621029,23033721.089923825,22671007.235110093,341073.7420083289,11689001.441349361,11689001.441349361,11689001.441349361,11689001.441349363,0,15153635.282668525,15219738.550219523,15549644.673408452,15312300.955706516,223309.7504063199,7995022.402656966,7995022.402656966,7995022.402656966,7995022.402656966,0,7276471.953692673,7307958.265990767,7484076.416515377,7358706.279403579,117772.96639755853,3693979.0386923933,3693979.0386923933,3693979.0386923933,3693979.038692394,0,-7554622.270751484,-7224716.147562559,-7158612.880011558,-7317278.553049549,223309.75040631858,-3790097.377822985,-3613979.227298371,-3582492.915000278,-3664727.2407111856,117772.96639756065,0,0,0,0,0,0,0,0,0,0,7276471.953692673,7307958.265990767,7484076.416515377,7358706.279403579,117772.96639755853,3693979.0386923933,3693979.0386923933,3693979.0386923933,3693979.038692394,0
NHB,CED,MJ,-14041341.442388931,-13865814.351880895,-13654926.24727671,-13853406.978513828,203660.07163703354,0,0,0,0,0,-14041341.442388931,-13865814.351880895,-13654926.24727671,-13853406.978513828,203660.07163703354,-405040947.88064337,-401765864.7996546,-390597787.1221053,-398996393.01138777,7971058.231203138,-10264578.82105323,-10138483.987845974,-9970511.761295553,-10123790.165620303,155294.38371007558,-3776762.621335696,-3727330.3640349205,-3684414.4859811626,-3729616.8128935234,48644.59982599976,31395085.18755834,31605973.292162534,31781500.38267056,31593565.918795455,203660.07163703107,17740158.94028163,17740158.94028163,17740158.94028163,17740158.94028163,0,23500460.340341665,23668432.56689209,23794527.40009935,23653738.744666416,155294.3837100813,13529948.579046117,13529948.579046117,13529948.579046117,13529948.579046117,0,7894624.8472166825,7937540.725270438,7986972.982571213,7939827.17412904,48644.599825998135,4210210.361235518,4210210.361235518,4210210.361235518,4210210.361235518,0,-10264578.82105323,-10138483.987845974,-9970511.761295553,-10123790.165620303,155294.38371007558,-3776762.621335696,-3727330.3640349205,-3684414.4859811626,-3729616.8128935234,48644.59982599976,0,0,0,0,0,0,0,0,0,0,7894624.8472166825,7937540.725270438,7986972.982571213,7939827.17412904,48644.599825998135,4210210.361235518,4210210.361235518,4210210.361235518,4210210.361235518,0
NHB,FL,mrh-eq,-455017.0637166932,-449627.97721787816,-442328.3635671139,-448957.61681368545,6703.44964635612,0,0,0,0,0,-455017.0637166932,-449627.97721787816,-442328.3635671139,-448957.61681368545,6703.44964635612,-405040947.88064337,-401765864.7996546,-390597787.1221053,-398996393.01138777,7971058.231203138,-328258.73008723673,-324526.2031073991,-318636.46575321245,-323769.28718657483,5106.5965824266705,-126758.33362945632,-125101.77411047915,-123691.89781390155,-125188.32962711058,1615.6534157518224,1061444.9066932583,1068744.5203440227,1074133.6068428373,1068074.15993983,6703.449646355986,619116.5431261446,619116.5431261446,619116.5431261446,619116.5431261446,0,792795.4781907353,798685.215544922,802417.7425247598,797928.2996240979,5106.59658242672,474159.01243752294,474159.01243752294,474159.01243752294,474159.01243752294,0,268649.4285025232,270059.30479910085,271715.86431807803,270145.86031573225,1615.653415751859,144957.53068862174,144957.53068862174,144957.53068862174,144957.53068862174,0,-328258.73008723673,-324526.2031073991,-318636.46575321245,-323769.28718657483,5106.5965824266705,-126758.33362945632,-125101.77411047915,-123691.89781390155,-125188.32962711058,1615.6534157518224,0,0,0,0,0,0,0,0,0,0,268649.4285025232,270059.30479910085,271715.86431807803,270145.86031573225,1615.653415751859,144957.53068862174,144957.53068862174,144957.53068862174,144957.53068862174,0
NHB,Food_price,USD,-12849387.701073537,-12675809.522269985,-12645419.646459062,-12726051.03209196,115834.03927997108,0,0,0,0,0,-12849387.701073537,-12675809.522269985,-12645419.646459062,-12726051.03209196,115834.03927997108,-405040947.88064337,-401765864.7996546,-390597787.1221053,-398996393.01138777,7971058.231203138,-8563845.066148227,-8449817.088227477,-8426822.3575567,-8481758.578490626,77240.44799505868,-4285542.63492531,-4225992.434042506,-4218597.288902359,-4244292.453601333,38634.57598909999,21883941.902813718,21914331.778624658,22087909.9574282,21964573.288446624,115834.03927997171,9238522.256354664,9238522.256354664,9238522.256354664,9238522.256354664,0,14666152.83618444,14689147.566855216,14803175.544775968,14721089.057118366,77240.44799505868,6239330.478627741,6239330.478627741,6239330.478627741,6239330.478627741,0,7217789.066629284,7225184.211769431,7284734.412652235,7243484.231328257,38634.57598910052,2999191.777726923,2999191.777726923,2999191.777726923,2999191.7777269236,0,-8563845.066148227,-8449817.088227477,-8426822.3575567,-8481758.578490626,77240.44799505868,-4285542.63492531,-4225992.434042506,-4218597.288902359,-4244292.453601333,38634.57598909999,0,0,0,0,0,0,0,0,0,0,7217789.066629284,7225184.211769431,7284734.412652235,7243484.231328257,38634.57598910052,2999191.777726923,2999191.777726923,2999191.777726923,2999191.7777269236,0
NHW,CED,MJ,-69410660.78989354,-69087638.73179035,-68869859.70620418,-69124566.11162089,286423.08558634366,0,0,0,0,0,-69410660.78989354,-69087638.73179035,-68869859.70620418,-69124566.11162089,286423.08558634366,-1730869111.1268775,-1704576650.8483677,-1691787484.2907948,-1709314648.6451876,20974547.319356464,-51535835.50722384,-51273258.93119396,-51169443.2467716,-51328964.5071966,198780.8841749678,-17874825.282669697,-17814379.800596382,-17700416.45943259,-17795601.604424287,93223.52436464904,152225011.11988652,152442790.14547268,152765812.20357585,152479717.5253032,286423.08558632,83355151.41368231,83355151.41368231,83355151.41368231,83355151.41368231,0,114949146.33678344,115052962.02120578,115315538.59723568,115108667.59720843,198780.88417497402,63779703.09001184,63779703.09001184,63779703.09001184,63779703.09001184,0,37275864.78310305,37389828.124266855,37450273.60634016,37371049.928094745,93223.52436465218,19575448.32367046,19575448.32367046,19575448.32367046,19575448.32367046,0,-51535835.50722384,-51273258.93119396,-51169443.2467716,-51328964.5071966,198780.8841749678,-17874825.282669697,-17814379.800596382,-17700416.45943259,-17795601.604424287,93223.52436464904,0,0,0,0,0,0,0,0,0,0,37275864.78310305,37389828.124266855,37450273.60634016,37371049.928094745,93223.52436465218,19575448.32367046,19575448.32367046,19575448.32367046,19575448.32367046,0
NHW,FL,mrh-eq,-2226455.9617897063,-2221179.8485307484,-2200798.798978098,-2215879.8708838387,14262.507627633679,0,0,0,0,0,-2226455.9617897063,-2221179.8485307484,-2200798.798978098,-2215879.8708838387,14262.507627633679,-1730869111.1268775,-1704576650.8483677,-1691787484.2907948,-1709314648.6451876,20974547.319356464,-1625851.5769494732,-1622560.3749430743,-1608784.6200223335,-1618881.584446814,9530.864989546077,-600604.3848402337,-598619.4735876737,-592014.1789557654,-596998.2864370252,4734.140106405239,5178149.474912185,5198530.5244648345,5203806.637723792,5193230.546817926,14262.507627633506,2977350.6759340866,2977350.6759340866,2977350.6759340866,2977350.675934086,0,3889488.676177904,3903264.4310986446,3906555.6331050433,3899585.640602384,9530.864989545815,2280704.05615557,2280704.05615557,2280704.05615557,2280704.05615557,0,1288660.798734282,1295266.0933661906,1297251.0046187507,1293644.906215542,4734.140106405481,696646.6197785167,696646.6197785167,696646.6197785167,696646.6197785167,0,-1625851.5769494732,-1622560.3749430743,-1608784.6200223335,-1618881.584446814,9530.864989546077,-600604.3848402337,-598619.4735876737,-592014.1789557654,-596998.2864370252,4734.140106405239,0,0,0,0,0,0,0,0,0,0,1288660.798734282,1295266.0933661906,1297251.0046187507,1293644.906215542,4734.140106405481,696646.6197785167,696646.6197785167,696646.6197785167,696646.6197785167,0
NHW,Food_price,USD,-52417504.93278232,-51211604.209450364,-50746208.953640714,-51471430.68928275,907953.9313077528,0,0,0,0,0,-52417504.93278232,-51211604.209450364,-50746208.953640714,-51471430.68928275,907953.9313077528,-1730869111.1268775,-1704576650.8483677,-1691787484.2907948,-1709314648.6451876,20974547.319356464,-35014484.149610184,-34211489.75255773,-33899174.6600324,-34383657.929584794,605645.3371988685,-17403020.78317214,-17000114.456892606,-16847034.293608308,-17087772.759697955,302311.2021119767,98871540.88607371,99336936.14188331,100542836.86521529,99596762.62171572,907953.9313077541,48125331.93243298,48125331.93243298,48125331.93243298,48125331.93243298,0,66888279.45457809,67200594.54710346,68003588.94415589,67372762.7241305,605645.3371988704,32989104.794545695,32989104.794545695,32989104.794545695,32989104.794545695,0,31983261.431495585,32136341.59477987,32539247.921059407,32223999.897585217,302311.2021119721,15136227.13788727,15136227.13788727,15136227.13788727,15136227.13788727,0,-35014484.149610184,-34211489.75255773,-33899174.6600324,-34383657.929584794,605645.3371988685,-17403020.78317214,-17000114.456892606,-16847034.293608308,-17087772.759697955,302311.2021119767,0,0,0,0,0,0,0,0,0,0,31983261.431495585,32136341.59477987,32539247.921059407,32223999.897585217,302311.2021119721,15136227.13788727,15136227.13788727,15136227.13788727,15136227.13788727,0
OTH,CED,MJ,-8102496.174457844,-7665335.3048291365,-7661519.366033869,-7817386.157753151,266845.9921829138,0,0,0,0,0,-8102496.174457844,-7665335.3048291365,-7661519.366033869,-7817386.157753151,266845.9921829138,-208444690.91879803,-203968741.66152677,-194794599.36915693,-202320252.87728167,7324732.73716492,-6040609.639578169,-5724888.2455975525,-5707448.947878779,-5829548.630250831,197388.38458830162,-2062603.5537703857,-1954787.4370457982,-1941164.0781222929,-1987837.5275023181,70031.5944786958,20721125.27885889,20724941.217654157,21162102.08728287,20876992.070578173,266845.9921829176,13059605.912825022,13059605.912825022,13059605.912825022,13059605.912825024,0,15686206.974836992,15703646.272555761,16019367.666536372,15808306.657209039,197388.38458829725,9978758.026958205,9978758.026958205,9978758.026958205,9978758.026958205,0,5022011.963989108,5035635.322912613,5143451.439637201,5068685.413369133,70031.59447869605,3080847.8858668157,3080847.8858668157,3080847.8858668157,3080847.8858668157,0,-6040609.639578169,-5724888.2455975525,-5707448.947878779,-5829548.630250831,197388.38458830162,-2062603.5537703857,-1954787.4370457982,-1941164.0781222929,-1987837.5275023181,70031.5944786958,0,0,0,0,0,0,0,0,0,0,5022011.963989108,5035635.322912613,5143451.439637201,5068685.413369133,70031.59447869605,3080847.8858668157,3080847.8858668157,3080847.8858668157,3080847.8858668157,0
