age_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,added_sugar,CED,MJ,-10053200.493585566,-10037822.508308252,-9373368.12904923,-9810076.405156776,408566.65618073265,0,0,0,0,0,-10053200.493585566,-10037822.508308252,-9373368.12904923,-9810076.405156776,408566.65618073265,-390238025.3492638,-389955908.2990132,-364070862.6273821,-380972424.572213,15817726.678020319,-6656399.852871173,-6646259.975188106,-6206102.464040284,-6495376.595025034,270633.87517268787,-3396800.6407143935,-3391562.5331201456,-3167265.665008944,-3314699.810131741,137932.7842834923,18564045.577781837,19228499.957040858,19243877.94231817,19000753.85388938,408566.6561807321,9190677.448732607,9190677.448732607,9190677.448732607,9190677.448732607,0,12291622.470639383,12731779.981787201,12741919.859470272,12580896.601624131,270633.87517268624,6085520.006599097,6085520.006599097,6085520.006599097,6085520.006599096,0,6272423.107142455,6496719.975253655,6501958.0828479035,6419857.252265251,137932.7842834915,3105157.4421335105,3105157.4421335105,3105157.4421335105,3105157.4421335105,0,-6656399.852871173,-6646259.975188106,-6206102.464040284,-6495376.595025034,270633.87517268787,-3396800.6407143935,-3391562.5331201456,-3167265.665008944,-3314699.810131741,137932.7842834923,0,0,0,0,0,0,0,0,0,0,6272423.107142455,6496719.975253655,6501958.0828479035,6419857.252265251,137932.7842834915,3105157.4421335105,3105157.4421335105,3105157.4421335105,3105157.4421335105,0
20-34,added_sugar,FL,mrh-eq,-422652.80938558886,-422544.2970028207,-393777.2460541469,-412488.6694358363,17515.871462194908,0,0,0,0,0,-422652.80938558886,-422544.2970028207,-393777.2460541469,-412488.6694358363,17515.871462194908,-390238025.3492638,-389955908.2990132,-364070862.6273821,-380972424.572213,15817726.678020319,-279864.7185797321,-279794.8316734108,-260737.54112043645,-273132.58477984834,11603.11771519841,-142788.09080585686,-142749.46532940996,-133039.70493371043,-139356.08465598794,5912.753887799641,779936.003887083,808703.054835757,808811.5672185252,798647.4272687724,17515.87146219501,386158.75783293624,386158.75783293624,386158.75783293624,386158.75783293624,0,516445.5470129267,535502.8375659012,535572.7244722224,528840.5906723386,11603.117715198478,255708.00589249033,255708.00589249033,255708.00589249033,255708.00589249036,0,263490.45687415637,273200.2172698559,273238.8427463028,269806.83659643395,5912.753887799625,130450.75194044595,130450.75194044595,130450.75194044595,130450.75194044593,0,-279864.7185797321,-279794.8316734108,-260737.54112043645,-273132.58477984834,11603.11771519841,-142788.09080585686,-142749.46532940996,-133039.70493371043,-139356.08465598794,5912.753887799641,0,0,0,0,0,0,0,0,0,0,263490.45687415637,273200.2172698559,273238.8427463028,269806.83659643395,5912.753887799625,130450.75194044595,130450.75194044595,130450.75194044595,130450.75194044593,0
20-34,added_sugar,Food_price,USD,-27478793.895608485,-27436563.70583735,-25569330.653540842,-26796211.824249502,1147834.4887399608,0,0,0,0,0,-27478793.895608485,-27436563.70583735,-25569330.653540842,-26796211.824249502,1147834.4887399608,-390238025.3492638,-389955908.2990132,-364070862.6273821,-380972424.572213,15817726.678020319,-18194833.00738999,-18166694.7740978,-16929928.635587305,-17742614.807354536,760323.2669326003,-9283960.888218498,-9269868.931739548,-8639402.017953537,-9053597.0168949645,387511.23651024577,50660568.046281606,52527801.0985781,52570031.28834924,51887449.216990255,1147834.4887399555,25091237.392740764,25091237.392740764,25091237.392740764,25091237.392740767,0,33544246.581986435,34781012.72049693,34809150.95378912,34356932.75375366,760323.2669325981,16614317.946399132,16614317.946399132,16614317.946399132,16614317.946399132,0,17116321.46429516,17746788.378081176,17760880.334560122,17530516.46323659,387511.23651024734,8476919.446341624,8476919.446341624,8476919.446341624,8476919.446341624,0,-18194833.00738999,-18166694.7740978,-16929928.635587305,-17742614.807354536,760323.2669326003,-9283960.888218498,-9269868.931739548,-8639402.017953537,-9053597.0168949645,387511.23651024577,0,0,0,0,0,0,0,0,0,0,17116321.46429516,17746788.378081176,17760880.334560122,17530516.46323659,387511.23651024734,8476919.446341624,8476919.446341624,8476919.446341624,8476919.446341624,0
20-34,oil,CED,MJ,-189781.5959840138,-2448.7266349357014,47012.66326938881,-50824.68433484925,131481.7565577638,0,0,0,0,0,-189781.5959840138,-2448.7266349357014,47012.66326938881,-50824.68433484925,131481.7565577638,-20201653.776929013,-49883.4975386858,5301915.455436123,-5242855.892772201,14156281.399086565,-157885.92716350104,-1419.8689509539981,39938.35891215256,-41808.58135426646,109836.25733295262,-31895.668820512747,-1028.8576839817388,7074.304357236305,-9016.10298058278,21645.511687848997,10036930.392970864,10086391.782875188,10273724.652224267,10134767.740575103,131481.756557765,10083943.056240251,10083943.056240251,10083943.056240251,10083943.056240251,0,8381872.44531137,8423230.673174478,8579696.731387023,8463619.385577789,109836.25733295221,8421810.804223523,8421810.804223523,8421810.804223523,8421810.804223523,0,1655057.9476594923,1663161.1097007103,1694027.9208372412,1671148.3549973115,21645.511687848837,1662132.2520167287,1662132.2520167287,1662132.2520167287,1662132.2520167287,0,-157885.92716350104,-1419.8689509539981,39938.35891215256,-41808.58135426646,109836.25733295262,-31895.668820512747,-1028.8576839817388,7074.304357236305,-9016.10298058278,21645.511687848997,0,0,0,0,0,0,0,0,0,0,1655057.9476594923,1663161.1097007103,1694027.9208372412,1671148.3549973115,21645.511687848837,1662132.2520167287,1662132.2520167287,1662132.2520167287,1662132.2520167287,0
20-34,oil,FL,mrh-eq,-10086.385948339754,-154.3571540283997,2127.073762129487,-2838.7774621524236,6835.607185520121,0,0,0,0,0,-10086.385948339754,-154.3571540283997,2127.073762129487,-2838.7774621524236,6835.607185520121,-20201653.776929013,-49883.4975386858,5301915.455436123,-5242855.892772201,14156281.399086565,-8391.573232394332,-96.23109674239231,1812.092611493835,-2337.2901940812394,5710.29099970605,-1694.812715945418,-58.12605728600937,314.9811506356482,-501.48726807118527,1125.317116965967,520910.2619690357,523191.69288519357,533123.7216795048,525876.1131933177,6835.607185520093,523037.3357311652,523037.3357311652,523037.3357311652,523037.3357311652,0,435012.19552420825,436920.5192324444,445215.86136809626,439161.5783297832,5710.290999705968,436824.28813570197,436824.28813570197,436824.28813570197,436824.28813570197,0,85898.06644482752,86271.17365274917,87907.8603114086,86714.53486353434,1125.317116965969,86213.04759546318,86213.04759546318,86213.04759546318,86213.04759546318,0,-8391.573232394332,-96.23109674239231,1812.092611493835,-2337.2901940812394,5710.29099970605,-1694.812715945418,-58.12605728600937,314.9811506356482,-501.48726807118527,1125.317116965967,0,0,0,0,0,0,0,0,0,0,85898.06644482752,86271.17365274917,87907.8603114086,86714.53486353434,1125.317116965969,86213.04759546318,86213.04759546318,86213.04759546318,86213.04759546318,0
20-34,oil,Food_price,USD,-63044.69064468845,-41575.69054765365,-34470.521533509695,-46615.63127849255,15659.60941388494,0,0,0,0,0,-63044.69064468845,-41575.69054765365,-34470.521533509695,-46615.63127849255,15659.60941388494,-20201653.776929013,-49883.4975386858,5301915.455436123,-5242855.892772201,14156281.399086565,-52559.56913718857,-34637.12779635218,-28703.306566498522,-38843.66116862682,13073.733662683619,-10485.121507499882,-6938.562751301464,-5767.214967011186,-7771.970109865724,2585.8760048410713,2049502.492348784,2056607.6613629283,2078076.661459963,2061647.6020937674,15659.609413885,2015031.9708152746,2015031.9708152746,2015031.9708152746,2015031.9708152746,0,1711702.726092339,1717636.5473221927,1735558.988663029,1721843.0806944675,13073.733662683648,1682999.4195258406,1682999.4195258406,1682999.4195258406,1682999.4195258406,0,337799.7662564453,338971.1140407356,342517.672796934,339804.52139929985,2585.8760048410504,332032.55128943414,332032.55128943414,332032.55128943414,332032.55128943414,0,-52559.56913718857,-34637.12779635218,-28703.306566498522,-38843.66116862682,13073.733662683619,-10485.121507499882,-6938.562751301464,-5767.214967011186,-7771.970109865724,2585.8760048410713,0,0,0,0,0,0,0,0,0,0,337799.7662564453,338971.1140407356,342517.672796934,339804.52139929985,2585.8760048410504,332032.55128943414,332032.55128943414,332032.55128943414,332032.55128943414,0
20-34,sat_fat,CED,MJ,-24487931.72482136,-23511377.386834186,-23371507.005786587,-23804950.705058593,640236.892302788,0,0,0,0,0,-24487931.72482136,-23511377.386834186,-23371507.005786587,-23804950.705058593,640236.892302788,-481198823.89784294,-462290647.93370205,-459028892.159181,-467780619.9300599,12599843.4843528,-18876964.906731807,-18119391.589921437,-18015889.929136325,-18348890.416596968,494863.74654017447,-5610966.818089554,-5391985.7969127465,-5355617.076650261,-5456060.288461631,145399.670093195,50025981.09662021,50165851.47766781,51142405.81565499,50459424.795892216,640236.8923027888,26654474.09083363,26654474.09083363,26654474.09083363,26654474.09083363,0,38545861.00328888,38649362.66407399,39406935.98088436,38878861.490749516,494863.74654017447,20529971.074152548,20529971.074152548,20529971.074152548,20529971.074152548,0,11480120.093331339,11516488.813593823,11735469.834770631,11580563.305142708,145399.67009319432,6124503.016681077,6124503.016681077,6124503.016681077,6124503.016681078,0,-18876964.906731807,-18119391.589921437,-18015889.929136325,-18348890.416596968,494863.74654017447,-5610966.818089554,-5391985.7969127465,-5355617.076650261,-5456060.288461631,145399.670093195,0,0,0,0,0,0,0,0,0,0,11480120.093331339,11516488.813593823,11735469.834770631,11580563.305142708,145399.67009319432,6124503.016681077,6124503.016681077,6124503.016681077,6124503.016681078,0
20-34,sat_fat,FL,mrh-eq,-656786.9637870699,-630889.5227527608,-627012.5164619912,-638615.9910838273,17039.55716794866,0,0,0,0,0,-656786.9637870699,-630889.5227527608,-627012.5164619912,-638615.9910838273,17039.55716794866,-481198823.89784294,-462290647.93370205,-459028892.159181,-467780619.9300599,12599843.4843528,-506187.8547509881,-486103.01591811574,-483227.46409786533,-492141.36223833397,13167.358618684986,-150599.1090360818,-144786.5068346451,-143785.05236412594,-146474.62884549334,3872.8790099754847,1343154.8610601854,1347031.867350955,1372929.3083852641,1354758.3356820215,17039.55716794866,716142.3445981942,716142.3445981942,716142.3445981942,716142.3445981942,0,1034706.5030216306,1037582.0548418809,1057666.8936747534,1043620.4011620992,13167.358618685086,551479.0389237653,551479.0389237653,551479.0389237653,551479.0389237653,0,308448.3580385549,309449.81250907405,315262.41471051075,311137.9345199223,3872.8790099754847,164663.305674429,164663.305674429,164663.305674429,164663.305674429,0,-506187.8547509881,-486103.01591811574,-483227.46409786533,-492141.36223833397,13167.358618684986,-150599.1090360818,-144786.5068346451,-143785.05236412594,-146474.62884549334,3872.8790099754847,0,0,0,0,0,0,0,0,0,0,308448.3580385549,309449.81250907405,315262.41471051075,311137.9345199223,3872.8790099754847,164663.305674429,164663.305674429,164663.305674429,164663.305674429,0
20-34,sat_fat,Food_price,USD,-1163221.4742733222,-1121291.0448619947,-1111926.5409498354,-1132717.6853880186,28753.818739682534,0,0,0,0,0,-1163221.4742733222,-1121291.0448619947,-1111926.5409498354,-1132717.6853880186,28753.818739682534,-481198823.89784294,-462290647.93370205,-459028892.159181,-467780619.9300599,12599843.4843528,-896431.3953004585,-863901.4174809174,-856882.2083584628,-872852.5643921759,22211.968612925568,-266790.0789728636,-257389.62738107733,-255044.33259137263,-259865.12099584276,6543.151118762458,2388089.3002194045,2397453.8041315638,2439384.233542891,2408880.444657588,28753.818739682756,1276162.759269569,1276162.759269569,1276162.759269569,1276162.759269569,0,1839542.4834159156,1846561.6925383704,1879091.6703579111,1855512.8394496285,22211.968612925477,982660.2750574527,982660.2750574527,982660.2750574527,982660.2750574527,0,548546.8168034889,550892.1115931935,560292.5631849797,553367.6052079591,6543.151118762415,293502.4842121163,293502.4842121163,293502.4842121163,293502.4842121163,0,-896431.3953004585,-863901.4174809174,-856882.2083584628,-872852.5643921759,22211.968612925568,-266790.0789728636,-257389.62738107733,-255044.33259137263,-259865.12099584276,6543.151118762458,0,0,0,0,0,0,0,0,0,0,548546.8168034889,550892.1115931935,560292.5631849797,553367.6052079591,6543.151118762415,293502.4842121163,293502.4842121163,293502.4842121163,293502.4842121163,0
35-44,added_sugar,CED,MJ,-5514299.846240899,-5483078.626945772,-5431296.917394698,-5475864.419838422,44130.24493554116,0,0,0,0,0,-5514299.846240899,-5483078.626945772,-5431296.917394698,-5475864.419838422,44130.24493554116,-217125266.2399224,-216213085.70310304,-214103098.71054342,-215792802.7361766,1631726.932516645,-3652359.167964901,-3632265.6143260826,-3597891.3910261947,-3627254.8530414966,28993.828266603832,-1861940.678275997,-1850813.0126196896,-1833405.5263685035,-1848609.5667969252,15139.24544109985,9895192.52920388,9946974.238754952,9978195.45805008,9939760.031647604,44130.24493554009,4463895.611809181,4463895.611809181,4463895.611809181,4463895.611809181,0,6555475.960641272,6589850.183941158,6609943.737579978,6584839.422656573,28993.82826660359,2957584.569615077,2957584.569615077,2957584.569615077,2957584.569615077,0,3339716.5685626073,3357124.054813794,3368251.720470101,3354920.608991029,15139.245441099885,1506311.0421941043,1506311.0421941043,1506311.0421941043,1506311.0421941045,0,-3652359.167964901,-3632265.6143260826,-3597891.3910261947,-3627254.8530414966,28993.828266603832,-1861940.678275997,-1850813.0126196896,-1833405.5263685035,-1848609.5667969252,15139.24544109985,0,0,0,0,0,0,0,0,0,0,3339716.5685626073,3357124.054813794,3368251.720470101,3354920.608991029,15139.245441099885,1506311.0421941043,1506311.0421941043,1506311.0421941043,1506311.0421941045,0
