sex_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
Female,added_sugar,CED,MJ,-15103448.489335949,-14930821.674325284,-14853751.77793595,-14964350.41770119,134588.89483861832,0,0,0,0,0,-15103448.489335949,-14930821.674325284,-14853751.77793595,-14964350.41770119,134588.89483861832,-602022383.1499717,-595306819.0730345,-591941387.495587,-596482304.1605748,5402564.350555576,-10009962.270532614,-9895409.42366526,-9844109.32794317,-9917603.371435529,89382.05123269842,-5093486.218803337,-5035412.250660019,-5009642.449992782,-5046747.046265661,45206.91317935295,26503387.346957374,26580457.243346713,26753084.05835738,26613985.98672262,134588.89483861966,11649635.569021426,11649635.569021426,11649635.569021426,11649635.569021426,0,17565535.193594843,17616835.28931694,17731388.136184294,17639029.237087205,89382.0512327016,7721425.865651678,7721425.865651678,7721425.865651678,7721425.865651678,0,8937852.153362533,8963621.954029769,9021695.922173083,8974956.749635411,45206.91317934971,3928209.7033697483,3928209.7033697483,3928209.7033697483,3928209.7033697483,0,-10009962.270532614,-9895409.42366526,-9844109.32794317,-9917603.371435529,89382.05123269842,-5093486.218803337,-5035412.250660019,-5009642.449992782,-5046747.046265661,45206.91317935295,0,0,0,0,0,0,0,0,0,0,8937852.153362533,8963621.954029769,9021695.922173083,8974956.749635411,45206.91317934971,3928209.7033697483,3928209.7033697483,3928209.7033697483,3928209.7033697483,0
Female,added_sugar,FL,mrh-eq,-701654.8532427107,-693910.5849001647,-688267.0293391238,-694647.6771042015,7075.078710776883,0,0,0,0,0,-701654.8532427107,-693910.5849001647,-688267.0293391238,-694647.6771042015,7075.078710776883,-602022383.1499717,-595306819.0730345,-591941387.495587,-596482304.1605748,5402564.350555576,-465056.37414397177,-459916.06987242535,-456165.58255564614,-460403.7249442735,4698.383018530594,-236598.47909873904,-233994.5150277392,-232101.44678347773,-234243.95215992807,2376.6964939544832,1231676.1271879768,1237319.6827490178,1245063.951091564,1238056.774953055,7075.078710777176,543409.0978488532,543409.0978488532,543409.0978488532,543409.0978488532,0,816359.4079696137,820109.895286393,825250.1995579394,820597.5503582411,4698.383018530646,360193.8254139677,360193.8254139677,360193.8254139677,360193.8254139677,0,415316.7192183632,417209.7874626248,419813.7515336246,417459.2245948136,2376.696493954509,183215.27243488558,183215.27243488558,183215.27243488558,183215.27243488558,0,-465056.37414397177,-459916.06987242535,-456165.58255564614,-460403.7249442735,4698.383018530594,-236598.47909873904,-233994.5150277392,-232101.44678347773,-234243.95215992807,2376.6964939544832,0,0,0,0,0,0,0,0,0,0,415316.7192183632,417209.7874626248,419813.7515336246,417459.2245948136,2376.696493954509,183215.27243488558,183215.27243488558,183215.27243488558,183215.27243488558,0
Female,added_sugar,Food_price,USD,-40656877.99640982,-40426113.728917815,-39716997.464853905,-40258270.9231031,515587.75803381135,0,0,0,0,0,-40656877.99640982,-40426113.728917815,-39716997.464853905,-40258270.9231031,515587.75803381135,-602022383.1499717,-595306819.0730345,-591941387.495587,-596482304.1605748,5402564.350555576,-26945102.477327622,-26791804.46951098,-26321242.02093015,-26680483.613102496,342208.12657919707,-13711775.519082192,-13634309.25940683,-13395755.443923753,-13577787.310000613,173379.65438994,71398921.79049715,72108038.05456103,72338802.32205307,71940195.24874635,515587.75803380104,31681924.325643245,31681924.325643245,31681924.325643245,31681924.325643245,0,47319633.318727836,47790195.76730867,47943493.7751253,47678874.910900176,342208.12657919474,20998391.297797672,20998391.297797672,20998391.297797672,20998391.297797672,0,24079288.471769314,24317842.287252393,24395308.54692775,24261320.337846175,173379.65438993703,10683533.027845562,10683533.027845562,10683533.027845562,10683533.027845562,0,-26945102.477327622,-26791804.46951098,-26321242.02093015,-26680483.613102496,342208.12657919707,-13711775.519082192,-13634309.25940683,-13395755.443923753,-13577787.310000613,173379.65438994,0,0,0,0,0,0,0,0,0,0,24079288.471769314,24317842.287252393,24395308.54692775,24261320.337846175,173379.65438993703,10683533.027845562,10683533.027845562,10683533.027845562,10683533.027845562,0
Female,oil,CED,MJ,-1301776.817705992,-1189144.4211364202,-1146654.5469092312,-1213755.8324846246,84379.61649460594,0,0,0,0,0,-1301776.817705992,-1189144.4211364202,-1146654.5469092312,-1213755.8324846246,84379.61649460594,-140256360.87416682,-128174139.45537315,-123497833.00493248,-130772706.11093561,9102840.898523942,-1085853.77013929,-991906.2712566181,-956258.2041632708,-1012362.2122353286,70471.21172037684,-215923.04756670154,-197238.14987980176,-190396.34274596046,-201393.62024929596,13908.740852496669,16044093.715610197,16086583.589837383,16199215.986406958,16111195.00118559,84379.61649460667,14897439.168700965,14897439.168700965,14897439.168700965,14897439.168700965,0,13384081.364897337,13419729.431990689,13513676.930873357,13440185.372969396,70471.21172037642,12427823.160734067,12427823.160734067,12427823.160734067,12427823.160734067,0,2660012.3507128586,2666854.1578466995,2685539.0555336,2671009.628216194,13908.740852496794,2469616.0079668984,2469616.0079668984,2469616.0079668984,2469616.0079668984,0,-1085853.77013929,-991906.2712566181,-956258.2041632708,-1012362.2122353286,70471.21172037684,-215923.04756670154,-197238.14987980176,-190396.34274596046,-201393.62024929596,13908.740852496669,0,0,0,0,0,0,0,0,0,0,2660012.3507128586,2666854.1578466995,2685539.0555336,2671009.628216194,13908.740852496794,2469616.0079668984,2469616.0079668984,2469616.0079668984,2469616.0079668984,0
Female,oil,FL,mrh-eq,-66293.03035652937,-60168.612198201074,-58342.44511269964,-61676.7704693684,4383.617400995117,0,0,0,0,0,-66293.03035652937,-60168.612198201074,-58342.44511269964,-61676.7704693684,4383.617400995117,-140256360.87416682,-128174139.45537315,-123497833.00493248,-130772706.11093561,9102840.898523942,-55297.16529769941,-50188.509384479614,-48655.49026244323,-51443.11878489485,3660.5849035418873,-10995.865058829957,-9980.102813721453,-9686.95485025642,-10233.651684473547,723.0481544430542,824032.6982086101,825858.8652941114,831983.2834524396,827367.0235652787,4383.617400994958,765690.2530959105,765690.2530959105,765690.2530959105,765690.2530959105,0,687407.8567411245,688940.8758631608,694049.5317763805,690195.4852635761,3660.5849035417536,638752.3664786812,638752.3664786812,638752.3664786812,638752.3664786812,0,136624.84146748576,136917.98943095078,137933.7516760593,137171.53830170288,723.0481544430648,126937.88661722935,126937.88661722935,126937.88661722935,126937.88661722936,0,-55297.16529769941,-50188.509384479614,-48655.49026244323,-51443.11878489485,3660.5849035418873,-10995.865058829957,-9980.102813721453,-9686.95485025642,-10233.651684473547,723.0481544430542,0,0,0,0,0,0,0,0,0,0,136624.84146748576,136917.98943095078,137933.7516760593,137171.53830170288,723.0481544430648,126937.88661722935,126937.88661722935,126937.88661722935,126937.88661722936,0
Female,oil,Food_price,USD,-316896.06920544326,-294175.93171489984,-269050.4324558797,-293331.94512946944,25192.519359627557,0,0,0,0,0,-316896.06920544326,-294175.93171489984,-269050.4324558797,-293331.94512946944,25192.519359627557,-140256360.87416682,-128174139.45537315,-123497833.00493248,-130772706.11093561,9102840.898523942,-264303.7162566286,-245383.71532124592,-224350.37918295382,-244642.19419741805,21037.875564745995,-52592.35294881452,-48792.21639365396,-44700.05327292577,-48689.750932051276,4154.789669334417,4206645.07255539,4231770.571814409,4254490.709304954,4230926.58522898,25192.519359627455,3937594.6400995096,3937594.6400995096,3937594.6400995096,3937594.640099509,0,3509200.2711435696,3530233.607281862,3549153.608217244,3529492.0861580335,21037.875564746075,3284849.8919606158,3284849.8919606158,3284849.8919606158,3284849.8919606158,0,697444.8014118205,701536.9645325488,705337.1010877093,701434.4990709461,4154.789669334503,652744.7481388946,652744.7481388946,652744.7481388946,652744.7481388946,0,-264303.7162566286,-245383.71532124592,-224350.37918295382,-244642.19419741805,21037.875564745995,-52592.35294881452,-48792.21639365396,-44700.05327292577,-48689.750932051276,4154.789669334417,0,0,0,0,0,0,0,0,0,0,697444.8014118205,701536.9645325488,705337.1010877093,701434.4990709461,4154.789669334503,652744.7481388946,652744.7481388946,652744.7481388946,652744.7481388946,0
Female,sat_fat,CED,MJ,-37912714.42501905,-37846739.20057834,-37723210.39761337,-37826544.96249965,101260.63370393672,0,0,0,0,0,-37912714.42501905,-37846739.20057834,-37723210.39761337,-37826544.96249965,101260.63370393672,-732095582.2017909,-731215808.2335227,-728271120.879613,-730491277.2210169,2108405.1226221365,-29469410.672558524,-29418151.855398525,-29324961.23986024,-29403438.943686843,77086.36468944661,-8443303.752460545,-8428587.345179819,-8398249.157753123,-8423106.018812811,24183.412597185572,76862748.01285224,76986276.81581722,77052252.04025793,76966082.57773852,101260.63370394151,39139537.61523886,39139537.61523886,39139537.61523886,39139537.61523886,0,59734417.58884883,59827608.20438712,59878867.021547124,59812895.29267544,77086.36468944862,30409456.34898859,30409456.34898859,30409456.34898859,30409456.34898859,0,17128330.424003415,17158668.611430112,17173385.01871084,17153187.285063103,24183.4125971874,8730081.26625029,8730081.26625029,8730081.26625029,8730081.26625029,0,-29469410.672558524,-29418151.855398525,-29324961.23986024,-29403438.943686843,77086.36468944661,-8443303.752460545,-8428587.345179819,-8398249.157753123,-8423106.018812811,24183.412597185572,0,0,0,0,0,0,0,0,0,0,17128330.424003415,17158668.611430112,17173385.01871084,17153187.285063103,24183.4125971874,8730081.26625029,8730081.26625029,8730081.26625029,8730081.26625029,0
Female,sat_fat,FL,mrh-eq,-1008220.250910192,-1006148.5513763322,-1003176.3359046297,-1005832.5808718259,2668.7578026262136,0,0,0,0,0,-1008220.250910192,-1006148.5513763322,-1003176.3359046297,-1005832.5808718259,2668.7578026262136,-732095582.2017909,-731215808.2335227,-728271120.879613,-730491277.2210169,2108405.1226221365,-783620.3390937181,-782010.841364262,-779776.9564134574,-781791.7581287012,2031.7114465238571,-224599.91181647382,-224137.71001206993,-223399.37949117192,-224040.8227431246,637.4059168970779,2044111.9807436226,2047084.1962153253,2049155.8957491852,2046768.2257108192,2668.7578026263836,1040935.6448389933,1040935.6448389933,1040935.6448389933,1040935.6448389933,0,1588460.3521846398,1590694.2371354443,1592303.7348649008,1590475.1538998839,2031.7114465240152,808683.395771182,808683.395771182,808683.395771182,808683.395771182,0,455651.628558983,456389.95907988097,456852.1608842849,456293.0718109356,637.4059168970623,232252.249067811,232252.249067811,232252.249067811,232252.24906781098,0,-783620.3390937181,-782010.841364262,-779776.9564134574,-781791.7581287012,2031.7114465238571,-224599.91181647382,-224137.71001206993,-223399.37949117192,-224040.8227431246,637.4059168970779,0,0,0,0,0,0,0,0,0,0,455651.628558983,456389.95907988097,456852.1608842849,456293.0718109356,637.4059168970623,232252.249067811,232252.249067811,232252.249067811,232252.24906781098,0
Female,sat_fat,Food_price,USD,-1791279.9849970855,-1784106.0940753594,-1780971.6347506247,-1785523.4384953564,5562.565007145184,0,0,0,0,0,-1791279.9849970855,-1784106.0940753594,-1780971.6347506247,-1785523.4384953564,5562.565007145184,-732095582.2017909,-731215808.2335227,-728271120.879613,-730491277.2210169,2108405.1226221365,-1392049.955853657,-1386480.5467509571,-1384183.439969113,-1387628.7230038892,4258.001852407903,-399230.02914342814,-397625.5473244019,-396788.1947815113,-397894.715491467,1306.145445988827,3642926.1739736465,3646060.6332983826,3653234.5242201076,3647477.977718379,5562.565007145134,1861954.5392230225,1861954.5392230225,1861954.5392230225,1861954.5392230225,0,2830495.55280058,2832792.659582423,2838362.0686851246,2833940.835835356,4258.001852408482,1446312.1128314668,1446312.1128314668,1446312.1128314668,1446312.1128314668,0,812430.6211730669,813267.9737159578,814872.4555349837,813537.1418830226,1306.145445988785,415642.42639155575,415642.42639155575,415642.42639155575,415642.42639155575,0,-1392049.955853657,-1386480.5467509571,-1384183.439969113,-1387628.7230038892,4258.001852407903,-399230.02914342814,-397625.5473244019,-396788.1947815113,-397894.715491467,1306.145445988827,0,0,0,0,0,0,0,0,0,0,812430.6211730669,813267.9737159578,814872.4555349837,813537.1418830226,1306.145445988785,415642.42639155575,415642.42639155575,415642.42639155575,415642.42639155575,0
Male,added_sugar,CED,MJ,-14569422.279454201,-13990193.523197025,-13718472.052026229,-14098090.816209791,457512.4033013186,0,0,0,0,0,-14569422.279454201,-13990193.523197025,-13718472.052026229,-14098090.816209791,457512.4033013186,-564316542.5750278,-541928159.1197119,-530868598.500485,-545903184.6762344,17937608.89991807,-9652928.72054389,-9269356.498558758,-9089007.936066821,-9340663.045749353,303156.64736486395,-4916493.55891031,-4720837.024638264,-4629464.115959404,-4757427.770460435,154355.89158720392,26889327.5346157,27161049.005786486,27740277.76204367,27268946.298799258,457512.40330131585,13170855.482589466,13170855.482589466,13170855.482589466,13170855.482589466,0,17815924.271143775,17996272.833635714,18379845.055620845,18067579.38082631,303156.6473648647,8726916.335076958,8726916.335076958,8726916.335076958,8726916.335076958,0,9073403.263471916,9164776.172150774,9360432.706422823,9201366.917972947,154355.89158720375,4443939.14751251,4443939.14751251,4443939.14751251,4443939.14751251,0,-9652928.72054389,-9269356.498558758,-9089007.936066821,-9340663.045749353,303156.64736486395,-4916493.55891031,-4720837.024638264,-4629464.115959404,-4757427.770460435,154355.89158720392,0,0,0,0,0,0,0,0,0,0,9073403.263471916,9164776.172150774,9360432.706422823,9201366.917972947,154355.89158720375,4443939.14751251,4443939.14751251,4443939.14751251,4443939.14751251,0
