age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,HIS,added_sugar,CED,MJ,-1049215.8798760183,-999563.2617714342,-983197.8427114272,-1011242.9807344436,36188.6680679306,0,0,0,0,0,-1049215.8798760183,-999563.2617714342,-983197.8427114272,-1011242.9807344436,36188.6680679306,-41055202.91207434,-39112325.04442301,-38471955.78092205,-39569345.60728279,1416041.3878049226,-695113.3412730307,-662218.1116681284,-651375.8995530402,-669956.0125417473,23975.26234533583,-354102.53860298754,-337345.1501033059,-331821.9431583871,-341286.96819269634,12213.405722594829,1760410.8931481552,1776776.3122081622,1826428.9303127462,1788456.0311711717,36188.6680679306,777213.050436728,777213.050436728,777213.050436728,777213.050436728,0,1166285.3388134504,1177127.5509285387,1210022.7805334409,1184865.4518021576,23975.26234533594,514909.4392604102,514909.4392604102,514909.4392604102,514909.4392604102,0,594125.5543347049,599648.7612796237,616406.1497793054,603590.5793690142,12213.405722594818,262303.6111763178,262303.6111763178,262303.6111763178,262303.6111763178,0,-695113.3412730307,-662218.1116681284,-651375.8995530402,-669956.0125417473,23975.26234533583,-354102.53860298754,-337345.1501033059,-331821.9431583871,-341286.96819269634,12213.405722594829,0,0,0,0,0,0,0,0,0,0,594125.5543347049,599648.7612796237,616406.1497793054,603590.5793690142,12213.405722594818,262303.6111763178,262303.6111763178,262303.6111763178,262303.6111763178,0
20-34,Female,HIS,added_sugar,FL,mrh-eq,-45479.88635072024,-43327.61676376065,-42618.23234325514,-43833.892260762084,1568.6538323342072,0,0,0,0,0,-45479.88635072024,-43327.61676376065,-42618.23234325514,-43833.892260762084,1568.6538323342072,-41055202.91207434,-39112325.04442301,-38471955.78092205,-39569345.60728279,1416041.3878049226,-30130.76371442502,-28704.869070046785,-28234.89660371042,-29040.280360587796,1039.2448566670812,-15349.122636295218,-14622.747693713865,-14383.335739544724,-14793.611900174292,529.4089756671281,76307.73503009578,77017.1194506013,79169.38903756088,77523.39494760272,1568.6538323342077,33689.50268684064,33689.50268684064,33689.50268684064,33689.50268684064,0,50554.443255295366,51024.41572163173,52450.31036600996,51359.82701217275,1039.2448566670791,22319.54665158495,22319.54665158495,22319.54665158495,22319.54665158495,0,25753.291774800415,25992.703728969555,26719.07867155091,26163.56793542998,529.4089756671274,11369.956035255691,11369.956035255691,11369.956035255691,11369.956035255693,0,-30130.76371442502,-28704.869070046785,-28234.89660371042,-29040.280360587796,1039.2448566670812,-15349.122636295218,-14622.747693713865,-14383.335739544724,-14793.611900174292,529.4089756671281,0,0,0,0,0,0,0,0,0,0,25753.291774800415,25992.703728969555,26719.07867155091,26163.56793542998,529.4089756671274,11369.956035255691,11369.956035255691,11369.956035255691,11369.956035255693,0
20-34,Female,HIS,added_sugar,Food_price,USD,-2398172.38863125,-2284682.362369222,-2247276.2414070363,-2311378.4694919735,82715.73677678999,0,0,0,0,0,-2398172.38863125,-2284682.362369222,-2247276.2414070363,-2311378.4694919735,82715.73677678999,-41055202.91207434,-39112325.04442301,-38471955.78092205,-39569345.60728279,1416041.3878049226,-1588807.083445188,-1513619.0950919385,-1488837.2611292652,-1531305.4650535441,54799.79217772536,-809365.3051860617,-771063.2672772836,-758438.9802777712,-780073.0044384295,27915.944599064573,4023737.03788438,4061143.1588465655,4174633.1851085923,4087839.265969317,82715.73677678948,1776460.7964773432,1776460.7964773432,1776460.7964773432,1776460.7964773432,0,2665755.7805342814,2690537.614496955,2765725.602850205,2708223.9844585606,54799.792177725445,1176918.5194050167,1176918.5194050167,1176918.5194050167,1176918.5194050167,0,1357981.2573500979,1370605.5443496099,1408907.5822583882,1379615.281510756,27915.944599064544,599542.2770723264,599542.2770723264,599542.2770723264,599542.2770723264,0,-1588807.083445188,-1513619.0950919385,-1488837.2611292652,-1531305.4650535441,54799.79217772536,-809365.3051860617,-771063.2672772836,-758438.9802777712,-780073.0044384295,27915.944599064573,0,0,0,0,0,0,0,0,0,0,1357981.2573500979,1370605.5443496099,1408907.5822583882,1379615.281510756,27915.944599064544,599542.2770723264,599542.2770723264,599542.2770723264,599542.2770723264,0
20-34,Female,HIS,oil,CED,MJ,-63949.24782546306,-62543.319478217374,-37867.94583438271,-54378.601830291416,15441.098357073874,0,0,0,0,0,-63949.24782546306,-62543.319478217374,-37867.94583438271,-54378.601830291416,15441.098357073874,-6778019.09987304,-6629003.911818086,-4013646.272102108,-5763620.595445797,1636611.2682500042,-53335.50080358387,-52162.91637070718,-31582.949356842815,-45353.30844755361,12878.317444478322,-10613.747021879193,-10380.403107510194,-6284.99647753989,-9025.293382737806,2562.7809125955523,1009514.3108478078,1034189.6844916424,1035595.6128388882,1026024.9668437165,15441.098357073852,971646.365013425,971646.365013425,971646.365013425,971646.3650134249,0,841963.7942326758,862543.7612465404,863716.3456794169,855734.1533233868,12878.317444478396,810380.8448758331,810380.8448758331,810380.8448758331,810380.8448758331,0,167550.51661513184,171645.92324510214,171879.26715947114,170290.81352032974,2562.7809125955528,161265.52013759196,161265.52013759196,161265.52013759196,161265.52013759196,0,-53335.50080358387,-52162.91637070718,-31582.949356842815,-45353.30844755361,12878.317444478322,-10613.747021879193,-10380.403107510194,-6284.99647753989,-9025.293382737806,2562.7809125955523,0,0,0,0,0,0,0,0,0,0,167550.51661513184,171645.92324510214,171879.26715947114,170290.81352032974,2562.7809125955528,161265.52013759196,161265.52013759196,161265.52013759196,161265.52013759196,0
20-34,Female,HIS,oil,FL,mrh-eq,-3300.8953016381706,-3228.324905055408,-1954.645734513727,-2806.883229982103,797.0296876377521,0,0,0,0,0,-3300.8953016381706,-3228.324905055408,-1954.645734513727,-2806.883229982103,797.0296876377521,-6778019.09987304,-6629003.911818086,-4013646.272102108,-5763620.595445797,1636611.2682500042,-2753.0410442602265,-2692.5152589402696,-1630.2304200420645,-2341.020854175972,664.7455441775646,-547.8542573779438,-535.8096461151387,-324.41531447166244,-465.86237580613124,132.28414346018755,52108.52604097685,53382.205211518536,53454.775608101285,52960.76353644522,797.0296876377523,50153.88030646312,50153.88030646312,50153.88030646312,50153.88030646313,0,43460.00034460863,44522.28518350683,44582.81096882679,44170.79077874254,664.7455441775624,41829.769924566564,41829.769924566564,41829.769924566564,41829.769924566564,0,8648.525696368222,8859.920028011698,8871.964639274503,8789.972757702692,132.28414346018712,8324.11038189656,8324.11038189656,8324.11038189656,8324.11038189656,0,-2753.0410442602265,-2692.5152589402696,-1630.2304200420645,-2341.020854175972,664.7455441775646,-547.8542573779438,-535.8096461151387,-324.41531447166244,-465.86237580613124,132.28414346018755,0,0,0,0,0,0,0,0,0,0,8648.525696368222,8859.920028011698,8871.964639274503,8789.972757702692,132.28414346018712,8324.11038189656,8324.11038189656,8324.11038189656,8324.11038189656,0
20-34,Female,HIS,oil,Food_price,USD,-14857.98722052609,-14531.333411033836,-8798.249774734679,-12634.340489347203,3587.5893753505406,0,0,0,0,0,-14857.98722052609,-14531.333411033836,-8798.249774734679,-12634.340489347203,3587.5893753505406,-6778019.09987304,-6629003.911818086,-4013646.272102108,-5763620.595445797,1636611.2682500042,-12391.986087199453,-12119.547472030434,-7337.991827695048,-10537.401146007147,2992.1520974598193,-2466.001133326637,-2411.7859390034037,-1460.2579470396297,-2096.9393433400564,595.4372778907222,234550.8546160343,240283.93825233344,240610.5920618257,238386.94533064682,3587.589375350524,225752.6048412996,225752.6048412996,225752.6048412996,225752.6048412996,0,195622.1178550535,200403.67349938888,200676.1121145579,198821.5271733656,2992.1520974598147,188284.12602735846,188284.12602735846,188284.12602735846,188284.12602735846,0,38928.73676098078,39880.264752944546,39934.47994726778,39565.4181572812,595.43727789072,37468.47881394114,37468.47881394114,37468.47881394114,37468.47881394114,0,-12391.986087199453,-12119.547472030434,-7337.991827695048,-10537.401146007147,2992.1520974598193,-2466.001133326637,-2411.7859390034037,-1460.2579470396297,-2096.9393433400564,595.4372778907222,0,0,0,0,0,0,0,0,0,0,38928.73676098078,39880.264752944546,39934.47994726778,39565.4181572812,595.43727789072,37468.47881394114,37468.47881394114,37468.47881394114,37468.47881394114,0
20-34,Female,HIS,sat_fat,CED,MJ,-2163797.996595459,-2108927.6035193633,-1934919.679246871,-2067124.9609943118,125784.55682842048,0,0,0,0,0,-2163797.996595459,-2108927.6035193633,-1934919.679246871,-2067124.9609943118,125784.55682842048,-41276425.05988853,-40229722.14613428,-36910361.90208137,-39432298.52146808,2399455.4213418383,-1657356.6440339948,-1615328.7788319245,-1482047.7656036376,-1583310.130401673,96344.42369595639,-506441.3525614643,-493598.8246874389,-452871.91364323336,-483814.8305926388,29440.13313246418,4495766.957789047,4669774.882061539,4724645.275137635,4627972.2395364875,125784.5568284205,2560847.278542176,2560847.278542176,2560847.278542176,2560847.278542176,0,3443523.493987791,3576804.5072160778,3618832.372418148,3544785.8587858262,96344.42369595656,1961475.7283841532,1961475.7283841532,1961475.7283841532,1961475.7283841532,0,1052243.463801256,1092970.3748454615,1105812.9027194867,1083186.3807506615,29440.13313246414,599371.5501580226,599371.5501580226,599371.5501580226,599371.5501580226,0,-1657356.6440339948,-1615328.7788319245,-1482047.7656036376,-1583310.130401673,96344.42369595639,-506441.3525614643,-493598.8246874389,-452871.91364323336,-483814.8305926388,29440.13313246418,0,0,0,0,0,0,0,0,0,0,1052243.463801256,1092970.3748454615,1105812.9027194867,1083186.3807506615,29440.13313246414,599371.5501580226,599371.5501580226,599371.5501580226,599371.5501580226,0
20-34,Female,HIS,sat_fat,FL,mrh-eq,-59234.4767578441,-57732.386900808626,-52968.87923409612,-56588.02977460616,3443.381692594189,0,0,0,0,0,-59234.4767578441,-57732.386900808626,-52968.87923409612,-56588.02977460616,3443.381692594189,-41276425.05988853,-40229722.14613428,-36910361.90208137,-39432298.52146808,2399455.4213418383,-45370.52616046229,-44220.003510746,-40571.404569091246,-43343.48551357461,2637.451155396814,-13863.950597381816,-13512.383390062629,-12397.47466500487,-13244.544261031551,805.9305371973757,123072.6730447319,127836.18071144442,129338.2705684799,126691.82358524196,3443.3816925941933,70103.79381063578,70103.79381063578,70103.79381063578,70103.79381063578,0,94267.26186577801,97915.86080743276,99066.38345714906,97039.34281026137,2637.451155396821,53695.857296686765,53695.857296686765,53695.857296686765,53695.857296686765,0,28805.411178953895,29920.319904011652,30271.88711133084,29652.480774980577,805.9305371973771,16407.93651394903,16407.93651394903,16407.93651394903,16407.93651394903,0,-45370.52616046229,-44220.003510746,-40571.404569091246,-43343.48551357461,2637.451155396814,-13863.950597381816,-13512.383390062629,-12397.47466500487,-13244.544261031551,805.9305371973757,0,0,0,0,0,0,0,0,0,0,28805.411178953895,29920.319904011652,30271.88711133084,29652.480774980577,805.9305371973771,16407.93651394903,16407.93651394903,16407.93651394903,16407.93651394903,0
20-34,Female,HIS,sat_fat,Food_price,USD,-103220.16252938853,-100602.66731944872,-92301.9265603444,-98608.54607412784,6000.330169426647,0,0,0,0,0,-103220.16252938853,-100602.66731944872,-92301.9265603444,-98608.54607412784,6000.330169426647,-41276425.05988853,-40229722.14613428,-36910361.90208137,-39432298.52146808,2399455.4213418383,-79061.27209449229,-77056.40699906909,-70698.4716145502,-75529.01391517586,4595.940604596159,-24158.890434896253,-23546.26032037964,-21603.454945794212,-23079.532158951984,1404.389564830491,214462.62396369112,222763.36472279546,225380.85993273524,220769.24347747458,6000.330169426644,122160.69740334673,122160.69740334673,122160.69740334673,122160.69740334673,0,164267.20760553534,170625.14299005424,172630.00808547743,169097.749906161,4595.9406045961605,93568.73599098514,93568.73599098514,93568.73599098514,93568.73599098514,0,50195.41635815578,52138.22173274122,52750.85184725782,51671.493571313564,1404.3895648304913,28591.961412361576,28591.961412361576,28591.961412361576,28591.961412361576,0,-79061.27209449229,-77056.40699906909,-70698.4716145502,-75529.01391517586,4595.940604596159,-24158.890434896253,-23546.26032037964,-21603.454945794212,-23079.532158951984,1404.389564830491,0,0,0,0,0,0,0,0,0,0,50195.41635815578,52138.22173274122,52750.85184725782,51671.493571313564,1404.3895648304913,28591.961412361576,28591.961412361576,28591.961412361576,28591.961412361576,0
20-34,Female,NHB,added_sugar,CED,MJ,-1041364.4712674983,-1014031.329375854,-993947.8584772955,-1016575.0735839544,25053.15353097008,0,0,0,0,0,-1041364.4712674983,-1014031.329375854,-993947.8584772955,-1016575.0735839544,25053.15353097008,-40338337.2913497,-39279559.57492206,-38501605.414357126,-39378094.15592652,970459.9928535935,-688567.3802881262,-670494.2556265313,-657214.7331103835,-672176.2212916004,16565.55871718908,-352797.09097937227,-343537.0737493226,-336733.12536691217,-344398.8522923539,8487.594813781008,1637207.58525618,1657291.0561547384,1684624.198046383,1659834.8003628391,25053.153530970092,643259.7267788845,643259.7267788845,643259.7267788845,643259.7267788845,0,1082548.6840314113,1095828.206547559,1113901.331209154,1097510.1722126284,16565.55871718909,425333.9509210278,425333.9509210278,425333.9509210278,425333.95092102775,0,554658.901224769,561462.8496071794,570722.8668372289,562324.6281502107,8487.594813780948,217925.77585785673,217925.77585785673,217925.77585785673,217925.77585785673,0,-688567.3802881262,-670494.2556265313,-657214.7331103835,-672176.2212916004,16565.55871718908,-352797.09097937227,-343537.0737493226,-336733.12536691217,-344398.8522923539,8487.594813781008,0,0,0,0,0,0,0,0,0,0,554658.901224769,561462.8496071794,570722.8668372289,562324.6281502107,8487.594813780948,217925.77585785673,217925.77585785673,217925.77585785673,217925.77585785673,0
