age_gp,sex_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,CED,MJ,-17346418.157352418,-16551877.640580297,-16549587.651715165,-16829860.28195117,483569.1273578527,0,0,0,0,0,-17346418.157352418,-16551877.640580297,-16549587.651715165,-16829860.28195117,483569.1273578527,-476226793.89216155,-469930497.31516105,-458343002.98025894,-468073936.69835347,9548857.240225073,-12922392.627836982,-12338838.683714475,-12314370.171816096,-12535009.01081066,362311.5540495595,-4425192.8202014,-4236384.7705850275,-4214206.247551781,-4294851.271140509,122044.52536747073,37525933.67412998,37528223.662995115,38322764.179767236,37806206.304365985,483569.12735785486,20976346.02241482,20976346.02241482,20976346.02241482,20976346.02241482,0,28413250.77376858,28437719.285666957,29021273.229789462,28633889.61276314,362311.5540495579,16098880.601952482,16098880.601952482,16098880.601952482,16098880.601952484,0,9091671.668014115,9113850.191047361,9302658.240663733,9172316.691602843,122044.52536747105,4877465.420462334,4877465.420462334,4877465.420462334,4877465.420462334,0,-12922392.627836982,-12338838.683714475,-12314370.171816096,-12535009.01081066,362311.5540495595,-4425192.8202014,-4236384.7705850275,-4214206.247551781,-4294851.271140509,122044.52536747073,0,0,0,0,0,0,0,0,0,0,9091671.668014115,9113850.191047361,9302658.240663733,9172316.691602843,122044.52536747105,4877465.420462334,4877465.420462334,4877465.420462334,4877465.420462334,0
20-34,Female,FL,mrh-eq,-558347.0706001358,-539354.8120024167,-532958.347401568,-543774.3888434238,13899.83898673192,0,0,0,0,0,-558347.0706001358,-539354.8120024167,-532958.347401568,-543774.3888434238,13899.83898673192,-476226793.89216155,-469930497.31516105,-458343002.98025894,-468073936.69835347,9548857.240225073,-409223.05337368953,-395073.23048602254,-391109.8017486121,-398647.4038720774,10023.206125884357,-149124.0172264464,-144281.5815163942,-141848.54565295586,-145126.98497134642,3898.5598528445666,1281507.0459604333,1287903.5105612823,1306895.7691590013,1292323.0874022895,13899.838986731836,748548.6985588656,748548.6985588656,748548.6985588656,748548.6985588656,0,965908.1179968835,969871.5467342939,984021.3696219609,973445.7201203489,10023.206125884411,574798.3162482715,574798.3162482715,574798.3162482715,574798.3162482715,0,315598.9279635499,318031.96382698824,322874.39953704044,318877.3672819405,3898.5598528445666,173750.38231059408,173750.38231059408,173750.38231059408,173750.38231059408,0,-409223.05337368953,-395073.23048602254,-391109.8017486121,-398647.4038720774,10023.206125884357,-149124.0172264464,-144281.5815163942,-141848.54565295586,-145126.98497134642,3898.5598528445666,0,0,0,0,0,0,0,0,0,0,315598.9279635499,318031.96382698824,322874.39953704044,318877.3672819405,3898.5598528445666,173750.38231059408,173750.38231059408,173750.38231059408,173750.38231059408,0
20-34,Female,Food_price,USD,-15339918.335397348,-15152566.66829111,-14394672.56909131,-14952376.34124074,526840.7332104133,0,0,0,0,0,-15339918.335397348,-15152566.66829111,-14394672.56909131,-14952376.34124074,526840.7332104133,-476226793.89216155,-469930497.31516105,-458343002.98025894,-468073936.69835347,9548857.240225073,-10241950.481186826,-10116311.720673524,-9611960.619231548,-9983430.197540656,350976.0451547666,-5097967.854210521,-5036254.947617589,-4782711.949859763,-4968946.143700082,175865.5260321705,27745887.83664317,28503781.935842972,28691133.60294921,28303591.6087926,526840.7332104153,13351215.26755186,13351215.26755186,13351215.26755186,13351215.26755186,0,18693955.21647932,19198306.31792129,19323945.078434594,19065424.794788424,350976.0451547631,9081994.59724777,9081994.59724777,9081994.59724777,9081994.59724777,0,9051932.620163856,9305475.617921678,9367188.524514612,9238166.814004174,175865.52603216912,4269220.670304091,4269220.670304091,4269220.670304091,4269220.670304091,0,-10241950.481186826,-10116311.720673524,-9611960.619231548,-9983430.197540656,350976.0451547666,-5097967.854210521,-5036254.947617589,-4782711.949859763,-4968946.143700082,175865.5260321705,0,0,0,0,0,0,0,0,0,0,9051932.620163856,9305475.617921678,9367188.524514612,9238166.814004174,175865.52603216912,4269220.670304091,4269220.670304091,4269220.670304091,4269220.670304091,0
20-34,Male,CED,MJ,-17214351.499489393,-17191364.477212917,-16155564.505786924,-16835991.51259905,636594.105986736,0,0,0,0,0,-17214351.499489393,-17191364.477212917,-16155564.505786924,-16835991.51259905,636594.105986736,-403463612.8703727,-395641604.9278723,-360118619.47650695,-385921963.6966917,24316529.023251597,-12628466.112492006,-12611411.037385877,-11852374.264901977,-12351066.582165608,466563.68474563805,-4585885.386997384,-4579953.439827041,-4303190.2408849485,-4484924.930433445,170030.46922724394,41108313.07917861,42144113.0506046,42167100.07288106,41788740.08599073,636594.1059867295,24952748.573391672,24952748.573391672,24952748.573391672,24952748.573391672,0,30790795.54792467,31549832.32040857,31566887.395514697,31289487.8651883,466563.684745638,18938421.283022687,18938421.283022687,18938421.283022687,18938421.283022687,0,10317517.531253934,10594280.730196023,10600212.677366365,10499252.220802426,170030.46922724257,6014327.2903689835,6014327.2903689835,6014327.2903689835,6014327.290368984,0,-12628466.112492006,-12611411.037385877,-11852374.264901977,-12351066.582165608,466563.68474563805,-4585885.386997384,-4579953.439827041,-4303190.2408849485,-4484924.930433445,170030.46922724394,0,0,0,0,0,0,0,0,0,0,10317517.531253934,10594280.730196023,10600212.677366365,10499252.220802426,170030.46922724257,6014327.2903689835,6014327.2903689835,6014327.2903689835,6014327.290368984,0
20-34,Male,FL,mrh-eq,-524637.3367388301,-521501.97799834044,-486067.77200699796,-510169.0491383921,22547.885853611326,0,0,0,0,0,-524637.3367388301,-521501.97799834044,-486067.77200699796,-510169.0491383921,22547.885853611326,-403463612.8703727,-395641604.9278723,-360118619.47650695,-385921963.6966917,24316529.023251597,-379598.4465044936,-377168.2334077257,-351355.4801184698,-368963.833340186,16475.557980705213,-145038.89023433652,-144333.74459061475,-134712.2918885282,-141205.21579820607,6072.936435359938,1362857.5116104279,1398291.7176017705,1401427.0763422602,1386958.7887418221,22547.885853611446,876789.73960343,876789.73960343,876789.73960343,876789.73960343,0,1020568.4968221558,1046381.2501114118,1048811.4632081797,1038176.850043872,16475.557980705285,669213.0167036861,669213.0167036861,669213.0167036861,669213.0167036861,0,342289.0147882722,351910.46749035874,352615.61313408054,348781.93869795004,6072.936435359947,207576.72289974403,207576.72289974403,207576.72289974403,207576.72289974403,0,-379598.4465044936,-377168.2334077257,-351355.4801184698,-368963.833340186,16475.557980705213,-145038.89023433652,-144333.74459061475,-134712.2918885282,-141205.21579820607,6072.936435359938,0,0,0,0,0,0,0,0,0,0,342289.0147882722,351910.46749035874,352615.61313408054,348781.93869795004,6072.936435359947,207576.72289974403,207576.72289974403,207576.72289974403,207576.72289974403,0
20-34,Male,Food_price,USD,-13462527.709003555,-13330762.491968608,-12322355.251897655,-13023168.799675273,656558.7088524724,0,0,0,0,0,-13462527.709003555,-13330762.491968608,-12322355.251897655,-13023168.799675273,656558.7088524724,-403463612.8703727,-395641604.9278723,-360118619.47650695,-385921963.6966917,24316529.023251597,-8963112.23106178,-8874285.419089517,-8205755.543529968,-8670880.835374681,435797.00586548995,-4499415.477941777,-4456477.07287909,-4116599.7083676877,-4352287.964300592,220763.4879930719,27353572.107171398,28361979.347242348,28493744.5642773,28054385.654949013,656558.7088524719,15031216.855273744,15031216.855273744,15031216.855273744,15031216.855273744,0,18403738.58726463,19072268.46282418,19161095.27479644,18868863.87910934,435797.00586549076,10197983.043734659,10197983.043734659,10197983.043734659,10197983.043734659,0,8949833.519906774,9289710.88441817,9332649.28948086,9185521.775839677,220763.4879930696,4833233.811539084,4833233.811539084,4833233.811539084,4833233.811539084,0,-8963112.23106178,-8874285.419089517,-8205755.543529968,-8670880.835374681,435797.00586548995,-4499415.477941777,-4456477.07287909,-4116599.7083676877,-4352287.964300592,220763.4879930719,0,0,0,0,0,0,0,0,0,0,8949833.519906774,9289710.88441817,9332649.28948086,9185521.775839677,220763.4879930696,4833233.811539084,4833233.811539084,4833233.811539084,4833233.811539084,0
35-44,Female,CED,MJ,-9380603.357832767,-9344152.190652037,-9306977.77156025,-9343898.418051668,38750.93178547044,0,0,0,0,0,-9380603.357832767,-9344152.190652037,-9306977.77156025,-9343898.418051668,38750.93178547044,-263245625.4811002,-258806895.89213872,-252936806.4192684,-258304664.35392508,5443099.797703377,-6991171.949075061,-6980091.903676551,-6935240.691838847,-6968242.371592623,31174.912805547174,-2389835.4504811754,-2372141.121444872,-2364464.3286989555,-2375656.046459043,13695.78624697398,20741892.82923728,20779067.24832907,20815518.4155098,20778813.4757287,38750.931785473236,11434915.057677034,11434915.057677034,11434915.057677034,11434915.057677036,0,15727457.075383345,15772308.287221054,15783388.332619565,15760458.755137125,31174.912805550164,8792216.3835445,8792216.3835445,8792216.3835445,8792216.3835445,0,5007163.002831489,5014839.795577405,5032534.124613708,5018354.720591576,13695.78624697301,2642698.674132533,2642698.674132533,2642698.674132533,2642698.674132533,0,-6991171.949075061,-6980091.903676551,-6935240.691838847,-6968242.371592623,31174.912805547174,-2389835.4504811754,-2372141.121444872,-2364464.3286989555,-2375656.046459043,13695.78624697398,0,0,0,0,0,0,0,0,0,0,5007163.002831489,5014839.795577405,5032534.124613708,5018354.720591576,13695.78624697301,2642698.674132533,2642698.674132533,2642698.674132533,2642698.674132533,0
35-44,Female,FL,mrh-eq,-311853.6214099515,-307040.5313638793,-306158.2857620342,-308419.7750285203,3226.7648362701443,0,0,0,0,0,-311853.6214099515,-307040.5313638793,-306158.2857620342,-308419.7750285203,3226.7648362701443,-263245625.4811002,-258806895.89213872,-252936806.4192684,-258304664.35392508,5443099.797703377,-228325.51534521973,-224833.75940021363,-224628.123291863,-225986.78390430324,2187.2354359372252,-83538.92901780283,-82423.23102508736,-81335.34931489153,-82432.99112421706,1159.8095915789308,714007.4738202457,714889.7194220909,719702.8094681631,716268.9630867318,3226.764836270132,407849.1880582117,407849.1880582117,407849.1880582117,407849.1880582117,0,537599.860674064,537805.4967824146,541297.2527274208,538958.5212865042,2187.2354359372166,312971.73738220095,312971.73738220095,312971.73738220095,312971.73738220095,0,176212.79999090228,177300.68170109807,178416.37969381356,177310.44180022777,1159.809591578909,94877.45067601073,94877.45067601073,94877.45067601073,94877.45067601073,0,-228325.51534521973,-224833.75940021363,-224628.123291863,-225986.78390430324,2187.2354359372252,-83538.92901780283,-82423.23102508736,-81335.34931489153,-82432.99112421706,1159.8095915789308,0,0,0,0,0,0,0,0,0,0,176212.79999090228,177300.68170109807,178416.37969381356,177310.44180022777,1159.809591578909,94877.45067601073,94877.45067601073,94877.45067601073,94877.45067601073,0
35-44,Female,Food_price,USD,-7873355.768406088,-7711462.11711816,-7370492.039159843,-7648628.283198725,270201.2104073059,0,0,0,0,0,-7873355.768406088,-7711462.11711816,-7370492.039159843,-7648628.283198725,270201.2104073059,-263245625.4811002,-258806895.89213872,-252936806.4192684,-258304664.35392508,5443099.797703377,-5267374.788445414,-5156110.889224186,-4933831.9867484085,-5117158.256503291,178760.66954171436,-2605980.979960674,-2555351.227893975,-2436660.052411436,-2531470.0266954345,91484.66959847094,14130141.555631574,14471111.633589895,14633005.284877826,14408277.79967046,270201.21040730795,6759649.516471733,6759649.516471733,6759649.516471733,6759649.516471733,0,9580473.385866862,9802752.288342638,9914016.18756387,9763799.655621745,178760.66954171457,4646641.399118452,4646641.399118452,4646641.399118452,4646641.399118452,0,4549668.169764716,4668359.345247257,4718989.097313953,4644478.144048714,91484.66959847053,2113008.1173532805,2113008.1173532805,2113008.1173532805,2113008.1173532805,0,-5267374.788445414,-5156110.889224186,-4933831.9867484085,-5117158.256503291,178760.66954171436,-2605980.979960674,-2555351.227893975,-2436660.052411436,-2531470.0266954345,91484.66959847094,0,0,0,0,0,0,0,0,0,0,4549668.169764716,4668359.345247257,4718989.097313953,4644478.144048714,91484.66959847053,2113008.1173532805,2113008.1173532805,2113008.1173532805,2113008.1173532805,0
35-44,Male,CED,MJ,-10179383.21751666,-9538230.594992105,-9348761.158076549,-9696715.923275964,458208.877626043,0,0,0,0,0,-10179383.21751666,-9538230.594992105,-9348761.158076549,-9696715.923275964,458208.877626043,-226830550.58019286,-219871803.10994717,-209989954.86207035,-218846153.71428713,8907866.933952948,-7414564.341912625,-6955583.986617319,-6805198.017976803,-7063862.718776894,334146.6226674683,-2764818.8756040353,-2582646.6083747894,-2543563.140099744,-2632853.20449907,124302.93390858344,22236499.85769824,22425969.294613797,23067121.917138357,22584454.622897655,458208.8776260441,12887738.699621696,12887738.699621696,12887738.699621696,12887738.699621698,0,16567518.599225344,16717904.567865854,17176884.923161164,16826183.300025433,334146.6226674682,9762320.581248539,9762320.581248539,9762320.581248539,9762320.581248539,0,5668981.258472901,5708064.726747946,5890236.993977192,5758271.322872226,124302.93390858352,3125418.1183731556,3125418.1183731556,3125418.1183731556,3125418.1183731556,0,-7414564.341912625,-6955583.986617319,-6805198.017976803,-7063862.718776894,334146.6226674683,-2764818.8756040353,-2582646.6083747894,-2543563.140099744,-2632853.20449907,124302.93390858344,0,0,0,0,0,0,0,0,0,0,5668981.258472901,5708064.726747946,5890236.993977192,5758271.322872226,124302.93390858352,3125418.1183731556,3125418.1183731556,3125418.1183731556,3125418.1183731556,0
