"","race_gp","Foodgroup","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"1","HIS","added_sugar","CED","MJ",-0.301020305530753,-0.288168383344678,-0.287206814326222,-0.292340437087702,0.00811857028054485,0,0,0,0,0,-0.301020305530753,-0.288168383344678,-0.287206814326222,-0.292340437087702,0.00811857028054485,-11.8740451553878,-11.3665143695133,-11.3190303688312,-11.5279342941422,0.323839968864939,-0.199486064231275,-0.190970132400123,-0.19032071492291,-0.19373031287519,0.00538364655441627,-0.101534241299477,-0.0971982509445549,-0.0968860994033123,-0.0986101242125128,0.00273493435633061,0.571714255338802,0.572675824357259,0.585527746543333,0.576847878100282,0.0081185702805449,0.28450744101258,0.28450744101258,0.28450744101258,0.28450744101258,0,0.37885326773189,0.379502685209103,0.388018617040255,0.382262865684169,0.0053836465544162,0.18853255280898,0.18853255280898,0.18853255280898,0.18853255280898,0,0.192860987606913,0.193173139148155,0.197509129503078,0.194585012416113,0.00273493435633063,0.0959748882036002,0.0959748882036002,0.0959748882036002,0.0959748882036002,0,0,0,0,0,0,-0.101534241299477,-0.0971982509445549,-0.0968860994033123,-0.0986101242125128,0.00273493435633061,0,0,0,0,0,0,0,0,0,0,0.192860987606913,0.193173139148155,0.197509129503078,0.194585012416113,0.00273493435633063,0.0959748882036002,0.0959748882036002,0.0959748882036002,0.0959748882036002,0
"2","HIS","added_sugar","FL","mrh-eq",-0.0134631517146041,-0.0128858017006223,-0.0127696445312557,-0.0130476237513644,0.000390982789918124,0,0,0,0,0,-0.0134631517146041,-0.0128858017006223,-0.0127696445312557,-0.0130476237513644,0.000390982789918124,-11.8740451553878,-11.3665143695133,-11.3190303688312,-11.5279342941422,0.323839968864939,-0.00892362801127636,-0.00854101370986724,-0.00846355277926788,-0.0086480850680461,0.000259291996643749,-0.00453952370332769,-0.00434478799075503,-0.00430609175198779,-0.00439953868331833,0.000131691090843765,0.0255050584871531,0.0256212156565198,0.0261985656705015,0.0257830377072619,0.00039098278991812,0.0127354139558975,0.0127354139558975,0.0127354139558975,0.0127354139558975,0,0.0169044688782685,0.0169819298088679,0.017364544110277,0.0170890011670468,0.000259291996643751,0.00844091609900067,0.00844091609900067,0.00844091609900067,0.00844091609900067,0,0.00860058960888461,0.00863928584765186,0.00883402156022452,0.00869403654021516,0.000131691090843766,0.00429449785689682,0.00429449785689682,0.00429449785689682,0.00429449785689682,0,0,0,0,0,0,-0.00453952370332769,-0.00434478799075503,-0.00430609175198779,-0.00439953868331833,0.000131691090843765,0,0,0,0,0,0,0,0,0,0,0.00860058960888461,0.00863928584765186,0.00883402156022452,0.00869403654021516,0.000131691090843766,0.00429449785689682,0.00429449785689682,0.00429449785689682,0.00429449785689682,0
"3","HIS","added_sugar","Food_price","USD",-0.467292393237875,-0.442865859748356,-0.441931674350821,-0.451108788903438,0.0151367683131436,0,0,0,0,0,-0.467292393237875,-0.442865859748356,-0.441931674350821,-0.451108788903438,0.0151367683131436,-11.8740451553878,-11.3665143695133,-11.3190303688312,-11.5279342941422,0.323839968864939,-0.30964690980431,-0.293458433824273,-0.292819682382423,-0.298914477521883,0.0100380655071705,-0.157645483433565,-0.149407425924083,-0.149111991968398,-0.152194311381555,0.00509871798449993,0.883888170437496,0.884822355835032,0.909248889324551,0.893065284990114,0.0151367683131436,0.441956496086676,0.441956496086676,0.441956496086676,0.441956496086676,0,0.58565668325177,0.586295434693621,0.602483910673658,0.59175147839123,0.0100380655071703,0.292837000869348,0.292837000869348,0.292837000869348,0.292837000869348,0,0.298231487185726,0.298526921141411,0.306764978650893,0.301313806598884,0.00509871798449982,0.149119495217328,0.149119495217328,0.149119495217328,0.149119495217328,0,0,0,0,0,0,-0.157645483433565,-0.149407425924083,-0.149111991968398,-0.152194311381555,0.00509871798449993,0,0,0,0,0,0,0,0,0,0,0.298231487185726,0.298526921141411,0.306764978650893,0.301313806598884,0.00509871798449982,0.149119495217328,0.149119495217328,0.149119495217328,0.149119495217328,0
"4","HIS","oil","CED","MJ",0.0133372786865511,0.0166260038161222,0.0199682941595138,0.016644798627989,0.00349004609948919,0,0,0,0,0,0.0133372786865511,0.0166260038161222,0.0199682941595138,0.016644798627989,0.00349004609948919,1.44857729651471,1.80487712630835,2.16724811810292,1.80700735858938,0.378252299734413,0.0111513822235258,0.0139034276128042,0.0166972670716122,0.0139180921986041,0.00291891439028558,0.00218589646302531,0.00272257620331794,0.00327102708790153,0.00272670642938494,0.000571132582241423,0.279262962676702,0.282605253020094,0.285893978149665,0.282586458208227,0.00349004609948927,0.299231256836216,0.299231256836216,0.299231256836216,0.299231256836216,0,0.233408892150178,0.236202731608986,0.238954776998265,0.236188067023187,0.00291891439028561,0.250106159221791,0.250106159221791,0.250106159221791,0.250106159221791,0,0.0458540705265242,0.0464025214111078,0.0469392011514004,0.0463983911850408,0.000571132582241405,0.0491250976144257,0.0491250976144257,0.0491250976144257,0.0491250976144257,0,0,0,0,0,0,0.00218589646302531,0.00272257620331794,0.00327102708790153,0.00272670642938494,0.000571132582241423,0,0,0,0,0,0,0,0,0,0,0.0458540705265242,0.0464025214111078,0.0469392011514004,0.0463983911850408,0.000571132582241405,0.0491250976144257,0.0491250976144257,0.0491250976144257,0.0491250976144257,0
"5","HIS","oil","FL","mrh-eq",0.000679321664899835,0.000844363395058195,0.00101174244810763,0.000845183508353308,0.000174959748544307,0,0,0,0,0,0.000679321664899835,0.000844363395058195,0.00101174244810763,0.000845183508353308,0.000174959748544307,1.44857729651471,1.80487712630835,2.16724811810292,1.80700735858938,0.378252299734413,0.000568012828699821,0.000706116195244269,0.000846030095381034,0.000706751470188942,0.000146325911473237,0.000111308836200014,0.000138247199813927,0.000165712352726594,0.000138432038164367,2.86338771948129e-05,0.0141527932171169,0.0143201722701663,0.0144852140003247,0.0143193521568712,0.00017495974854431,0.0151645356652245,0.0151645356652245,0.0151645356652245,0.0151645356652245,0,0.0118287493179071,0.0119686632180439,0.0121067665845884,0.0119680279430992,0.000146325911473235,0.0126747794132882,0.0126747794132882,0.0126747794132882,0.0126747794132882,0,0.00232404389920973,0.0023515090521224,0.00237844741573631,0.00235132421377196,2.8633877194813e-05,0.00248975625193633,0.00248975625193633,0.00248975625193633,0.00248975625193633,0,0,0,0,0,0,0.000111308836200014,0.000138247199813927,0.000165712352726594,0.000138432038164367,2.86338771948129e-05,0,0,0,0,0,0,0,0,0,0,0.00232404389920973,0.0023515090521224,0.00237844741573631,0.00235132421377196,2.8633877194813e-05,0.00248975625193633,0.00248975625193633,0.00248975625193633,0.00248975625193633,0
"6","HIS","oil","Food_price","USD",0.00969685315830927,0.00987711176143488,0.0137055517386677,0.0111571754014725,0.00238334906133972,0,0,0,0,0,0.00969685315830927,0.00987711176143488,0.0137055517386677,0.0111571754014725,0.00238334906133972,1.44857729651471,1.80487712630835,2.16724811810292,1.80700735858938,0.378252299734413,0.00810862196281613,0.00826123476401711,0.0114610500524189,0.0093304286191753,0.00199264032041059,0.00158823119549311,0.00161587699741778,0.00224450168624877,0.00182674678229719,0.000390710281256714,0.190987392643441,0.194815832620674,0.194996091223799,0.193535768980636,0.00238334906133968,0.204692944382109,0.204692944382109,0.204692944382109,0.204692944382109,0,0.159633529149631,0.162833344438032,0.162985957239233,0.161764150582874,0.0019926403204106,0.17109457920205,0.17109457920205,0.17109457920205,0.17109457920205,0,0.0313538634938103,0.0319824881826413,0.032010133984566,0.0317716183977619,0.000390710281256714,0.0335983651800591,0.0335983651800591,0.0335983651800591,0.0335983651800591,0,0,0,0,0,0,0.00158823119549311,0.00161587699741778,0.00224450168624877,0.00182674678229719,0.000390710281256714,0,0,0,0,0,0,0,0,0,0,0.0313538634938103,0.0319824881826413,0.032010133984566,0.0317716183977619,0.000390710281256714,0.0335983651800591,0.0335983651800591,0.0335983651800591,0.0335983651800591,0
"7","HIS","sat_fat","CED","MJ",-0.702424789993327,-0.685398271882737,-0.681417738829765,-0.689975810499445,0.0117455569953512,0,0,0,0,0,-0.702424789993327,-0.685398271882737,-0.681417738829765,-0.689975810499445,0.0117455569953512,-13.6620388566202,-13.3241174329293,-13.2490570689995,-13.4163493837227,0.231570535624355,-0.536878294333295,-0.52397058676168,-0.520865818420416,-0.527410214561803,0.00893857034998946,-0.165546495660033,-0.161427685121057,-0.160551920409349,-0.162565595937643,0.00280736881643097,1.61538776148523,1.6193682945382,1.63639481264879,1.62394583315491,0.011745556995351,0.933970022655463,0.933970022655463,0.933970022655463,0.933970022655463,0,1.23457394854816,1.23767871688942,1.25058642446104,1.24111834468955,0.00893857034998921,0.713708130127743,0.713708130127743,0.713708130127743,0.713708130127743,0,0.380813812937069,0.381689577648778,0.385808388187754,0.382827488465363,0.00280736881643103,0.22026189252772,0.22026189252772,0.22026189252772,0.22026189252772,0,0,0,0,0,0,-0.165546495660033,-0.161427685121057,-0.160551920409349,-0.162565595937643,0.00280736881643097,0,0,0,0,0,0,0,0,0,0,0.380813812937069,0.381689577648778,0.385808388187754,0.382827488465363,0.00280736881643103,0.22026189252772,0.22026189252772,0.22026189252772,0.22026189252772,0
"8","HIS","sat_fat","FL","mrh-eq",-0.0192016334959204,-0.0187329767224754,-0.0186267844757029,-0.01886015725815,0.000321976628544416,0,0,0,0,0,-0.0192016334959204,-0.0187329767224754,-0.0186267844757029,-0.01886015725815,0.000321976628544416,-13.6620388566202,-13.3241174329293,-13.2490570689995,-13.4163493837227,0.231570535624355,-0.0146735903755775,-0.0143184054268849,-0.0142355583484369,-0.0144139625743391,0.00024494597477949,-0.00452804312034296,-0.00441457129559057,-0.00439122612726599,-0.00444619468381085,7.70410084841052e-05,0.0441590682026661,0.0442652604494386,0.0447339172228837,0.0443924409851132,0.000321976628544421,0.0255322837269632,0.0255322837269632,0.0255322837269632,0.0255322837269632,0,0.0337429982983417,0.0338258453767897,0.0341810303254823,0.033921402524244,0.000244945974779487,0.0195074399499048,0.0195074399499048,0.0195074399499048,0.0195074399499048,0,0.0104160699043244,0.0104394150726489,0.0105528868974013,0.0104710384608692,7.70410084841068e-05,0.00602484377705837,0.00602484377705837,0.00602484377705837,0.00602484377705837,0,0,0,0,0,0,-0.00452804312034296,-0.00441457129559057,-0.00439122612726599,-0.00444619468381085,7.70410084841052e-05,0,0,0,0,0,0,0,0,0,0,0.0104160699043244,0.0104394150726489,0.0105528868974013,0.0104710384608692,7.70410084841068e-05,0.00602484377705837,0.00602484377705837,0.00602484377705837,0.00602484377705837,0
"9","HIS","sat_fat","Food_price","USD",-0.0818279449703956,-0.0799942552925451,-0.0788892954780373,-0.0802499499814373,0.00156242908553509,0,0,0,0,0,-0.0818279449703956,-0.0799942552925451,-0.0788892954780373,-0.0802499499814373,0.00156242908553509,-13.6620388566202,-13.3241174329293,-13.2490570689995,-13.4163493837227,0.231570535624355,-0.0625519159286556,-0.0611626631439548,-0.060307699241386,-0.061350132927159,0.00119227237230916,-0.01927602904174,-0.0188315921485903,-0.0185815962366512,-0.0188998170542782,0.000370235888162069,0.1866213080463,0.187726267860808,0.189559957538659,0.1879819625497,0.00156242908553519,0.107732012568263,0.107732012568263,0.107732012568263,0.107732012568263,0,0.14264702723036,0.143501991132929,0.144891243917629,0.143689460916133,0.00119227237230907,0.0823393279889739,0.0823393279889739,0.0823393279889739,0.0823393279889739,0,0.0439742808159405,0.0442242767278796,0.0446687136210292,0.0442925016335675,0.000370235888162052,0.0253926845792893,0.0253926845792893,0.0253926845792893,0.0253926845792893,0,0,0,0,0,0,-0.01927602904174,-0.0188315921485903,-0.0185815962366512,-0.0188998170542782,0.000370235888162069,0,0,0,0,0,0,0,0,0,0,0.0439742808159405,0.0442242767278796,0.0446687136210292,0.0442925016335675,0.000370235888162052,0.0253926845792893,0.0253926845792893,0.0253926845792893,0.0253926845792893,0
"10","NHB","added_sugar","CED","MJ",-0.410131427755061,-0.400756721966052,-0.400746357414826,-0.404042455733695,0.00570050881961438,0,0,0,0,0,-0.410131427755061,-0.400756721966052,-0.400746357414826,-0.404042455733695,0.00570050881961438,-15.9412375116275,-15.5787235375329,-15.5677378264672,-15.7020667877185,0.223726139342277,-0.271579749887385,-0.26537420048346,-0.265323868858142,-0.267533926019813,0.00378672961390299,-0.138553781397891,-0.135424592086899,-0.135384625012808,-0.136508529713882,0.00191398485007244,0.690263430476594,0.690273795027821,0.699648500816829,0.693559528795463,0.00570050881961466,0.289517073061768,0.289517073061768,0.289517073061768,0.289517073061768,0,0.45702260481237,0.457072936437688,0.463278485841613,0.459232661974041,0.0037867296139031,0.191698735954228,0.191698735954228,0.191698735954228,0.191698735954228,0,0.233202962120348,0.23324292919444,0.236372118505431,0.234326866821422,0.00191398485007248,0.09781833710754,0.09781833710754,0.09781833710754,0.09781833710754,0,0,0,0,0,0,-0.138553781397891,-0.135424592086899,-0.135384625012808,-0.136508529713882,0.00191398485007244,0,0,0,0,0,0,0,0,0,0,0.233202962120348,0.23324292919444,0.236372118505431,0.234326866821422,0.00191398485007248,0.09781833710754,0.09781833710754,0.09781833710754,0.09781833710754,0
