"","age_gp","sex_gp","Foodgroup","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"1","20-34","Female","added_sugar","CED","MJ",-0.342961661954868,-0.325902781163351,-0.320340952182439,-0.32993683443023,0.0124076337423432,0,0,0,0,0,-0.342961661954868,-0.325902781163351,-0.320340952182439,-0.32993683443023,0.0124076337423432,-13.5778896409355,-12.9045462701148,-12.6812967499136,-13.0624739369988,0.491311482052794,-0.227169167081206,-0.215866625912452,-0.212186468231318,-0.218541146434424,0.00821875725818878,-0.115792494873662,-0.110036155250899,-0.108154483951121,-0.111395687995806,0.00418887731772925,0.603913265516641,0.609475094497553,0.62653397528907,0.613509147764432,0.0124076337423431,0.283572313334203,0.283572313334203,0.283572313334203,0.283572313334203,0,0.400028905891935,0.403709063573069,0.415011604741822,0.40638358409504,0.00821875725818857,0.187842437660617,0.187842437660617,0.187842437660617,0.187842437660617,0,0.203884359624706,0.205766030924484,0.211522370547248,0.207125563669391,0.00418887731772922,0.0957298756735856,0.0957298756735856,0.0957298756735856,0.0957298756735856,0,0,0,0,0,0,-0.115792494873662,-0.110036155250899,-0.108154483951121,-0.111395687995806,0.00418887731772925,0,0,0,0,0,0,0,0,0,0,0.203884359624706,0.205766030924484,0.211522370547248,0.207125563669391,0.00418887731772922,0.0957298756735856,0.0957298756735856,0.0957298756735856,0.0957298756735856,0
"2","20-34","Female","added_sugar","FL","mrh-eq",-0.0151807637988451,-0.0144205693930697,-0.0141749307279602,-0.0146011152669876,0.000551993625904102,0,0,0,0,0,-0.0151807637988451,-0.0144205693930697,-0.0141749307279602,-0.0146011152669876,0.000551993625904102,-13.5778896409355,-12.9045462701148,-12.6812967499136,-13.0624739369988,0.491311482052794,-0.0100557798992671,-0.00955210267884159,-0.00938953768636706,-0.00967179117987702,0.00036565296087117,-0.00512498389957809,-0.00486846671422811,-0.00478539304159315,-0.00492932408711057,0.000186340692305363,0.0267839429632061,0.0270295816283156,0.0277897760340911,0.0272101275022335,0.000551993625904115,0.0126090122352459,0.0126090122352459,0.0126090122352459,0.0126090122352459,0,0.0177422374379696,0.0179048024304442,0.0184084796508696,0.0180244909314796,0.000365652960871171,0.00835269975160257,0.00835269975160257,0.00835269975160257,0.00835269975160257,0,0.00904170552523648,0.00912477919787143,0.00938129638322141,0.0091856365707539,0.000186340692305361,0.00425631248364333,0.00425631248364333,0.00425631248364333,0.00425631248364333,0,0,0,0,0,0,-0.00512498389957809,-0.00486846671422811,-0.00478539304159315,-0.00492932408711057,0.000186340692305363,0,0,0,0,0,0,0,0,0,0,0.00904170552523648,0.00912477919787143,0.00938129638322141,0.0091856365707539,0.000186340692305361,0.00425631248364333,0.00425631248364333,0.00425631248364333,0.00425631248364333,0
"3","20-34","Female","added_sugar","Food_price","USD",-0.666523334571491,-0.64081866845409,-0.611798089276765,-0.63965519018745,0.0288203796666472,0,0,0,0,0,-0.666523334571491,-0.64081866845409,-0.611798089276765,-0.63965519018745,0.0288203796666472,-13.5778896409355,-12.9045462701148,-12.6812967499136,-13.0624739369988,0.491311482052794,-0.441501612219557,-0.424474655177998,-0.405260186983855,-0.423707107405162,0.0190860130035559,-0.225021722351933,-0.216344013276092,-0.206537902292911,-0.215948082782289,0.00973436717141047,1.16592683832465,1.19494741750197,1.22065208361938,1.19378393923534,0.0288203796666476,0.554128749047885,0.554128749047885,0.554128749047885,0.554128749047885,0,0.772333720758078,0.791548188952221,0.808575145993782,0.790780641179385,0.0190860130035565,0.367073533774223,0.367073533774223,0.367073533774223,0.367073533774223,0,0.393593117566573,0.403399228549755,0.412076937625596,0.403003298055951,0.00973436717141065,0.187055215273662,0.187055215273662,0.187055215273662,0.187055215273663,0,0,0,0,0,0,-0.225021722351933,-0.216344013276092,-0.206537902292911,-0.215948082782289,0.00973436717141047,0,0,0,0,0,0,0,0,0,0,0.393593117566573,0.403399228549755,0.412076937625596,0.403003298055951,0.00973436717141065,0.187055215273662,0.187055215273662,0.187055215273662,0.187055215273663,0
"4","20-34","Female","oil","CED","MJ",-0.0332836786498209,-0.0272929591059022,-0.0226375410965725,-0.027761485960144,0.00561790243381765,0,0,0,0,0,-0.0332836786498209,-0.0272929591059022,-0.0226375410965725,-0.027761485960144,0.00561790243381765,-3.56376142827886,-2.92416593957632,-2.42786650381327,-2.9744452563972,0.599423052639649,-0.0277716020270751,-0.0227755959697195,-0.0188923678062439,-0.023166044353537,0.0046854983020514,-0.0055120766227459,-0.00451736313618276,-0.00374517329032852,-0.00459544160660693,0.000932404180476875,0.325404762705202,0.330060180714531,0.33605090025845,0.330528707568773,0.00561790243381757,0.302767221608629,0.302767221608629,0.302767221608629,0.302767221608629,0,0.271478819602797,0.275362047766273,0.280358053823628,0.27575249615009,0.00468549830205157,0.252586451796553,0.252586451796553,0.252586451796553,0.252586451796553,0,0.0539259431024043,0.0546981329482585,0.0556928464348217,0.0547762114186827,0.000932404180476869,0.0501807698120757,0.0501807698120757,0.0501807698120757,0.0501807698120757,0,0,0,0,0,0,-0.0055120766227459,-0.00451736313618276,-0.00374517329032852,-0.00459544160660693,0.000932404180476875,0,0,0,0,0,0,0,0,0,0,0.0539259431024043,0.0546981329482585,0.0556928464348217,0.0547762114186827,0.000932404180476869,0.0501807698120757,0.0501807698120757,0.0501807698120757,0.0501807698120757,0
"5","20-34","Female","oil","FL","mrh-eq",-0.00174613126747897,-0.00142826704074244,-0.00118439290319892,-0.00145422847554701,0.000296505424192092,0,0,0,0,0,-0.00174613126747897,-0.00142826704074244,-0.00118439290319892,-0.00145422847554701,0.000296505424192092,-3.56376142827886,-2.92416593957632,-2.42786650381327,-2.9744452563972,0.599423052639649,-0.00145694240939968,-0.00119185721227629,-0.000988435044215428,-0.00121349336282455,0.000247293714521444,-0.000289188858079288,-0.000236409828466151,-0.000195957858983497,-0.000240735112722461,4.9211712143193e-05,0.0170732964443195,0.017317170581863,0.0176350348085995,0.0173431320166676,0.000296505424192086,0.0158889035411205,0.0158889035411205,0.0158889035411205,0.0158889035411205,0,0.014243820613195,0.0144472427812558,0.0147123279783792,0.0144688789318041,0.000247293714521437,0.0132553855689795,0.0132553855689795,0.0132553855689795,0.0132553855689795,0,0.00282947583112453,0.00286992780060718,0.00292270683022032,0.00287425308486349,4.9211712143194e-05,0.00263351797214103,0.00263351797214103,0.00263351797214103,0.00263351797214103,0,0,0,0,0,0,-0.000289188858079288,-0.000236409828466151,-0.000195957858983497,-0.000240735112722461,4.9211712143193e-05,0,0,0,0,0,0,0,0,0,0,0.00282947583112453,0.00286992780060718,0.00292270683022032,0.00287425308486349,4.9211712143194e-05,0.00263351797214103,0.00263351797214103,0.00263351797214103,0.00263351797214103,0
"6","20-34","Female","oil","Food_price","USD",-0.0232178807257083,-0.0193257862876204,-0.0151791376569043,-0.0192364690270491,0.0042316244238601,0,0,0,0,0,-0.0232178807257083,-0.0193257862876204,-0.0151791376569043,-0.0192364690270491,0.0042316244238601,-3.56376142827886,-2.92416593957632,-2.42786650381327,-2.9744452563972,0.599423052639649,-0.0193735878951042,-0.0161278621637357,-0.0126681539555779,-0.0160527805929324,0.00352977470386681,-0.00384429283060405,-0.00319792412388469,-0.0025109837013264,-0.00318368843411665,0.000701849934291612,0.230670835859412,0.234817484490128,0.238709578928216,0.234728167229557,0.0042316244238601,0.215491698202508,0.215491698202508,0.215491698202508,0.215491698202508,0,0.192447893941767,0.195907602149925,0.199153327881294,0.195832520579122,0.00352977470386682,0.17977973998619,0.17977973998619,0.17977973998619,0.17977973998619,0,0.038222941917645,0.0389098823402033,0.0395562510469227,0.0388956466504353,0.000701849934291627,0.0357119582163186,0.0357119582163186,0.0357119582163186,0.0357119582163186,0,0,0,0,0,0,-0.00384429283060405,-0.00319792412388469,-0.0025109837013264,-0.00318368843411665,0.000701849934291612,0,0,0,0,0,0,0,0,0,0,0.038222941917645,0.0389098823402033,0.0395562510469227,0.0388956466504353,0.000701849934291627,0.0357119582163186,0.0357119582163186,0.0357119582163186,0.0357119582163186,0
"7","20-34","Female","sat_fat","CED","MJ",-0.804333830453342,-0.799115700516869,-0.784204983516019,-0.795714792774982,0.0109959183272502,0,0,0,0,0,-0.804333830453342,-0.799115700516869,-0.784204983516019,-0.795714792774982,0.0109959183272502,-15.7509039271762,-15.6477487500304,-15.3655610761036,-15.5849303301072,0.209981746012664,-0.625787119666086,-0.621608292402367,-0.609973845930737,-0.618992285662749,0.00862561377349957,-0.178546710787256,-0.177507408114502,-0.174231137585282,-0.176722507112233,0.00237088646292856,1.69618359275397,1.71109430975483,1.7163124396913,1.70769340201294,0.0109959183272507,0.911978609237955,0.911978609237955,0.911978609237955,0.911978609237955,0,1.31909403384146,1.33072848031309,1.33490730757681,1.32811247357347,0.0086256137734993,0.70912018791072,0.70912018791072,0.70912018791072,0.70912018791072,0,0.377089558912516,0.380365829441736,0.38140513211449,0.379580928439467,0.00237088646292844,0.202858421327234,0.202858421327234,0.202858421327234,0.202858421327234,0,0,0,0,0,0,-0.178546710787256,-0.177507408114502,-0.174231137585282,-0.176722507112233,0.00237088646292856,0,0,0,0,0,0,0,0,0,0,0.377089558912516,0.380365829441736,0.38140513211449,0.379580928439467,0.00237088646292844,0.202858421327234,0.202858421327234,0.202858421327234,0.202858421327234,0
"8","20-34","Female","sat_fat","FL","mrh-eq",-0.0212043621662468,-0.0210759386673402,-0.0206809014471866,-0.0209823899932184,0.000287170462237585,0,0,0,0,0,-0.0212043621662468,-0.0210759386673402,-0.0206809014471866,-0.0209823899932184,0.000287170462237585,-15.7509039271762,-15.6477487500304,-15.3655610761036,-15.5849303301072,0.209981746012664,-0.0164950187367369,-0.0163919106900948,-0.0160837438086435,-0.0163199602217407,0.000225250517182643,-0.00470934342950993,-0.00468402797724543,-0.00459715763854313,-0.00466242977147778,6.19370000780009e-05,0.0447571435908721,0.0451521808110257,0.0452806043099323,0.0450586321369039,0.000287170462237585,0.0240762421436855,0.0240762421436855,0.0240762421436855,0.0240762421436855,0,0.0348016539660118,0.0351098208474631,0.0352129288941052,0.035037870379109,0.000225250517182631,0.0187179101573683,0.0187179101573683,0.0187179101573683,0.0187179101573683,0,0.00995548962486032,0.0100423599635626,0.0100676754158271,0.010020761757795,6.19370000779994e-05,0.00535833198631718,0.00535833198631718,0.00535833198631718,0.00535833198631718,0,0,0,0,0,0,-0.00470934342950993,-0.00468402797724543,-0.00459715763854313,-0.00466242977147778,6.19370000780009e-05,0,0,0,0,0,0,0,0,0,0,0.00995548962486032,0.0100423599635626,0.0100676754158271,0.010020761757795,6.19370000779994e-05,0.00535833198631718,0.00535833198631718,0.00535833198631718,0.00535833198631718,0
"9","20-34","Female","sat_fat","Food_price","USD",-0.100961817787394,-0.0990218073339685,-0.0973536261863591,-0.0991171860377635,0.00190084374182214,0,0,0,0,0,-0.100961817787394,-0.0990218073339685,-0.0973536261863591,-0.0991171860377635,0.00190084374182214,-15.7509039271762,-15.6477487500304,-15.3655610761036,-15.5849303301072,0.209981746012664,-0.0784864704107155,-0.076987377054477,-0.0756796848068511,-0.0770545353382007,0.00147840005676574,-0.0224753473766781,-0.0220344302794915,-0.0216739413795079,-0.0220626506995627,0.000422500079147442,0.210983462713365,0.212651643860975,0.2145916543144,0.21274702256477,0.001900843741822,0.113629836527006,0.113629836527006,0.113629836527006,0.113629836527006,0,0.163974486449405,0.165282178697031,0.166781272053269,0.165349336980755,0.00147840005676571,0.088294801642554,0.088294801642554,0.088294801642554,0.088294801642554,0,0.0470089762639603,0.0473694651639438,0.0478103822611304,0.0473976855840151,0.000422500079147462,0.0253350348844523,0.0253350348844523,0.0253350348844523,0.0253350348844523,0,0,0,0,0,0,-0.0224753473766781,-0.0220344302794915,-0.0216739413795079,-0.0220626506995627,0.000422500079147442,0,0,0,0,0,0,0,0,0,0,0.0470089762639603,0.0473694651639438,0.0478103822611304,0.0473976855840151,0.000422500079147462,0.0253350348844523,0.0253350348844523,0.0253350348844523,0.0253350348844523,0
"10","20-34","Male","added_sugar","CED","MJ",-0.255026394544938,-0.25367237586656,-0.25338523894694,-0.254046720343317,0.000922600792998102,0,0,0,0,0,-0.255026394544938,-0.25367237586656,-0.25338523894694,-0.254046720343317,0.000922600792998102,-9.71401570039949,-9.66144298804777,-9.64937022811049,-9.67565349766687,0.0361812373999913,-0.168787450034757,-0.167890437146603,-0.167707363132995,-0.168140942014865,0.000608456250322423,-0.0862389445101809,-0.0857819387199566,-0.0856778758139451,-0.0859057783284523,0.000314171722486227,0.548576845795855,0.548863982715475,0.550218001393853,0.549238327192232,0.000922600792998174,0.295191606848915,0.295191606848915,0.295191606848915,0.295191606848915,0,0.363101222566732,0.36328429658034,0.364181309468494,0.363534801448602,0.000608456250322233,0.195393859433737,0.195393859433737,0.195393859433737,0.195393859433737,0,0.185475623229123,0.185579686135134,0.186036691925359,0.18570352574363,0.000314171722486247,0.0997977474151776,0.0997977474151776,0.0997977474151776,0.0997977474151776,0,0,0,0,0,0,-0.0862389445101809,-0.0857819387199566,-0.0856778758139451,-0.0859057783284523,0.000314171722486227,0,0,0,0,0,0,0,0,0,0,0.185475623229123,0.185579686135134,0.186036691925359,0.18570352574363,0.000314171722486247,0.0997977474151776,0.0997977474151776,0.0997977474151776,0.0997977474151776,0
