"","age_gp","sex_gp","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"11","35-44","Male","FL","mrh-eq",-0.0333306107299371,-0.0331543607837869,-0.0323900428349241,-0.0329480211337123,0.000526300690239726,0,0,0,0,0,-0.0333306107299371,-0.0331543607837869,-0.0323900428349241,-0.0329480211337123,0.000526300690239726,-24.4428531901101,-24.2039758840434,-23.0433695611634,-23.8805621939335,0.788024849708814,-0.0239091734630731,-0.0237392194440793,-0.0231465228619927,-0.0235908887201871,0.000421449275087045,-0.00942143726686391,-0.00941514133970764,-0.00924351997293143,-0.0093571324135252,0.000106265487242919,0.085867461669255,0.0866317796181179,0.086808029564268,0.0864254399680433,0.000526300690239738,0.053477418834331,0.053477418834331,0.053477418834331,0.053477418834331,0,0.0636631834299675,0.0642558800120541,0.064425834031048,0.0641075492881619,0.000421449275087072,0.0405166605679749,0.0405166605679749,0.0405166605679749,0.0405166605679749,0,0.0222042782392875,0.0223758996060637,0.02238219553322,0.0223178906798813,0.000106265487242914,0.0129607582663561,0.0129607582663561,0.0129607582663561,0.0129607582663561,0,0,0,0,0,0,-0.00942143726686391,-0.00941514133970764,-0.00924351997293143,-0.0093571324135252,0.000106265487242919,0,0,0,0,0,0,0,0,0,0,0.0222042782392875,0.0223758996060637,0.02238219553322,0.0223178906798813,0.000106265487242914,0.0129607582663561,0.0129607582663561,0.0129607582663561,0.0129607582663561,0
"12","35-44","Male","Food_price","USD",-0.637183816035182,-0.624474284253763,-0.619124658363047,-0.627056707373308,0.00976438845132474,0,0,0,0,0,-0.637183816035182,-0.624474284253763,-0.619124658363047,-0.627056707373308,0.00976438845132474,-24.4428531901101,-24.2039758840434,-23.0433695611634,-23.8805621939335,0.788024849708814,-0.426626503062062,-0.418872845109263,-0.413804726832919,-0.41981513973258,0.00679746544723948,-0.210557312973121,-0.2056014391445,-0.205319931530128,-0.207241567640728,0.0031009514020221,1.42629476365949,1.43164438955021,1.44435392133163,1.43422681266976,0.00976438845132468,0.807170105296447,0.807170105296447,0.807170105296447,0.807170105296447,0,0.990240096479753,0.995308214756097,1.0030618727089,0.996250509379415,0.00679746544723994,0.576435369646835,0.576435369646835,0.576435369646835,0.576435369646835,0,0.43605466717974,0.436336174794112,0.441292048622733,0.43797630329034,0.00310095140202192,0.230734735649612,0.230734735649612,0.230734735649612,0.230734735649612,0,0,0,0,0,0,-0.210557312973121,-0.2056014391445,-0.205319931530128,-0.207241567640728,0.0031009514020221,0,0,0,0,0,0,0,0,0,0,0.43605466717974,0.436336174794112,0.441292048622733,0.43797630329034,0.00310095140202192,0.230734735649612,0.230734735649612,0.230734735649612,0.230734735649612,0
"13","45-54","Female","CED","MJ",-1.22177207289071,-1.17525702360505,-1.1384460451911,-1.17866196075301,0.0439548262062417,0,0,0,0,0,-1.22177207289071,-1.17525702360505,-1.1384460451911,-1.17866196075301,0.0439548262062417,-33.2855829838779,-31.686192151428,-31.2527166792338,-32.0952852602896,1.12706135616017,-0.90508232069526,-0.875398156308755,-0.847409068684212,-0.875992920084882,0.0303587130304013,-0.316689752195445,-0.29985886729629,-0.291036976506886,-0.302669040668133,0.0137190470483328,2.64829579181756,2.68510677023151,2.73162181951718,2.68851170737948,0.0439548262062439,1.50984974662647,1.50984974662647,1.50984974662647,1.50984974662647,0,2.00695226664467,2.03494135426921,2.06462551865571,2.03553611804534,0.0303587130304008,1.15954319796045,1.15954319796045,1.15954319796045,1.15954319796045,0,0.641343525172901,0.650165415962305,0.666996300861461,0.652975589334148,0.013719047048333,0.350306548666015,0.350306548666015,0.350306548666015,0.350306548666015,0,0,0,0,0,0,-0.316689752195445,-0.29985886729629,-0.291036976506886,-0.302669040668133,0.0137190470483328,0,0,0,0,0,0,0,0,0,0,0.641343525172901,0.650165415962305,0.666996300861461,0.652975589334148,0.013719047048333,0.350306548666015,0.350306548666015,0.350306548666015,0.350306548666015,0
"14","45-54","Female","FL","mrh-eq",-0.0403645751419211,-0.0382653600913862,-0.037349600070437,-0.0386806074701882,0.00162706761285786,0,0,0,0,0,-0.0403645751419211,-0.0382653600913862,-0.037349600070437,-0.0386806074701882,0.00162706761285786,-33.2855829838779,-31.686192151428,-31.2527166792338,-32.0952852602896,1.12706135616017,-0.0293704103572999,-0.0280354426116127,-0.0273521165032586,-0.0282640888001506,0.00108055793645842,-0.0109941647846212,-0.0102299174797735,-0.00999748356717841,-0.0104165186700376,0.00054889680611778,0.0909691721214254,0.0918849321423746,0.0939841471929094,0.0923001795211765,0.00162706761285782,0.0536195720509883,0.0536195720509883,0.0536195720509883,0.0536195720509883,0,0.0685247331332663,0.0692080592416204,0.0705430269873076,0.0694367054301583,0.0010805579364584,0.0411726166300077,0.0411726166300077,0.0411726166300077,0.0411726166300077,0,0.022444438988159,0.0226768729007541,0.0234411202056018,0.0228634740910182,0.000548896806117786,0.0124469554209806,0.0124469554209806,0.0124469554209806,0.0124469554209806,0,0,0,0,0,0,-0.0109941647846212,-0.0102299174797735,-0.00999748356717841,-0.0104165186700376,0.00054889680611778,0,0,0,0,0,0,0,0,0,0,0.022444438988159,0.0226768729007541,0.0234411202056018,0.0228634740910182,0.000548896806117786,0.0124469554209806,0.0124469554209806,0.0124469554209806,0.0124469554209806,0
"15","45-54","Female","Food_price","USD",-0.765807974333182,-0.66965880356068,-0.663335110444093,-0.701176515018896,0.0604466905208406,0,0,0,0,0,-0.765807974333182,-0.66965880356068,-0.663335110444093,-0.701176515018896,0.0604466905208406,-33.2855829838779,-31.686192151428,-31.2527166792338,-32.0952852602896,1.12706135616017,-0.520650534546215,-0.457689272174587,-0.454114620174923,-0.478526679322644,0.0393950716566808,-0.245157439786967,-0.211969531386094,-0.20922049026917,-0.222649835696251,0.02105464390265,1.45476709434277,1.46109078745935,1.55723995823186,1.49260849891757,0.0604466905208409,0.791431983898673,0.791431983898673,0.791431983898673,0.791431983898673,0,1.03036736782159,1.03394201982126,1.09690328219289,1.05477942696932,0.0393950716566814,0.576252747646671,0.576252747646671,0.576252747646671,0.576252747646671,0,0.424399726521172,0.427148767638096,0.460336676038969,0.437829071948254,0.0210546439026501,0.215179236252003,0.215179236252003,0.215179236252003,0.215179236252003,0,0,0,0,0,0,-0.245157439786967,-0.211969531386094,-0.20922049026917,-0.222649835696251,0.02105464390265,0,0,0,0,0,0,0,0,0,0,0.424399726521172,0.427148767638096,0.460336676038969,0.437829071948254,0.0210546439026501,0.215179236252003,0.215179236252003,0.215179236252003,0.215179236252003,0
"16","45-54","Male","CED","MJ",-1.0668858951798,-1.06278266529773,-1.04206359227347,-1.05695254489696,0.0140060876094777,0,0,0,0,0,-1.0668858951798,-1.06278266529773,-1.04206359227347,-1.05695254489696,0.0140060876094777,-25.5326793253184,-25.3838350766303,-24.7031643512566,-25.1972292953371,0.46553662260688,-0.780345064165099,-0.778056012888453,-0.764696985356986,-0.774171810693779,0.00889630156192976,-0.286540831014705,-0.28472665240928,-0.277366606916486,-0.282780734203186,0.00511417022732667,2.57639481063995,2.59711388366422,2.60121711354629,2.59128376326345,0.0140060876094799,1.53433121836648,1.53433121836648,1.53433121836648,1.53433121836648,0,1.92520054627632,1.93855957380779,1.94084862508443,1.93467537161311,0.00889630156192979,1.16050356091933,1.16050356091933,1.16050356091933,1.16050356091933,0,0.651194264363638,0.65855430985643,0.660368488461857,0.656608391650337,0.00511417022732664,0.373827657447151,0.373827657447151,0.373827657447151,0.373827657447151,0,0,0,0,0,0,-0.286540831014705,-0.28472665240928,-0.277366606916486,-0.282780734203186,0.00511417022732667,0,0,0,0,0,0,0,0,0,0,0.651194264363638,0.65855430985643,0.660368488461857,0.656608391650337,0.00511417022732664,0.373827657447151,0.373827657447151,0.373827657447151,0.373827657447151,0
"17","45-54","Male","FL","mrh-eq",-0.0346188662739602,-0.0345612960095832,-0.0335528328263694,-0.0342276493713948,0.000631102106340948,0,0,0,0,0,-0.0346188662739602,-0.0345612960095832,-0.0335528328263694,-0.0342276493713948,0.000631102106340948,-25.5326793253184,-25.3838350766303,-24.7031643512566,-25.1972292953371,0.46553662260688,-0.0249161768076504,-0.0249068082582107,-0.0242502546204321,-0.0246797257710742,0.00040188907765045,-0.00970268946630983,-0.00965448775137251,-0.00930257820593735,-0.00954792360032064,0.000229919394188958,0.0882800826138154,0.0892885457970292,0.0893461160614063,0.0889548991588409,0.000631102106340989,0.054727249787446,0.054727249787446,0.054727249787446,0.0547272497874461,0,0.0657171287937812,0.0663736824315598,0.0663830509809995,0.0661465999444233,0.000401889077650464,0.0414668741733491,0.0414668741733491,0.0414668741733491,0.0414668741733491,0,0.0225629538200343,0.0229148633654694,0.0229630650804068,0.0228082992144176,0.000229919394188958,0.0132603756140969,0.0132603756140969,0.0132603756140969,0.0132603756140969,0,0,0,0,0,0,-0.00970268946630983,-0.00965448775137251,-0.00930257820593735,-0.00954792360032064,0.000229919394188958,0,0,0,0,0,0,0,0,0,0,0.0225629538200343,0.0229148633654694,0.0229630650804068,0.0228082992144176,0.000229919394188958,0.0132603756140969,0.0132603756140969,0.0132603756140969,0.0132603756140969,0
"18","45-54","Male","Food_price","USD",-0.584833068605173,-0.563765482572862,-0.5459536872094,-0.564907865263686,0.0204867343652494,0,0,0,0,0,-0.584833068605173,-0.563765482572862,-0.5459536872094,-0.564907865263686,0.0204867343652494,-25.5326793253184,-25.3838350766303,-24.7031643512566,-25.1972292953371,0.46553662260688,-0.394932346125661,-0.380392143029048,-0.369093959237694,-0.381529693662472,0.0136347872675467,-0.189900722479513,-0.183373339543815,-0.176859727971707,-0.183378171601215,0.00686368259556783,1.31772056834765,1.33553236371111,1.35659994974342,1.33667474640194,0.0204867343652491,0.771766881138251,0.771766881138251,0.771766881138251,0.771766881138251,0,0.92477889226195,0.936077076053303,0.950617279149916,0.937214626686728,0.0136347872675464,0.555684933024255,0.555684933024255,0.555684933024255,0.555684933024255,0,0.392941676085702,0.39945528765781,0.405982670593509,0.39946011971521,0.00686368259556801,0.216081948113996,0.216081948113996,0.216081948113996,0.216081948113996,0,0,0,0,0,0,-0.189900722479513,-0.183373339543815,-0.176859727971707,-0.183378171601215,0.00686368259556783,0,0,0,0,0,0,0,0,0,0,0.392941676085702,0.39945528765781,0.405982670593509,0.39946011971521,0.00686368259556801,0.216081948113996,0.216081948113996,0.216081948113996,0.216081948113996,0
"19","55-64","Female","CED","MJ",-1.2693750556353,-1.23244266967939,-1.20375297398462,-1.23533484170084,0.0346286389506171,0,0,0,0,0,-1.2693750556353,-1.23244266967939,-1.20375297398462,-1.23533484170084,0.0346286389506171,-33.5784182507036,-32.4560459247201,-32.3487550415073,-32.812214852008,0.716936977492637,-0.947429299403098,-0.918654182480383,-0.899806433092249,-0.922137469334622,0.0252455435909977,-0.321945756232202,-0.313788487199005,-0.303946540892369,-0.31319737236622,0.00948709283102821,2.71802560821792,2.74671530391269,2.7836476898686,2.74960747593414,0.0346286389506175,1.5142726342333,1.5142726342333,1.5142726342333,1.5142726342333,0,2.06011711924644,2.07896486863457,2.10773998555729,2.08244815548881,0.0252455435909963,1.16031068615419,1.16031068615419,1.16031068615419,1.16031068615419,0,0.657908488971482,0.667750435278119,0.675907704311315,0.667159320445333,0.00948709283102834,0.353961948079114,0.353961948079114,0.353961948079114,0.353961948079114,0,0,0,0,0,0,-0.321945756232202,-0.313788487199005,-0.303946540892369,-0.31319737236622,0.00948709283102821,0,0,0,0,0,0,0,0,0,0,0.657908488971482,0.667750435278119,0.675907704311315,0.667159320445333,0.00948709283102834,0.353961948079114,0.353961948079114,0.353961948079114,0.353961948079114,0
"20","55-64","Female","FL","mrh-eq",-0.0418139094762822,-0.0406530328613509,-0.0396874468844199,-0.0407215558922282,0.00112076299269106,0,0,0,0,0,-0.0418139094762822,-0.0406530328613509,-0.0396874468844199,-0.0407215558922282,0.00112076299269106,-33.5784182507036,-32.4560459247201,-32.3487550415073,-32.812214852008,0.716936977492637,-0.0306588586623517,-0.0297509252575854,-0.0291706677067688,-0.0298658992414274,0.000789561891335393,-0.0111550508139305,-0.0109021076037655,-0.0105167791776511,-0.0108556566508008,0.000338332488266594,0.0936672926253611,0.0946328786022922,0.0957937552172234,0.0947014016331694,0.00112076299269106,0.0539798457409412,0.0539798457409412,0.0539798457409412,0.0539798457409412,0,0.0704343224761531,0.0710145800269697,0.071922513431736,0.0711295540108117,0.000789561891335373,0.0412636547693843,0.0412636547693843,0.0412636547693843,0.0412636547693843,0,0.023232970149208,0.0236182985753225,0.0238712417854875,0.0235718476223578,0.000338332488266598,0.012716190971557,0.012716190971557,0.012716190971557,0.012716190971557,0,0,0,0,0,0,-0.0111550508139305,-0.0109021076037655,-0.0105167791776511,-0.0108556566508008,0.000338332488266594,0,0,0,0,0,0,0,0,0,0,0.023232970149208,0.0236182985753225,0.0238712417854875,0.0235718476223578,0.000338332488266598,0.012716190971557,0.012716190971557,0.012716190971557,0.012716190971557,0
"21","55-64","Female","Food_price","USD",-0.719575292843397,-0.689352387003781,-0.674452774496119,-0.694728981155344,0.0242008529579207,0,0,0,0,0,-0.719575292843397,-0.689352387003781,-0.674452774496119,-0.694728981155344,0.0242008529579207,-33.5784182507036,-32.4560459247201,-32.3487550415073,-32.812214852008,0.716936977492637,-0.491092736712064,-0.469665138006183,-0.462428951074103,-0.474644580733833,0.0156904320329454,-0.228482556131333,-0.219687248997598,-0.212023823422016,-0.220084400421511,0.0086693163240529,1.51095589147612,1.52585550398379,1.5560784098234,1.53123209813535,0.0242008529579212,0.836503116980003,0.836503116980003,0.836503116980003,0.836503116980003,0,1.07102926347887,1.07826545041095,1.09969304911683,1.0832448931386,0.0156904320329453,0.608600312404769,0.608600312404769,0.608600312404769,0.608600312404769,0,0.43992662799725,0.447590053572832,0.456385360706567,0.447987204996745,0.00866931632405273,0.227902804575234,0.227902804575234,0.227902804575234,0.227902804575234,0,0,0,0,0,0,-0.228482556131333,-0.219687248997598,-0.212023823422016,-0.220084400421511,0.0086693163240529,0,0,0,0,0,0,0,0,0,0,0.43992662799725,0.447590053572832,0.456385360706567,0.447987204996745,0.00866931632405273,0.227902804575234,0.227902804575234,0.227902804575234,0.227902804575234,0
"22","55-64","Male","CED","MJ",-1.10130728626644,-1.05830345785705,-1.02819279955523,-1.06282737719304,0.0386802341154228,0,0,0,0,0,-1.10130728626644,-1.05830345785705,-1.02819279955523,-1.06282737719304,0.0386802341154228,-28.0356774685823,-25.8939741623323,-25.5361600702864,-26.5199002024039,1.42283911103523,-0.798647172690221,-0.768660236404361,-0.748113417079902,-0.771972558145203,0.0267509583823885,-0.302660113576219,-0.28964322145269,-0.280079382475325,-0.290854819047835,0.0119308248826595,2.55750812736246,2.58761878566428,2.63062261407367,2.59214270500027,0.0386802341154215,1.52931532780723,1.52931532780723,1.52931532780723,1.52931532780723,0,1.89683694855959,1.91738376788405,1.94737070416992,1.9206960896249,0.02675095838239,1.14872353147969,1.14872353147969,1.14872353147969,1.14872353147969,0,0.660671178802861,0.670235017780225,0.683251909903755,0.671446615375371,0.0119308248826597,0.380591796327536,0.380591796327536,0.380591796327536,0.380591796327536,0,0,0,0,0,0,-0.302660113576219,-0.28964322145269,-0.280079382475325,-0.290854819047835,0.0119308248826595,0,0,0,0,0,0,0,0,0,0,0.660671178802861,0.670235017780225,0.683251909903755,0.671446615375371,0.0119308248826597,0.380591796327536,0.380591796327536,0.380591796327536,0.380591796327536,0
"23","55-64","Male","FL","mrh-eq",-0.0366727282780493,-0.0347000383862928,-0.0336031022176816,-0.035007320394414,0.00163736261355307,0,0,0,0,0,-0.0366727282780493,-0.0347000383862928,-0.0336031022176816,-0.035007320394414,0.00163736261355307,-28.0356774685823,-25.8939741623323,-25.5361600702864,-26.5199002024039,1.42283911103523,-0.0262378283216985,-0.0248569107012093,-0.0241396135215919,-0.0250897599787082,0.00112258391965452,-0.0104348999563508,-0.00984312768508353,-0.00946348869608962,-0.00991756041570578,0.000515316650372336,0.0886255913614594,0.0897225275300705,0.0916952174218272,0.0900298095381918,0.00163736261355311,0.0550224891437778,0.0550224891437778,0.0550224891437778,0.0550224891437778,0,0.0655911922267337,0.066308489406351,0.0676894070268403,0.06654133868385,0.00112258391965449,0.0414515787051418,0.0414515787051418,0.0414515787051418,0.0414515787051418,0,0.0230343991347256,0.0234140381237196,0.0240058103949869,0.0234884708543418,0.000515316650372352,0.013570910438636,0.013570910438636,0.013570910438636,0.013570910438636,0,0,0,0,0,0,-0.0104348999563508,-0.00984312768508353,-0.00946348869608962,-0.00991756041570578,0.000515316650372336,0,0,0,0,0,0,0,0,0,0,0.0230343991347256,0.0234140381237196,0.0240058103949869,0.0234884708543418,0.000515316650372352,0.013570910438636,0.013570910438636,0.013570910438636,0.013570910438636,0
"24","55-64","Male","Food_price","USD",-0.548096234927515,-0.493971220259906,-0.478312879095642,-0.507468298682132,0.0385432270714681,0,0,0,0,0,-0.548096234927515,-0.493971220259906,-0.478312879095642,-0.507468298682132,0.0385432270714681,-28.0356774685823,-25.8939741623323,-25.5361600702864,-26.5199002024039,1.42283911103523,-0.371015536155058,-0.334451772755301,-0.324417228458347,-0.343760270686109,0.0258163238437401,-0.177080698772456,-0.159519447504605,-0.153895650637294,-0.163708027996022,0.0127303963269857,1.22743158536979,1.24308992653405,1.29721494120166,1.25658700495628,0.0385432270714686,0.749118706274148,0.749118706274148,0.749118706274148,0.749118706274148,0,0.870804289797056,0.880838834094011,0.917402597493768,0.890147332024819,0.0258163238437404,0.546387061338709,0.546387061338709,0.546387061338709,0.546387061338709,0,0.356627295572734,0.362251092440044,0.379812343707895,0.366439672931462,0.0127303963269854,0.20273164493544,0.20273164493544,0.20273164493544,0.20273164493544,0,0,0,0,0,0,-0.177080698772456,-0.159519447504605,-0.153895650637294,-0.163708027996022,0.0127303963269857,0,0,0,0,0,0,0,0,0,0,0.356627295572734,0.362251092440044,0.379812343707895,0.366439672931462,0.0127303963269854,0.20273164493544,0.20273164493544,0.20273164493544,0.20273164493544,0
"25","65-74","Female","CED","MJ",-1.28166080235191,-1.25536474817022,-1.24318874541163,-1.26031915217832,0.0206980520355086,0,0,0,0,0,-1.28166080235191,-1.25536474817022,-1.24318874541163,-1.26031915217832,0.0206980520355086,-35.2224678934878,-33.3786628307961,-32.778186927039,-33.8149186760363,1.34079384591296,-0.957685288737861,-0.94008472211033,-0.928609287728873,-0.942233891319479,0.0154159285812364,-0.323975513614048,-0.315280026059893,-0.314579457682754,-0.318085260858846,0.00550980267906566,2.7693017220917,2.78147772485029,2.80777377903198,2.78643212885839,0.0206980520355086,1.52611297668007,1.52611297668007,1.52611297668007,1.52611297668007,0,2.09638981642847,2.10786525080992,2.12546581743745,2.11001442001907,0.0154159285812352,1.16778052869959,1.16778052869959,1.16778052869959,1.16778052869959,0,0.672911905663228,0.673612474040368,0.682307961594522,0.67641770883932,0.00550980267906564,0.358332447980475,0.358332447980475,0.358332447980475,0.358332447980475,0,0,0,0,0,0,-0.323975513614048,-0.315280026059893,-0.314579457682754,-0.318085260858846,0.00550980267906566,0,0,0,0,0,0,0,0,0,0,0.672911905663228,0.673612474040368,0.682307961594522,0.67641770883932,0.00550980267906564,0.358332447980475,0.358332447980475,0.358332447980475,0.358332447980475,0
"26","65-74","Female","FL","mrh-eq",-0.0428048691725957,-0.0413324559492201,-0.0411428754210225,-0.0417825726843703,0.000957659958437596,0,0,0,0,0,-0.0428048691725957,-0.0413324559492201,-0.0411428754210225,-0.0417825726843703,0.000957659958437596,-35.2224678934878,-33.3786628307961,-32.778186927039,-33.8149186760363,1.34079384591296,-0.0314483391691963,-0.0304394142295419,-0.0301928073093742,-0.0307068942363793,0.000700231429617992,-0.0113595313924505,-0.0109530695006994,-0.0108960431087293,-0.011075678447991,0.000266048915577449,0.0948849329166023,0.0950745134447999,0.0965469266681755,0.0955246301799501,0.000957659958437601,0.0537420574955798,0.0537420574955798,0.0537420574955798,0.0537420574955798,0,0.0711052983635235,0.0713519052836911,0.0723608302233456,0.0716193852905286,0.000700231429618004,0.0409124910541493,0.0409124910541493,0.0409124910541493,0.0409124910541493,0,0.0237256095501598,0.0237826359421299,0.024189097833881,0.0239052448894214,0.000266048915577443,0.0128295664414305,0.0128295664414305,0.0128295664414305,0.0128295664414305,0,0,0,0,0,0,-0.0113595313924505,-0.0109530695006994,-0.0108960431087293,-0.011075678447991,0.000266048915577449,0,0,0,0,0,0,0,0,0,0,0.0237256095501598,0.0237826359421299,0.024189097833881,0.0239052448894214,0.000266048915577443,0.0128295664414305,0.0128295664414305,0.0128295664414305,0.0128295664414305,0
"27","65-74","Female","Food_price","USD",-0.682056307171737,-0.651838711695594,-0.634249735662981,-0.656269806237183,0.0254523015725178,0,0,0,0,0,-0.682056307171737,-0.651838711695594,-0.634249735662981,-0.656269806237183,0.0254523015725178,-35.2224678934878,-33.3786628307961,-32.778186927039,-33.8149186760363,1.34079384591296,-0.471084618520028,-0.448156528041522,-0.437694928131624,-0.452530735258578,0.0179771776415395,-0.210971688651709,-0.203682183654072,-0.196554807531358,-0.203739070978606,0.00758799210230858,1.48995471889463,1.50754369492724,1.53776129040339,1.51197478946883,0.0254523015725182,0.855704983231648,0.855704983231648,0.855704983231648,0.855704983231648,0,1.06684414631044,1.07730574622034,1.10023383669884,1.08167995343739,0.0179771776415399,0.629149218178815,0.629149218178815,0.629149218178815,0.629149218178815,0,0.423110572584191,0.430237948706906,0.437527453704542,0.43029483603144,0.00758799210230847,0.226555765052834,0.226555765052834,0.226555765052834,0.226555765052834,0,0,0,0,0,0,-0.210971688651709,-0.203682183654072,-0.196554807531358,-0.203739070978606,0.00758799210230858,0,0,0,0,0,0,0,0,0,0,0.423110572584191,0.430237948706906,0.437527453704542,0.43029483603144,0.00758799210230847,0.226555765052834,0.226555765052834,0.226555765052834,0.226555765052834,0
"28","65-74","Male","CED","MJ",-1.12672706666176,-1.11737289977472,-1.10672918449939,-1.11692042665602,0.0105324929593868,0,0,0,0,0,-1.12672706666176,-1.11737289977472,-1.10672918449939,-1.11692042665602,0.0105324929593868,-27.6040652776859,-27.5019920579885,-26.6734845863495,-27.2471028467809,0.537224493299698,-0.826915826285195,-0.820243434407868,-0.816183523576425,-0.821160094423968,0.00570409146310746,-0.299811240376564,-0.297129465366852,-0.290545660922969,-0.295760332232055,0.00501869746465306,2.6314694123329,2.64211312760823,2.65146729449527,2.64166065448953,0.0105324929593864,1.52474022783351,1.52474022783351,1.52474022783351,1.52474022783351,0,1.96800121761739,1.97206112844883,1.97873352032616,1.97297778846493,0.00570409146310861,1.15181769404096,1.15181769404096,1.15181769404096,1.15181769404096,0,0.663468194715515,0.670051999159398,0.672733774169109,0.668682866024601,0.00501869746465257,0.372922533792545,0.372922533792545,0.372922533792545,0.372922533792545,0,0,0,0,0,0,-0.299811240376564,-0.297129465366852,-0.290545660922969,-0.295760332232055,0.00501869746465306,0,0,0,0,0,0,0,0,0,0,0.663468194715515,0.670051999159398,0.672733774169109,0.668682866024601,0.00501869746465257,0.372922533792545,0.372922533792545,0.372922533792545,0.372922533792545,0
"29","65-74","Male","FL","mrh-eq",-0.0371609840179063,-0.0366311478576673,-0.0360948403979097,-0.0366288772262572,0.000561131666621071,0,0,0,0,0,-0.0371609840179063,-0.0366311478576673,-0.0360948403979097,-0.0366288772262572,0.000561131666621071,-27.6040652776859,-27.5019920579885,-26.6734845863495,-27.2471028467809,0.537224493299698,-0.026848431020935,-0.0264654074624529,-0.0262546287453887,-0.0265258442489153,0.000316879946555124,-0.0103125529969713,-0.0101657403952145,-0.00984021165252095,-0.0101030329773419,0.000254463115233053,0.0903338622426789,0.0908701697024365,0.0914000058626755,0.0908678990710264,0.000561131666621039,0.0542390218447692,0.0542390218447692,0.0542390218447692,0.0542390218447692,0,0.0671628128950593,0.0673735916121236,0.0677566151706056,0.0674340283985859,0.000316879946555131,0.0409081841496707,0.0409081841496707,0.0409081841496707,0.0409081841496707,0,0.0231710493476195,0.023496578090313,0.0236433906920699,0.0234338706724405,0.000254463115233052,0.0133308376950985,0.0133308376950985,0.0133308376950985,0.0133308376950985,0,0,0,0,0,0,-0.0103125529969713,-0.0101657403952145,-0.00984021165252095,-0.0101030329773419,0.000254463115233053,0,0,0,0,0,0,0,0,0,0,0.0231710493476195,0.023496578090313,0.0236433906920699,0.0234338706724405,0.000254463115233052,0.0133308376950985,0.0133308376950985,0.0133308376950985,0.0133308376950985,0
