"","age_gp","race_gp","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"1","20-34","HIS","CED","MJ",-1.0415055363728,-1.01619566570856,-1.01498901414522,-1.02465293556852,0.0157612116191867,0,0,0,0,0,-1.0415055363728,-1.01619566570856,-1.01498901414522,-1.02465293556852,0.0157612116191867,-25.0412443126105,-24.3390009432388,-24.2711426213642,-24.5615921879746,0.448822634722695,-0.76194221834986,-0.743405525519329,-0.74328340132684,-0.749866777673028,0.0113027288814748,-0.279563318022938,-0.272790140189228,-0.271705612818381,-0.274786157895496,0.00448235833312907,2.55030025511869,2.55150690668203,2.57681677734627,2.55996417654199,0.0157612116191868,1.53531124097347,1.53531124097347,1.53531124097347,1.53531124097347,0,1.90829655393142,1.90841867812391,1.92695537095444,1.91487993027761,0.0113027288814738,1.16501315260458,1.16501315260458,1.16501315260458,1.16501315260458,0,0.64200370118727,0.643088228558117,0.649861406391827,0.645084246264385,0.00448235833312925,0.370298088368889,0.370298088368889,0.370298088368889,0.370298088368889,0,0,0,0,0,0,-0.279563318022938,-0.272790140189228,-0.271705612818381,-0.274786157895496,0.00448235833312907,0,0,0,0,0,0,0,0,0,0,0.64200370118727,0.643088228558117,0.649861406391827,0.645084246264385,0.00448235833312925,0.370298088368889,0.370298088368889,0.370298088368889,0.370298088368889,0
"2","20-34","HIS","FL","mrh-eq",-0.0323854760567585,-0.0315883782033898,-0.0313890991611404,-0.0317981391897475,0.000554981477176123,0,0,0,0,0,-0.0323854760567585,-0.0315883782033898,-0.0313890991611404,-0.0317981391897475,0.000554981477176123,-25.0412443126105,-24.3390009432388,-24.2711426213642,-24.5615921879746,0.448822634722695,-0.0233649779449154,-0.0227861097778808,-0.0226775391296999,-0.0229511264511628,0.000389010645831352,-0.00902049811184317,-0.00880226842550901,-0.0087115600314405,-0.00884701273858468,0.000167152539948525,0.0845517166219,0.0847509956641495,0.0855480935175181,0.0849607566505071,0.000554981477176091,0.0531626174607596,0.0531626174607596,0.0531626174607596,0.0531626174607596,0,0.0632355380822126,0.0633441087303936,0.0639229768974282,0.0635091254036756,0.000389010645831374,0.0405579989525128,0.0405579989525128,0.0405579989525128,0.0405579989525128,0,0.0213161785396873,0.0214068869337559,0.02162511662009,0.0214516312468315,0.00016715253994852,0.0126046185082468,0.0126046185082468,0.0126046185082468,0.0126046185082468,0,0,0,0,0,0,-0.00902049811184317,-0.00880226842550901,-0.0087115600314405,-0.00884701273858468,0.000167152539948525,0,0,0,0,0,0,0,0,0,0,0.0213161785396873,0.0214068869337559,0.02162511662009,0.0214516312468315,0.00016715253994852,0.0126046185082468,0.0126046185082468,0.0126046185082468,0.0126046185082468,0
"3","20-34","HIS","Food_price","USD",-0.621313656589181,-0.595675307586518,-0.589044359771121,-0.602344571160997,0.0179390675131137,0,0,0,0,0,-0.621313656589181,-0.595675307586518,-0.589044359771121,-0.602344571160997,0.0179390675131137,-25.0412443126105,-24.3390009432388,-24.2711426213642,-24.5615921879746,0.448822634722695,-0.419344988589136,-0.402689075193933,-0.397941228293418,-0.406867344139437,0.0118320226552233,-0.201968668000045,-0.192986232392584,-0.191103131477703,-0.19547722702156,0.00611206672359201,1.37310601817318,1.37973696598857,1.40537531499123,1.38640622956305,0.0179390675131135,0.784061658402054,0.784061658402054,0.784061658402054,0.784061658402054,0,0.960008024477698,0.964755871378214,0.981411784773416,0.968934140323718,0.0118320226552233,0.562066796184281,0.562066796184281,0.562066796184281,0.562066796184281,0,0.413097993695477,0.414981094610357,0.423963530217819,0.417472089239333,0.00611206672359179,0.221994862217773,0.221994862217773,0.221994862217773,0.221994862217773,0,0,0,0,0,0,-0.201968668000045,-0.192986232392584,-0.191103131477703,-0.19547722702156,0.00611206672359201,0,0,0,0,0,0,0,0,0,0,0.413097993695477,0.414981094610357,0.423963530217819,0.417472089239333,0.00611206672359179,0.221994862217773,0.221994862217773,0.221994862217773,0.221994862217773,0
"4","20-34","NHB","CED","MJ",-1.16443664913749,-1.13377650762303,-1.1103785596861,-1.13632464572041,0.0285370772751096,0,0,0,0,0,-1.16443664913749,-1.13377650762303,-1.1103785596861,-1.13632464572041,0.0285370772751096,-33.1102854358701,-32.5154505324592,-32.4068413634584,-32.6860560533048,0.3986260051121,-0.854774818226869,-0.829277856570474,-0.814679465685787,-0.833101916490371,0.0213610970316129,-0.309661830910625,-0.304498651052556,-0.295699094000313,-0.303222729230039,0.00743141807624985,2.57290104098776,2.59629898892469,2.62695913043916,2.59884712702207,0.0285370772751087,1.46252248130166,1.46252248130166,1.46252248130166,1.46252248130166,0,1.92773949289265,1.94233788377733,1.96783484543373,1.94616194369723,0.0213610970316125,1.11306002720686,1.11306002720686,1.11306002720686,1.11306002720686,0,0.645161548095113,0.653961105147356,0.659124285005425,0.652685183324839,0.00743141807624967,0.3494624540948,0.3494624540948,0.3494624540948,0.3494624540948,0,0,0,0,0,0,-0.309661830910625,-0.304498651052556,-0.295699094000313,-0.303222729230039,0.00743141807624985,0,0,0,0,0,0,0,0,0,0,0.645161548095113,0.653961105147356,0.659124285005425,0.652685183324839,0.00743141807624967,0.3494624540948,0.3494624540948,0.3494624540948,0.3494624540948,0
"5","20-34","NHB","FL","mrh-eq",-0.0364400611607423,-0.0357731996885064,-0.0350481527101437,-0.0357527837214444,0.000732796724534898,0,0,0,0,0,-0.0364400611607423,-0.0357731996885064,-0.0350481527101437,-0.0357527837214444,0.000732796724534898,-33.1102854358701,-32.5154505324592,-32.4068413634584,-32.6860560533048,0.3986260051121,-0.0264416277363509,-0.0258528655544114,-0.0254343348187378,-0.0259125958864345,0.000532671780165734,-0.00999843342439137,-0.00992033413409496,-0.00961381789140592,-0.00984018783500983,0.000213998047294225,0.0847732689016621,0.0854983158800248,0.0861651773522607,0.0854778999129628,0.000732796724534881,0.0497251161915185,0.0497251161915185,0.0497251161915185,0.0497251161915185,0,0.0634397588775333,0.0638582896132069,0.0644470517951464,0.0639180199452301,0.000532671780165722,0.0380054240587955,0.0380054240587955,0.0380054240587955,0.0380054240587955,0,0.0213335100241288,0.0216400262668179,0.0217181255571143,0.0215598799677327,0.00021399804729423,0.0117196921327229,0.0117196921327229,0.0117196921327229,0.0117196921327229,0,0,0,0,0,0,-0.00999843342439137,-0.00992033413409496,-0.00961381789140592,-0.00984018783500983,0.000213998047294225,0,0,0,0,0,0,0,0,0,0,0.0213335100241288,0.0216400262668179,0.0217181255571143,0.0215598799677327,0.00021399804729423,0.0117196921327229,0.0117196921327229,0.0117196921327229,0.0117196921327229,0
"6","20-34","NHB","Food_price","USD",-0.826276274562018,-0.801417570805117,-0.779824386287183,-0.802563367029316,0.0244684910332352,0,0,0,0,0,-0.826276274562018,-0.801417570805117,-0.779824386287183,-0.802563367029316,0.0244684910332352,-33.1102854358701,-32.5154505324592,-32.4068413634584,-32.6860560533048,0.3986260051121,-0.557863687497901,-0.54188622785753,-0.52705182543031,-0.542287300563899,0.0162204888275068,-0.268412587064116,-0.259531342947587,-0.252772560856874,-0.260276066465417,0.0082568201437654,1.56765579435952,1.58924897887745,1.61410768263436,1.59039477510165,0.024468491033235,0.787831408072339,0.787831408072339,0.787831408072339,0.787831408072339,0,1.0866612992556,1.10149570168282,1.11747316132319,1.10189677438919,0.0162204888275068,0.559609473825291,0.559609473825291,0.559609473825291,0.559609473825291,0,0.480994495103923,0.487753277194637,0.496634521311165,0.488498000712466,0.00825682014376563,0.228221934247049,0.228221934247049,0.228221934247049,0.228221934247049,0,0,0,0,0,0,-0.268412587064116,-0.259531342947587,-0.252772560856874,-0.260276066465417,0.0082568201437654,0,0,0,0,0,0,0,0,0,0,0.480994495103923,0.487753277194637,0.496634521311165,0.488498000712466,0.00825682014376563,0.228221934247049,0.228221934247049,0.228221934247049,0.228221934247049,0
"7","20-34","NHW","CED","MJ",-1.10367956393237,-1.10089385784036,-1.08758611022389,-1.09720191344581,0.00905360620336709,0,0,0,0,0,-1.10367956393237,-1.10089385784036,-1.08758611022389,-1.09720191344581,0.00905360620336709,-27.1191061689968,-26.5563638207397,-25.7831040981741,-26.4824980753683,0.706062793906699,-0.824103456006748,-0.821254563361503,-0.812001923911727,-0.819007634658159,0.00665984792289911,-0.279635968870795,-0.279572782317556,-0.275580860704098,-0.278194278787655,0.00244546551005577,2.60282052630985,2.61612827392633,2.61891398001833,2.61243632953178,0.00905360620336729,1.51523441608596,1.51523441608596,1.51523441608596,1.51523441608596,0,1.97089339707836,1.98014603652814,1.98299492917338,1.97789910782479,0.00665984792290049,1.15889147316663,1.15889147316663,1.15889147316663,1.15889147316663,0,0.631923803623428,0.635915725236886,0.635978911790125,0.634537221706985,0.00244546551005587,0.35634294291933,0.35634294291933,0.35634294291933,0.35634294291933,0,0,0,0,0,0,-0.279635968870795,-0.279572782317556,-0.275580860704098,-0.278194278787655,0.00244546551005577,0,0,0,0,0,0,0,0,0,0,0.631923803623428,0.635915725236886,0.635978911790125,0.634537221706985,0.00244546551005587,0.35634294291933,0.35634294291933,0.35634294291933,0.35634294291933,0
"8","20-34","NHW","FL","mrh-eq",-0.0342161387170667,-0.0340380153005786,-0.0333800519539032,-0.0338696504127936,0.000463573336925851,0,0,0,0,0,-0.0342161387170667,-0.0340380153005786,-0.0333800519539032,-0.0338696504127936,0.000463573336925851,-27.1191061689968,-26.5563638207397,-25.7831040981741,-26.4824980753683,0.706062793906699,-0.0251615703625047,-0.0249848737827336,-0.0245204244094844,-0.0248839078902852,0.000348589834215925,-0.00905456835456199,-0.00905314151784497,-0.00885962754441885,-0.00898574252250844,0.000118041585574414,0.0863349837033425,0.0869929470500178,0.0871710704665059,0.0868245821622328,0.000463573336925817,0.0529549317494392,0.0529549317494392,0.0529549317494392,0.0529549317494392,0,0.0650673399536146,0.0655317893268638,0.0657084859066349,0.0654308234344154,0.000348589834215941,0.0405469155441302,0.0405469155441302,0.0405469155441302,0.0405469155441302,0,0.0212676437497278,0.021461157723154,0.021462584559871,0.0213937587278174,0.000118041585574416,0.012408016205309,0.012408016205309,0.012408016205309,0.012408016205309,0,0,0,0,0,0,-0.00905456835456199,-0.00905314151784497,-0.00885962754441885,-0.00898574252250844,0.000118041585574414,0,0,0,0,0,0,0,0,0,0,0.0212676437497278,0.021461157723154,0.021462584559871,0.0213937587278174,0.000118041585574416,0.012408016205309,0.012408016205309,0.012408016205309,0.012408016205309,0
"9","20-34","NHW","Food_price","USD",-0.673252686464853,-0.668081261116182,-0.633026929786995,-0.65759603094758,0.0230366093698966,0,0,0,0,0,-0.673252686464853,-0.668081261116182,-0.633026929786995,-0.65759603094758,0.0230366093698966,-27.1191061689968,-26.5563638207397,-25.7831040981741,-26.4824980753683,0.706062793906699,-0.456553316230064,-0.453381157864386,-0.429203852892254,-0.446010930984928,0.0157461265182409,-0.216699370234789,-0.214700103251796,-0.203823076894741,-0.211585099962652,0.00729418368349431,1.54367504058933,1.57872937191852,1.58390079726719,1.56824414174992,0.0230366093698974,0.910648110802339,0.910648110802339,0.910648110802339,0.910648110802339,0,1.08119547804334,1.10537278301547,1.10854494138115,1.09800255613601,0.0157461265182412,0.651991625151082,0.651991625151082,0.651991625151082,0.651991625151082,0,0.462479562545999,0.473356588903054,0.475355855886047,0.470241585613909,0.00729418368349433,0.258656485651258,0.258656485651258,0.258656485651258,0.258656485651258,0,0,0,0,0,0,-0.216699370234789,-0.214700103251796,-0.203823076894741,-0.211585099962652,0.00729418368349431,0,0,0,0,0,0,0,0,0,0,0.462479562545999,0.473356588903054,0.475355855886047,0.470241585613909,0.00729418368349433,0.258656485651258,0.258656485651258,0.258656485651258,0.258656485651258,0
"10","20-34","OTH","CED","MJ",-0.887463109927374,-0.885156407248339,-0.880187084668032,-0.884222154651401,0.00391402496867835,0,0,0,0,0,-0.887463109927374,-0.885156407248339,-0.880187084668032,-0.884222154651401,0.00391402496867835,-23.9656571320999,-23.2728309249986,-22.7732865618624,-23.3406491158635,0.630305778254324,-0.658565543034395,-0.657252451220742,-0.653563158678904,-0.656418696579273,0.00273005023681847,-0.22889756689298,-0.227903956027597,-0.226623925989129,-0.227803458072129,0.00119981395994391,2.36615101749567,2.37112034007598,2.37342704275502,2.37018608747904,0.00391402496867909,1.48596393282764,1.48596393282764,1.48596393282764,1.48596393282764,0,1.78597850761287,1.78966780015471,1.79098089196836,1.78883404551324,0.00273005023681829,1.13241534893397,1.13241534893397,1.13241534893397,1.13241534893397,0,0.580172509882799,0.581452539921267,0.582446150786649,0.581352041965798,0.00119981395994392,0.35354858389367,0.35354858389367,0.35354858389367,0.35354858389367,0,0,0,0,0,0,-0.22889756689298,-0.227903956027597,-0.226623925989129,-0.227803458072129,0.00119981395994391,0,0,0,0,0,0,0,0,0,0,0.580172509882799,0.581452539921267,0.582446150786649,0.581352041965798,0.00119981395994392,0.35354858389367,0.35354858389367,0.35354858389367,0.35354858389367,0
