"","age_gp","sex_gp","race_gp","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"36","35-44","Female","OTH","Food_price","USD",-0.623829825986035,-0.578766387981669,-0.553977777291265,-0.585880362477796,0.0372768766787097,0,0,0,0,0,-0.623829825986035,-0.578766387981669,-0.553977777291265,-0.585880362477796,0.0372768766787097,-30.3815793987067,-27.8644956828644,-27.1131960589657,-28.4840690484586,1.8019426888529,-0.428101131322655,-0.396066208530253,-0.379798256687852,-0.401598479039025,0.0258700860896115,-0.19572869466338,-0.182700179451416,-0.174179520603413,-0.184281883438771,0.0114240899712465,1.32289762512959,1.34768623581999,1.39274967382436,1.35480021031612,0.0372768766787104,0.768919847838324,0.768919847838324,0.768919847838324,0.768919847838324,0,0.945591357368745,0.961859309211147,0.993894232003549,0.967391579719919,0.0258700860896115,0.565793100680893,0.565793100680893,0.565793100680893,0.565793100680893,0,0.377306267760843,0.385826926608845,0.39885544182081,0.387408630596201,0.0114240899712464,0.20312674715743,0.20312674715743,0.20312674715743,0.20312674715743,0,0,0,0,0,0,-0.19572869466338,-0.182700179451416,-0.174179520603413,-0.184281883438771,0.0114240899712465,0,0,0,0,0,0,0,0,0,0,0.377306267760843,0.385826926608845,0.39885544182081,0.387408630596201,0.0114240899712464,0.20312674715743,0.20312674715743,0.20312674715743,0.20312674715743,0
"37","35-44","Male","HIS","CED","MJ",-1.00671557147683,-0.981185743829607,-0.973257158634099,-0.987361618374067,0.0184040018975641,0,0,0,0,0,-1.00671557147683,-0.981185743829607,-0.973257158634099,-0.987361618374067,0.0184040018975641,-22.3696237659069,-20.5833328662127,-19.8891762491805,-20.966537877673,1.34701944977314,-0.727461884959364,-0.70437777327403,-0.704089302298091,-0.712376243698379,0.0141175453731019,-0.279268869200407,-0.27711162421446,-0.268894568043014,-0.274985374675688,0.00576229413631877,2.49685780066975,2.50478638586526,2.53031621351248,2.51096226040972,0.0184040018975633,1.52360064203565,1.52360064203565,1.52360064203565,1.52360064203565,0,1.85122156097809,1.85151003195403,1.87459414363937,1.85950850237838,0.0141175453731033,1.14713225868,1.14713225868,1.14713225868,1.14713225868,0,0.645362951398665,0.65358000757011,0.655737252556057,0.651453758031339,0.0057622941363189,0.37646838335565,0.37646838335565,0.37646838335565,0.37646838335565,0,0,0,0,0,0,-0.279268869200407,-0.27711162421446,-0.268894568043014,-0.274985374675688,0.00576229413631877,0,0,0,0,0,0,0,0,0,0,0.645362951398665,0.65358000757011,0.655737252556057,0.651453758031339,0.0057622941363189,0.37646838335565,0.37646838335565,0.37646838335565,0.37646838335565,0
"38","35-44","Male","HIS","FL","mrh-eq",-0.0308230725110244,-0.03079203851822,-0.0307377348525255,-0.0307838737207147,4.54677399772128e-05,0,0,0,0,0,-0.0308230725110244,-0.03079203851822,-0.0307377348525255,-0.0307838737207147,4.54677399772128e-05,-22.3696237659069,-20.5833328662127,-19.8891762491805,-20.966537877673,1.34701944977314,-0.0219189621261661,-0.0218446187514173,-0.021696265902827,-0.0218186505149817,0.000119346568858598,-0.00912680660819739,-0.00894741976680258,-0.00881877272635938,-0.00896522320573297,0.000162854597690791,0.0842566315974656,0.08431093526316,0.0843419692559644,0.0843027704656548,4.54677399771717e-05,0.0535188967449401,0.0535188967449401,0.0535188967449401,0.0535188967449401,0,0.062194804152827,0.0623431570014173,0.0624175003761661,0.0623171887649817,0.000119346568858626,0.04049853825,0.04049853825,0.04049853825,0.04049853825,0,0.0218391312212994,0.0219677782617427,0.0221471651031374,0.021985581700673,0.000162854597690784,0.0130203584949401,0.0130203584949401,0.0130203584949401,0.0130203584949401,0,0,0,0,0,0,-0.00912680660819739,-0.00894741976680258,-0.00881877272635938,-0.00896522320573297,0.000162854597690791,0,0,0,0,0,0,0,0,0,0,0.0218391312212994,0.0219677782617427,0.0221471651031374,0.021985581700673,0.000162854597690784,0.0130203584949401,0.0130203584949401,0.0130203584949401,0.0130203584949401,0
"39","35-44","Male","HIS","Food_price","USD",-0.560278662025487,-0.528545103423354,-0.510994974409606,-0.533521745384191,0.0262944040649163,0,0,0,0,0,-0.560278662025487,-0.528545103423354,-0.510994974409606,-0.533521745384191,0.0262944040649163,-22.3696237659069,-20.5833328662127,-19.8891762491805,-20.966537877673,1.34701944977314,-0.368803233308062,-0.35167544269595,-0.337508924248942,-0.352714485560899,0.0164952509220791,-0.191475428717426,-0.176869660727404,-0.173486050160664,-0.180807259823292,0.010063464539703,1.30945278867484,1.32700291768859,1.35873647629072,1.33197955964942,0.0262944040649162,0.798457814265234,0.798457814265234,0.798457814265234,0.798457814265234,0,0.914087323249296,0.928253841696304,0.945381632308415,0.929292884561253,0.016495250922079,0.576578399000355,0.576578399000355,0.576578399000355,0.576578399000355,0,0.395365465425543,0.398749075992283,0.413354843982304,0.402686675088171,0.0100634645397031,0.221879415264879,0.221879415264879,0.221879415264879,0.221879415264879,0,0,0,0,0,0,-0.191475428717426,-0.176869660727404,-0.173486050160664,-0.180807259823292,0.010063464539703,0,0,0,0,0,0,0,0,0,0,0.395365465425543,0.398749075992283,0.413354843982304,0.402686675088171,0.0100634645397031,0.221879415264879,0.221879415264879,0.221879415264879,0.221879415264879,0
"40","35-44","Male","NHB","CED","MJ",-1.06541306327994,-1.04292768177536,-1.01597277461526,-1.04135942715939,0.0260566239884886,0,0,0,0,0,-1.06541306327994,-1.04292768177536,-1.01597277461526,-1.04135942715939,0.0260566239884886,-25.944899737698,-24.9101934052072,-24.5364469542721,-25.1421091531215,0.76801753971866,-0.767314085671961,-0.754068676516259,-0.729984115961256,-0.75026546549896,0.0199215152530666,-0.29809897760798,-0.288859005259099,-0.285988658654003,-0.291093961660427,0.00666125085384621,2.4951943959573,2.52214930311741,2.54463468462199,2.52058104850143,0.0260566239884911,1.47922162134204,1.47922162134204,1.47922162134204,1.47922162134204,0,1.84796674543126,1.87205130598626,1.88529671514196,1.86824809496896,0.0199215152530651,1.11798262947,1.11798262947,1.11798262947,1.11798262947,0,0.647227650526048,0.650097997131144,0.659337969480026,0.652332953532472,0.00666125085384654,0.361238991872045,0.361238991872045,0.361238991872045,0.361238991872045,0,0,0,0,0,0,-0.29809897760798,-0.288859005259099,-0.285988658654003,-0.291093961660427,0.00666125085384621,0,0,0,0,0,0,0,0,0,0,0.647227650526048,0.650097997131144,0.659337969480026,0.652332953532472,0.00666125085384654,0.361238991872045,0.361238991872045,0.361238991872045,0.361238991872045,0
"41","35-44","Male","NHB","FL","mrh-eq",-0.0327137801374458,-0.0317087992143636,-0.0312241348290548,-0.0318913664205999,0.000799807152074292,0,0,0,0,0,-0.0327137801374458,-0.0317087992143636,-0.0312241348290548,-0.0318913664205999,0.000799807152074292,-25.944899737698,-24.9101934052072,-24.5364469542721,-25.1421091531215,0.76801753971866,-0.0232057300444554,-0.0225899787502184,-0.0220797421524422,-0.022627001450731,0.000593491908482349,-0.00950939599890967,-0.00914573858253191,-0.00912016637006448,-0.00926436496986887,0.000229174260836008,0.0819901024216994,0.0824747668070083,0.0834797477300905,0.0826573340132446,0.000799807152074305,0.0507659675926447,0.0507659675926447,0.0507659675926447,0.0507659675926447,0,0.0607098717024422,0.0612201083002184,0.0618358595944554,0.061257131000731,0.000593491908482357,0.03863012955,0.03863012955,0.03863012955,0.03863012955,0,0.0212560044127092,0.0212815766251767,0.0216452340415544,0.0214002030125136,0.000229174260835996,0.0121358380426447,0.0121358380426447,0.0121358380426447,0.0121358380426447,0,0,0,0,0,0,-0.00950939599890967,-0.00914573858253191,-0.00912016637006448,-0.00926436496986887,0.000229174260836008,0,0,0,0,0,0,0,0,0,0,0.0212560044127092,0.0212815766251767,0.0216452340415544,0.0214002030125136,0.000229174260835996,0.0121358380426447,0.0121358380426447,0.0121358380426447,0.0121358380426447,0
"42","35-44","Male","NHB","Food_price","USD",-0.762265160215953,-0.710033929573351,-0.682251072907095,-0.718612306407157,0.0427629398037042,0,0,0,0,0,-0.762265160215953,-0.710033929573351,-0.682251072907095,-0.718612306407157,0.0427629398037042,-25.944899737698,-24.9101934052072,-24.5364469542721,-25.1421091531215,0.76801753971866,-0.507482898781243,-0.471292945443563,-0.455626497484145,-0.478494175400848,0.0279962953285042,-0.25478226143471,-0.238740984129787,-0.226624575422952,-0.240118131006309,0.0148677470368034,1.42677438486305,1.4545572415293,1.50678847217191,1.46313561836311,0.0427629398037041,0.744523311955952,0.744523311955952,0.744523311955952,0.744523311955952,0,0.985981778330746,1.00164822629016,1.03783817962784,1.00884945624745,0.0279962953285048,0.5303552808466,0.5303552808466,0.5303552808466,0.5303552808466,0,0.440792606532303,0.452909015239138,0.468950292544061,0.45428616211566,0.0148677470368033,0.214168031109351,0.214168031109351,0.214168031109351,0.214168031109351,0,0,0,0,0,0,-0.25478226143471,-0.238740984129787,-0.226624575422952,-0.240118131006309,0.0148677470368034,0,0,0,0,0,0,0,0,0,0,0.440792606532303,0.452909015239138,0.468950292544061,0.45428616211566,0.0148677470368033,0.214168031109351,0.214168031109351,0.214168031109351,0.214168031109351,0
"43","35-44","Male","NHW","CED","MJ",-1.17395078057718,-1.14510595603796,-1.09395818331666,-1.1372803601846,0.0426433472462514,0,0,0,0,0,-1.17395078057718,-1.14510595603796,-1.09395818331666,-1.1372803601846,0.0426433472462514,-28.0538551249813,-27.5692433174663,-24.9134393555953,-26.8074215089203,1.77966115091962,-0.858374574600544,-0.834482785271847,-0.797020440318172,-0.829721186806943,0.03255388226134,-0.315576205976636,-0.310623170766117,-0.296937742998486,-0.307559173377657,0.0101622642467144,2.65149594751733,2.70264372023864,2.73148854477785,2.69481812438527,0.0426433472462487,1.55753776420068,1.55753776420068,1.55753776420068,1.55753776420068,0,1.97363669350817,2.01109903846185,2.03499082779054,2.00633743999694,0.0325538822613397,1.17661625319,1.17661625319,1.17661625319,1.17661625319,0,0.677859254009161,0.69154468177679,0.696497716987312,0.688480684388331,0.0101622642467143,0.380921511010675,0.380921511010675,0.380921511010675,0.380921511010675,0,0,0,0,0,0,-0.315576205976636,-0.310623170766117,-0.296937742998486,-0.307559173377657,0.0101622642467144,0,0,0,0,0,0,0,0,0,0,0.677859254009161,0.69154468177679,0.696497716987312,0.688480684388331,0.0101622642467143,0.380921511010675,0.380921511010675,0.380921511010675,0.380921511010675,0
"44","35-44","Male","NHW","FL","mrh-eq",-0.0373789433943634,-0.0367830909063254,-0.0347235009715465,-0.0362694988197496,0.0014666703610194,0,0,0,0,0,-0.0373789433943634,-0.0367830909063254,-0.0347235009715465,-0.0362694988197496,0.0014666703610194,-28.0538551249813,-27.5692433174663,-24.9134393555953,-26.8074215089203,1.77966115091962,-0.0269749481032098,-0.0264352047965393,-0.0249252914897277,-0.026094794270174,0.00111832327864661,-0.0104039952911535,-0.0103478861097861,-0.0097982094818188,-0.0101747045495756,0.000352348428440742,0.0883221623484888,0.0903817522832678,0.0909776047713056,0.0898681601966919,0.0014666703610194,0.0535986613769423,0.0535986613769423,0.0535986613769423,0.0535986613769423,0,0.0654870322397277,0.0669969455465392,0.0675366888532098,0.066656535020174,0.00111832327864665,0.04056174075,0.04056174075,0.04056174075,0.04056174075,0,0.0228351301087611,0.0233848067367284,0.0234409159180958,0.0232116251765179,0.000352348428440733,0.0130369206269423,0.0130369206269423,0.0130369206269423,0.0130369206269423,0,0,0,0,0,0,-0.0104039952911535,-0.0103478861097861,-0.0097982094818188,-0.0101747045495756,0.000352348428440742,0,0,0,0,0,0,0,0,0,0,0.0228351301087611,0.0233848067367284,0.0234409159180958,0.0232116251765179,0.000352348428440733,0.0130369206269423,0.0130369206269423,0.0130369206269423,0.0130369206269423,0
"45","35-44","Male","NHW","Food_price","USD",-0.719225245301381,-0.717236158961376,-0.680298420230796,-0.704973473912052,0.0230766146056342,0,0,0,0,0,-0.719225245301381,-0.717236158961376,-0.680298420230796,-0.704973473912052,0.0230766146056342,-28.0538551249813,-27.5692433174663,-24.9134393555953,-26.8074215089203,1.77966115091962,-0.483926623380458,-0.482698100045778,-0.455899196676855,-0.473726036875868,0.016672540824403,-0.236462486132725,-0.23324487645804,-0.224334564431063,-0.231247437036183,0.00661335783081504,1.51748218822331,1.55441992695389,1.55640901329389,1.54215724190456,0.0230766146056345,0.83718376799251,0.83718376799251,0.83718376799251,0.83718376799251,0,1.05085723350451,1.07765613687343,1.07888466020811,1.06868407370352,0.0166725408244031,0.594958036827651,0.594958036827651,0.594958036827651,0.594958036827651,0,0.466560295595922,0.4754706076229,0.478688217297584,0.473473168201043,0.00661335783081512,0.24222573116486,0.24222573116486,0.24222573116486,0.24222573116486,0,0,0,0,0,0,-0.236462486132725,-0.23324487645804,-0.224334564431063,-0.231247437036183,0.00661335783081504,0,0,0,0,0,0,0,0,0,0,0.466560295595922,0.4754706076229,0.478688217297584,0.473473168201043,0.00661335783081512,0.24222573116486,0.24222573116486,0.24222573116486,0.24222573116486,0
"46","35-44","Male","OTH","CED","MJ",-0.778234894275709,-0.679822302474339,-0.661472752450848,-0.707914597834998,0.0660942302429245,0,0,0,0,0,-0.778234894275709,-0.679822302474339,-0.661472752450848,-0.707914597834998,0.0660942302429245,-17.0965798617936,-14.1853647993698,-12.1880892743712,-14.5060453388173,2.59830054940049,-0.575028625692811,-0.499299893662508,-0.487546474045322,-0.521747371702199,0.0499789624892625,-0.203206268582898,-0.180522408811831,-0.173926278405526,-0.1861672261328,0.0161673168439044,2.14441732383628,2.16276687385977,2.26117946566114,2.19085916922043,0.0660942302429243,1.48294457138543,1.48294457138543,1.48294457138543,1.48294457138543,0,1.61589283262532,1.62764625224251,1.70337498427281,1.6500937302822,0.0499789624892627,1.12834635858,1.12834635858,1.12834635858,1.12834635858,0,0.528524491210953,0.535120621617257,0.557804481388325,0.540765438938227,0.0161673168439044,0.354598212805427,0.354598212805427,0.354598212805427,0.354598212805427,0,0,0,0,0,0,-0.203206268582898,-0.180522408811831,-0.173926278405526,-0.1861672261328,0.0161673168439044,0,0,0,0,0,0,0,0,0,0,0.528524491210953,0.535120621617257,0.557804481388325,0.540765438938227,0.0161673168439044,0.354598212805427,0.354598212805427,0.354598212805427,0.354598212805427,0
"47","35-44","Male","OTH","FL","mrh-eq",-0.0251488416413297,-0.0214097670044208,-0.0212285182888487,-0.0226581269768197,0.00232940437285517,0,0,0,0,0,-0.0251488416413297,-0.0214097670044208,-0.0212285182888487,-0.0226581269768197,0.00232940437285517,-17.0965798617936,-14.1853647993698,-12.1880892743712,-14.5060453388173,2.59830054940049,-0.0181733976747175,-0.0154099520435753,-0.0151457141896052,-0.0162868670531094,0.00176522898447766,-0.00697981181600157,-0.00608717194863287,-0.00600418281023483,-0.0063712599237103,0.000569385972231692,0.0768900630509247,0.0770713117664968,0.0808103864034056,0.0783196717388956,0.00232940437285517,0.0556615447620759,0.0556615447620759,0.0556615447620759,0.0556615447620759,0,0.0574600213996052,0.0577242592535754,0.0604877048847175,0.0586011742631094,0.00176522898447766,0.04231430721,0.04231430721,0.04231430721,0.04231430721,0,0.0193514203623107,0.0194344095007088,0.0203270493680775,0.0197184974757862,0.000569385972231695,0.0133472375520759,0.0133472375520759,0.0133472375520759,0.0133472375520759,0,0,0,0,0,0,-0.00697981181600157,-0.00608717194863287,-0.00600418281023483,-0.0063712599237103,0.000569385972231692,0,0,0,0,0,0,0,0,0,0,0.0193514203623107,0.0194344095007088,0.0203270493680775,0.0197184974757862,0.000569385972231695,0.0133472375520759,0.0133472375520759,0.0133472375520759,0.0133472375520759,0
"48","35-44","Male","OTH","Food_price","USD",-0.383124402386585,-0.336193386021907,-0.32383450811793,-0.348323960920399,0.0329261007599864,0,0,0,0,0,-0.383124402386585,-0.336193386021907,-0.32383450811793,-0.348323960920399,0.0329261007599864,-17.0965798617936,-14.1853647993698,-12.1880892743712,-14.5060453388173,2.59830054940049,-0.261871761299885,-0.227026270699476,-0.219324037927213,-0.236550220814615,0.0238641947516902,-0.1212526410867,-0.109167115322431,-0.104510470190717,-0.111773740105784,0.00909622879242289,1.07219314573684,1.08455202364082,1.1314830400055,1.09668259853931,0.0329261007599867,0.748358637618911,0.748358637618911,0.748358637618911,0.748358637618911,0,0.756332742706874,0.764034975479138,0.798880466079548,0.773558925594277,0.0238641947516904,0.537008704779662,0.537008704779662,0.537008704779662,0.537008704779662,0,0.315860403029965,0.32051704816168,0.332602573925948,0.323123672945032,0.00909622879242273,0.211349932839248,0.211349932839248,0.211349932839248,0.211349932839248,0,0,0,0,0,0,-0.1212526410867,-0.109167115322431,-0.104510470190717,-0.111773740105784,0.00909622879242289,0,0,0,0,0,0,0,0,0,0,0.315860403029965,0.32051704816168,0.332602573925948,0.323123672945032,0.00909622879242273,0.211349932839248,0.211349932839248,0.211349932839248,0.211349932839248,0
"49","45-54","Female","HIS","CED","MJ",-0.957516369854709,-0.941510496200207,-0.927380256675302,-0.942168613438662,0.0158713489954616,0,0,0,0,0,-0.957516369854709,-0.941510496200207,-0.927380256675302,-0.942168613438662,0.0158713489954616,-24.8794428841162,-24.6296704099879,-24.4861866694837,-24.6669647024876,0.209481760828266,-0.709217624404572,-0.693140333584279,-0.686563418580501,-0.696473798783056,0.0122677736408358,-0.248366403817727,-0.248294986651935,-0.240813079296604,-0.245694814655606,0.00456888892031246,2.42156848218088,2.43569872170578,2.45170459536028,2.43635683894424,0.0158713489954609,1.49418822550558,1.49418822550558,1.49418822550558,1.49418822550558,0,1.82999793411277,1.83657484911656,1.85265213993684,1.83990831431533,0.0122677736408348,1.14343451553227,1.14343451553227,1.14343451553227,1.14343451553227,0,0.591566789269906,0.599048696625239,0.59912011379103,0.596448524628909,0.00456888892031292,0.350753709973303,0.350753709973303,0.350753709973303,0.350753709973303,0,0,0,0,0,0,-0.248366403817727,-0.248294986651935,-0.240813079296604,-0.245694814655606,0.00456888892031246,0,0,0,0,0,0,0,0,0,0,0.591566789269906,0.599048696625239,0.59912011379103,0.596448524628909,0.00456888892031292,0.350753709973303,0.350753709973303,0.350753709973303,0.350753709973303,0
"50","45-54","Female","HIS","FL","mrh-eq",-0.0317461530698619,-0.0314604274566667,-0.0308262281033168,-0.0313381559688931,0.000495615101361653,0,0,0,0,0,-0.0317461530698619,-0.0314604274566667,-0.0308262281033168,-0.0313381559688931,0.000495615101361653,-24.8794428841162,-24.6296704099879,-24.4861866694837,-24.6669647024876,0.209481760828266,-0.0228928479213304,-0.022847026402321,-0.0223888068682566,-0.022702325344407,0.000293393598333683,-0.00885330514853149,-0.00861340105434564,-0.00843742123506028,-0.00863583062448616,0.00021974647554762,0.083269370311579,0.0839035696649289,0.0841892952781241,0.0837812981771553,0.000495615101361666,0.0524431422082622,0.0524431422082622,0.0524431422082622,0.0524431422082622,0,0.0623944844168915,0.0628527039509561,0.0628985254699654,0.062708002893042,0.000293393598333732,0.040005677548635,0.040005677548635,0.040005677548635,0.040005677548635,0,0.0208748858946875,0.0210508657139728,0.0212907698081587,0.0210732952841133,0.000219746475547623,0.0124374646596272,0.0124374646596272,0.0124374646596272,0.0124374646596272,0,0,0,0,0,0,-0.00885330514853149,-0.00861340105434564,-0.00843742123506028,-0.00863583062448616,0.00021974647554762,0,0,0,0,0,0,0,0,0,0,0.0208748858946875,0.0210508657139728,0.0212907698081587,0.0210732952841133,0.000219746475547623,0.0124374646596272,0.0124374646596272,0.0124374646596272,0.0124374646596272,0
"51","45-54","Female","HIS","Food_price","USD",-0.596258997775451,-0.556678714991934,-0.55250904416213,-0.569103491116044,0.0254163606916293,0,0,0,0,0,-0.596258997775451,-0.556678714991934,-0.55250904416213,-0.569103491116044,0.0254163606916293,-24.8794428841162,-24.6296704099879,-24.4861866694837,-24.6669647024876,0.209481760828266,-0.403994919498984,-0.37923406670037,-0.375867499918852,-0.386740833723912,0.0161684652288656,-0.192264078276467,-0.177444648291563,-0.176641544243277,-0.182362657392131,0.0092600079453687,1.32796324273348,1.33213291356329,1.3717131963468,1.3445576896874,0.0254163606916278,0.775454198571353,0.775454198571353,0.775454198571353,0.775454198571353,0,0.938135935758334,0.94150250253985,0.966263355338463,0.949009269563393,0.0161684652288647,0.562268435839481,0.562268435839481,0.562268435839481,0.562268435839481,0,0.38982730697515,0.390630411023436,0.405449841008339,0.395548420124003,0.00926000794536853,0.213185762731872,0.213185762731872,0.213185762731872,0.213185762731872,0,0,0,0,0,0,-0.192264078276467,-0.177444648291563,-0.176641544243277,-0.182362657392131,0.0092600079453687,0,0,0,0,0,0,0,0,0,0,0.38982730697515,0.390630411023436,0.405449841008339,0.395548420124003,0.00926000794536853,0.213185762731872,0.213185762731872,0.213185762731872,0.213185762731872,0
"52","45-54","Female","NHB","CED","MJ",-1.08438825958741,-1.039139832894,-1.03693575502441,-1.05424311318306,0.0281927748115773,0,0,0,0,0,-1.08438825958741,-1.039139832894,-1.03693575502441,-1.05424311318306,0.0281927748115773,-35.0511600360809,-33.312197557296,-33.1641953356864,-33.8704292264803,1.10455540754612,-0.793931125215927,-0.762298587218653,-0.758995031981714,-0.772238581169648,0.0203027025743648,-0.290515001601345,-0.277998590272558,-0.276899112905211,-0.282004532013414,0.0079618414516752,2.47225770328688,2.47446178115647,2.51971020784988,2.48956506144553,0.0281927748115775,1.43532194826247,1.43532194826247,1.43532194826247,1.43532194826247,0,1.85770282342171,1.86100637865865,1.89263891665593,1.87094637260965,0.0203027025743657,1.09870779144,1.09870779144,1.09870779144,1.09870779144,0,0.613513269727679,0.614612747095025,0.627129158423814,0.618618688835882,0.00796184145167565,0.336614156822468,0.336614156822468,0.336614156822468,0.336614156822468,0,0,0,0,0,0,-0.290515001601345,-0.277998590272558,-0.276899112905211,-0.282004532013414,0.0079618414516752,0,0,0,0,0,0,0,0,0,0,0.613513269727679,0.614612747095025,0.627129158423814,0.618618688835882,0.00796184145167565,0.336614156822468,0.336614156822468,0.336614156822468,0.336614156822468,0
"53","45-54","Female","NHB","FL","mrh-eq",-0.0365463128205708,-0.0348525604960992,-0.0347946568488571,-0.0354265424881095,0.00104739472877632,0,0,0,0,0,-0.0365463128205708,-0.0348525604960992,-0.0347946568488571,-0.0354265424881095,0.00104739472877632,-35.0511600360809,-33.312197557296,-33.1641953356864,-33.8704292264803,1.10455540754612,-0.0263494329385384,-0.0251369870247278,-0.0251133223941229,-0.0255541032644491,0.00074414357209837,-0.0101981253889062,-0.00974048360885023,-0.00965891533100324,-0.00987243922366042,0.000305939018705807,0.0835616165181137,0.0836195201653557,0.0853132724898274,0.0841935021573661,0.00104739472877631,0.0487669596692566,0.0487669596692566,0.0487669596692566,0.0487669596692566,0,0.0624049213041229,0.0624285859347278,0.0636410318485385,0.0628457021744491,0.00074414357209838,0.03729159891,0.03729159891,0.03729159891,0.03729159891,0,0.0211342760902598,0.0212158443681068,0.0216734861481628,0.021347799982917,0.00030593901870582,0.0114753607592566,0.0114753607592566,0.0114753607592566,0.0114753607592566,0,0,0,0,0,0,-0.0101981253889062,-0.00974048360885023,-0.00965891533100324,-0.00987243922366042,0.000305939018705807,0,0,0,0,0,0,0,0,0,0,0.0211342760902598,0.0212158443681068,0.0216734861481628,0.021347799982917,0.00030593901870582,0.0114753607592566,0.0114753607592566,0.0114753607592566,0.0114753607592566,0
"54","45-54","Female","NHB","Food_price","USD",-0.820746683415096,-0.803866888084358,-0.766435892983262,-0.796655940796513,0.0292588310634219,0,0,0,0,0,-0.820746683415096,-0.803866888084358,-0.766435892983262,-0.796655940796513,0.0292588310634219,-35.0511600360809,-33.312197557296,-33.1641953356864,-33.8704292264803,1.10455540754612,-0.557103909967308,-0.545558471046011,-0.520750026633872,-0.540904784908873,0.0195534681762733,-0.263642773447788,-0.258308417038347,-0.245685866349391,-0.25575115588764,0.00970701602257601,1.52916610841432,1.56659710351541,1.58347689884616,1.55938615622757,0.0292588310634248,0.762730215431055,0.762730215431055,0.762730215431055,0.762730215431055,0,1.07028217609101,1.09509062050314,1.10663605942444,1.09043693436601,0.0195534681762728,0.549532149457132,0.549532149457132,0.549532149457132,0.549532149457132,0,0.458883932323315,0.47150648301227,0.476840839421712,0.468949221861564,0.00970701602257577,0.213198065973924,0.213198065973924,0.213198065973924,0.213198065973924,0,0,0,0,0,0,-0.263642773447788,-0.258308417038347,-0.245685866349391,-0.25575115588764,0.00970701602257601,0,0,0,0,0,0,0,0,0,0,0.458883932323315,0.47150648301227,0.476840839421712,0.468949221861564,0.00970701602257577,0.213198065973924,0.213198065973924,0.213198065973924,0.213198065973924,0
