"","age_gp","sex_gp","race_gp","Foodgroup","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"1","20-34","Female","HIS","added_sugar","CED","MJ",-0.366422505056016,-0.362982357035465,-0.323548332205677,-0.350352926576083,0.0250763253366176,0,0,0,0,0,-0.366422505056016,-0.362982357035465,-0.323548332205677,-0.350352926576083,0.0250763253366176,-14.3378980295294,-14.2032870521889,-12.6602567549177,-13.7091048346693,0.981221924610645,-0.242757640912963,-0.240478517206484,-0.214353181815529,-0.23211142538737,0.0166132524544377,-0.123664864143053,-0.12250383982898,-0.109195150390148,-0.118241501188713,0.00846307288217918,0.610546298088186,0.649980322917973,0.653420470938525,0.637350892458592,0.025076325336617,0.286997965882509,0.286997965882509,0.286997965882509,0.286997965882509,0,0.40449147349553,0.430616808886484,0.432895932592962,0.42224971706737,0.0166132524544368,0.19013829168,0.19013829168,0.19013829168,0.19013829168,0,0.206054824592657,0.219363514031489,0.220524538345562,0.215101175391223,0.00846307288217909,0.0968596742025092,0.0968596742025092,0.0968596742025092,0.0968596742025092,0,0,0,0,0,0,-0.123664864143053,-0.12250383982898,-0.109195150390148,-0.118241501188713,0.00846307288217918,0,0,0,0,0,0,0,0,0,0,0.206054824592657,0.219363514031489,0.220524538345562,0.215101175391223,0.00846307288217909,0.0968596742025092,0.0968596742025092,0.0968596742025092,0.0968596742025092,0
"2","20-34","Female","HIS","added_sugar","FL","mrh-eq",-0.0158831506517639,-0.0157340321109515,-0.0140247032664222,-0.015186589899121,0.00108697213631363,0,0,0,0,0,-0.0158831506517639,-0.0157340321109515,-0.0140247032664222,-0.015186589899121,0.00108697213631363,-14.3378980295294,-14.2032870521889,-12.6602567549177,-13.7091048346693,0.981221924610645,-0.0105227056997985,-0.0104239135549807,-0.00929147045414287,-0.0100612290090088,0.000720127142598084,-0.00536044495196535,-0.00531011855597076,-0.00473323281227936,-0.00512536089011223,0.000366844993715544,0.0264650743297794,0.0281744031743085,0.0283235217151209,0.0276269609624781,0.0010869721363136,0.0124403710633571,0.0124403710633571,0.0124403710633571,0.0124403710633571,0,0.0175333090141429,0.0186657521149807,0.0187645442597985,0.0183030675690088,0.000720127142598091,0.00824183856,0.00824183856,0.00824183856,0.00824183856,0,0.00893176531563647,0.00950865105932789,0.00955897745532247,0.00932389339346935,0.000366844993715548,0.00419853250335713,0.00419853250335713,0.00419853250335713,0.00419853250335713,0,0,0,0,0,0,-0.00536044495196535,-0.00531011855597076,-0.00473323281227936,-0.00512536089011223,0.000366844993715544,0,0,0,0,0,0,0,0,0,0,0.00893176531563647,0.00950865105932789,0.00955897745532247,0.00932389339346935,0.000366844993715548,0.00419853250335713,0.00419853250335713,0.00419853250335713,0.00419853250335713,0
"3","20-34","Female","HIS","added_sugar","Food_price","USD",-0.563438144087511,-0.550336423193759,-0.488061999778953,-0.53308284336181,0.0423922718807039,0,0,0,0,0,-0.563438144087511,-0.550336423193759,-0.488061999778953,-0.53308284336181,0.0423922718807039,-14.3378980295294,-14.2032870521889,-12.6602567549177,-13.7091048346693,0.981221924610645,-0.373281970325902,-0.364601982573563,-0.323344712867703,-0.353171357326713,0.0280851961129609,-0.190156173761609,-0.185734440620195,-0.16471728691125,-0.179911486035097,0.014307075767743,0.923566798340349,0.985841221755154,0.998942942648906,0.968587641923206,0.0423922718807038,0.435504798561395,0.435504798561395,0.435504798561395,0.435504798561395,0,0.611869888167395,0.653127157873256,0.661807145625595,0.641696532626406,0.0280851961129614,0.288525175299693,0.288525175299693,0.288525175299693,0.288525175299693,0,0.311696910172953,0.332714063881897,0.337135797023311,0.326891109296799,0.0143070757677429,0.146979623261702,0.146979623261702,0.146979623261702,0.146979623261702,0,0,0,0,0,0,-0.190156173761609,-0.185734440620195,-0.16471728691125,-0.179911486035097,0.014307075767743,0,0,0,0,0,0,0,0,0,0,0.311696910172953,0.332714063881897,0.337135797023311,0.326891109296799,0.0143070757677429,0.146979623261702,0.146979623261702,0.146979623261702,0.146979623261702,0
"4","20-34","Female","HIS","oil","CED","MJ",-0.00972988137412336,-0.00646794494799951,-0.0040641340400181,-0.00676904162103194,0.0029933514812297,0,0,0,0,0,-0.00972988137412336,-0.00646794494799951,-0.0040641340400181,-0.00676904162103194,0.0029933514812297,-1.03127595766729,-0.685541361082468,-0.430760002414265,-0.717454777895315,0.317267117320644,-0.00811499921413772,-0.0053944509857738,-0.00338960397077491,-0.00564557421853346,0.00249654070628435,-0.00161488215998564,-0.0010734939622257,-0.000674530069243188,-0.00112346740249848,0.000496810774945347,0.309496797824719,0.3119006087327,0.315162545158824,0.312201705405733,0.00299335148122964,0.3054326637847,0.3054326637847,0.3054326637847,0.3054326637847,0,0.258129176970775,0.260134023985774,0.262854572214138,0.260385147218534,0.00249654070628439,0.254739573,0.254739573,0.254739573,0.254739573,0,0.051367620853944,0.0517665847469264,0.0523079729446863,0.0518165581871992,0.00049681077494527,0.0506930907847007,0.0506930907847007,0.0506930907847007,0.0506930907847007,0,0,0,0,0,0,-0.00161488215998564,-0.0010734939622257,-0.000674530069243188,-0.00112346740249848,0.000496810774945347,0,0,0,0,0,0,0,0,0,0,0.051367620853944,0.0517665847469264,0.0523079729446863,0.0518165581871992,0.00049681077494527,0.0506930907847007,0.0506930907847007,0.0506930907847007,0.0506930907847007,0
"5","20-34","Female","HIS","oil","FL","mrh-eq",-0.000502231391383968,-0.000333858642847162,-0.000209780121175747,-0.000349400476835018,0.000154509086135154,0,0,0,0,0,-0.000502231391383968,-0.000333858642847162,-0.000209780121175747,-0.000349400476835018,0.000154509086135154,-1.03127595766729,-0.685541361082468,-0.430760002414265,-0.717454777895315,0.317267117320644,-0.000418875337703015,-0.000278447652151556,-0.000174962618044897,-0.000291409985991837,0.000128864994787963,-8.33560536809536e-05,-5.54109906956062e-05,-3.48175031308493e-05,-5.79904908431818e-05,2.56440913471907e-05,0.0159754267728054,0.0160995052944769,0.0162678780430137,0.0161150471284647,0.00015450908613516,0.0157656466516297,0.0157656466516297,0.0157656466516297,0.0157656466516297,0,0.0133239626180449,0.0134274476521515,0.013567875337703,0.0134404099859918,0.000128864994787955,0.013149,0.013149,0.013149,0.013149,0,0.00265146415476055,0.00267205764232531,0.00270000270531065,0.00267463714247288,2.56440913471902e-05,0.0026166466516297,0.0026166466516297,0.0026166466516297,0.0026166466516297,0,0,0,0,0,0,-8.33560536809536e-05,-5.54109906956062e-05,-3.48175031308493e-05,-5.79904908431818e-05,2.56440913471907e-05,0,0,0,0,0,0,0,0,0,0,0.00265146415476055,0.00267205764232531,0.00270000270531065,0.00267463714247288,2.56440913471902e-05,0.0026166466516297,0.0026166466516297,0.0026166466516297,0.0026166466516297,0
"6","20-34","Female","HIS","oil","Food_price","USD",-0.00798342014104765,-0.00468687478742412,-0.00350625491795074,-0.00542930478186277,0.0024425469571676,0,0,0,0,0,-0.00798342014104765,-0.00468687478742412,-0.00350625491795074,-0.00542930478186277,0.0024425469571676,-1.03127595766729,-0.685541361082468,-0.430760002414265,-0.717454777895315,0.317267117320644,-0.00665840061966531,-0.00390898755640127,-0.00292431683488026,-0.00452819539560935,0.00203715398736764,-0.00132501952138234,-0.000777887231022847,-0.000581938083070489,-0.000901109386253421,0.000405392969799959,0.210586328095987,0.21176694796546,0.215063493319083,0.212509377959899,0.00244254695716724,0.207080073178037,0.207080073178037,0.207080073178037,0.207080073178037,0,0.175635017663415,0.176619688384936,0.1793691014482,0.177238896224144,0.00203715398736765,0.172710700828535,0.172710700828535,0.172710700828535,0.172710700828535,0,0.0349513104325727,0.035147259580525,0.0356943918708845,0.0352704817357556,0.00040539296979996,0.0343693723495022,0.0343693723495022,0.0343693723495022,0.0343693723495022,0,0,0,0,0,0,-0.00132501952138234,-0.000777887231022847,-0.000581938083070489,-0.000901109386253421,0.000405392969799959,0,0,0,0,0,0,0,0,0,0,0.0349513104325727,0.035147259580525,0.0356943918708845,0.0352704817357556,0.00040539296979996,0.0343693723495022,0.0343693723495022,0.0343693723495022,0.0343693723495022,0
"7","20-34","Female","HIS","sat_fat","CED","MJ",-0.778229906154268,-0.758907746936338,-0.7494077935526,-0.762354134948335,0.0154603661863119,0,0,0,0,0,-0.778229906154268,-0.758907746936338,-0.7494077935526,-0.762354134948335,0.0154603661863119,-14.8454469646809,-14.4768591121138,-14.2956388158878,-14.5426021143388,0.294920619804524,-0.596083602804014,-0.581283834522821,-0.574007364684454,-0.583923588362409,0.0118418358175754,-0.182146303350254,-0.177623912413516,-0.175400428868147,-0.178430546585926,0.00361853036873612,1.70005116576701,1.70955111915075,1.72887327836868,1.71299750716274,0.0154603661863122,0.950643372214409,0.950643372214409,0.950643372214409,0.950643372214409,0,1.30215070871445,1.30942717855282,1.32422694683401,1.31206693239241,0.0118418358175754,0.72814334403,0.72814334403,0.72814334403,0.72814334403,0,0.397900457052556,0.400123940597924,0.404646331534664,0.400930574770335,0.00361853036873688,0.222500028184409,0.222500028184409,0.222500028184409,0.222500028184409,0,0,0,0,0,0,-0.182146303350254,-0.177623912413516,-0.175400428868147,-0.178430546585926,0.00361853036873612,0,0,0,0,0,0,0,0,0,0,0.397900457052556,0.400123940597924,0.404646331534664,0.400930574770335,0.00361853036873688,0.222500028184409,0.222500028184409,0.222500028184409,0.222500028184409,0
"8","20-34","Female","HIS","sat_fat","FL","mrh-eq",-0.0213042258847107,-0.020775277252303,-0.0205152138042385,-0.0208696229310199,0.000423231144021642,0,0,0,0,0,-0.0213042258847107,-0.020775277252303,-0.0205152138042385,-0.0208696229310199,0.000423231144021642,-14.8454469646809,-14.4768591121138,-14.2956388158878,-14.5426021143388,0.294920619804524,-0.0163179281853396,-0.0159127810636336,-0.0157135859981986,-0.0159850449430269,0.000324173027986001,-0.00498629769937116,-0.00486249618866933,-0.00480162780603989,-0.00488457798799297,9.90581160356489e-05,0.0465392986887948,0.0467993621368592,0.047328310769267,0.0468937078155762,0.000423231144021654,0.0260240848845562,0.0260240848845562,0.0260240848845562,0.0260240848845562,0,0.0356466805181985,0.0358458755836337,0.0362510227053396,0.0359181394630269,0.00032417302798604,0.01993309452,0.01993309452,0.01993309452,0.01993309452,0,0.0108926181705961,0.0109534865532256,0.0110772880639274,0.0109755683525492,9.90581160356421e-05,0.00609099036455622,0.00609099036455622,0.00609099036455622,0.00609099036455622,0,0,0,0,0,0,-0.00498629769937116,-0.00486249618866933,-0.00480162780603989,-0.00488457798799297,9.90581160356489e-05,0,0,0,0,0,0,0,0,0,0,0.0108926181705961,0.0109534865532256,0.0110772880639274,0.0109755683525492,9.90581160356421e-05,0.00609099036455622,0.00609099036455622,0.00609099036455622,0.00609099036455622,0
"9","20-34","Female","HIS","sat_fat","Food_price","USD",-0.116567109989436,-0.111835472056343,-0.110847037291985,-0.113148876676952,0.00321827171770983,0,0,0,0,0,-0.116567109989436,-0.111835472056343,-0.110847037291985,-0.113148876676952,0.00321827171770983,-14.8454469646809,-14.4768591121138,-14.2956388158878,-14.5426021143388,0.294920619804524,-0.089284339166967,-0.0856601507825093,-0.0849030611990634,-0.0866661503618117,0.00246502863115939,-0.0272827708224687,-0.0261753212738339,-0.0259439760929215,-0.02648272631514,0.000753243086550431,0.250951577838422,0.25194001260278,0.256671650535873,0.253253417223389,0.00321827171770966,0.140104540546437,0.140104540546437,0.140104540546437,0.140104540546437,0,0.192215847096507,0.192972936679953,0.196597125064412,0.193978936259256,0.00246502863116006,0.107312785897444,0.107312785897444,0.107312785897444,0.107312785897444,0,0.058735730741914,0.0589670759228266,0.0600745254714614,0.0592744809641326,0.000753243086550496,0.0327917546489927,0.0327917546489927,0.0327917546489927,0.0327917546489927,0,0,0,0,0,0,-0.0272827708224687,-0.0261753212738339,-0.0259439760929215,-0.02648272631514,0.000753243086550431,0,0,0,0,0,0,0,0,0,0,0.058735730741914,0.0589670759228266,0.0600745254714614,0.0592744809641326,0.000753243086550496,0.0327917546489927,0.0327917546489927,0.0327917546489927,0.0327917546489927,0
"10","20-34","Female","NHB","added_sugar","CED","MJ",-0.421520251956357,-0.420543928558944,-0.387947519640955,-0.409449161709619,0.0201132868936675,0,0,0,0,0,-0.421520251956357,-0.420543928558944,-0.387947519640955,-0.409449161709619,0.0201132868936675,-16.3280259387518,-16.2902070351912,-15.0275511892316,-15.860439686981,0.779109114186423,-0.278716149471383,-0.278070588322891,-0.256517304612202,-0.270734545318611,0.013299237344346,-0.142804102484974,-0.142473340236054,-0.131430215028754,-0.138714616391008,0.006814049549321,0.6784260313322,0.711022440250188,0.7119987636476,0.699927673400863,0.0201132868936666,0.290478511691244,0.290478511691244,0.290478511691244,0.290478511691244,0,0.448586492052201,0.47013977576289,0.470785336911382,0.46280373275861,0.0132992373443459,0.19206918744,0.19206918744,0.19206918744,0.19206918744,0,0.229839539279998,0.240882664487298,0.241213426736218,0.237123940642252,0.00681404954932102,0.0984093242512439,0.0984093242512439,0.0984093242512439,0.0984093242512439,0,0,0,0,0,0,-0.142804102484974,-0.142473340236054,-0.131430215028754,-0.138714616391008,0.006814049549321,0,0,0,0,0,0,0,0,0,0,0.229839539279998,0.240882664487298,0.241213426736218,0.237123940642252,0.00681404954932102,0.0984093242512439,0.0984093242512439,0.0984093242512439,0.0984093242512439,0
