"","race_gp","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"1","HIS","CED","MJ",-0.974816677275339,-0.973930806480395,-0.949505766749929,-0.965671448959159,0.0151203819718365,0,0,0,0,0,-0.974816677275339,-0.973930806480395,-0.949505766749929,-0.965671448959159,0.0151203819718365,-23.7673706298913,-23.2414614379141,-22.4186246578167,-23.1372763192755,0.715577437902554,-0.714538050553268,-0.712898320202084,-0.695082317704368,-0.707222435238389,0.0113585418519698,-0.260992809459561,-0.260238949903322,-0.254383772226811,-0.25844901372077,0.00380820863406118,2.46721448725419,2.49163952698465,2.4925253977796,2.48338016946342,0.015120381971836,1.51770872050426,1.51770872050426,1.51770872050426,1.51770872050426,0,1.84742915986288,1.8652451623606,1.86688489271178,1.8595692773969,0.0113585418519694,1.15234684215851,1.15234684215851,1.15234684215851,1.15234684215851,0,0.619745650572557,0.625600828249068,0.626354687805307,0.623810892066517,0.00380820863406114,0.365361878345746,0.365361878345746,0.365361878345746,0.365361878345746,0,0,0,0,0,0,-0.260992809459561,-0.260238949903322,-0.254383772226811,-0.25844901372077,0.00380820863406118,0,0,0,0,0,0,0,0,0,0,0.619745650572557,0.625600828249068,0.626354687805307,0.623810892066517,0.00380820863406114,0.365361878345746,0.365361878345746,0.365361878345746,0.365361878345746,0
"2","HIS","FL","mrh-eq",-0.0315414729181504,-0.0312677379474553,-0.0304093527048217,-0.0310625975011611,0.000621773627931854,0,0,0,0,0,-0.0315414729181504,-0.0312677379474553,-0.0304093527048217,-0.0310625975011611,0.000621773627931854,-23.7673706298913,-23.2414614379141,-22.4186246578167,-23.1372763192755,0.715577437902554,-0.0226927145541294,-0.0225271818348685,-0.0218717749769918,-0.0223552961721963,0.000456996703530374,-0.008848758364021,-0.00874055611258682,-0.00853757772782993,-0.00870730132896482,0.000166292103706593,0.0838415860529069,0.0846999712955405,0.0849737062662356,0.0844948308492463,0.000621773627931846,0.0534322333480852,0.0534322333480852,0.0534322333480852,0.0534322333480852,0,0.0624949104391854,0.0631503172970622,0.0633158500163231,0.0629784316343899,0.000456996703530387,0.0406231354621937,0.0406231354621937,0.0406231354621937,0.0406231354621937,0,0.0213466756137215,0.0215496539984784,0.0216578562499125,0.0215163992148563,0.000166292103706595,0.0128090978858915,0.0128090978858915,0.0128090978858915,0.0128090978858915,0,0,0,0,0,0,-0.008848758364021,-0.00874055611258682,-0.00853757772782993,-0.00870730132896482,0.000166292103706593,0,0,0,0,0,0,0,0,0,0,0.0213466756137215,0.0215496539984784,0.0216578562499125,0.0215163992148563,0.000166292103706595,0.0128090978858915,0.0128090978858915,0.0128090978858915,0.0128090978858915,0
"3","HIS","Food_price","USD",-0.537686305355156,-0.514913202940362,-0.507211928073235,-0.520201563483403,0.0166802059441914,0,0,0,0,0,-0.537686305355156,-0.514913202940362,-0.507211928073235,-0.520201563483403,0.0166802059441914,-23.7673706298913,-23.2414614379141,-22.4186246578167,-23.1372763192755,0.715577437902554,-0.362774069553065,-0.347822233556528,-0.341739450139006,-0.350934181829866,0.0113941624397676,-0.174912235802091,-0.167090969383834,-0.165472477934229,-0.169267381653536,0.00531380458967918,1.26159338111028,1.26929465597741,1.2920677583922,1.27458301652045,0.0166802059441917,0.754381453037048,0.754381453037048,0.754381453037048,0.754381453037048,0,0.888010358199377,0.894093141616899,0.909044977613436,0.897205089890237,0.0113941624397674,0.546270908060371,0.546270908060371,0.546270908060371,0.546270908060371,0,0.373583022910906,0.375201514360511,0.383022780778767,0.377377926630213,0.00531380458967915,0.208110544976676,0.208110544976676,0.208110544976676,0.208110544976676,0,0,0,0,0,0,-0.174912235802091,-0.167090969383834,-0.165472477934229,-0.169267381653536,0.00531380458967918,0,0,0,0,0,0,0,0,0,0,0.373583022910906,0.375201514360511,0.383022780778767,0.377377926630213,0.00531380458967915,0.208110544976676,0.208110544976676,0.208110544976676,0.208110544976676,0
"4","NHB","CED","MJ",-1.12557231448243,-1.11589170507823,-1.09721871489294,-1.11273648375153,0.0151710552674315,0,0,0,0,0,-1.12557231448243,-1.11589170507823,-1.09721871489294,-1.11273648375153,0.0151710552674315,-32.9985003724142,-32.1768435995254,-31.6572843257953,-32.2828427220372,0.711847008454915,-0.821150659195272,-0.81442333172214,-0.800034540235045,-0.811735098734785,0.0113549687736625,-0.304421655287155,-0.301468373356093,-0.297184174657899,-0.301001385016749,0.00383060905665538,2.55848568955188,2.57715867973717,2.58683928914136,2.57400345841047,0.0151710552674328,1.46126697465893,1.46126697465893,1.46126697465893,1.46126697465893,0,1.90969059771024,1.92407938919733,1.93080671667046,1.92139115620998,0.0113549687736626,1.10965605747519,1.10965605747519,1.10965605747519,1.10965605747519,0,0.648795091841641,0.653079290539835,0.656032572470897,0.65261230220049,0.00383060905665549,0.351610917183742,0.351610917183742,0.351610917183742,0.351610917183742,0,0,0,0,0,0,-0.304421655287155,-0.301468373356093,-0.297184174657899,-0.301001385016749,0.00383060905665538,0,0,0,0,0,0,0,0,0,0,0.648795091841641,0.653079290539835,0.656032572470897,0.65261230220049,0.00383060905665549,0.351610917183742,0.351610917183742,0.351610917183742,0.351610917183742,0
"5","NHB","FL","mrh-eq",-0.0370410417499315,-0.0365282076284358,-0.0359007894915898,-0.036488002710769,0.000601141967623773,0,0,0,0,0,-0.0370410417499315,-0.0365282076284358,-0.0359007894915898,-0.036488002710769,0.000601141967623773,-32.9985003724142,-32.1768435995254,-31.6572843257953,-32.2828427220372,0.711847008454915,-0.0266512423195772,-0.026283121690793,-0.0258077520390645,-0.0262454904546722,0.000445136840039322,-0.0103897994303543,-0.0102450859376428,-0.0100930374525253,-0.0102425122560968,0.000156206417099828,0.08619729217301,0.086824710309856,0.0873375444313517,0.0867845053921892,0.000601141967623753,0.0502965026814202,0.0502965026814202,0.0502965026814202,0.0502965026814202,0,0.0640802058281623,0.0645555754798909,0.064923696108675,0.06451794424377,0.000445136840039322,0.0382724537890978,0.0382724537890978,0.0382724537890978,0.0382724537890978,0,0.0221170863448477,0.0222691348299651,0.0224138483226766,0.0222665611484192,0.000156206417099824,0.0120240488923224,0.0120240488923224,0.0120240488923224,0.0120240488923224,0,0,0,0,0,0,-0.0103897994303543,-0.0102450859376428,-0.0100930374525253,-0.0102425122560968,0.000156206417099828,0,0,0,0,0,0,0,0,0,0,0.0221170863448477,0.0222691348299651,0.0224138483226766,0.0222665611484192,0.000156206417099824,0.0120240488923224,0.0120240488923224,0.0120240488923224,0.0120240488923224,0
"6","NHB","Food_price","USD",-0.758877170985048,-0.749270904180887,-0.746629134043351,-0.751714587221808,0.00678483072985423,0,0,0,0,0,-0.758877170985048,-0.749270904180887,-0.746629134043351,-0.751714587221808,0.00678483072985423,-32.9985003724142,-32.1768435995254,-31.6572843257953,-32.2828427220372,0.711847008454915,-0.512838212906475,-0.50616567878195,-0.504575906947175,-0.507949104146775,0.00461471783144309,-0.246038958078573,-0.243105225398937,-0.242053227096176,-0.243765483075033,0.00217428687659182,1.46619364459726,1.4688354147348,1.47844168153896,1.47127909777572,0.0067848307298545,0.71956451055391,0.71956451055391,0.71956451055391,0.71956451055391,0,1.01679923341003,1.0183890052448,1.02506153936933,1.02017243060963,0.00461471783144304,0.512223326462854,0.512223326462854,0.512223326462854,0.512223326462854,0,0.449394411187232,0.450446409489993,0.453380142169629,0.451106667166089,0.00217428687659184,0.207341184091056,0.207341184091056,0.207341184091056,0.207341184091056,0,0,0,0,0,0,-0.246038958078573,-0.243105225398937,-0.242053227096176,-0.243765483075033,0.00217428687659182,0,0,0,0,0,0,0,0,0,0,0.449394411187232,0.450446409489993,0.453380142169629,0.451106667166089,0.00217428687659184,0.207341184091056,0.207341184091056,0.207341184091056,0.207341184091056,0
"7","NHW","CED","MJ",-1.23341493344893,-1.22755530376851,-1.20204195499019,-1.22065926197977,0.0175589233745601,0,0,0,0,0,-1.23341493344893,-1.22755530376851,-1.20204195499019,-1.22065926197977,0.0175589233745601,-30.7861120878673,-30.6531473924502,-30.4592306618469,-30.6317607134375,0.173036952011102,-0.915986536168242,-0.912693982639759,-0.894033864242083,-0.907301854615481,0.0124620252867504,-0.317428397280689,-0.314861321128754,-0.308008090748104,-0.313357407364293,0.00512626935005358,2.73315148603187,2.75866483481019,2.76452446449061,2.75176879302145,0.0175589233745601,1.53110953104168,1.53110953104168,1.53110953104168,1.53110953104168,0,2.06207762478461,2.08073774318229,2.08403029671077,2.07534561515801,0.0124620252867499,1.16804376054253,1.16804376054253,1.16804376054253,1.16804376054253,0,0.671073861247252,0.677927091627902,0.680494167779837,0.676423177863441,0.00512626935005351,0.363065770499148,0.363065770499148,0.363065770499148,0.363065770499148,0,0,0,0,0,0,-0.317428397280689,-0.314861321128754,-0.308008090748104,-0.313357407364293,0.00512626935005358,0,0,0,0,0,0,0,0,0,0,0.671073861247252,0.677927091627902,0.680494167779837,0.676423177863441,0.00512626935005351,0.363065770499148,0.363065770499148,0.363065770499148,0.363065770499148,0
"8","NHW","FL","mrh-eq",-0.039873720103239,-0.0395854540680044,-0.0388863575169683,-0.0394413030098285,0.00053444911645619,0,0,0,0,0,-0.039873720103239,-0.0395854540680044,-0.0388863575169683,-0.0394413030098285,0.00053444911645619,-30.7861120878673,-30.6531473924502,-30.4592306618469,-30.6317607134375,0.173036952011102,-0.0291152159966566,-0.0289495790236874,-0.0284596142009422,-0.028835779778152,0.000358851880308751,-0.0107585041065825,-0.010635875044317,-0.0104267433160262,-0.0106055232316765,0.000176578327104604,0.0929494253112877,0.0936485218623238,0.0939367878975584,0.0935043708041478,0.00053444911645619,0.0540630677943194,0.0540630677943194,0.0540630677943194,0.0540630677943194,0,0.0696624701805525,0.0701524350032977,0.0703180719762669,0.0700386357577623,0.000358851880308727,0.0412028559796104,0.0412028559796104,0.0412028559796104,0.0412028559796104,0,0.0232869551307352,0.023496086859026,0.0236187159212915,0.0234657350463855,0.000176578327104606,0.012860211814709,0.012860211814709,0.012860211814709,0.012860211814709,0,0,0,0,0,0,-0.0107585041065825,-0.010635875044317,-0.0104267433160262,-0.0106055232316765,0.000176578327104604,0,0,0,0,0,0,0,0,0,0,0.0232869551307352,0.023496086859026,0.0236187159212915,0.0234657350463855,0.000176578327104606,0.012860211814709,0.012860211814709,0.012860211814709,0.012860211814709,0
"9","NHW","Food_price","USD",-0.679463194493597,-0.662765445092074,-0.654044068660342,-0.665564172449896,0.013596270740036,0,0,0,0,0,-0.679463194493597,-0.662765445092074,-0.654044068660342,-0.665564172449896,0.013596270740036,-30.7861120878673,-30.6531473924502,-30.4592306618469,-30.6317607134375,0.173036952011102,-0.46231780692915,-0.451187316070446,-0.44599845260541,-0.453272097612084,0.00877684202486884,-0.217145387564447,-0.211578129021628,-0.208045616054933,-0.212292074837812,0.00482909879905673,1.49454446962582,1.50326584605755,1.51996359545907,1.50606457341537,0.0135962707400359,0.840500400965473,0.840500400965473,0.840500400965473,0.840500400965473,0,1.05387108813762,1.05905995160266,1.07019044246136,1.06114473314429,0.00877684202486861,0.607872635532211,0.607872635532211,0.607872635532211,0.607872635532211,0,0.440673381488195,0.444205894454891,0.44977315299771,0.444919840271075,0.0048290987990566,0.232627765433263,0.232627765433263,0.232627765433263,0.232627765433263,0,0,0,0,0,0,-0.217145387564447,-0.211578129021628,-0.208045616054933,-0.212292074837812,0.00482909879905673,0,0,0,0,0,0,0,0,0,0,0.440673381488195,0.444205894454891,0.44977315299771,0.444919840271075,0.0048290987990566,0.232627765433263,0.232627765433263,0.232627765433263,0.232627765433263,0
"10","OTH","CED","MJ",-0.875032137527793,-0.869842369399089,-0.838026633251147,-0.860499924480058,0.0210902388078056,0,0,0,0,0,-0.875032137527793,-0.869842369399089,-0.838026633251147,-0.860499924480058,0.0210902388078056,-23.1140093874222,-22.4316871431308,-21.8165517676308,-22.4552614830576,0.683177553632928,-0.65317746815968,-0.648338199527842,-0.624757673887196,-0.641762319875629,0.0160052185445683,-0.221854669368112,-0.221504169871245,-0.213268959363952,-0.218737604604429,0.00511467676644049,2.32682285576381,2.35863859191175,2.36382836004045,2.34929614699272,0.0210902388078048,1.48879622251266,1.48879622251266,1.48879622251266,1.48879622251266,0,1.76163532223089,1.78521584787153,1.79005511650337,1.77863996821932,0.0160052185445685,1.13687764834369,1.13687764834369,1.13687764834369,1.13687764834369,0,0.565187533532922,0.573422744040216,0.573773243537082,0.570656178773399,0.00511467676644042,0.35191857416897,0.35191857416897,0.35191857416897,0.35191857416897,0,0,0,0,0,0,-0.221854669368112,-0.221504169871245,-0.213268959363952,-0.218737604604429,0.00511467676644049,0,0,0,0,0,0,0,0,0,0,0.565187533532922,0.573422744040216,0.573773243537082,0.570656178773399,0.00511467676644042,0.35191857416897,0.35191857416897,0.35191857416897,0.35191857416897,0
