"","age_gp","race_gp","Foodgroup","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"1","20-34","HIS","added_sugar","CED","MJ",-0.32214019017496,-0.3137193570709,-0.306553352695569,-0.31415964785291,0.00821245536810743,0,0,0,0,0,-0.32214019017496,-0.3137193570709,-0.306553352695569,-0.31415964785291,0.00821245536810743,-12.5092046145383,-12.1842112171295,-11.8957479975144,-12.1970288233729,0.323062663378422,-0.213151562587549,-0.207585324980081,-0.202815216970162,-0.207864668698519,0.00544555817452734,-0.108988627587412,-0.106134032090819,-0.103738135725408,-0.106294979154391,0.00276692974427857,0.596532431930644,0.603698436305973,0.612119269410034,0.604138727087985,0.00821245536810703,0.289979079235074,0.289979079235074,0.289979079235074,0.289979079235074,0,0.394647525701587,0.399417633711506,0.404983871318973,0.399696977429944,0.00544555817452701,0.191832308731425,0.191832308731425,0.191832308731425,0.191832308731425,0,0.201884906229058,0.204280802594468,0.207135398091061,0.204441749658041,0.00276692974427852,0.0981467705036495,0.0981467705036495,0.0981467705036495,0.0981467705036495,0,0,0,0,0,0,-0.108988627587412,-0.106134032090819,-0.103738135725408,-0.106294979154391,0.00276692974427857,0,0,0,0,0,0,0,0,0,0,0.201884906229058,0.204280802594468,0.207135398091061,0.204441749658041,0.00276692974427852,0.0981467705036495,0.0981467705036495,0.0981467705036495,0.0981467705036495,0
"2","20-34","HIS","added_sugar","FL","mrh-eq",-0.0129920346535377,-0.0126726782209846,-0.0122804228329218,-0.012647099640104,0.00037518704567998,0,0,0,0,0,-0.0129920346535377,-0.0126726782209846,-0.0122804228329218,-0.012647099640104,0.00037518704567998,-12.5092046145383,-12.1842112171295,-11.8957479975144,-12.1970288233729,0.323062663378422,-0.00859749122973064,-0.0083863770642526,-0.0081256791751569,-0.00836897926649202,0.000248778806880004,-0.00439454342380704,-0.00428630115673197,-0.00415474365776496,-0.00427812037361199,0.000126409096904501,0.0238339885367113,0.024226243924774,0.0245456003573271,0.0242006653438934,0.000375187045679964,0.0115535657037894,0.0115535657037894,0.0115535657037894,0.0115535657037894,0,0.015769724915527,0.0160304228046227,0.0162415369701007,0.0160130250068621,0.000248778806880007,0.00764404574037007,0.00764404574037007,0.00764404574037007,0.00764404574037007,0,0.00806426362118432,0.00819582112015134,0.00830406338722641,0.00818764033703136,0.000126409096904506,0.00390951996341937,0.00390951996341937,0.00390951996341937,0.00390951996341937,0,0,0,0,0,0,-0.00439454342380704,-0.00428630115673197,-0.00415474365776496,-0.00427812037361199,0.000126409096904501,0,0,0,0,0,0,0,0,0,0,0.00806426362118432,0.00819582112015134,0.00830406338722641,0.00818764033703136,0.000126409096904506,0.00390951996341937,0.00390951996341937,0.00390951996341937,0.00390951996341937,0
"3","20-34","HIS","added_sugar","Food_price","USD",-0.535024734000011,-0.50892533535192,-0.503889425941077,-0.516316033329902,0.0175926325620611,0,0,0,0,0,-0.535024734000011,-0.50892533535192,-0.503889425941077,-0.516316033329902,0.0175926325620611,-12.5092046145383,-12.1842112171295,-11.8957479975144,-12.1970288233729,0.323062663378422,-0.353970385295591,-0.336716248760161,-0.3333325080476,-0.341583054312045,0.011651106146657,-0.181054348704421,-0.172209086591758,-0.170556917893478,-0.174732979017857,0.00594161151088051,0.989086648965632,0.994122558376475,1.02022195702457,1.00151325635446,0.0175926325620611,0.485197223024555,0.485197223024555,0.485197223024555,0.485197223024555,0,0.654268318805424,0.657652059517987,0.674906196053415,0.66251886506987,0.0116511061466566,0.320935810757825,0.320935810757825,0.320935810757825,0.320935810757825,0,0.334818330160208,0.336470498858488,0.345315760971151,0.338994391284587,0.0059416115108803,0.16426141226673,0.16426141226673,0.16426141226673,0.16426141226673,0,0,0,0,0,0,-0.181054348704421,-0.172209086591758,-0.170556917893478,-0.174732979017857,0.00594161151088051,0,0,0,0,0,0,0,0,0,0,0.334818330160208,0.336470498858488,0.345315760971151,0.338994391284587,0.0059416115108803,0.16426141226673,0.16426141226673,0.16426141226673,0.16426141226673,0
"4","20-34","HIS","oil","CED","MJ",0.013996299003868,0.014540266578109,0.0152245158633523,0.0145894882310923,0.000647833873479533,0,0,0,0,0,0.013996299003868,0.014540266578109,0.0152245158633523,0.0145894882310923,0.000647833873479533,1.52618019597577,1.58912407856345,1.65649936586915,1.59067895741188,0.0686022536321117,0.0117162470313972,0.0121752483898468,0.0127407554830077,0.0122126188230788,0.000540185339230301,0.00228005197247081,0.0023650181882622,0.00248376038034453,0.00237686940801341,0.00010770508059055,0.286176387083941,0.286860636369184,0.287404603943425,0.286811414716201,0.000647833873479278,0.301400902947293,0.301400902947293,0.301400902947293,0.301400902947293,0,0.239016159771867,0.239581666865028,0.240040668223478,0.239544296431796,0.000540185339230338,0.251756915254875,0.251756915254875,0.251756915254875,0.251756915254875,0,0.0471602273120736,0.0472789695041558,0.0473639357199473,0.0472671182844047,0.000107705080590535,0.049643987692418,0.049643987692418,0.049643987692418,0.049643987692418,0,0,0,0,0,0,0.00228005197247081,0.0023650181882622,0.00248376038034453,0.00237686940801341,0.00010770508059055,0,0,0,0,0,0,0,0,0,0,0.0471602273120736,0.0472789695041558,0.0473639357199473,0.0472671182844047,0.000107705080590535,0.049643987692418,0.049643987692418,0.049643987692418,0.049643987692418,0
"5","20-34","HIS","oil","FL","mrh-eq",0.000735772778434224,0.000765500507335308,0.000799213749296328,0.000766898932970373,3.34119405538269e-05,0,0,0,0,0,0.000735772778434224,0.000765500507335308,0.000799213749296328,0.000766898932970373,3.34119405538269e-05,1.52618019597577,1.58912407856345,1.65649936586915,1.59067895741188,0.0686022536321117,0.000615904834478064,0.000640977161902032,0.000668823777548223,0.00064195059636597,2.78648305129101e-05,0.000119867943956161,0.000124523345433276,0.000130389971748105,0.000124948336604404,5.55012641725743e-06,0.0148762000695894,0.0149099133115504,0.0149396410404515,0.0149085148859154,3.34119405538322e-05,0.0156754138188857,0.0156754138188857,0.0156754138188857,0.0156754138188857,0,0.0124248249671141,0.0124526715827603,0.0124777439101843,0.0124516981482964,2.78648305129053e-05,0.0130936487446623,0.0130936487446623,0.0130936487446623,0.0130936487446623,0,0.00245137510247528,0.00245724172879011,0.00246189713026723,0.00245681673761898,5.55012641725746e-06,0.00258176507422339,0.00258176507422339,0.00258176507422339,0.00258176507422339,0,0,0,0,0,0,0.000119867943956161,0.000124523345433276,0.000130389971748105,0.000124948336604404,5.55012641725743e-06,0,0,0,0,0,0,0,0,0,0,0.00245137510247528,0.00245724172879011,0.00246189713026723,0.00245681673761898,5.55012641725746e-06,0.00258176507422339,0.00258176507422339,0.00258176507422339,0.00258176507422339,0
"6","20-34","HIS","oil","Food_price","USD",0.00498043957654119,0.00702014132951679,0.0083891105358934,0.00678479657632416,0.00180557757162933,0,0,0,0,0,0.00498043957654119,0.00702014132951679,0.0083891105358934,0.00678479657632416,0.00180557757162933,1.52618019597577,1.58912407856345,1.65649936586915,1.59067895741188,0.0686022536321117,0.00417185377027036,0.00587667108588156,0.00702727865952512,0.00568221152729642,0.00151226143796351,0.00080858580627083,0.00114347024363521,0.00136183187636827,0.00110258504902773,0.000293327017617616,0.170676837465403,0.17204580667178,0.174085508424756,0.172281151424973,0.00180557757162935,0.179065948001297,0.179065948001297,0.179065948001297,0.179065948001297,0,0.142513457347746,0.143664064921389,0.145368882237001,0.143858524479975,0.00151226143796354,0.149540736007271,0.149540736007271,0.149540736007271,0.149540736007271,0,0.028163380117658,0.028381741750391,0.0287166261877554,0.0284226269449985,0.000293327017617579,0.0295252119940262,0.0295252119940262,0.0295252119940262,0.0295252119940262,0,0,0,0,0,0,0.00080858580627083,0.00114347024363521,0.00136183187636827,0.00110258504902773,0.000293327017617616,0,0,0,0,0,0,0,0,0,0,0.028163380117658,0.028381741750391,0.0287166261877554,0.0284226269449985,0.000293327017617579,0.0295252119940262,0.0295252119940262,0.0295252119940262,0.0295252119940262,0
"7","20-34","HIS","sat_fat","CED","MJ",-0.734190633051617,-0.722716980729191,-0.71798584477668,-0.725082775946705,0.00877147551159564,0,0,0,0,0,-0.734190633051617,-0.722716980729191,-0.71798584477668,-0.725082775946705,0.00877147551159564,-14.1294617248015,-13.9098727679915,-13.8195870401444,-13.9552423220136,0.167758093654364,-0.561186376913157,-0.552404904149074,-0.548781428783255,-0.554214727797588,0.00671441683902599,-0.173004256138461,-0.170312076580116,-0.169204415993426,-0.170868048149118,0.00205705900728736,1.66191710356778,1.66664823952029,1.67812189184272,1.66901403473781,0.00877147551159532,0.943931258791104,0.943931258791104,0.943931258791104,0.943931258791104,0,1.27020535740154,1.27382883276736,1.28261030553144,1.27563865641587,0.00671441683902531,0.721423928618282,0.721423928618282,0.721423928618282,0.721423928618282,0,0.391711746166248,0.392819406752938,0.395511586311282,0.393375378321939,0.00205705900728766,0.222507330172821,0.222507330172821,0.222507330172821,0.222507330172821,0,0,0,0,0,0,-0.173004256138461,-0.170312076580116,-0.169204415993426,-0.170868048149118,0.00205705900728736,0,0,0,0,0,0,0,0,0,0,0.391711746166248,0.392819406752938,0.395511586311282,0.393375378321939,0.00205705900728766,0.222507330172821,0.222507330172821,0.222507330172821,0.222507330172821,0
"8","20-34","HIS","sat_fat","FL","mrh-eq",-0.0201675339430252,-0.0198530411391218,-0.0197235057641707,-0.0199179384826138,0.000240362207706176,0,0,0,0,0,-0.0201675339430252,-0.0198530411391218,-0.0197235057641707,-0.0199179384826138,0.000240362207706176,-14.1294617248015,-13.9098727679915,-13.8195870401444,-13.9552423220136,0.167758093654364,-0.0154151509777968,-0.0151744518897311,-0.0150752435918865,-0.0152240977810368,0.000183992536860009,-0.00475238296522843,-0.00467858924939073,-0.00464826217228416,-0.00469384070157709,5.63696801115877e-05,0.0456571437022551,0.0457866790772063,0.0461011718811096,0.0458515764206983,0.000240362207706136,0.0259336379380844,0.0259336379380844,0.0259336379380844,0.0259336379380844,0,0.0348955480593668,0.0349947563572114,0.0352354554452772,0.0350444022485171,0.000183992536860012,0.0198203044674803,0.0198203044674803,0.0198203044674803,0.0198203044674803,0,0.0107615956428883,0.0107919227199948,0.0108657164358325,0.0108071741721812,5.63696801115798e-05,0.00611333347060409,0.00611333347060409,0.00611333347060409,0.00611333347060409,0,0,0,0,0,0,-0.00475238296522843,-0.00467858924939073,-0.00464826217228416,-0.00469384070157709,5.63696801115877e-05,0,0,0,0,0,0,0,0,0,0,0.0107615956428883,0.0107919227199948,0.0108657164358325,0.0108071741721812,5.63696801115798e-05,0.00611333347060409,0.00611333347060409,0.00611333347060409,0.00611333347060409,0
"9","20-34","HIS","sat_fat","Food_price","USD",-0.0945940837353494,-0.0920911257698469,-0.0916464624214253,-0.0928133344074192,0.00167271269833005,0,0,0,0,0,-0.0945940837353494,-0.0920911257698469,-0.0916464624214253,-0.0928133344074192,0.00167271269833005,-14.1294617248015,-13.9098727679915,-13.8195870401444,-13.9552423220136,0.167758093654364,-0.0723300868905461,-0.0704135962691754,-0.0700728851415182,-0.0709665013546889,0.0012808685382959,-0.0222639968448033,-0.0216775295006715,-0.021573577279907,-0.0218468330527302,0.000391844181424763,0.211444949797628,0.211889613146049,0.214392571111552,0.212611821783621,0.00167271269832998,0.119798487376202,0.119798487376202,0.119798487376202,0.119798487376202,0,0.161663134560703,0.16200384568836,0.163920336309732,0.162556750773874,0.00128086853829624,0.0915902494191851,0.0915902494191851,0.0915902494191851,0.0915902494191851,0,0.0497818152369241,0.0498857674576887,0.0504722348018205,0.0500550710097474,0.000391844181424789,0.0282082379570172,0.0282082379570172,0.0282082379570172,0.0282082379570172,0,0,0,0,0,0,-0.0222639968448033,-0.0216775295006715,-0.021573577279907,-0.0218468330527302,0.000391844181424763,0,0,0,0,0,0,0,0,0,0,0.0497818152369241,0.0498857674576887,0.0504722348018205,0.0500550710097474,0.000391844181424789,0.0282082379570172,0.0282082379570172,0.0282082379570172,0.0282082379570172,0
"10","20-34","NHB","added_sugar","CED","MJ",-0.410839969504465,-0.394651589421329,-0.385483719329594,-0.397114926260417,0.0135148283165493,0,0,0,0,0,-0.410839969504465,-0.394651589421329,-0.385483719329594,-0.397114926260417,0.0135148283165493,-15.7671043333047,-15.1521613728186,-14.7909288699386,-15.2411825860137,0.519528570496021,-0.271767207045378,-0.261053868108857,-0.254996609234099,-0.26268758041123,0.00893930459319047,-0.139072762459088,-0.133597721312472,-0.130487110095495,-0.134427345849187,0.00457552613081135,0.678657673137095,0.687825543228829,0.704013923311966,0.690288880067918,0.0135148283165489,0.293173953807501,0.293173953807501,0.293173953807501,0.293173953807501,0,0.4489319379015,0.454989196776257,0.465702535712778,0.456622909078631,0.00893930459319027,0.193935328667401,0.193935328667401,0.193935328667401,0.193935328667401,0,0.229725735235595,0.232836346452572,0.238311387599187,0.233665970989287,0.0045755261308113,0.0992386251400998,0.0992386251400998,0.0992386251400998,0.0992386251400998,0,0,0,0,0,0,-0.139072762459088,-0.133597721312472,-0.130487110095495,-0.134427345849187,0.00457552613081135,0,0,0,0,0,0,0,0,0,0,0.229725735235595,0.232836346452572,0.238311387599187,0.233665970989287,0.0045755261308113,0.0992386251400998,0.0992386251400998,0.0992386251400998,0.0992386251400998,0
