race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
HIS,added_sugar,CED,MJ,-0.17925642376089362,-0.17556847518180496,-0.17426068260848213,-0.1764036176399684,0.0027269969953923343,0,0,0,0,0,-0.17925642376089362,-0.17556847518180496,-0.17426068260848213,-0.1764036176399684,0.0027269969953923343,-7.083317786734459,-6.931093703137519,-6.886078395828777,-6.968710817624607,0.10880185794598052,-0.11881007584662362,-0.11635878665461102,-0.11550127079098894,-0.116918005366327,0.0018075630102686343,-0.06044634791427004,-0.059209688527193945,-0.058759411817493196,-0.05948561227364143,9.194551509546314e-4,0.3451654086878407,0.3464732012611636,0.3501611498402523,0.347308343719327,0.0027269969953923725,0.1709047260793586,0.1709047260793586,0.1709047260793586,0.1709047260793586,0,0.22877333048233195,0.22963084634595407,0.23208213553796664,0.23019006505767003,0.0018075630102686088,0.11327205969134303,0.11327205969134303,0.11327205969134303,0.11327205969134303,0,0.11639207820550876,0.11684235491520954,0.11807901430228565,0.11711827866165703,9.194551509546494e-4,0.057632666388015605,0.057632666388015605,0.057632666388015605,0.0576326663880156,0,-0.11881007584662362,-0.11635878665461102,-0.11550127079098894,-0.116918005366327,0.0018075630102686343,-0.06044634791427004,-0.059209688527193945,-0.058759411817493196,-0.05948561227364143,9.194551509546314e-4,0,0,0,0,0,0,0,0,0,0,0.11639207820550876,0.11684235491520954,0.11807901430228565,0.11711827866165703,9.194551509546494e-4,0.057632666388015605,0.057632666388015605,0.057632666388015605,0.0576326663880156,0
HIS,added_sugar,FL,mrh-eq,-0.008098006905903007,-0.007884164995729925,-0.007864902650465109,-0.007952438527276685,1.3619075373370298e-4,0,0,0,0,0,-0.008098006905903007,-0.007884164995729925,-0.007864902650465109,-0.007952438527276685,1.3619075373370298e-4,-7.083317786734459,-6.931093703137519,-6.886078395828777,-6.968710817624607,0.10880185794598052,-0.005368208723766723,-0.005226208910858647,-0.005213850846697779,-0.005271697243752403,9.028836825471283e-5,-0.0027297981821362855,-0.002657956084871279,-0.002651051803767328,-0.002680741283524281,4.590316223810532e-5,0.015608496754385491,0.01562775909965031,0.01584160100982339,0.01569603263119707,1.3619075373370212e-4,0.007743594103920382,0.007743594103920382,0.007743594103920382,0.007743594103920382,0,0.010347057528140994,0.01035941559230186,0.010501415405209937,0.01040490392519562,9.028836825471283e-5,0.005133206681443214,0.005133206681443214,0.005133206681443214,0.005133206681443214,0,0.005261439226244495,0.005268343507348446,0.005340185604613453,0.005291128706001448,4.590316223810536e-5,0.0026103874224771674,0.0026103874224771674,0.0026103874224771674,0.002610387422477168,0,-0.005368208723766723,-0.005226208910858647,-0.005213850846697779,-0.005271697243752403,9.028836825471283e-5,-0.0027297981821362855,-0.002657956084871279,-0.002651051803767328,-0.002680741283524281,4.590316223810532e-5,0,0,0,0,0,0,0,0,0,0,0.005261439226244495,0.005268343507348446,0.005340185604613453,0.005291128706001448,4.590316223810536e-5,0.0026103874224771674,0.0026103874224771674,0.0026103874224771674,0.002610387422477168,0
HIS,added_sugar,Food_price,USD,-0.18057882765303068,-0.17792698582401928,-0.1761585705667749,-0.178236960059727,0.0023418876428266022,0,0,0,0,0,-0.18057882765303068,-0.17792698582401928,-0.1761585705667749,-0.178236960059727,0.0023418876428266022,-7.083317786734459,-6.931093703137519,-6.886078395828777,-6.968710817624607,0.10880185794598052,-0.11968099916621278,-0.1179147791559768,-0.11675368893525657,-0.11812710539791216,0.0015516237474471409,-0.060897828486817886,-0.06001220666804249,-0.059404881631518365,-0.06010985466181487,7.902989860055498e-4,0.34862462326312543,0.35039303852036985,0.3530448803493813,0.35070301275607757,0.0023418876428266426,0.1724660526963506,0.1724660526963506,0.1724660526963506,0.1724660526963506,0,0.2310553363669609,0.23221642658768116,0.23398264659791715,0.2324287528296165,0.0015516237474471695,0.11430164743170437,0.11430164743170437,0.11430164743170437,0.11430164743170439,0,0.11756928689616462,0.11817661193268869,0.11906223375146412,0.11827425992646108,7.902989860055419e-4,0.058164405264646224,0.058164405264646224,0.058164405264646224,0.058164405264646224,0,-0.11968099916621278,-0.1179147791559768,-0.11675368893525657,-0.11812710539791216,0.0015516237474471409,-0.060897828486817886,-0.06001220666804249,-0.059404881631518365,-0.06010985466181487,7.902989860055498e-4,0,0,0,0,0,0,0,0,0,0,0.11756928689616462,0.11817661193268869,0.11906223375146412,0.11827425992646108,7.902989860055419e-4,0.058164405264646224,0.058164405264646224,0.058164405264646224,0.058164405264646224,0
HIS,oil,CED,MJ,0.007874292243086901,0.00941596056283424,0.012035110214993218,0.009794024188241832,0.0022142446714766262,0,0,0,0,0,0.007874292243086901,0.00941596056283424,0.012035110214993218,0.009794024188241832,0.0022142446714766262,0.8555708462857335,1.0220916236536226,1.3053923973270634,1.0630670609538162,0.23939286295323464,0.0065850943257077296,0.007872086966063313,0.010062554628743083,0.008189095745826184,0.0018507181504843504,0.0012891979173791693,0.0015438735967709294,0.001972555586250135,0.0016049284424156471,3.6352781906228576e-4,0.16116809058944342,0.16378724024160238,0.16532890856134974,0.1634091766161948,0.0022142446714766254,0.17320320080443669,0.17320320080443669,0.17320320080443669,0.1732032008044367,0,0.13471077828619005,0.13690124594886985,0.13818823858922538,0.13658423716910695,0.0018507181504843406,0.14477333291493313,0.14477333291493313,0.14477333291493313,0.14477333291493313,0,0.026457312303253367,0.02688599429273257,0.027140669972124325,0.02682493944708785,3.635278190622825e-4,0.0284298678895035,0.0284298678895035,0.0284298678895035,0.0284298678895035,0,0.0065850943257077296,0.007872086966063313,0.010062554628743083,0.008189095745826184,0.0018507181504843504,0.0012891979173791693,0.0015438735967709294,0.001972555586250135,0.0016049284424156471,3.6352781906228576e-4,0,0,0,0,0,0,0,0,0,0,0.026457312303253367,0.02688599429273257,0.027140669972124325,0.02682493944708785,3.635278190622825e-4,0.0284298678895035,0.0284298678895035,0.0284298678895035,0.0284298678895035,0
HIS,oil,FL,mrh-eq,3.96872660922997e-4,4.783488726828468e-4,6.074616734917065e-4,4.950634653316222e-4,1.1177756290836617e-4,0,0,0,0,0,3.96872660922997e-4,4.783488726828468e-4,6.074616734917065e-4,4.950634653316222e-4,1.1177756290836617e-4,0.8555708462857335,1.0220916236536226,1.3053923973270634,1.0630670609538162,0.23939286295323464,3.319078066616393e-4,3.9993602692423914e-4,5.079114107884537e-4,4.1395257555638465e-4,9.342541718329397e-5,6.496485426135776e-5,7.841284575860771e-5,9.955026270325301e-5,8.111088977523766e-5,1.835219887643199e-5,0.008143073987313329,0.008272186788122188,0.008353662999882036,0.008255472195473413,1.1177756290836576e-4,0.008750535660805034,0.008750535660805034,0.008750535660805034,0.008750535660805034,0,0.006806170617683506,0.006914146001547721,0.00698217422181032,0.0069001294529155745,9.342541718329352e-5,0.0073140820284719596,0.0073140820284719596,0.0073140820284719596,0.0073140820284719596,0,0.0013369033696298217,0.001358040786574467,0.0013714887780717168,0.001355342742557837,1.8352198876431816e-5,0.0014364536323330744,0.0014364536323330744,0.0014364536323330744,0.0014364536323330744,0,3.319078066616393e-4,3.9993602692423914e-4,5.079114107884537e-4,4.1395257555638465e-4,9.342541718329397e-5,6.496485426135776e-5,7.841284575860771e-5,9.955026270325301e-5,8.111088977523766e-5,1.835219887643199e-5,0,0,0,0,0,0,0,0,0,0,0.0013369033696298217,0.001358040786574467,0.0013714887780717168,0.001355342742557837,1.8352198876431816e-5,0.0014364536323330744,0.0014364536323330744,0.0014364536323330744,0.0014364536323330744,0
HIS,oil,Food_price,USD,0.00845215166354234,0.00955542908238208,0.012336932759401552,0.010144280401041634,0.0021072581745063745,0,0,0,0,0,0.00845215166354234,0.00955542908238208,0.012336932759401552,0.010144280401041634,0.0021072581745063745,0.8555708462857335,1.0220916236536226,1.3053923973270634,1.0630670609538162,0.23939286295323464,0.007069453698569153,0.007990143656284898,0.010316188116418417,0.008483250499238502,0.001761360026485213,0.0013826979649731873,0.0015652854260971808,0.0020207446429831347,0.0016610299018031318,3.458992969677308e-4,0.16400509417646036,0.16678659785347988,0.16788987527231958,0.1661977465348203,0.0021072581745063793,0.17634202693586196,0.17634202693586196,0.17634202693586196,0.17634202693586196,0,0.1370846882364338,0.13941073269656734,0.14033142265428306,0.1389176258536137,0.0017613600264852287,0.14740087635285226,0.14740087635285226,0.14740087635285226,0.14740087635285226,0,0.026920405940026572,0.027375865156912517,0.02755845261803652,0.027280120681206572,3.458992969677299e-4,0.028941150583009702,0.028941150583009702,0.028941150583009702,0.028941150583009705,0,0.007069453698569153,0.007990143656284898,0.010316188116418417,0.008483250499238502,0.001761360026485213,0.0013826979649731873,0.0015652854260971808,0.0020207446429831347,0.0016610299018031318,3.458992969677308e-4,0,0,0,0,0,0,0,0,0,0,0.026920405940026572,0.027375865156912517,0.02755845261803652,0.027280120681206572,3.458992969677299e-4,0.028941150583009702,0.028941150583009702,0.028941150583009702,0.028941150583009705,0
HIS,sat_fat,CED,MJ,-0.43518459533672765,-0.42258998355819033,-0.4146945581094143,-0.42423882086687853,0.010878355465152477,0,0,0,0,0,-0.43518459533672765,-0.42258998355819033,-0.4146945581094143,-0.42423882086687853,0.010878355465152477,-8.465695022482443,-8.213663501073988,-8.065231294056746,-8.250014137702484,0.21310837876171074,-0.33277168560523646,-0.3232321475933192,-0.3171137612880535,-0.3244325517009162,0.008306324064318603,-0.10241290973149128,-0.09935783596487112,-0.0975807968213608,-0.09980626916596229,0.0025726977269652394,0.9845954964463379,0.9924909218951143,1.0050855336736515,0.9941397592038023,0.010878355465152506,0.5699009383369236,0.5699009383369236,0.5699009383369236,0.5699009383369236,0,0.7528292163595695,0.7589476026648353,0.7684871406767525,0.7601480067724323,0.008306324064318674,0.43571545507151616,0.43571545507151616,0.43571545507151616,0.43571545507151616,0,0.23176628008676833,0.23354331923027868,0.23659839299689886,0.23399175243136985,0.0025726977269652667,0.13418548326540752,0.13418548326540752,0.13418548326540752,0.13418548326540752,0,-0.33277168560523646,-0.3232321475933192,-0.3171137612880535,-0.3244325517009162,0.008306324064318603,-0.10241290973149128,-0.09935783596487112,-0.0975807968213608,-0.09980626916596229,0.0025726977269652394,0,0,0,0,0,0,0,0,0,0,0.23176628008676833,0.23354331923027868,0.23659839299689886,0.23399175243136985,0.0025726977269652667,0.13418548326540752,0.13418548326540752,0.13418548326540752,0.13418548326540752,0
HIS,sat_fat,FL,mrh-eq,-0.011884154570304414,-0.011537954157371888,-0.011324655773943192,-0.011584586448425865,2.9722938200142543e-4,0,0,0,0,0,-0.011884154570304414,-0.011537954157371888,-0.011324655773943192,-0.011584586448425865,2.9722938200142543e-4,-8.465695022482443,-8.213663501073988,-8.065231294056746,-8.250014137702484,0.21310837876171074,-0.009085687406078046,-0.008823532905383938,-0.008658271249109045,-0.008857530394653838,2.268744506214662e-4,-0.0027984671642263684,-0.0027144212519879516,-0.0026663845248341483,-0.0027270560537720266,7.03730544059137e-5,0.026887622747084356,0.027100921130513055,0.027447121543445575,0.027147553421567026,2.9722938200142424e-4,0.015562966973141162,0.015562966973141162,0.015562966973141162,0.015562966973141162,0,0.020554632682963855,0.02071989433923874,0.020982048839932852,0.020753891828508644,2.2687445062146498e-4,0.011896361433854807,0.011896361433854807,0.011896361433854807,0.011896361433854807,0,0.006332990064120504,0.006381026791274308,0.006465072703512724,0.006393661593058382,7.037305440591366e-5,0.003666605539286356,0.003666605539286356,0.003666605539286356,0.0036666055392863563,0,-0.009085687406078046,-0.008823532905383938,-0.008658271249109045,-0.008857530394653838,2.268744506214662e-4,-0.0027984671642263684,-0.0027144212519879516,-0.0026663845248341483,-0.0027270560537720266,7.03730544059137e-5,0,0,0,0,0,0,0,0,0,0,0.006332990064120504,0.006381026791274308,0.006465072703512724,0.006393661593058382,7.037305440591366e-5,0.003666605539286356,0.003666605539286356,0.003666605539286356,0.0036666055392863563,0
HIS,sat_fat,Food_price,USD,-0.06981978450239214,-0.0681631016682017,-0.06689391016379446,-0.06829906353830106,0.0015444288663508988,0,0,0,0,0,-0.06981978450239214,-0.0681631016682017,-0.06689391016379446,-0.06829906353830106,0.0015444288663508988,-8.465695022482443,-8.213663501073988,-8.065231294056746,-8.250014137702484,0.21310837876171074,-0.05337558652970815,-0.05212094623084181,-0.05113946618127331,-0.05221679193234982,0.001179828898179581,-0.016444197972683965,-0.016042155437359887,-0.015754443982521144,-0.016082271605951232,3.6468700411403516e-4,0.15829258167827306,0.15956177318268033,0.16121845601687076,0.15969773505277968,0.001544428866350912,0.09139867151447863,0.09139867151447863,0.09139867151447863,0.09139867151447863,0,0.12099997351511683,0.12198145356468537,0.12323609386355167,0.12207729926619336,0.0011798288981795728,0.06986050733384352,0.06986050733384352,0.06986050733384352,0.06986050733384352,0,0.03729260816315625,0.03758031961799498,0.037982362153319064,0.03762043578658634,3.6468700411403413e-4,0.021538164180635106,0.021538164180635106,0.021538164180635106,0.021538164180635106,0,-0.05337558652970815,-0.05212094623084181,-0.05113946618127331,-0.05221679193234982,0.001179828898179581,-0.016444197972683965,-0.016042155437359887,-0.015754443982521144,-0.016082271605951232,3.6468700411403516e-4,0,0,0,0,0,0,0,0,0,0,0.03729260816315625,0.03758031961799498,0.037982362153319064,0.03762043578658634,3.6468700411403413e-4,0.021538164180635106,0.021538164180635106,0.021538164180635106,0.021538164180635106,0
NHB,added_sugar,CED,MJ,-0.2386135500711032,-0.23267727775237437,-0.2291679892022173,-0.23352885100450482,0.005025751879788,0,0,0,0,0,-0.2386135500711032,-0.23267727775237437,-0.2291679892022173,-0.23352885100450482,0.005025751879788,-9.290262248117482,-9.057722864917544,-8.917349668294637,-9.090061877751591,0.1982578747610271,-0.1580269135290429,-0.15410179842692484,-0.15174532760624335,-0.1546521999291833,0.003340282829519703,-0.08058663654206033,-0.07857547932544957,-0.07742266159597395,-0.07887665107532156,0.0016855520713362137,0.39573140501973897,0.3992406935698961,0.40517696588862484,0.40009226682202653,0.005025751879787992,0.16656341581752165,0.16656341581752165,0.16656341581752165,0.16656341581752165,0,0.2620507917727553,0.2644072625934368,0.2683323776955548,0.2649576640956952,0.003340282829519661,0.11030546416651195,0.11030546416651195,0.11030546416651195,0.11030546416651195,0,0.13368061324698366,0.13483343097645925,0.13684458819307002,0.13513460272633124,0.0016855520713362074,0.0562579516510097,0.0562579516510097,0.0562579516510097,0.0562579516510097,0,-0.1580269135290429,-0.15410179842692484,-0.15174532760624335,-0.1546521999291833,0.003340282829519703,-0.08058663654206033,-0.07857547932544957,-0.07742266159597395,-0.07887665107532156,0.0016855520713362137,0,0,0,0,0,0,0,0,0,0,0.13368061324698366,0.13483343097645925,0.13684458819307002,0.13513460272633124,0.0016855520713362074,0.0562579516510097,0.0562579516510097,0.0562579516510097,0.0562579516510097,0
