age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,HIS,added_sugar,CED,MJ,-0.2067464323829248,-0.2028651495463352,-0.1861057198417653,-0.19834650152248245,0.011546860283137656,0,0,0,0,0,-0.2067464323829248,-0.2028651495463352,-0.1861057198417653,-0.19834650152248245,0.011546860283137656,-8.089866819239745,-7.937994494895811,-7.282207825623258,-7.761182444043665,0.45182188052434635,-0.1369710525415947,-0.13439967373127182,-0.12329642662720522,-0.131406035733467,0.007649881007875255,-0.06977537984133013,-0.0684654758150634,-0.06280929321456007,-0.06694046578901547,0.0038969792752624145,0.3494588935966859,0.3662183233012558,0.3700996061378454,0.3616996752774031,0.011546860283137651,0.16335317375492064,0.16335317375492064,0.16335317375492064,0.16335317375492064,0,0.23151912187439727,0.2426223689784639,0.24519374778878678,0.23962873098065907,0.007649881007875274,0.10822269524719207,0.10822269524719207,0.10822269524719207,0.10822269524719207,0,0.11793977172228864,0.12359595432279197,0.1249058583490587,0.12207094429674403,0.0038969792752624067,0.05513047850772855,0.05513047850772855,0.05513047850772855,0.05513047850772854,0,-0.1369710525415947,-0.13439967373127182,-0.12329642662720522,-0.131406035733467,0.007649881007875255,-0.06977537984133013,-0.0684654758150634,-0.06280929321456007,-0.06694046578901547,0.0038969792752624145,0,0,0,0,0,0,0,0,0,0,0.11793977172228864,0.12359595432279197,0.1249058583490587,0.12207094429674403,0.0038969792752624067,0.05513047850772855,0.05513047850772855,0.05513047850772855,0.05513047850772854,0
20-34,Female,HIS,added_sugar,FL,mrh-eq,-0.008961744125816488,-0.008793503913588713,-0.00806704049182198,-0.008597636120768026,5.005165318759768e-4,0,0,0,0,0,-0.008961744125816488,-0.008793503913588713,-0.00806704049182198,-0.008597636120768026,5.005165318759768e-4,-8.089866819239745,-7.937994494895811,-7.282207825623258,-7.761182444043665,0.45182188052434635,-0.005937222284194138,-0.005825761889530694,-0.005344474457551888,-0.005695998016788461,3.315959332180631e-4,-0.003024521841622351,-0.002967742024058018,-0.002722566034270092,-0.0029016381039795643,1.6892059865791345e-4,0.015147836655792675,0.015874300077559404,0.016042540289787185,0.01567843228473872,5.005165318759768e-4,0.007080796163970693,0.007080796163970693,0.007080796163970693,0.007080796163970694,0,0.010035554696437078,0.010516842128415884,0.010628302523079329,0.010387078255673652,3.315959332180633e-4,0.0046910802388851905,0.0046910802388851905,0.0046910802388851905,0.0046910802388851905,0,0.005112281959355595,0.005357457949143521,0.005414237766707854,0.005291354029065067,1.6892059865791345e-4,0.0023897159250855036,0.0023897159250855036,0.0023897159250855036,0.0023897159250855036,0,-0.005937222284194138,-0.005825761889530694,-0.005344474457551888,-0.005695998016788461,3.315959332180631e-4,-0.003024521841622351,-0.002967742024058018,-0.002722566034270092,-0.0029016381039795643,1.6892059865791345e-4,0,0,0,0,0,0,0,0,0,0,0.005112281959355595,0.005357457949143521,0.005414237766707854,0.005291354029065067,1.6892059865791345e-4,0.0023897159250855036,0.0023897159250855036,0.0023897159250855036,0.0023897159250855036,0
20-34,Female,HIS,added_sugar,Food_price,USD,-0.19350671814389342,-0.18987398651587864,-0.17418780415850676,-0.18564470555820947,0.010807417629909133,0,0,0,0,0,-0.19350671814389342,-0.18987398651587864,-0.17418780415850676,-0.18564470555820947,0.010807417629909133,-8.089866819239745,-7.937994494895811,-7.282207825623258,-7.761182444043665,0.45182188052434635,-0.12819964316940646,-0.1257929313874651,-0.11540071865090297,-0.12299100122794904,0.007159994738305805,-0.06530707497448697,-0.06408105512841354,-0.05878708550760382,-0.06265370433026046,0.0036474228916033233,0.3270800992630609,0.3427662816204327,0.3463990132484475,0.33853700066276354,0.010807417629909128,0.1528922951045541,0.1528922951045541,0.1528922951045541,0.1528922951045541,0,0.21669300381683773,0.2270852165533999,0.22949192833534127,0.2242832863938838,0.007159994738305823,0.10129228516593479,0.10129228516593479,0.10129228516593479,0.10129228516593479,0,0.11038709544622313,0.11568106506703285,0.11690708491310628,0.11425371426887977,0.0036474228916033155,0.05160000993861931,0.05160000993861931,0.05160000993861931,0.051600009938619316,0,-0.12819964316940646,-0.1257929313874651,-0.11540071865090297,-0.12299100122794904,0.007159994738305805,-0.06530707497448697,-0.06408105512841354,-0.05878708550760382,-0.06265370433026046,0.0036474228916033233,0,0,0,0,0,0,0,0,0,0,0.11038709544622313,0.11568106506703285,0.11690708491310628,0.11425371426887977,0.0036474228916033155,0.05160000993861931,0.05160000993861931,0.05160000993861931,0.051600009938619316,0
20-34,Female,HIS,oil,CED,MJ,-0.006638484692207307,-0.004353210676711179,-0.002346119109869557,-0.0044508185534320585,0.002260720685883177,0,0,0,0,0,-0.006638484692207307,-0.004353210676711179,-0.002346119109869557,-0.0044508185534320585,0.002260720685883177,-0.703616970770369,-0.4613994083722588,-0.24866657041337684,-0.47174492571935644,0.23961514027836484,-0.005536686007662789,-0.0036307021496107435,-0.001956730406138202,-0.0037121099091123235,0.001885505679248817,-0.0011017986845445204,-7.225085271004354e-4,-3.8938870373135564e-4,-7.387086443197355e-4,0.00037521500663436046,0.15943503372744877,0.1614421252942904,0.16372739930978653,0.16153973317101128,0.002260720685883177,0.1570889146175792,0.1570889146175792,0.1570889146175792,0.1570889146175792,0,0.13297337589800146,0.13464734764147399,0.13655333149952603,0.13472875540097556,0.0018855056792488145,0.13101664549186323,0.13101664549186323,0.13101664549186323,0.13101664549186323,0,0.026461657829447326,0.026794777652816404,0.027174067810260487,0.026810977770035705,3.752150066343588e-4,0.026072269125715967,0.026072269125715967,0.026072269125715967,0.026072269125715964,0,-0.005536686007662789,-0.0036307021496107435,-0.001956730406138202,-0.0037121099091123235,0.001885505679248817,-0.0011017986845445204,-7.225085271004354e-4,-3.8938870373135564e-4,-7.387086443197355e-4,0.00037521500663436046,0,0,0,0,0,0,0,0,0,0,0.026461657829447326,0.026794777652816404,0.027174067810260487,0.026810977770035705,3.752150066343588e-4,0.026072269125715967,0.026072269125715967,0.026072269125715967,0.026072269125715964,0
20-34,Female,HIS,oil,FL,mrh-eq,-3.426614647651698e-4,-2.2470151187729001e-4,-1.211006197913145e-4,-2.297397788253266e-4,1.1669257331556371e-4,0,0,0,0,0,-3.426614647651698e-4,-2.2470151187729001e-4,-1.211006197913145e-4,-2.297397788253266e-4,1.1669257331556371e-4,-0.703616970770369,-0.4613994083722588,-0.24866657041337684,-0.47174492571935644,0.23961514027836484,-2.857894572774446e-4,-1.8740748444778018e-4,-1.0100137880937412e-4,-1.9160954311137966e-4,9.732494203577346e-5,-5.687200748772511e-5,-3.729402742950985e-5,-2.009924098194039e-5,-3.8130235713946973e-05,1.936763127979022e-5,0.00822962539268378,0.008333226284769757,0.008451186237657636,0.008338264551717793,1.1669257331556385e-4,0.008108524772892468,0.008108524772892468,0.008108524772892468,0.008108524772892468,0,0.006863742837799375,0.006950148943437781,0.0070485309162674455,0.00695435100210138,9.732494203577358e-5,0.006762741458990001,0.006762741458990001,0.006762741458990001,0.006762741458990001,0,0.0013658825548844066,0.0013830773413319763,0.0014026553213901916,0.0013839135496164134,1.936763127979038e-5,0.0013457833139024664,0.0013457833139024664,0.0013457833139024664,0.0013457833139024664,0,-2.857894572774446e-4,-1.8740748444778018e-4,-1.0100137880937412e-4,-1.9160954311137966e-4,9.732494203577346e-5,-5.687200748772511e-5,-3.729402742950985e-5,-2.009924098194039e-5,-3.8130235713946973e-05,1.936763127979022e-5,0,0,0,0,0,0,0,0,0,0,0.0013658825548844066,0.0013830773413319763,0.0014026553213901916,0.0013839135496164134,1.936763127979038e-5,0.0013457833139024664,0.0013457833139024664,0.0013457833139024664,0.0013457833139024664,0
20-34,Female,HIS,oil,Food_price,USD,-0.0072945589678796935,-0.004783433788459132,-0.0025779835287866727,-0.004890688146265484,0.0024841452707480725,0,0,0,0,0,-0.0072945589678796935,-0.004783433788459132,-0.0025779835287866727,-0.004890688146265484,0.0024841452707480725,-0.703616970770369,-0.4613994083722588,-0.24866657041337684,-0.47174492571935644,0.23961514027836484,-0.006083870708768875,-0.003989520523596633,-0.002150111959823219,-0.00407897372408745,0.0020718481700647473,-0.0012106882591108182,-7.939132648624996e-4,-4.278715689634535e-4,-8.117144221780338e-4,4.1229710068332566e-4,0.17519182599546834,0.1773972762551408,0.17990840143456135,0.17750453061294716,0.002484145270748069,0.17261384246668163,0.17261384246668163,0.17261384246668163,0.17261384246668163,0,0.14611499108895032,0.14795439965272372,0.15004874983789598,0.14804385285321453,0.002071848170064746,0.14396487912912712,0.14396487912912712,0.14396487912912712,0.14396487912912712,0,0.029076834906518006,0.02944287660241705,0.029859651596665367,0.029460677759732587,4.122971006833234e-4,0.02864896333755455,0.02864896333755455,0.02864896333755455,0.02864896333755455,0,-0.006083870708768875,-0.003989520523596633,-0.002150111959823219,-0.00407897372408745,0.0020718481700647473,-0.0012106882591108182,-7.939132648624996e-4,-4.278715689634535e-4,-8.117144221780338e-4,4.1229710068332566e-4,0,0,0,0,0,0,0,0,0,0,0.029076834906518006,0.02944287660241705,0.029859651596665367,0.029460677759732587,4.122971006833234e-4,0.02864896333755455,0.02864896333755455,0.02864896333755455,0.02864896333755455,0
20-34,Female,HIS,sat_fat,CED,MJ,-0.4554573246172193,-0.43361461816400904,-0.4305459235739835,-0.44020199074758265,0.01429861336492881,0,0,0,0,0,-0.4554573246172193,-0.43361461816400904,-0.4305459235739835,-0.44020199074758265,0.01429861336492881,-8.688264873670983,-8.271595278154376,-8.213057123263685,-8.39725543275996,0.2727591225920458,-0.3488566050139583,-0.3321262287399847,-0.3297757684034412,-0.33717181327943385,0.010951993623307088,-0.1066007196032609,-0.10148838942402433,-0.10077015517054233,-0.10303017746814874,0.0033466197416217062,0.9737932623680295,0.976861956958055,0.9987046634112653,0.9834493295416286,0.014298613364928853,0.543247338794046,0.543247338794046,0.543247338794046,0.543247338794046,0,0.7458749549821908,0.7482254153187343,0.7649557915927079,0.7532709998581835,0.0109519936233071,0.41609918657874967,0.41609918657874967,0.41609918657874967,0.4160991865787496,0,0.22791830738583865,0.22863654163932068,0.23374887181855727,0.2301783296834451,0.0033466197416217236,0.12714815221529635,0.12714815221529635,0.12714815221529635,0.12714815221529635,0,-0.3488566050139583,-0.3321262287399847,-0.3297757684034412,-0.33717181327943385,0.010951993623307088,-0.1066007196032609,-0.10148838942402433,-0.10077015517054233,-0.10303017746814874,0.0033466197416217062,0,0,0,0,0,0,0,0,0,0,0.22791830738583865,0.22863654163932068,0.23374887181855727,0.2301783296834451,0.0033466197416217236,0.12714815221529635,0.12714815221529635,0.12714815221529635,0.12714815221529635,0
20-34,Female,HIS,sat_fat,FL,mrh-eq,-0.01246825089572927,-0.011870301692630444,-0.01178629545976777,-0.012050632559379972,3.914278885399216e-4,0,0,0,0,0,-0.01246825089572927,-0.011870301692630444,-0.01178629545976777,-0.012050632559379972,3.914278885399216e-4,-8.688264873670983,-8.271595278154376,-8.213057123263685,-8.39725543275996,0.2727591225920458,-0.009550031238606002,-0.009092033271092422,-0.009027688869076022,-0.009230157329161609,2.9981338958283806e-4,-0.0029182196571232682,-0.0027782684215380228,-0.0027586065906917484,-0.0028204752302183633,9.161449895708327e-5,0.026657818547499296,0.026741824780361967,0.027339773983460793,0.026922155647111496,3.9142788853992205e-4,0.014871523087731523,0.014871523087731523,0.014871523087731523,0.014871523087731523,0,0.020418501521244695,0.020482845923261096,0.020940843890774677,0.020620969981330284,2.9981338958283947e-4,0.011390812652168675,0.011390812652168675,0.011390812652168675,0.011390812652168675,0,0.006239317026254595,0.00625897885710087,0.006398930092686116,0.006301185665781211,9.161449895708316e-5,0.003480710435562847,0.003480710435562847,0.003480710435562847,0.003480710435562847,0,-0.009550031238606002,-0.009092033271092422,-0.009027688869076022,-0.009230157329161609,2.9981338958283806e-4,-0.0029182196571232682,-0.0027782684215380228,-0.0027586065906917484,-0.0028204752302183633,9.161449895708327e-5,0,0,0,0,0,0,0,0,0,0,0.006239317026254595,0.00625897885710087,0.006398930092686116,0.006301185665781211,9.161449895708316e-5,0.003480710435562847,0.003480710435562847,0.003480710435562847,0.003480710435562847,0
20-34,Female,HIS,sat_fat,Food_price,USD,-0.10116981394853673,-0.09631793776044165,-0.09563629484033123,-0.09778117750359416,0.003176122055052393,0,0,0,0,0,-0.10116981394853673,-0.09631793776044165,-0.09563629484033123,-0.09778117750359416,0.003176122055052393,-8.688264873670983,-8.271595278154376,-8.213057123263685,-8.39725543275996,0.2727591225920458,-0.07749081179810277,-0.07377452716847374,-0.07325242416981988,-0.07489529265302643,0.002432744183369423,-0.02367900215043398,-0.022543410591967905,-0.02238387067051136,-0.02288588485056774,7.43377871682973e-4,0.21630672700435818,0.21698836992446857,0.22184024611256367,0.2184516096676211,0.003176122055052393,0.12067043216402691,0.12067043216402691,0.12067043216402691,0.12067043216402691,0,0.1656796945528112,0.16620179755146508,0.16991808218109408,0.16732256303601778,0.0024327441833694153,0.09242727038299135,0.09242727038299135,0.09242727038299135,0.09242727038299135,0,0.05062703245154694,0.050786572373003484,0.05192216393146956,0.051129046631603316,7.433778716829742e-4,0.02824316178103558,0.02824316178103558,0.02824316178103558,0.028243161781035576,0,-0.07749081179810277,-0.07377452716847374,-0.07325242416981988,-0.07489529265302643,0.002432744183369423,-0.02367900215043398,-0.022543410591967905,-0.02238387067051136,-0.02288588485056774,7.43377871682973e-4,0,0,0,0,0,0,0,0,0,0,0.05062703245154694,0.050786572373003484,0.05192216393146956,0.051129046631603316,7.433778716829742e-4,0.02824316178103558,0.02824316178103558,0.02824316178103558,0.028243161781035576,0
20-34,Female,NHB,added_sugar,CED,MJ,-0.22101218636525877,-0.21880984132006406,-0.20986638654394177,-0.21644453966008945,0.0062135669138351475,0,0,0,0,0,-0.22101218636525877,-0.21880984132006406,-0.20986638654394177,-0.21644453966008945,0.0062135669138351475,-8.561137205160474,-8.475827076270765,-8.129393041633449,-8.38420465320143,0.24068898533438532,-0.14613690631489376,-0.14468067941249668,-0.13876711946702974,-0.14311670290615638,0.004108513023203979,-0.07487528005036498,-0.07412916190756737,-0.07109926707691203,-0.07332783675393308,0.0021050538906311786,0.3545141420113199,0.3634575967874422,0.36565994183263695,0.3610922951274676,0.006213566913835142,0.14464775546737818,0.14464775546737818,0.14464775546737818,0.14464775546737818,0,0.2344106033718552,0.24032416331732218,0.24178039021971925,0.23876018681098188,0.004108513023203985,0.09564348390482547,0.09564348390482547,0.09564348390482547,0.09564348390482547,0,0.12010353863946473,0.12313343347012008,0.1238795516129177,0.12233210831648579,0.0021050538906311734,0.049004271562552715,0.049004271562552715,0.049004271562552715,0.049004271562552715,0,-0.14613690631489376,-0.14468067941249668,-0.13876711946702974,-0.14311670290615638,0.004108513023203979,-0.07487528005036498,-0.07412916190756737,-0.07109926707691203,-0.07332783675393308,0.0021050538906311786,0,0,0,0,0,0,0,0,0,0,0.12010353863946473,0.12313343347012008,0.1238795516129177,0.12233210831648579,0.0021050538906311734,0.049004271562552715,0.049004271562552715,0.049004271562552715,0.049004271562552715,0
