age_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,HIS,added_sugar,CED,MJ,-0.17321189345911975,-0.16929498388625783,-0.1666125400825602,-0.16972812977017515,0.0034935410750368706,0,0,0,0,0,-0.17321189345911975,-0.16929498388625783,-0.1666125400825602,-0.16972812977017515,0.0034935410750368706,-6.729256696306793,-6.577344109012052,-6.468712684138362,-6.592530481791369,0.13775766786459803,-0.11461856119895952,-0.11202737070068348,-0.11023995673468805,-0.11230939755411527,0.0023174353775716385,-0.058593332260160294,-0.05726761318557433,-0.05637258334787217,-0.05741873221605987,0.001176119353002622,0.3195155745263071,0.32219801833000467,0.32611492790286667,0.32263116421392196,0.0034935410750368866,0.15290303444374687,0.15290303444374687,0.15290303444374687,0.15290303444374687,0,0.21140216555624267,0.21318957952223808,0.2157807700205141,0.21347160637566986,0.0023174353775716246,0.10116220882155459,0.10116220882155459,0.10116220882155459,0.10116220882155459,0,0.10811340897006444,0.1090084388077666,0.11033415788235254,0.10915955783825215,0.0011761193530026145,0.051740825622192274,0.051740825622192274,0.051740825622192274,0.05174082562219227,0,-0.11461856119895952,-0.11202737070068348,-0.11023995673468805,-0.11230939755411527,0.0023174353775716385,-0.058593332260160294,-0.05726761318557433,-0.05637258334787217,-0.05741873221605987,0.001176119353002622,0,0,0,0,0,0,0,0,0,0,0.10811340897006444,0.1090084388077666,0.11033415788235254,0.10915955783825215,0.0011761193530026145,0.051740825622192274,0.051740825622192274,0.051740825622192274,0.05174082562219227,0
20-34,HIS,added_sugar,FL,mrh-eq,-0.00701779525693092,-0.006861719467673662,-0.006708292156730805,-0.006862648758310295,1.6289835654449244e-4,0,0,0,0,0,-0.00701779525693092,-0.006861719467673662,-0.006708292156730805,-0.006862648758310295,1.6289835654449244e-4,-6.729256696306793,-6.577344109012052,-6.468712684138362,-6.592530481791369,0.13775766786459803,-0.004644381588710903,-0.004541118886083873,-0.004439096329865622,-0.004541554025174673,1.0804553025290007e-4,-0.002373413668220017,-0.0023206005815897884,-0.002269195826865182,-0.0023210947331356205,5.485316483489815e-5,0.012840048588040697,0.012993475898983553,0.013149551688240814,0.012994405189620186,1.62898356544492e-4,0.0061317564313098935,0.0061317564313098935,0.0061317564313098935,0.0061317564313098935,0,0.008496412732208091,0.00859843528842634,0.008701697991053371,0.00859887042751714,1.0804553025290007e-4,0.0040573164023424675,0.0040573164023424675,0.0040573164023424675,0.0040573164023424675,0,0.004343635855832608,0.0043950406105572135,0.004447853697187442,0.004395534762103046,5.485316483489793e-5,0.0020744400289674256,0.0020744400289674256,0.0020744400289674256,0.0020744400289674256,0,-0.004644381588710903,-0.004541118886083873,-0.004439096329865622,-0.004541554025174673,1.0804553025290007e-4,-0.002373413668220017,-0.0023206005815897884,-0.002269195826865182,-0.0023210947331356205,5.485316483489815e-5,0,0,0,0,0,0,0,0,0,0,0.004343635855832608,0.0043950406105572135,0.004447853697187442,0.004395534762103046,5.485316483489793e-5,0.0020744400289674256,0.0020744400289674256,0.0020744400289674256,0.0020744400289674256,0
20-34,HIS,added_sugar,Food_price,USD,-0.1741079847071556,-0.17010674541969847,-0.16850442017190911,-0.1709484696441433,0.0030379956924741452,0,0,0,0,0,-0.1741079847071556,-0.17010674541969847,-0.16850442017190911,-0.1709484696441433,0.0030379956924741452,-6.729256696306793,-6.577344109012052,-6.468712684138362,-6.592530481791369,0.13775766786459803,-0.11519846563218272,-0.11255179083924233,-0.11147892068521004,-0.11310400299324518,0.0020152215057825107,-0.05890951907497289,-0.05755495458045615,-0.05702549948669908,-0.05784446665089813,0.0010227962572131326,0.32374393792841594,0.32534626317620524,0.32934750246366234,0.3261879874006501,0.00303799569247411,0.15523951775650682,0.15523951775650682,0.15523951775650682,0.15523951775650682,0,0.21417514387620104,0.21524801403023336,0.21789468882317378,0.21580022618423622,0.0020152215057825454,0.10269622319099105,0.10269622319099105,0.10269622319099105,0.10269622319099105,0,0.10956879405221487,0.11009824914597191,0.11145281364048867,0.11038776121641392,0.0010227962572131259,0.05254329456551578,0.05254329456551578,0.05254329456551578,0.052543294565515784,0,-0.11519846563218272,-0.11255179083924233,-0.11147892068521004,-0.11310400299324518,0.0020152215057825107,-0.05890951907497289,-0.05755495458045615,-0.05702549948669908,-0.05784446665089813,0.0010227962572131326,0,0,0,0,0,0,0,0,0,0,0.10956879405221487,0.11009824914597191,0.11145281364048867,0.11038776121641392,0.0010227962572131259,0.05254329456551578,0.05254329456551578,0.05254329456551578,0.052543294565515784,0
20-34,HIS,oil,CED,MJ,0.00445751189881995,0.0067570732086005905,0.007869176548128303,0.006340421289213599,0.0018315089588649047,0,0,0,0,0,0.00445751189881995,0.0067570732086005905,0.007869176548128303,0.006340421289213599,0.0018315089588649047,0.48863135477857766,0.7356370364121784,0.8614506017588303,0.6931134868378104,0.19964652554508225,0.0037339562759657547,0.005655147538201137,0.0065906572528101155,0.005309294363595381,0.0015330700382148838,7.235556228541956e-4,0.0011019256703994522,0.0012785192953181873,0.0010311269256182167,0.00029845210983416005,0.13919534115311213,0.14030744449263985,0.14260700580242047,0.14072409641202685,0.0018315089588648939,0.14706451770124043,0.14706451770124043,0.14706451770124043,0.14706451770124043,0,0.11624095875869107,0.11717646847330009,0.11909765973553543,0.11752232164790583,0.001533070038214879,0.1228316160115012,0.1228316160115012,0.1228316160115012,0.12283161601150121,0,0.022954382394421043,0.02313097601933978,0.023509346066885033,0.023201774764121014,0.00029845210983415847,0.02423290168973923,0.02423290168973923,0.02423290168973923,0.02423290168973923,0,0.0037339562759657547,0.005655147538201137,0.0065906572528101155,0.005309294363595381,0.0015330700382148838,7.235556228541956e-4,0.0011019256703994522,0.0012785192953181873,0.0010311269256182167,0.00029845210983416005,0,0,0,0,0,0,0,0,0,0,0.022954382394421043,0.02313097601933978,0.023509346066885033,0.023201774764121014,0.00029845210983415847,0.02423290168973923,0.02423290168973923,0.02423290168973923,0.02423290168973923,0
20-34,HIS,oil,FL,mrh-eq,2.3513106955051066e-4,3.5484963292276174e-4,4.1473045285695656e-4,3.338539334708122e-4,9.625890899849904e-5,0,0,0,0,0,2.3513106955051066e-4,3.5484963292276174e-4,4.1473045285695656e-4,3.338539334708122e-4,9.625890899849904e-5,0.48863135477857766,0.7356370364121784,0.8614506017588303,0.6931134868378104,0.19964652554508225,1.9695810645081377e-4,2.969792478947913e-4,3.473398343509622e-4,2.7955449175871876e-4,8.057398140953848e-5,3.817296309969689e-5,5.78703850279705e-5,6.739061850599439e-5,5.429944171209341e-5,1.5685591976943654e-5,0.00723084105057581,0.007290721870510005,0.007410440433882257,0.007311717569961955,9.62589089984995e-5,0.007645571503432768,0.007645571503432768,0.007645571503432768,0.007645571503432768,0,0.0060384853245990825,0.006088845911055254,0.006188867052499231,0.006106270667191326,8.057398140953861e-5,0.006385825158950045,0.006385825158950045,0.006385825158950045,0.006385825158950045,0,0.001192355725976728,0.0012018759594547518,0.0012215733813830253,0.0012054469027706289,1.5685591976943623e-5,0.001259746344482722,0.001259746344482722,0.001259746344482722,0.001259746344482722,0,1.9695810645081377e-4,2.969792478947913e-4,3.473398343509622e-4,2.7955449175871876e-4,8.057398140953848e-5,3.817296309969689e-5,5.78703850279705e-5,6.739061850599439e-5,5.429944171209341e-5,1.5685591976943654e-5,0,0,0,0,0,0,0,0,0,0,0.001192355725976728,0.0012018759594547518,0.0012215733813830253,0.0012054469027706289,1.5685591976943623e-5,0.001259746344482722,0.001259746344482722,0.001259746344482722,0.001259746344482722,0
20-34,HIS,oil,Food_price,USD,0.004959662549211405,0.007498957205296274,0.008751216714158667,0.007047365925569089,0.00203351667491633,0,0,0,0,0,0.004959662549211405,0.007498957205296274,0.008751216714158667,0.007047365925569089,0.00203351667491633,0.48863135477857766,0.7356370364121784,0.8614506017588303,0.6931134868378104,0.19964652554508225,0.004154525135524441,0.006276017214191108,0.007329285563727674,0.005901201870636686,0.0017021634505165585,8.051374136869649e-4,0.0012229399911051662,0.0014219311504309927,0.001146164054932403,3.313675151222011e-4,0.15351284443347524,0.15476510394233767,0.15730439859842252,0.15521669522206485,0.002033516674916334,0.16226406114763392,0.16226406114763392,0.16226406114763392,0.16226406114763392,0,0.1281981964920487,0.12925146484158523,0.13137295692025192,0.12962628018513966,0.0017021634505165585,0.13552748205577636,0.13552748205577636,0.13552748205577636,0.13552748205577636,0,0.025314647941426585,0.02551363910075241,0.025931441678170613,0.025590415036925173,3.3136751512220054e-4,0.02673657909185758,0.02673657909185758,0.02673657909185758,0.026736579091857577,0,0.004154525135524441,0.006276017214191108,0.007329285563727674,0.005901201870636686,0.0017021634505165585,8.051374136869649e-4,0.0012229399911051662,0.0014219311504309927,0.001146164054932403,3.313675151222011e-4,0,0,0,0,0,0,0,0,0,0,0.025314647941426585,0.02551363910075241,0.025931441678170613,0.025590415036925173,3.3136751512220054e-4,0.02673657909185758,0.02673657909185758,0.02673657909185758,0.026736579091857577,0
20-34,HIS,sat_fat,CED,MJ,-0.398519107918329,-0.3870480772613573,-0.385928250556286,-0.390680078647989,0.007335367534039713,0,0,0,0,0,-0.398519107918329,-0.3870480772613573,-0.385928250556286,-0.390680078647989,0.007335367534039713,-7.663847549966123,-7.444739301012101,-7.423509141910491,-7.514170209732245,0.14005782660241933,-0.3046651902695025,-0.2958816809821217,-0.2950227165681039,-0.2986622230429508,0.0056172987391027,-0.09385391764882652,-0.09116639627923566,-0.0909055339881821,-0.09201785560503822,0.0017180690086858695,0.8928865457546941,0.8940063724597656,0.9054774031167372,0.8976383738463971,0.007335367534039653,0.5069582951984081,0.5069582951984081,0.5069582951984081,0.5069582951984081,0,0.6825310674303822,0.6833900318444001,0.6921735411317808,0.6861705739052292,0.005617298739102655,0.3875083508622783,0.3875083508622783,0.3875083508622783,0.3875083508622783,0,0.21035547832431187,0.2106163406153654,0.21330386198495627,0.21146779994116802,0.0017180690086858765,0.11944994433612979,0.11944994433612979,0.11944994433612979,0.1194499443361298,0,-0.3046651902695025,-0.2958816809821217,-0.2950227165681039,-0.2986622230429508,0.0056172987391027,-0.09385391764882652,-0.09116639627923566,-0.0909055339881821,-0.09201785560503822,0.0017180690086858695,0,0,0,0,0,0,0,0,0,0,0.21035547832431187,0.2106163406153654,0.21330386198495627,0.21146779994116802,0.0017180690086858765,0.11944994433612979,0.11944994433612979,0.11944994433612979,0.1194499443361298,0
20-34,HIS,sat_fat,FL,mrh-eq,-0.010943822498669938,-0.010629640554769117,-0.010599058068447369,-0.010729149136375809,2.0087899854682802e-4,0,0,0,0,0,-0.010943822498669938,-0.010629640554769117,-0.010599058068447369,-0.010729149136375809,2.0087899854682802e-4,-7.663847549966123,-7.444739301012101,-7.423509141910491,-7.514170209732245,0.14005782660241933,-0.008366416329324892,-0.008125843837115341,-0.008102385183933506,-0.008202024131511032,1.5382946641500985e-4,-0.0025774061693450484,-0.0025037967176537762,-0.0024966728845138655,-0.0025271250048647803,4.7049538060181143e-5,0.024524174435204063,0.024554756921525814,0.024868938865426633,0.024654265503132506,2.0087899854682862e-4,0.013925116366756697,0.013925116366756697,0.013925116366756697,0.013925116366756697,0,0.018746373129133364,0.0187698317823152,0.019010404274524748,0.018846012076710886,1.5382946641500928e-4,0.01064398794519986,0.01064398794519986,0.01064398794519986,0.010643987945199862,0,0.0057778013060707,0.00578492513921061,0.0058585345909018816,0.0058082534264216135,4.704953806018086e-5,0.003281128421556834,0.003281128421556834,0.003281128421556834,0.003281128421556834,0,-0.008366416329324892,-0.008125843837115341,-0.008102385183933506,-0.008202024131511032,1.5382946641500985e-4,-0.0025774061693450484,-0.0025037967176537762,-0.0024966728845138655,-0.0025271250048647803,4.7049538060181143e-5,0,0,0,0,0,0,0,0,0,0,0.0057778013060707,0.00578492513921061,0.0058585345909018816,0.0058082534264216135,4.704953806018086e-5,0.003281128421556834,0.003281128421556834,0.003281128421556834,0.003281128421556834,0
20-34,HIS,sat_fat,Food_price,USD,-0.07806868845044243,-0.07556939637726141,-0.07529837333756553,-0.0763512451609404,0.0016076088803092068,0,0,0,0,0,-0.07806868845044243,-0.07556939637726141,-0.07529837333756553,-0.0763512451609404,0.0016076088803092068,-7.663847549966123,-7.444739301012101,-7.423509141910491,-7.514170209732245,0.14005782660241933,-0.05970211975442463,-0.05778823244571467,-0.05758044165319939,-0.0583868628022742,0.0012311484934597,-0.018366568696017795,-0.01778116393154674,-0.017717931684366153,-0.017964382358666205,3.764604134394918e-4,0.17356638696889226,0.17383741000858813,0.17633670208176916,0.17461925879226714,0.0016076088803092102,0.0982680136313267,0.0982680136313267,0.0982680136313267,0.0982680136313267,0,0.13271907040841605,0.1329268612009313,0.13484074850964128,0.13352549155749086,0.0012311484934597063,0.07513862875521665,0.07513862875521665,0.07513862875521665,0.07513862875521665,0,0.040847316560476216,0.040910548807656814,0.04149595357212786,0.04109376723477627,3.764604134394901e-4,0.023129384876110066,0.023129384876110066,0.023129384876110066,0.023129384876110066,0,-0.05970211975442463,-0.05778823244571467,-0.05758044165319939,-0.0583868628022742,0.0012311484934597,-0.018366568696017795,-0.01778116393154674,-0.017717931684366153,-0.017964382358666205,3.764604134394918e-4,0,0,0,0,0,0,0,0,0,0,0.040847316560476216,0.040910548807656814,0.04149595357212786,0.04109376723477627,3.764604134394901e-4,0.023129384876110066,0.023129384876110066,0.023129384876110066,0.023129384876110066,0
20-34,NHB,added_sugar,CED,MJ,-0.20665294803050713,-0.19871495977976564,-0.19265261966727687,-0.1993730819335385,0.007390603444734172,0,0,0,0,0,-0.20665294803050713,-0.19871495977976564,-0.19265261966727687,-0.1993730819335385,0.007390603444734172,-7.929996343699468,-7.632273811700384,-7.403025437290111,-7.656299831906985,0.2781324937966762,-0.13669986965623582,-0.13144364360259103,-0.12743083751104878,-0.1318799313085919,0.004893047849773608,-0.06995307837427132,-0.06727131617717458,-0.06522178215622805,-0.06749315062494658,0.0024975556688594017,0.33435140679000575,0.3404137469024945,0.3483517351532361,0.34107186905626746,0.0073906034447341895,0.14169878712272893,0.14169878712272893,0.14169878712272893,0.14169878712272893,0,0.2211636296562309,0.22517643574777313,0.2304326618014179,0.225612723453774,0.00489304784977358,0.0937327921451821,0.0937327921451821,0.0937327921451821,0.0937327921451821,0,0.11318777713377486,0.11523731115472143,0.11791907335181814,0.11545914560249342,0.0024975556688594,0.047965994977546826,0.047965994977546826,0.047965994977546826,0.047965994977546826,0,-0.13669986965623582,-0.13144364360259103,-0.12743083751104878,-0.1318799313085919,0.004893047849773608,-0.06995307837427132,-0.06727131617717458,-0.06522178215622805,-0.06749315062494658,0.0024975556688594017,0,0,0,0,0,0,0,0,0,0,0.11318777713377486,0.11523731115472143,0.11791907335181814,0.11545914560249342,0.0024975556688594,0.047965994977546826,0.047965994977546826,0.047965994977546826,0.047965994977546826,0
