age_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,CED,MJ,-0.5840282094293897,-0.5745152554903065,-0.5675632943169956,-0.5754138494432092,0.008700617000448493,0,0,0,0,0,-0.5840282094293897,-0.5745152554903065,-0.5675632943169956,-0.5754138494432092,0.008700617000448493,-14.441388220494476,-14.28320861409534,-13.956426068241125,-14.224049687970753,0.26033429367684074,-0.4343562557066638,-0.4272229315754037,-0.42156481264576173,-0.4277405474356206,0.006747245784854412,-0.14967195372272601,-0.1472923239149027,-0.14599848167123378,-0.14767330200758844,0.001961356244301295,1.3725133843236392,1.3794653454969499,1.3889782994360338,1.3803639394498528,0.008700617000448567,0.8049500900066435,0.8049500900066435,0.8049500900066435,0.8049500900066434,0,1.0360281681649401,1.0416862870945822,1.048819611225842,1.042203902954799,0.006747245784854326,0.6144633555191783,0.6144633555191783,0.6144633555191783,0.6144633555191783,0,0.3364852161586987,0.33777905840236766,0.3401586882101909,0.3381600364950534,0.0019613562443012624,0.19048673448746492,0.19048673448746492,0.19048673448746492,0.19048673448746492,0,-0.4343562557066638,-0.4272229315754037,-0.42156481264576173,-0.4277405474356206,0.006747245784854412,-0.14967195372272601,-0.1472923239149027,-0.14599848167123378,-0.14767330200758844,0.001961356244301295,0,0,0,0,0,0,0,0,0,0,0.3364852161586987,0.33777905840236766,0.3401586882101909,0.3381600364950534,0.0019613562443012624,0.19048673448746492,0.19048673448746492,0.19048673448746492,0.19048673448746492,0
20-34,FL,mrh-eq,-0.018031852657098175,-0.01774530955721303,-0.01752721752803785,-0.017769327476760386,2.664106670892188e-4,0,0,0,0,0,-0.018031852657098175,-0.01774530955721303,-0.01752721752803785,-0.017769327476760386,2.664106670892188e-4,-14.441388220494476,-14.28320861409534,-13.956426068241125,-14.224049687970753,0.26033429367684074,-0.013217707465416189,-0.013010226924537955,-0.012825495145748727,-0.01301820894632357,2.0654324583069852e-4,-0.004814145191681989,-0.004735082632675068,-0.004701722382289127,-0.0047511185304368155,6.077778822040059e-5,0.04523849174533548,0.045456583774510645,0.0457431268743958,0.04548060169405801,2.6641066708921413e-4,0.02771127421729762,0.02771127421729762,0.02771127421729762,0.02771127421729762,0,0.03402022361099883,0.03420495538978805,0.03441243593066628,0.03421293741157367,2.0654324583069074e-4,0.021194728465250102,0.021194728465250102,0.021194728465250102,0.021194728465250102,0,0.011218268134336655,0.011251628384722597,0.011330690943729517,0.011267664282484343,6.077778822039974e-5,0.00651654575204753,0.00651654575204753,0.00651654575204753,0.00651654575204753,0,-0.013217707465416189,-0.013010226924537955,-0.012825495145748727,-0.01301820894632357,2.0654324583069852e-4,-0.004814145191681989,-0.004735082632675068,-0.004701722382289127,-0.0047511185304368155,6.077778822040059e-5,0,0,0,0,0,0,0,0,0,0,0.011218268134336655,0.011251628384722597,0.011330690943729517,0.011267664282484343,6.077778822039974e-5,0.00651654575204753,0.00651654575204753,0.00651654575204753,0.00651654575204753,0
20-34,Food_price,USD,-0.2496692570352638,-0.2457755921699463,-0.24439440435893045,-0.24665716306619245,0.002879301001717387,0,0,0,0,0,-0.2496692570352638,-0.2457755921699463,-0.24439440435893045,-0.24665716306619245,0.002879301001717387,-14.441388220494476,-14.28320861409534,-13.956426068241125,-14.224049687970753,0.26033429367684074,-0.1739277568356326,-0.1712805809122865,-0.16979927038289236,-0.17168965648911175,0.0022015784501216414,-0.07574676981638791,-0.07460040359279486,-0.0745002808744166,-0.07496750657708075,7.290204865206439e-4,0.6752897489489579,0.6766709367599739,0.6805646016252912,0.67755250765622,0.0028793010017174334,0.4308953445900275,0.4308953445900275,0.4308953445900275,0.4308953445900275,0,0.49477578411242595,0.49625709464182,0.4989042705651662,0.4966661702186453,0.0022015784501216917,0.3249765137295336,0.3249765137295336,0.3249765137295336,0.3249765137295336,0,0.18041911173491057,0.18051923445328885,0.18166560067688178,0.18088633743757473,7.290204865205924e-4,0.10591883086049396,0.10591883086049396,0.10591883086049396,0.10591883086049396,0,-0.1739277568356326,-0.1712805809122865,-0.16979927038289236,-0.17168965648911175,0.0022015784501216414,-0.07574676981638791,-0.07460040359279486,-0.0745002808744166,-0.07496750657708075,7.290204865206439e-4,0,0,0,0,0,0,0,0,0,0,0.18041911173491057,0.18051923445328885,0.18166560067688178,0.18088633743757473,7.290204865205924e-4,0.10591883086049396,0.10591883086049396,0.10591883086049396,0.10591883086049396,0
35-44,CED,MJ,-0.7158409876525145,-0.6672783471974308,-0.6512647284251383,-0.6786990565598137,0.03539738603522248,0,0,0,0,0,-0.7158409876525145,-0.6672783471974308,-0.6512647284251383,-0.6786990565598137,0.03539738603522248,-18.403357018048577,-17.4374538288339,-16.538313037112538,-17.460879231463135,0.9818117108056884,-0.5295293191939118,-0.49374836755274065,-0.48068710582880314,-0.5017201885763313,0.026617341956157912,-0.18631166845860272,-0.17352997964469022,-0.17057762259633524,-0.1769788679834823,0.008803258234559552,1.55354909409924,1.5695627128715324,1.6181253533266162,1.5809834222339152,0.03539738603522241,0.9022843656741016,0.9022843656741016,0.9022843656741016,0.9022843656741016,0,1.167078433944867,1.1801396956688046,1.2159206473099755,1.1881115166923955,0.026617341956157812,0.686391328116064,0.686391328116064,0.686391328116064,0.686391328116064,0,0.38647066015437287,0.38942301720272793,0.4022047060166402,0.39287190554151996,0.008803258234559432,0.21589303755803763,0.21589303755803763,0.21589303755803763,0.2158930375580376,0,-0.5295293191939118,-0.49374836755274065,-0.48068710582880314,-0.5017201885763313,0.026617341956157912,-0.18631166845860272,-0.17352997964469022,-0.17057762259633524,-0.1769788679834823,0.008803258234559552,0,0,0,0,0,0,0,0,0,0,0.38647066015437287,0.38942301720272793,0.4022047060166402,0.39287190554151996,0.008803258234559432,0.21589303755803763,0.21589303755803763,0.21589303755803763,0.2158930375580376,0
35-44,FL,mrh-eq,-0.02315121131851952,-0.021618063036997596,-0.021082465685504252,-0.021968080907183062,0.0011302208635495094,0,0,0,0,0,-0.02315121131851952,-0.021618063036997596,-0.021082465685504252,-0.021968080907183062,0.0011302208635495094,-18.403357018048577,-17.4374538288339,-16.538313037112538,-17.460879231463135,0.9818117108056884,-0.016853757382009,-0.015747376571414118,-0.015301749657672038,-0.01597922004399405,8.411606347343435e-4,-0.006297453936510529,-0.005870686465583481,-0.005780716027832209,-0.005988860863189016,2.9058581267716124e-4,0.05252353559969138,0.05305913295118472,0.05459228123270666,0.05340915082137019,0.0011302208635495144,0.03144106991418713,0.03144106991418713,0.03144106991418713,0.03144106991418713,0,0.03919198793122369,0.03963761484496578,0.04074399565556066,0.03986945831754571,8.411606347343425e-4,0.02389023827355166,0.02389023827355166,0.02389023827355166,0.02389023827355166,0,0.013331547668467673,0.013421518106218945,0.013848285577145996,0.013539692503824481,2.9058581267716384e-4,0.007550831640635468,0.007550831640635468,0.007550831640635468,0.007550831640635468,0,-0.016853757382009,-0.015747376571414118,-0.015301749657672038,-0.01597922004399405,8.411606347343435e-4,-0.006297453936510529,-0.005870686465583481,-0.005780716027832209,-0.005988860863189016,2.9058581267716124e-4,0,0,0,0,0,0,0,0,0,0,0.013331547668467673,0.013421518106218945,0.013848285577145996,0.013539692503824481,2.9058581267716384e-4,0.007550831640635468,0.007550831640635468,0.007550831640635468,0.007550831640635468,0
35-44,Food_price,USD,-0.2911919874177112,-0.2734133070258842,-0.2679685457837639,-0.2777409979556058,0.012784564380011718,0,0,0,0,0,-0.2911919874177112,-0.2734133070258842,-0.2679685457837639,-0.2777409979556058,0.012784564380011718,-18.403357018048577,-17.4374538288339,-16.538313037112538,-17.460879231463135,0.9818117108056884,-0.20142253417927067,-0.18920735474730127,-0.18433998115844005,-0.19178553223611114,0.009263910973357705,-0.0897694532384406,-0.08420595227858288,-0.08362856462532381,-0.08595546571949468,0.003569555074974254,0.6817104251961812,0.6871551864383013,0.7049338668301283,0.6914828773680229,0.0127845643800116,0.4137418794124173,0.4137418794124173,0.4137418794124173,0.4137418794124173,0,0.4928621127368641,0.49772948632572517,0.5099446657576947,0.5003076638145352,0.009263910973357712,0.30852213157842384,0.30852213157842384,0.30852213157842384,0.30852213157842384,0,0.1888483124593171,0.18942570011257617,0.19498920107243384,0.19117521355348796,0.0035695550749742346,0.10521974783399327,0.10521974783399327,0.10521974783399327,0.10521974783399328,0,-0.20142253417927067,-0.18920735474730127,-0.18433998115844005,-0.19178553223611114,0.009263910973357705,-0.0897694532384406,-0.08420595227858288,-0.08362856462532381,-0.08595546571949468,0.003569555074974254,0,0,0,0,0,0,0,0,0,0,0.1888483124593171,0.18942570011257617,0.19498920107243384,0.19117521355348796,0.0035695550749742346,0.10521974783399327,0.10521974783399327,0.10521974783399327,0.10521974783399328,0
45-54,CED,MJ,-0.713209550580296,-0.7104601111366526,-0.7027946157569377,-0.7087351792292592,0.005681450012684204,0,0,0,0,0,-0.713209550580296,-0.7104601111366526,-0.7027946157569377,-0.7087351792292592,0.005681450012684204,-18.78323831039803,-18.57479202809917,-18.031791264303784,-18.45740449073197,0.4083551097900737,-0.5246924410151572,-0.5238604312558083,-0.5193070145190992,-0.5225546744216468,0.0030516835419048542,-0.1885171095651386,-0.1865996798808445,-0.18348760123783836,-0.1861805048076122,0.002671885155500283,1.6469982709720359,1.6546637663517512,1.6574132057953945,1.6529388344443576,0.005681450012684452,0.9442036552150983,0.9442036552150983,0.9442036552150983,0.9442036552150984,0,1.2379336950216684,1.2424871117583771,1.2433191215177268,1.241181354924216,0.0030516835419049657,0.7186266805025691,0.7186266805025691,0.7186266805025691,0.7186266805025691,0,0.40906457595036777,0.4121766545933739,0.4140940842776679,0.4117574795201415,0.0026718851555002573,0.22557697471252938,0.22557697471252938,0.22557697471252938,0.22557697471252938,0,-0.5246924410151572,-0.5238604312558083,-0.5193070145190992,-0.5225546744216468,0.0030516835419048542,-0.1885171095651386,-0.1865996798808445,-0.18348760123783836,-0.1861805048076122,0.002671885155500283,0,0,0,0,0,0,0,0,0,0,0.40906457595036777,0.4121766545933739,0.4140940842776679,0.4117574795201415,0.0026718851555002573,0.22557697471252938,0.22557697471252938,0.22557697471252938,0.22557697471252938,0
45-54,FL,mrh-eq,-0.023625923721363032,-0.023401957755450647,-0.02288711586009772,-0.023299896025822386,3.987654047285537e-4,0,0,0,0,0,-0.023625923721363032,-0.023401957755450647,-0.02288711586009772,-0.023299896025822386,3.987654047285537e-4,-18.78323831039803,-18.57479202809917,-18.031791264303784,-18.45740449073197,0.4083551097900737,-0.017086056450612744,-0.016971234950767158,-0.01663666069456891,-0.016894128720467978,2.4576954548898554e-4,-0.006539867270750298,-0.006430722804683502,-0.006250455165528811,-0.006405767305354416,1.5384772774724553e-4,0.056312085282160605,0.05682692717751353,0.057050893143425895,0.05672486544788526,3.987654047285449e-4,0.03342496942206286,0.03342496942206286,0.03342496942206286,0.03342496942206286,0,0.042069226648791834,0.04240380090499007,0.042518622404835664,0.04232669467469089,2.457695454889853e-4,0.02543256595422291,0.02543256595422291,0.02543256595422291,0.02543256595422291,0,0.014242858633368757,0.014423126272523451,0.014532270738590251,0.014398170773194365,1.5384772774724848e-4,0.00799240346783995,0.00799240346783995,0.00799240346783995,0.00799240346783995,0,-0.017086056450612744,-0.016971234950767158,-0.01663666069456891,-0.016894128720467978,2.4576954548898554e-4,-0.006539867270750298,-0.006430722804683502,-0.006250455165528811,-0.006405767305354416,1.5384772774724553e-4,0,0,0,0,0,0,0,0,0,0,0.014242858633368757,0.014423126272523451,0.014532270738590251,0.014398170773194365,1.5384772774724848e-4,0.00799240346783995,0.00799240346783995,0.00799240346783995,0.00799240346783995,0
45-54,Food_price,USD,-0.35643358729225494,-0.34408367913406945,-0.32952051277288946,-0.3433070973084573,0.014180733070220773,0,0,0,0,0,-0.35643358729225494,-0.34408367913406945,-0.32952051277288946,-0.3433070973084573,0.014180733070220773,-18.78323831039803,-18.57479202809917,-18.031791264303784,-18.45740449073197,0.4083551097900737,-0.2450092167795015,-0.23711068158810927,-0.22740927009261197,-0.23647809341123027,0.009279315718037093,-0.11142437051275345,-0.10697299754596017,-0.10211124268027749,-0.10682900389722705,0.004903232236891035,0.820704531737864,0.8352676980990442,0.8476176062572296,0.834491116273432,0.014180733070220861,0.4911840189649747,0.4911840189649747,0.4911840189649747,0.4911840189649747,0,0.5938020420401666,0.603503453535664,0.6114019887270561,0.6028708653587849,0.009279315718037154,0.36639277194755454,0.36639277194755454,0.36639277194755454,0.36639277194755454,0,0.22690248969769755,0.23176424456338024,0.2362156175301736,0.23162025091464714,0.004903232236891083,0.1247912470174201,0.1247912470174201,0.1247912470174201,0.1247912470174201,0,-0.2450092167795015,-0.23711068158810927,-0.22740927009261197,-0.23647809341123027,0.009279315718037093,-0.11142437051275345,-0.10697299754596017,-0.10211124268027749,-0.10682900389722705,0.004903232236891035,0,0,0,0,0,0,0,0,0,0,0.22690248969769755,0.23176424456338024,0.2362156175301736,0.23162025091464714,0.004903232236891083,0.1247912470174201,0.1247912470174201,0.1247912470174201,0.1247912470174201,0
55-64,CED,MJ,-0.7869802900204101,-0.7782445762480797,-0.7497154958212275,-0.7712995353166686,0.020514553588211578,0,0,0,0,0,-0.7869802900204101,-0.7782445762480797,-0.7497154958212275,-0.7712995353166686,0.020514553588211578,-20.522413969466776,-19.858076778907503,-19.717077020833905,-20.041703948200723,0.45271162804401277,-0.5797155402773898,-0.5731374728745158,-0.5538701350764763,-0.5686850972972647,0.014138780853459258,-0.20726474974302006,-0.20510710337356397,-0.19584536074475128,-0.2026144380194038,0.006386125303631283,1.7585865514796855,1.7871156319065384,1.7958513456788685,1.7801705909751269,0.020514553588211904,1.0088710556584586,1.0088710556584586,1.0088710556584586,1.0088710556584586,0,1.318359033214235,1.3376263710122742,1.3442044384151484,1.3331739954350235,0.014138780853459178,0.7644888981377589,0.7644888981377589,0.7644888981377589,0.7644888981377589,0,0.44022751826545137,0.449489260894264,0.4516469072637199,0.4469965955401037,0.006386125303631194,0.2443821575206999,0.2443821575206999,0.2443821575206999,0.2443821575206999,0,-0.5797155402773898,-0.5731374728745158,-0.5538701350764763,-0.5686850972972647,0.014138780853459258,-0.20726474974302006,-0.20510710337356397,-0.19584536074475128,-0.2026144380194038,0.006386125303631283,0,0,0,0,0,0,0,0,0,0,0.44022751826545137,0.449489260894264,0.4516469072637199,0.4469965955401037,0.006386125303631194,0.2443821575206999,0.2443821575206999,0.2443821575206999,0.2443821575206999,0
