age_gp,sex_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,CED,MJ,-0.6792084529988387,-0.6529551089159922,-0.6484841161579549,-0.660598039205399,0.017472905954381043,0,0,0,0,0,-0.6792084529988387,-0.6529551089159922,-0.6484841161579549,-0.660598039205399,0.017472905954381043,-18.251047758375112,-17.67068372018318,-17.277972754476114,-17.7365269035112,0.5153093509437735,-0.5075977789911904,-0.4877666523579029,-0.4852521322458136,-0.4938426546460426,0.012884344708972992,-0.17161067400764843,-0.16518845655808911,-0.16323198391214153,-0.16675538455935637,0.004613903871797958,1.494670754859637,1.4991417476176738,1.5253950917005206,1.5067846779070806,0.017472905954381092,0.846186638701682,0.846186638701682,0.846186638701682,0.846186638701682,0,1.1346979617835726,1.137212481895662,1.157043608528949,1.1432884841838016,0.012884344708972794,0.6494458295377592,0.6494458295377592,0.6494458295377592,0.6494458295377592,0,0.3599727930760641,0.3619292657220118,0.36835148317157107,0.363496193723279,0.00461390387179796,0.19674080916392261,0.19674080916392261,0.19674080916392261,0.1967408091639226,0,-0.5075977789911904,-0.4877666523579029,-0.4852521322458136,-0.4938426546460426,0.012884344708972992,-0.17161067400764843,-0.16518845655808911,-0.16323198391214153,-0.16675538455935637,0.004613903871797958,0,0,0,0,0,0,0,0,0,0,0.3599727930760641,0.3619292657220118,0.36835148317157107,0.363496193723279,0.00461390387179796,0.19674080916392261,0.19674080916392261,0.19674080916392261,0.1967408091639226,0
20-34,Female,FL,mrh-eq,-0.021629757840540748,-0.02069593493783445,-0.020664214397906732,-0.021012462082669037,5.773991333266175e-4,0,0,0,0,0,-0.021629757840540748,-0.02069593493783445,-0.020664214397906732,-0.021012462082669037,5.773991333266175e-4,-18.251047758375112,-17.67068372018318,-17.277972754476114,-17.7365269035112,0.5153093509437735,-0.01590916301979374,-0.015231084120784931,-0.015209847132127259,-0.015461554966522172,4.1869619414764526e-4,-0.005721712556992148,-0.005487205541952342,-0.005434248013366935,-0.005550907116146868,1.6104110942524426e-4,0.050065147151722396,0.05009686769165013,0.05103069059435642,0.050413394836484715,5.773991333266177e-4,0.029400932753815674,0.029400932753815674,0.029400932753815674,0.029400932753815678,0,0.03776198029307272,0.03778321728173039,0.03846129618073919,0.03801368812746763,4.186961941476381e-4,0.022552133160945453,0.022552133160945453,0.022552133160945453,0.022552133160945453,0,0.012283047606237163,0.012336005134822565,0.012570512149862375,0.012399706709017093,1.6104110942524464e-4,0.006848799592870227,0.006848799592870227,0.006848799592870227,0.006848799592870227,0,-0.01590916301979374,-0.015231084120784931,-0.015209847132127259,-0.015461554966522172,4.1869619414764526e-4,-0.005721712556992148,-0.005487205541952342,-0.005434248013366935,-0.005550907116146868,1.6104110942524426e-4,0,0,0,0,0,0,0,0,0,0,0.012283047606237163,0.012336005134822565,0.012570512149862375,0.012399706709017093,1.6104110942524464e-4,0.006848799592870227,0.006848799592870227,0.006848799592870227,0.006848799592870227,0
20-34,Female,Food_price,USD,-0.3239197858141527,-0.3078870610823343,-0.30732895904941615,-0.313316753257387,0.009917622590483009,0,0,0,0,0,-0.3239197858141527,-0.3078870610823343,-0.30732895904941615,-0.313316753257387,0.009917622590483009,-18.251047758375112,-17.67068372018318,-17.277972754476114,-17.7365269035112,0.5153093509437735,-0.22725878583881068,-0.21675430354654857,-0.21521422639801133,-0.21989970886013624,0.006899722289898217,-0.09671268287616408,-0.0921664155522269,-0.09118444043660784,-0.0934170443972508,0.003104647163966429,0.7730207611142292,0.7735788631471475,0.7896115878789658,0.7790085553222,0.009917622590483009,0.46569180206481325,0.46569180206481325,0.46569180206481325,0.46569180206481325,0,0.5665181443030964,0.5680582214516338,0.578562703743896,0.5712036267652214,0.006899722289898246,0.35130391790508514,0.35130391790508514,0.35130391790508514,0.35130391790508514,0,0.20557232459633587,0.2065542997119549,0.21110056703589208,0.20780492855697882,0.0031046471639664137,0.11438788415972796,0.11438788415972796,0.11438788415972796,0.11438788415972796,0,-0.22725878583881068,-0.21675430354654857,-0.21521422639801133,-0.21989970886013624,0.006899722289898217,-0.09671268287616408,-0.0921664155522269,-0.09118444043660784,-0.0934170443972508,0.003104647163966429,0,0,0,0,0,0,0,0,0,0,0.20557232459633587,0.2065542997119549,0.21110056703589208,0.20780492855697882,0.0031046471639664137,0.11438788415972796,0.11438788415972796,0.11438788415972796,0.11438788415972796,0
20-34,Male,CED,MJ,-0.5022171440913835,-0.4910999785639215,-0.48415525645285595,-0.49256399379774485,0.009590433826715986,0,0,0,0,0,-0.5022171440913835,-0.4910999785639215,-0.48415525645285595,-0.49256399379774485,0.009590433826715986,-10.97527567003615,-10.722840122056944,-10.712614882961251,-10.807826195349405,0.15661407564961918,-0.37050937326897543,-0.3628472437352969,-0.35690257317279045,-0.3634498609181643,0.007180464236839795,-0.13170777082240803,-0.12825273482862465,-0.1272526832800656,-0.12911413287958054,0.0024605917742695042,1.2489988182852123,1.2559435403962782,1.2670607059237398,1.2574075556301014,0.009590433826715901,0.7648435618323564,0.7648435618323564,0.7648435618323564,0.7648435618323562,0,0.9373420924536737,0.9432867630161802,0.950948892549859,0.9438893801990477,0.007180464236839938,0.5804395192808836,0.5804395192808836,0.5804395192808836,0.5804395192808836,0,0.31165672583153875,0.3126567773800978,0.31611181337388106,0.31351817543105365,0.0024605917742694414,0.18440404255147308,0.18440404255147308,0.18440404255147308,0.1844040425514731,0,-0.37050937326897543,-0.3628472437352969,-0.35690257317279045,-0.3634498609181643,0.007180464236839795,-0.13170777082240803,-0.12825273482862465,-0.1272526832800656,-0.12911413287958054,0.0024605917742695042,0,0,0,0,0,0,0,0,0,0,0.31165672583153875,0.3126567773800978,0.31611181337388106,0.31351817543105365,0.0024605917742694414,0.18440404255147308,0.18440404255147308,0.18440404255147308,0.1844040425514731,0
20-34,Male,FL,mrh-eq,-0.014888339972567112,-0.014514489629290889,-0.014427281081273767,-0.014615065697802854,2.57821225203439e-4,0,0,0,0,0,-0.014888339972567112,-0.014514489629290889,-0.014427281081273767,-0.014615065697802854,2.57821225203439e-4,-10.97527567003615,-10.722840122056944,-10.712614882961251,-10.807826195349405,0.15661407564961918,-0.010837059135922929,-0.010586837300961731,-0.010493312875702336,-0.010641818848225522,1.8708004430784573e-4,-0.004051613251235885,-0.0039343006201631265,-0.003927984742920854,-0.003973246849577333,7.328986176816515e-5,0.04049519910499306,0.04058240765301017,0.040956257996286403,0.04068298372152213,2.5782122520344e-4,0.026067918023719286,0.026067918023719286,0.026067918023719286,0.026067918023719286,0,0.030367834112301276,0.030461358537560664,0.030711580372521856,0.030516340084824456,1.87080044307839e-4,0.01987452123659893,0.01987452123659893,0.01987452123659893,0.01987452123659893,0,0.010121381530041211,0.010127697407283486,0.010245010038356242,0.01016664363669769,7.32898617681655e-5,0.006193396787120359,0.006193396787120359,0.006193396787120359,0.006193396787120359,0,-0.010837059135922929,-0.010586837300961731,-0.010493312875702336,-0.010641818848225522,1.8708004430784573e-4,-0.004051613251235885,-0.0039343006201631265,-0.003927984742920854,-0.003973246849577333,7.328986176816515e-5,0,0,0,0,0,0,0,0,0,0,0.010121381530041211,0.010127697407283486,0.010245010038356242,0.01016664363669769,7.32898617681655e-5,0.006193396787120359,0.006193396787120359,0.006193396787120359,0.006193396787120359,0
20-34,Male,Food_price,USD,-0.18525135972417836,-0.18306964146156585,-0.17733861590709912,-0.1818242704819679,0.004301990417341065,0,0,0,0,0,-0.18525135972417836,-0.18306964146156585,-0.17733861590709912,-0.1818242704819679,0.004301990417341065,-10.97527567003615,-10.722840122056944,-10.712614882961251,-10.807826195349405,0.15661407564961918,-0.12697803616604744,-0.12555388185221839,-0.12198322241684736,-0.12480072216044928,0.002708557919309283,-0.058273323558130904,-0.05751575960934742,-0.05535539349025175,-0.05702354832151859,0.001593813106682662,0.5743910433219126,0.5801220688763793,0.5823037871389917,0.5788766978967813,0.004301990417341061,0.3970524274148134,0.3970524274148134,0.3970524274148134,0.39705242741481345,0,0.4213537916447828,0.4249244510801538,0.42634860539398295,0.4241712913883848,0.0027085579193093026,0.29937056922793537,0.29937056922793537,0.29937056922793537,0.29937056922793537,0,0.15303725167712964,0.15519761779622535,0.15595518174500883,0.15470540650839648,0.001593813106682677,0.09768185818687793,0.09768185818687793,0.09768185818687793,0.09768185818687793,0,-0.12697803616604744,-0.12555388185221839,-0.12198322241684736,-0.12480072216044928,0.002708557919309283,-0.058273323558130904,-0.05751575960934742,-0.05535539349025175,-0.05702354832151859,0.001593813106682662,0,0,0,0,0,0,0,0,0,0,0.15303725167712964,0.15519761779622535,0.15595518174500883,0.15470540650839648,0.001593813106682677,0.09768185818687793,0.09768185818687793,0.09768185818687793,0.09768185818687793,0
35-44,Female,CED,MJ,-0.8038815534453607,-0.7465926388316525,-0.7126032087619347,-0.7547678965663861,0.04856013074255026,0,0,0,0,0,-0.8038815534453607,-0.7465926388316525,-0.7126032087619347,-0.7547678965663861,0.04856013074255026,-22.157473019212265,-21.001800239489235,-19.55905344987568,-20.901072516720628,1.3703685285948835,-0.6003828220752403,-0.5598632863700826,-0.5322820063889723,-0.5644030252206256,0.036057512478654054,-0.20349873137012053,-0.18672935246157002,-0.18032120237296248,-0.19036487134576055,0.012598452959818126,1.6544529382009723,1.6884423682706897,1.745731282884398,1.6966176260054233,0.04856013074255024,0.9418497294390374,0.9418497294390374,0.9418497294390374,0.9418497294390374,0,1.2538095717896525,1.2813908517707626,1.3219103874759202,1.2859305906213054,0.03605751247865395,0.7215275654006802,0.7215275654006802,0.7215275654006802,0.7215275654006802,0,0.4006433664113197,0.4070515164999272,0.4238208954084777,0.4106870353841177,0.012598452959818113,0.22032216403835722,0.22032216403835722,0.22032216403835722,0.22032216403835722,0,-0.6003828220752403,-0.5598632863700826,-0.5322820063889723,-0.5644030252206256,0.036057512478654054,-0.20349873137012053,-0.18672935246157002,-0.18032120237296248,-0.19036487134576055,0.012598452959818126,0,0,0,0,0,0,0,0,0,0,0.4006433664113197,0.4070515164999272,0.4238208954084777,0.4106870353841177,0.012598452959818113,0.22032216403835722,0.22032216403835722,0.22032216403835722,0.22032216403835722,0
35-44,Female,FL,mrh-eq,-0.026495230902475894,-0.02445622923668351,-0.02342926068615051,-0.024811328575371012,0.001642710502737679,0,0,0,0,0,-0.026495230902475894,-0.02445622923668351,-0.02342926068615051,-0.024811328575371012,0.001642710502737679,-22.157473019212265,-21.001800239489235,-19.55905344987568,-20.901072516720628,1.3703685285948835,-0.019445800841769934,-0.018049727413964333,-0.017196781314421584,-0.018240298406337268,0.0011951446014842422,-0.007049430060705965,-0.006406501822719179,-0.006232479371728922,-0.006571030169033751,4.5296783936957664e-4,0.05635496783338601,0.05738193638391903,0.05942093804971141,0.05773703572260652,0.0016427105027376806,0.03292570714723551,0.03292570714723551,0.03292570714723551,0.03292570714723551,0,0.042320883796769494,0.04317382989631224,0.04456990332411783,0.04336440088868517,0.0011951446014842402,0.0251241024823479,0.0251241024823479,0.0251241024823479,0.025124102482347904,0,0.014034084036616528,0.014208106487606783,0.014851034725593569,0.014372634833921356,4.52967839369576e-4,0.007801604664887605,0.007801604664887605,0.007801604664887605,0.007801604664887604,0,-0.019445800841769934,-0.018049727413964333,-0.017196781314421584,-0.018240298406337268,0.0011951446014842422,-0.007049430060705965,-0.006406501822719179,-0.006232479371728922,-0.006571030169033751,4.5296783936957664e-4,0,0,0,0,0,0,0,0,0,0,0.014034084036616528,0.014208106487606783,0.014851034725593569,0.014372634833921356,4.52967839369576e-4,0.007801604664887605,0.007801604664887605,0.007801604664887605,0.007801604664887604,0
35-44,Female,Food_price,USD,-0.3439877024643187,-0.30837914717483494,-0.3016879098427171,-0.31852557452829666,0.023934406836070617,0,0,0,0,0,-0.3439877024643187,-0.30837914717483494,-0.3016879098427171,-0.31852557452829666,0.023934406836070617,-22.157473019212265,-21.001800239489235,-19.55905344987568,-20.901072516720628,1.3703685285948835,-0.24029725841455518,-0.21681561981186687,-0.21052003137099423,-0.22284581285110047,0.016519414335518377,-0.10369044404976364,-0.091563527362968,-0.09116787847172289,-0.09567976167719626,0.007493096792638662,0.7054565625255408,0.7121477998576585,0.7477563551471427,0.7222942272111204,0.023934406836070767,0.40376865268282364,0.40376865268282364,0.40376865268282364,0.40376865268282364,0,0.5092208513102766,0.5155164397511492,0.5389980783538377,0.5215466327903829,0.016519414335518446,0.29870081993928244,0.29870081993928244,0.29870081993928244,0.29870081993928244,0,0.19623571121526412,0.19663136010650922,0.20875827679330483,0.20074759442073745,0.007493096792638646,0.10506783274354121,0.10506783274354121,0.10506783274354121,0.10506783274354121,0,-0.24029725841455518,-0.21681561981186687,-0.21052003137099423,-0.22284581285110047,0.016519414335518377,-0.10369044404976364,-0.091563527362968,-0.09116787847172289,-0.09567976167719626,0.007493096792638662,0,0,0,0,0,0,0,0,0,0,0.19623571121526412,0.19663136010650922,0.20875827679330483,0.20074759442073745,0.007493096792638646,0.10506783274354121,0.10506783274354121,0.10506783274354121,0.10506783274354121,0
35-44,Male,CED,MJ,-0.6225216962087569,-0.5862975766246196,-0.5832245696371388,-0.5979295459567798,0.023005456690925165,0,0,0,0,0,-0.6225216962087569,-0.5862975766246196,-0.5832245696371388,-0.5979295459567798,0.023005456690925165,-14.417255584993844,-13.65284878972146,-13.330906104436743,-13.808099354629414,0.5873583655011761,-0.45442142831722976,-0.4260279017500807,-0.4236718813322421,-0.4351638688200142,0.01801444902225352,-0.16810026789152696,-0.160269674874539,-0.1595526883048967,-0.16276567713676557,0.004991097772699304,1.4434986316461815,1.4465716386336622,1.4827957582177995,1.4582036079658225,0.023005456690925165,0.8602740620090427,0.8602740620090427,0.8602740620090427,0.8602740620090427,0,1.0727557299380974,1.0751117503559362,1.103505276923085,1.0842477174258696,0.018014449022253447,0.6490838486058553,0.6490838486058553,0.6490838486058553,0.6490838486058553,0,0.37074290170808394,0.3714598882777262,0.37929048129471427,0.37395589053995276,0.004991097772699317,0.21119021340318722,0.21119021340318722,0.21119021340318722,0.21119021340318722,0,-0.45442142831722976,-0.4260279017500807,-0.4236718813322421,-0.4351638688200142,0.01801444902225352,-0.16810026789152696,-0.160269674874539,-0.1595526883048967,-0.16276567713676557,0.004991097772699304,0,0,0,0,0,0,0,0,0,0,0.37074290170808394,0.3714598882777262,0.37929048129471427,0.37395589053995276,0.004991097772699317,0.21119021340318722,0.21119021340318722,0.21119021340318722,0.21119021340318722,0
