"","sex_gp","race_gp","Foodgroup","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"1","Female","HIS","added_sugar","CED","MJ",-0.314493593871721,-0.312290390911338,-0.296501972457883,-0.307523648633067,0.0103299821955181,0,0,0,0,0,-0.314493593871721,-0.312290390911338,-0.296501972457883,-0.307523648633067,0.0103299821955181,-12.5391493918946,-12.4422689042395,-11.8169676052748,-12.2568580932537,0.412620407184183,-0.208684120400463,-0.207205102858332,-0.196726884059219,-0.204047488382198,0.00686172710051301,-0.105809473471258,-0.105085288053007,-0.099775088398664,-0.103476160250869,0.00346826978594449,0.566038822423664,0.581827240877119,0.584030443837502,0.577060498598848,0.0103299821955184,0.269536849965781,0.269536849965781,0.269536849965781,0.269536849965781,0,0.375585323492362,0.386063542291475,0.387542559833606,0.382905927815341,0.00686172710051323,0.178858439433143,0.178858439433143,0.178858439433143,0.178858439433143,0,0.190453498931303,0.195763698585645,0.196487884003897,0.194154570783508,0.00346826978594441,0.0906784105326385,0.0906784105326385,0.0906784105326385,0.0906784105326385,0,0,0,0,0,0,-0.105809473471258,-0.105085288053007,-0.099775088398664,-0.103476160250869,0.00346826978594449,0,0,0,0,0,0,0,0,0,0,0.190453498931303,0.195763698585645,0.196487884003897,0.194154570783508,0.00346826978594441,0.0906784105326385,0.0906784105326385,0.0906784105326385,0.0906784105326385,0
"2","Female","HIS","added_sugar","FL","mrh-eq",-0.0149119762176778,-0.0147574981768205,-0.0140216446533748,-0.014553506779421,0.000500790541704727,0,0,0,0,0,-0.0149119762176778,-0.0147574981768205,-0.0140216446533748,-0.014553506779421,0.000500790541704727,-12.5391493918946,-12.4422689042395,-11.8169676052748,-12.2568580932537,0.412620407184183,-0.00989567900332309,-0.00979240598307201,-0.00930399017539225,-0.0096572681629216,0.000332680150518088,-0.00501629721435468,-0.00496509219374852,-0.00471765447798251,-0.00489623861649945,0.000168110932303222,0.0268618095414466,0.0275976630648923,0.0277521411057496,0.0273936716674928,0.000500790541704726,0.0128401648880718,0.0128401648880718,0.0128401648880718,0.0128401648880718,0,0.0178250818526727,0.0183134976603525,0.0184167706806035,0.0181783598402021,0.00033268015051809,0.00852109167728044,0.00852109167728044,0.00852109167728044,0.00852109167728044,0,0.00903672768877385,0.00928416540453986,0.00933537042514601,0.00921531182729079,0.00016811093230322,0.00431907321079134,0.00431907321079134,0.00431907321079134,0.00431907321079134,0,0,0,0,0,0,-0.00501629721435468,-0.00496509219374852,-0.00471765447798251,-0.00489623861649945,0.000168110932303222,0,0,0,0,0,0,0,0,0,0,0.00903672768877385,0.00928416540453986,0.00933537042514601,0.00921531182729079,0.00016811093230322,0.00431907321079134,0.00431907321079134,0.00431907321079134,0.00431907321079134,0
"3","Female","HIS","added_sugar","Food_price","USD",-0.493008992136586,-0.469543449042721,-0.454545419765087,-0.4725145065221,0.0204068452770322,0,0,0,0,0,-0.493008992136586,-0.469543449042721,-0.454545419765087,-0.4725145065221,0.0204068452770322,-12.5391493918946,-12.4422689042395,-11.8169676052748,-12.2568580932537,0.412620407184183,-0.327144802451774,-0.311532376759151,-0.301591554597654,-0.313522413085862,0.013559051500371,-0.165864189684812,-0.158011072283569,-0.152953865167433,-0.158992093436238,0.00684781510574581,0.867818402432681,0.882816431710315,0.90628197480418,0.885787489189694,0.0204068452770322,0.413272982667594,0.413272982667594,0.413272982667594,0.413272982667594,0,0.575834321061022,0.585775143222519,0.601387568915142,0.58776517954923,0.0135590515003709,0.274242766463368,0.274242766463368,0.274242766463368,0.274242766463368,0,0.291984081371659,0.297041288487796,0.304894405889038,0.298022309640464,0.00684781510574557,0.139030216204226,0.139030216204226,0.139030216204226,0.139030216204226,0,0,0,0,0,0,-0.165864189684812,-0.158011072283569,-0.152953865167433,-0.158992093436238,0.00684781510574581,0,0,0,0,0,0,0,0,0,0,0.291984081371659,0.297041288487796,0.304894405889038,0.298022309640464,0.00684781510574557,0.139030216204226,0.139030216204226,0.139030216204226,0.139030216204226,0
"4","Female","HIS","oil","CED","MJ",-0.00676116120643518,-0.000275605117980582,0.00372746888094341,-0.0011466514651843,0.00557163374186624,0,0,0,0,0,-0.00676116120643518,-0.000275605117980582,0.00372746888094341,-0.0011466514651843,0.00557163374186624,-0.724869563863384,-0.029351323995958,0.408697554942221,-0.119691450637799,0.601722190611986,-0.00564649348936412,-0.000228626389397677,0.0031200384619301,-0.000954662266112998,0.00465660945003676,-0.00111466771707106,-4.69787285829015e-05,0.000607430419013308,-0.000191989199071305,0.000915026209343809,0.297089306440922,0.301092380439845,0.3075779365283,0.301963426787049,0.00557163374186618,0.300816775321865,0.300816775321865,0.300816775321865,0.300816775321865,0,0.24815503943592,0.251503704287248,0.256921571387215,0.252229740163964,0.00465660945003674,0.251275077897851,0.251275077897851,0.251275077897851,0.251275077897851,0,0.0489342670050012,0.0495886761525974,0.0506563651410855,0.0497336866230858,0.00091502620934379,0.0495416974240145,0.0495416974240145,0.0495416974240145,0.0495416974240145,0,0,0,0,0,0,-0.00111466771707106,-4.69787285829015e-05,0.000607430419013308,-0.000191989199071305,0.000915026209343809,0,0,0,0,0,0,0,0,0,0,0.0489342670050012,0.0495886761525974,0.0506563651410855,0.0497336866230858,0.00091502620934379,0.0495416974240145,0.0495416974240145,0.0495416974240145,0.0495416974240145,0
"5","Female","HIS","oil","FL","mrh-eq",-0.00033532515744604,4.55786791402752e-06,0.00019301038182078,-4.85756448766093e-05,0.000281852879699061,0,0,0,0,0,-0.00033532515744604,4.55786791402752e-06,0.00019301038182078,-4.85756448766093e-05,0.000281852879699061,-0.724869563863384,-0.029351323995958,0.408697554942221,-0.119691450637799,0.601722190611986,-0.000280014199752334,3.91271439788108e-06,0.000161564772414429,-4.03942526665636e-05,0.000235556217894276,-5.53109576937061e-05,6.45153516146812e-07,3.14456094063518e-05,-8.18139221004546e-06,4.62967592478493e-05,0.0151016593396757,0.0152901118535824,0.0156299948789425,0.0153432453663731,0.000281852879699058,0.0152946697214965,0.0152946697214965,0.0152946697214965,0.0152946697214965,0,0.0126138552722951,0.0127715073303116,0.0130554342444618,0.0128158142973761,0.00023555621789428,0.0127754200447095,0.0127754200447095,0.0127754200447095,0.0127754200447095,0,0.00248780406738062,0.00251860452327082,0.00257456063448068,0.00252743106899702,4.62967592478495e-05,0.00251924967678697,0.00251924967678697,0.00251924967678697,0.00251924967678697,0,0,0,0,0,0,-5.53109576937061e-05,6.45153516146812e-07,3.14456094063518e-05,-8.18139221004546e-06,4.62967592478493e-05,0,0,0,0,0,0,0,0,0,0,0.00248780406738062,0.00251860452327082,0.00257456063448068,0.00252743106899702,4.62967592478495e-05,0.00251924967678697,0.00251924967678697,0.00251924967678697,0.00251924967678697,0
"6","Female","HIS","oil","Food_price","USD",-0.00447337960852339,0.00212440932953727,0.00410277064339082,0.000503557531569864,0.00472698947065952,0,0,0,0,0,-0.00447337960852339,0.00212440932953727,0.00410277064339082,0.000503557531569864,0.00472698947065952,-0.724869563863384,-0.029351323995958,0.408697554942221,-0.119691450637799,0.601722190611986,-0.00373930823583109,0.00177311525096206,0.0034314488628303,0.000420803014146302,0.0039516150358203,-0.0007340713726923,0.000351294078575212,0.00067132178056052,8.27545174235617e-05,0.000775378953972053,0.210897373344381,0.212875734658234,0.219473523596295,0.214496586456201,0.0047269894706595,0.215000143987771,0.215000143987771,0.215000143987771,0.215000143987771,0,0.176173781267248,0.177832114879116,0.183344538365909,0.179184427115932,0.00395161503582032,0.179605230130078,0.179605230130078,0.179605230130078,0.179605230130078,0,0.0347235920771325,0.0350436197791178,0.0361289852303854,0.0353121593402695,0.000775378953972087,0.035394913857693,0.035394913857693,0.035394913857693,0.035394913857693,0,0,0,0,0,0,-0.0007340713726923,0.000351294078575212,0.00067132178056052,8.27545174235617e-05,0.000775378953972053,0,0,0,0,0,0,0,0,0,0,0.0347235920771325,0.0350436197791178,0.0361289852303854,0.0353121593402695,0.000775378953972087,0.035394913857693,0.035394913857693,0.035394913857693,0.035394913857693,0
"7","Female","HIS","sat_fat","CED","MJ",-0.755935324227462,-0.753345388797217,-0.737413414086199,-0.748663971505718,0.0105578189901808,0,0,0,0,0,-0.755935324227462,-0.753345388797217,-0.737413414086199,-0.748663971505718,0.0105578189901808,-14.5657227112967,-14.529628630992,-14.2091646807782,-14.4298497292695,0.206600928609002,-0.583093058339806,-0.580971885811636,-0.568909670838959,-0.577483800743388,0.00805297423810028,-0.172842265887656,-0.172373502985581,-0.168503743247241,-0.17118017076233,0.00250641127282743,1.6332166126212,1.64914858733222,1.65173852276246,1.64446717004072,0.0105578189901814,0.895803198535003,0.895803198535003,0.895803198535003,0.895803198535003,0,1.25988647797143,1.2719486929441,1.27406986547227,1.26846060787585,0.0080529742381003,0.690976807132467,0.690976807132467,0.690976807132467,0.690976807132467,0,0.373330134649777,0.377199894388117,0.377668657290192,0.376006562164866,0.0025064112728275,0.204826391402536,0.204826391402536,0.204826391402536,0.204826391402536,0,0,0,0,0,0,-0.172842265887656,-0.172373502985581,-0.168503743247241,-0.17118017076233,0.00250641127282743,0,0,0,0,0,0,0,0,0,0,0.373330134649777,0.377199894388117,0.377668657290192,0.376006562164866,0.0025064112728275,0.204826391402536,0.204826391402536,0.204826391402536,0.204826391402536,0
"8","Female","HIS","sat_fat","FL","mrh-eq",-0.0203873406157688,-0.0203171470522475,-0.0198821751555383,-0.0201891546546377,0.000288057085465511,0,0,0,0,0,-0.0203873406157688,-0.0203171470522475,-0.0198821751555383,-0.0201891546546377,0.000288057085465511,-14.5657227112967,-14.529628630992,-14.2091646807782,-14.4298497292695,0.206600928609002,-0.0157248620734071,-0.0156674260880414,-0.0153380384863226,-0.0155720044682684,0.00021972347773449,-0.00466247854236168,-0.00464972096420616,-0.00454413666921565,-0.00461715018636932,6.83746105388781e-05,0.0440307473615277,0.0444657192582369,0.0445359128217582,0.0443377268606271,0.000288057085465506,0.0241485722059894,0.0241485722059894,0.0241485722059894,0.0241485722059894,0,0.0339639183486558,0.0342933059503744,0.0343507419357402,0.0341978843306015,0.000219723477734454,0.0186258798623331,0.0186258798623331,0.0186258798623331,0.0186258798623331,0,0.0100668290128719,0.0101724133078624,0.0101851708860179,0.0101398425300256,6.83746105388765e-05,0.00552269234365626,0.00552269234365626,0.00552269234365626,0.00552269234365626,0,0,0,0,0,0,-0.00466247854236168,-0.00464972096420616,-0.00454413666921565,-0.00461715018636932,6.83746105388781e-05,0,0,0,0,0,0,0,0,0,0,0.0100668290128719,0.0101724133078624,0.0101851708860179,0.0101398425300256,6.83746105388765e-05,0.00552269234365626,0.00552269234365626,0.00552269234365626,0.00552269234365626,0
"9","Female","HIS","sat_fat","Food_price","USD",-0.094751101034593,-0.0944732118302895,-0.092096017887635,-0.0937366136764821,0.00153612936898225,0,0,0,0,0,-0.094751101034593,-0.0944732118302895,-0.092096017887635,-0.0937366136764821,0.00153612936898225,-14.5657227112967,-14.529628630992,-14.2091646807782,-14.4298497292695,0.206600928609002,-0.0730048160715864,-0.072804450817987,-0.0709798464817342,-0.0722345423679332,0.0011745083298583,-0.0217462849630066,-0.0216687610123026,-0.0211161714059007,-0.021502071308549,0.000361695078489193,0.202544097581561,0.204921291524216,0.205199180728519,0.204184693370408,0.00153612936898224,0.110448079693926,0.110448079693926,0.110448079693926,0.110448079693926,0,0.156103474237436,0.157928078573688,0.158128443827288,0.157358170123634,0.00117450832985808,0.0851236277557014,0.0851236277557014,0.0851236277557014,0.0851236277557014,0,0.0464406233441256,0.0469932129505274,0.0470707369012315,0.0468265232467738,0.00036169507848919,0.0253244519382249,0.0253244519382249,0.0253244519382249,0.0253244519382249,0,0,0,0,0,0,-0.0217462849630066,-0.0216687610123026,-0.0211161714059007,-0.021502071308549,0.000361695078489193,0,0,0,0,0,0,0,0,0,0,0.0464406233441256,0.0469932129505274,0.0470707369012315,0.0468265232467738,0.00036169507848919,0.0253244519382249,0.0253244519382249,0.0253244519382249,0.0253244519382249,0
"10","Female","NHB","added_sugar","CED","MJ",-0.445276223402862,-0.439587046636913,-0.433479040295565,-0.439440088891159,0.00621034794580709,0,0,0,0,0,-0.445276223402862,-0.439587046636913,-0.433479040295565,-0.439440088891159,0.00621034794580709,-17.4501697119283,-17.2224899183167,-16.9876404761129,-17.219974252144,0.243446188519736,-0.29492303709472,-0.291123002351904,-0.287089248165867,-0.291040995529721,0.00412365842336364,-0.150353186308142,-0.148464044285009,-0.146389792129699,-0.148399093361438,0.00208675518064575,0.708611904112888,0.714719910454236,0.720409087220185,0.714572952708482,0.00621034794580692,0.275132863817323,0.275132863817323,0.275132863817323,0.275132863817323,0,0.469316900902629,0.473350655088667,0.477150689831483,0.473268648266484,0.00412365842336356,0.182227652736763,0.182227652736763,0.182227652736763,0.182227652736763,0,0.239295003210259,0.241369255365569,0.243258397388703,0.241304304441998,0.00208675518064576,0.0929052110805605,0.0929052110805605,0.0929052110805605,0.0929052110805605,0,0,0,0,0,0,-0.150353186308142,-0.148464044285009,-0.146389792129699,-0.148399093361438,0.00208675518064575,0,0,0,0,0,0,0,0,0,0,0.239295003210259,0.241369255365569,0.243258397388703,0.241304304441998,0.00208675518064576,0.0929052110805605,0.0929052110805605,0.0929052110805605,0.0929052110805605,0
