"","sex_gp","race_gp","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"1","Female","HIS","CED","MJ",-1.07167437398075,-1.05146004614166,-1.04798726087016,-1.05733427160397,0.0134648999259918,0,0,0,0,0,-1.07167437398075,-1.05146004614166,-1.04798726087016,-1.05733427160397,0.0134648999259918,-27.6849995484338,-26.7658978460078,-25.9622252109683,-26.806399273161,0.907401499533762,-0.79326647176825,-0.777265407237737,-0.776142893546013,-0.782485951391698,0.0100828610809258,-0.278407902212496,-0.27419463890392,-0.271844367324144,-0.274848320212271,0.00350056991631427,2.51414408469281,2.51761686996431,2.53783119780339,2.52349109542662,0.0134648999259917,1.46615682382265,1.46615682382265,1.46615682382265,1.46615682382265,0,1.89725321800947,1.8983757317012,1.91437679623171,1.90359627585516,0.0100828610809255,1.12111032446346,1.12111032446346,1.12111032446346,1.12111032446346,0,0.616890866683333,0.619241138263108,0.623454401571685,0.61989481957146,0.00350056991631436,0.345046499359189,0.345046499359189,0.345046499359189,0.345046499359189,0,0,0,0,0,0,-0.278407902212496,-0.27419463890392,-0.271844367324144,-0.274848320212271,0.00350056991631427,0,0,0,0,0,0,0,0,0,0,0.616890866683333,0.619241138263108,0.623454401571685,0.61989481957146,0.00350056991631436,0.345046499359189,0.345046499359189,0.345046499359189,0.345046499359189,0
"2","Female","HIS","FL","mrh-eq",-0.0353952075519956,-0.0347748306707835,-0.0342012120528042,-0.0347912370789354,0.00062857928680582,0,0,0,0,0,-0.0353952075519956,-0.0347748306707835,-0.0342012120528042,-0.0347912370789354,0.00062857928680582,-27.6849995484338,-26.7658978460078,-25.9622252109683,-26.806399273161,0.907401499533762,-0.0257279455034201,-0.0252179040078022,-0.0248553867089392,-0.0252696668838565,0.000461424181189794,-0.00966726204857552,-0.00955692666298132,-0.00934582534386498,-0.00952157019507882,0.000171925824899084,0.0864846188683619,0.0870582374863412,0.0876786143675532,0.087074643894493,0.000628579286805789,0.0522834068155576,0.0522834068155576,0.0522834068155576,0.0522834068155576,0,0.0647777782932623,0.0651402955921253,0.0656503370877431,0.0651920584681796,0.000461424181189797,0.0399223915843231,0.0399223915843231,0.0399223915843231,0.0399223915843231,0,0.0217068405750996,0.0219179418942159,0.0220282772798101,0.0218825854263134,0.000171925824899082,0.0123610152312346,0.0123610152312346,0.0123610152312346,0.0123610152312346,0,0,0,0,0,0,-0.00966726204857552,-0.00955692666298132,-0.00934582534386498,-0.00952157019507882,0.000171925824899084,0,0,0,0,0,0,0,0,0,0,0.0217068405750996,0.0219179418942159,0.0220282772798101,0.0218825854263134,0.000171925824899082,0.0123610152312346,0.0123610152312346,0.0123610152312346,0.0123610152312346,0
"3","Female","HIS","Food_price","USD",-0.58334247849165,-0.569129807482804,-0.545277738748952,-0.565747562667012,0.0202470686261921,0,0,0,0,0,-0.58334247849165,-0.569129807482804,-0.545277738748952,-0.565747562667012,0.0202470686261921,-27.6849995484338,-26.7658978460078,-25.9622252109683,-26.806399273161,0.907401499533762,-0.396652206774146,-0.388577174158169,-0.37126522964441,-0.385336152439649,0.0136531914450685,-0.186690271717504,-0.180552633324635,-0.174012509104542,-0.180411410227363,0.00667362741033019,1.28399894509824,1.30785101383209,1.32206368484094,1.3044687690163,0.0202470686261916,0.738721206349291,0.738721206349291,0.738721206349291,0.738721206349291,0,0.910236853993557,0.927548798507316,0.935623831123294,0.924307776788796,0.0136531914450687,0.538971624349148,0.538971624349148,0.538971624349148,0.538971624349148,0,0.373762091104686,0.38030221532478,0.386439853717648,0.380160992227507,0.00667362741032998,0.199749582000144,0.199749582000144,0.199749582000144,0.199749582000144,0,0,0,0,0,0,-0.186690271717504,-0.180552633324635,-0.174012509104542,-0.180411410227363,0.00667362741033019,0,0,0,0,0,0,0,0,0,0,0.373762091104686,0.38030221532478,0.386439853717648,0.380160992227507,0.00667362741032998,0.199749582000144,0.199749582000144,0.199749582000144,0.199749582000144,0
"4","Female","NHB","CED","MJ",-1.22700298820056,-1.19957303495625,-1.18123656154533,-1.20276372963463,0.0242455673226337,0,0,0,0,0,-1.22700298820056,-1.19957303495625,-1.18123656154533,-1.20276372963463,0.0242455673226337,-37.7794605015846,-37.1981179181197,-35.9465836879086,-36.9629629543491,0.98593380822987,-0.901210542030114,-0.880508582085681,-0.866421561908575,-0.882829613582989,0.0184199920542207,-0.325792446170442,-0.319064452870568,-0.314814999636756,-0.319934116051643,0.00582648582184947,2.58373415777169,2.60207063118261,2.62950058442692,2.60526132586099,0.024245567322633,1.40249759622636,1.40249759622636,1.40249759622636,1.40249759622636,0,1.93732859958591,1.95141561976301,1.97211757970744,1.95373665126032,0.0184199920542198,1.07090703767733,1.07090703767733,1.07090703767733,1.07090703767733,0,0.646405558185786,0.650655011419598,0.657383004719472,0.651524674600672,0.00582648582184946,0.33159055854903,0.33159055854903,0.33159055854903,0.33159055854903,0,0,0,0,0,0,-0.325792446170442,-0.319064452870568,-0.314814999636756,-0.319934116051643,0.00582648582184947,0,0,0,0,0,0,0,0,0,0,0.646405558185786,0.650655011419598,0.657383004719472,0.651524674600672,0.00582648582184946,0.33159055854903,0.33159055854903,0.33159055854903,0.33159055854903,0
"5","Female","NHB","FL","mrh-eq",-0.0408682308746547,-0.0400665479685827,-0.0393502749879634,-0.0400965163634784,0.000799345593216777,0,0,0,0,0,-0.0408682308746547,-0.0400665479685827,-0.0393502749879634,-0.0400965163634784,0.000799345593216777,-37.7794605015846,-37.1981179181197,-35.9465836879086,-36.9629629543491,0.98593380822987,-0.0295806988342413,-0.028990780052216,-0.0284318226731699,-0.0290016437023841,0.000604744851221861,-0.0112875320404134,-0.0110757679163667,-0.0109184523147935,-0.0110948726610943,0.000194955821211966,0.0879018549053773,0.0886181278859966,0.0894198107920687,0.0886480962808923,0.000799345593216801,0.0485515799174139,0.0485515799174139,0.0485515799174139,0.0485515799174139,0,0.0655332064783442,0.0660921638573903,0.0666820826394156,0.0661030275075584,0.000604744851221858,0.0371013838051743,0.0371013838051743,0.0371013838051743,0.0371013838051743,0,0.0223686484270331,0.0225259640286063,0.022737728152653,0.0225450687733339,0.000194955821211966,0.0114501961122396,0.0114501961122396,0.0114501961122396,0.0114501961122396,0,0,0,0,0,0,-0.0112875320404134,-0.0110757679163667,-0.0109184523147935,-0.0110948726610943,0.000194955821211966,0,0,0,0,0,0,0,0,0,0,0.0223686484270331,0.0225259640286063,0.022737728152653,0.0225450687733339,0.000194955821211966,0.0114501961122396,0.0114501961122396,0.0114501961122396,0.0114501961122396,0
"6","Female","NHB","Food_price","USD",-0.859579991368284,-0.851050967854392,-0.837152609067207,-0.849166990565517,0.0119161125735484,0,0,0,0,0,-0.859579991368284,-0.851050967854392,-0.837152609067207,-0.849166990565517,0.0119161125735484,-37.7794605015846,-37.1981179181197,-35.9465836879086,-36.9629629543491,0.98593380822987,-0.583968210142332,-0.577554355998046,-0.567150233063578,-0.576154261685701,0.00893422824628016,-0.275611781225953,-0.273496611856346,-0.270002376003628,-0.273012728879816,0.00298191076349369,1.57675227820767,1.59065063699486,1.59917966050875,1.58876665970598,0.0119161125735486,0.739599669140465,0.739599669140465,0.739599669140465,0.739599669140465,0,1.0987816142378,1.10918573717227,1.11559959131656,1.10778564285993,0.00893422824627959,0.531631381174226,0.531631381174226,0.531631381174226,0.531631381174226,0,0.477970663969868,0.481464899822586,0.483580069192193,0.480981016846056,0.00298191076349357,0.20796828796624,0.20796828796624,0.20796828796624,0.20796828796624,0,0,0,0,0,0,-0.275611781225953,-0.273496611856346,-0.270002376003628,-0.273012728879816,0.00298191076349369,0,0,0,0,0,0,0,0,0,0,0.477970663969868,0.481464899822586,0.483580069192193,0.480981016846056,0.00298191076349357,0.20796828796624,0.20796828796624,0.20796828796624,0.20796828796624,0
"7","Female","NHW","CED","MJ",-1.357788439603,-1.34837695465765,-1.32873492709779,-1.34478729058239,0.0156041278509495,0,0,0,0,0,-1.357788439603,-1.34837695465765,-1.32873492709779,-1.34478729058239,0.0156041278509495,-35.4780198331267,-35.2676181455522,-34.3112048676742,-35.0058596928141,0.654616730653566,-1.01695285470313,-1.00858592462697,-0.995721177629909,-1.00700774325121,0.0112578389272122,-0.340835584899872,-0.339791030030683,-0.333013749467885,-0.337779547331171,0.00447014795689703,2.79907973879438,2.81872176635423,2.82813325129959,2.81513210227897,0.0156041278509496,1.47034481169658,1.47034481169658,1.47034481169658,1.47034481169658,0,2.12640373357084,2.1392684805679,2.14763541064406,2.13769029919215,0.0112578389272131,1.13068255594093,1.13068255594093,1.13068255594093,1.13068255594093,0,0.672676005223535,0.679453285786332,0.680497840655523,0.677441803086821,0.00447014795689715,0.33966225575565,0.33966225575565,0.33966225575565,0.33966225575565,0,0,0,0,0,0,-0.340835584899872,-0.339791030030683,-0.333013749467885,-0.337779547331171,0.00447014795689703,0,0,0,0,0,0,0,0,0,0,0.672676005223535,0.679453285786332,0.680497840655523,0.677441803086821,0.00447014795689715,0.33966225575565,0.33966225575565,0.33966225575565,0.33966225575565,0
"8","Female","NHW","FL","mrh-eq",-0.0442556917674819,-0.0442398881661116,-0.0431854115840599,-0.0438754415062234,0.000645700359446831,0,0,0,0,0,-0.0442556917674819,-0.0442398881661116,-0.0431854115840599,-0.0438754415062234,0.000645700359446831,-35.4780198331267,-35.2676181455522,-34.3112048676742,-35.0058596928141,0.654616730653566,-0.0325224293100735,-0.0324866597988545,-0.0317602178552062,-0.0322443185944933,0.000452746549526414,-0.0117671493627737,-0.0117155762501845,-0.011423311123,-0.01163112291173,0.000195188393328871,0.0953851709247714,0.0964396475068231,0.0964554511081933,0.0960752008469348,0.00064570035944682,0.0521997593407115,0.0521997593407115,0.0521997593407115,0.0521997593407115,0,0.0717806460236359,0.0725070879672841,0.0725428574785032,0.072264746762923,0.000452746549526387,0.0400204281684297,0.0400204281684297,0.0400204281684297,0.0400204281684297,0,0.0236026422952818,0.0238949074224663,0.0239464805350556,0.0238104540840118,0.000195188393328878,0.0121793311722818,0.0121793311722818,0.0121793311722818,0.0121793311722818,0,0,0,0,0,0,-0.0117671493627737,-0.0117155762501845,-0.011423311123,-0.01163112291173,0.000195188393328871,0,0,0,0,0,0,0,0,0,0,0.0236026422952818,0.0238949074224663,0.0239464805350556,0.0238104540840118,0.000195188393328878,0.0121793311722818,0.0121793311722818,0.0121793311722818,0.0121793311722818,0
"9","Female","NHW","Food_price","USD",-0.779108314341295,-0.765284988604413,-0.75174919965296,-0.765385878704564,0.0143997991258667,0,0,0,0,0,-0.779108314341295,-0.765284988604413,-0.75174919965296,-0.765385878704564,0.0143997991258667,-35.4780198331267,-35.2676181455522,-34.3112048676742,-35.0058596928141,0.654616730653566,-0.53173933392324,-0.522565185164282,-0.513088223820425,-0.522458935134493,0.00981680498798236,-0.247368980418056,-0.242719803440131,-0.238660975832536,-0.242926943570071,0.00458666967258857,1.57293961031035,1.5864753992618,1.60029872499868,1.58657628936195,0.0143997991258664,0.821190410657385,0.821190410657385,0.821190410657385,0.821190410657385,0,1.10949173828244,1.1189686996263,1.12814284838526,1.11886244959651,0.00981680498798248,0.596403514462016,0.596403514462016,0.596403514462016,0.596403514462016,0,0.463447872027906,0.467506699635501,0.472155876613426,0.467713839765441,0.00458666967258855,0.22478689619537,0.22478689619537,0.22478689619537,0.22478689619537,0,0,0,0,0,0,-0.247368980418056,-0.242719803440131,-0.238660975832536,-0.242926943570071,0.00458666967258857,0,0,0,0,0,0,0,0,0,0,0.463447872027906,0.467506699635501,0.472155876613426,0.467713839765441,0.00458666967258855,0.22478689619537,0.22478689619537,0.22478689619537,0.22478689619537,0
"10","Female","OTH","CED","MJ",-1.00532711140215,-0.974902637652099,-0.93926573587599,-0.973073715537694,0.0348052030889633,0,0,0,0,0,-1.00532711140215,-0.974902637652099,-0.93926573587599,-0.973073715537694,0.0348052030889633,-27.5667473172227,-27.4547304465064,-25.6424694060812,-26.8581535448542,1.13694633515652,-0.757881246429973,-0.735892327598835,-0.706962562688115,-0.733456943009508,0.0268821723772173,-0.247445864972181,-0.239010310053264,-0.232303173187876,-0.239616772528186,0.0079871247523102,2.37831137036336,2.41394827213947,2.44437274588952,2.41211935002506,0.0348052030889633,1.43904563448737,1.43904563448737,1.43904563448737,1.43904563448737,0,1.81623068570241,1.84516045061313,1.86714936944426,1.8427250660238,0.0268821723772163,1.10926812301429,1.10926812301429,1.10926812301429,1.10926812301429,0,0.562080684660953,0.568787821526341,0.577223376445258,0.569394284001263,0.0079871247523102,0.329777511473077,0.329777511473077,0.329777511473077,0.329777511473077,0,0,0,0,0,0,-0.247445864972181,-0.239010310053264,-0.232303173187876,-0.239616772528186,0.0079871247523102,0,0,0,0,0,0,0,0,0,0,0.562080684660953,0.568787821526341,0.577223376445258,0.569394284001263,0.0079871247523102,0.329777511473077,0.329777511473077,0.329777511473077,0.329777511473077,0
