"","age_gp","race_gp","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"11","20-34","OTH","FL","mrh-eq",-0.0299334377155775,-0.0276722266085651,-0.0270348210299768,-0.0282419829343279,0.00160339783670164,0,0,0,0,0,-0.0299334377155775,-0.0276722266085651,-0.0270348210299768,-0.0282419829343279,0.00160339783670164,-24.1718176149877,-22.5572886080941,-22.045068740902,-22.9440637448315,1.16838421625762,-0.0217720124055713,-0.0201370187540241,-0.0198010301253097,-0.0205928099901058,0.00110992032591784,-0.00816142531000617,-0.00753520785454102,-0.00723379090466712,-0.00764917294422216,0.000498104638290838,0.0780505853330122,0.0786879909116005,0.0809492020186129,0.0792577472373633,0.00160339783670164,0.0510157643030354,0.0510157643030354,0.0510157643030354,0.0510157643030354,0,0.0587786534540723,0.0591146420827868,0.060749635734334,0.0595704333188684,0.00110992032591782,0.0389776233287627,0.0389776233287627,0.0389776233287627,0.0389776233287627,0,0.0192719318789398,0.0195733488288137,0.0201995662842789,0.0196873139184949,0.000498104638290842,0.0120381409742727,0.0120381409742727,0.0120381409742727,0.0120381409742727,0,0,0,0,0,0,-0.00816142531000617,-0.00753520785454102,-0.00723379090466712,-0.00764917294422216,0.000498104638290838,0,0,0,0,0,0,0,0,0,0,0.0192719318789398,0.0195733488288137,0.0201995662842789,0.0196873139184949,0.000498104638290842,0.0120381409742727,0.0120381409742727,0.0120381409742727,0.0120381409742727,0
"12","20-34","OTH","Food_price","USD",-0.612192982186972,-0.555539494806005,-0.498724198023319,-0.555482719577332,0.0597204329584422,0,0,0,0,0,-0.612192982186972,-0.555539494806005,-0.498724198023319,-0.555482719577332,0.0597204329584422,-24.1718176149877,-22.5572886080941,-22.045068740902,-22.9440637448315,1.16838421625762,-0.415248349753555,-0.377476625263074,-0.341594909651902,-0.378139786273358,0.0387692225576855,-0.196944632433417,-0.178062869542931,-0.157129288371417,-0.177342933303974,0.0209647173739408,1.37572300607514,1.43253830285782,1.48919179023879,1.43248152762915,0.0597204329584426,0.876998808051821,0.876998808051821,0.876998808051821,0.876998808051821,0,0.976218612099396,1.01210032771057,1.04987205220105,1.01276348872085,0.0387692225576857,0.634623702447494,0.634623702447494,0.634623702447494,0.634623702447494,0,0.399504393975744,0.420437975147257,0.439319738037744,0.4197180389083,0.020964717373941,0.242375105604326,0.242375105604326,0.242375105604326,0.242375105604326,0,0,0,0,0,0,-0.196944632433417,-0.178062869542931,-0.157129288371417,-0.177342933303974,0.0209647173739408,0,0,0,0,0,0,0,0,0,0,0.399504393975744,0.420437975147257,0.439319738037744,0.4197180389083,0.020964717373941,0.242375105604326,0.242375105604326,0.242375105604326,0.242375105604326,0
"13","35-44","HIS","CED","MJ",-1.01471603335669,-0.971057192862563,-0.921304315505548,-0.968918934314182,0.0491989238419023,0,0,0,0,0,-1.01471603335669,-0.971057192862563,-0.921304315505548,-0.968918934314182,0.0491989238419023,-22.8928508970282,-21.7536395078781,-20.2385047813375,-21.6217365824779,1.40168669866797,-0.744006310552699,-0.710536160092958,-0.673901924400953,-0.709425954748304,0.0369095701949462,-0.270709722803992,-0.260521032769606,-0.247402391104596,-0.259492979565878,0.0122992832459932,2.38021725553297,2.42997013288999,2.47362897338411,2.4278318743416,0.0491989238419019,1.45891294002742,1.45891294002742,1.45891294002742,1.45891294002742,0,1.78208369434566,1.81871793003767,1.85218808049741,1.81760772469302,0.0369095701949459,1.10818176994471,1.10818176994471,1.10818176994471,1.10818176994471,0,0.598133561187308,0.611252202852317,0.621440892886704,0.61022414964859,0.0122992832459934,0.350731170082711,0.350731170082711,0.350731170082711,0.350731170082711,0,0,0,0,0,0,-0.270709722803992,-0.260521032769606,-0.247402391104596,-0.259492979565878,0.0122992832459932,0,0,0,0,0,0,0,0,0,0,0.598133561187308,0.611252202852317,0.621440892886704,0.61022414964859,0.0122992832459934,0.350731170082711,0.350731170082711,0.350731170082711,0.350731170082711,0
"14","35-44","HIS","FL","mrh-eq",-0.0322557392543127,-0.0311747692962724,-0.0293479446458041,-0.0309130658954205,0.00154710905088514,0,0,0,0,0,-0.0322557392543127,-0.0311747692962724,-0.0293479446458041,-0.0309130658954205,0.00154710905088514,-22.8928508970282,-21.7536395078781,-20.2385047813375,-21.6217365824779,1.40168669866797,-0.0232063434686634,-0.0223579543993496,-0.0210320515483301,-0.0221904057040143,0.00115352666824352,-0.00904939578564927,-0.00881681489692272,-0.00831589309747401,-0.00872266019140617,0.000394571360055684,0.0813510003770843,0.0831778250275526,0.084258794985593,0.0829161216267007,0.00154710905088518,0.0520030557312802,0.0520030557312802,0.0520030557312802,0.0520030557312802,0,0.0605804069460166,0.0619063097970362,0.0627546988663499,0.0617387611017008,0.00115352666824349,0.0395483553976865,0.0395483553976865,0.0395483553976865,0.0395483553976865,0,0.0207705934310677,0.0212715152305164,0.021504096119243,0.0211773605249999,0.000394571360055698,0.0124547003335937,0.0124547003335937,0.0124547003335937,0.0124547003335937,0,0,0,0,0,0,-0.00904939578564927,-0.00881681489692272,-0.00831589309747401,-0.00872266019140617,0.000394571360055684,0,0,0,0,0,0,0,0,0,0,0.0207705934310677,0.0212715152305164,0.021504096119243,0.0211773605249999,0.000394571360055698,0.0124547003335937,0.0124547003335937,0.0124547003335937,0.0124547003335937,0
"15","35-44","HIS","Food_price","USD",-0.52917383411628,-0.510231475341182,-0.505104833388063,-0.515079095278718,0.0133454161069753,0,0,0,0,0,-0.52917383411628,-0.510231475341182,-0.505104833388063,-0.515079095278718,0.0133454161069753,-22.8928508970282,-21.7536395078781,-20.2385047813375,-21.6217365824779,1.40168669866797,-0.35396190419332,-0.342406307519877,-0.336773913191315,-0.344484624132116,0.00922362692413276,-0.175238548469037,-0.168357538742824,-0.16785178636738,-0.170594471146602,0.00434369103768144,1.26453764874955,1.26966429070267,1.28860664947777,1.27451191064021,0.0133454161069762,0.75943281536149,0.75943281536149,0.75943281536149,0.75943281536149,0,0.885533251485068,0.89116564581363,0.902721242487074,0.893243962425869,0.00922362692413311,0.548759338293753,0.548759338293753,0.548759338293753,0.548759338293753,0,0.378525263435118,0.379031015810562,0.385912025536774,0.38126794821434,0.00434369103768105,0.210673477067738,0.210673477067738,0.210673477067738,0.210673477067738,0,0,0,0,0,0,-0.175238548469037,-0.168357538742824,-0.16785178636738,-0.170594471146602,0.00434369103768144,0,0,0,0,0,0,0,0,0,0,0.378525263435118,0.379031015810562,0.385912025536774,0.38126794821434,0.00434369103768105,0.210673477067738,0.210673477067738,0.210673477067738,0.210673477067738,0
"16","35-44","NHB","CED","MJ",-1.13945246896437,-1.13312713010382,-1.12221771908593,-1.13151868373282,0.00917725080722029,0,0,0,0,0,-1.13945246896437,-1.13312713010382,-1.12221771908593,-1.13151868373282,0.00917725080722029,-32.3509913125906,-32.3437372847895,-31.2848864185215,-31.974755937959,0.64571853984579,-0.830077387210182,-0.826712399786469,-0.81651628913654,-0.824315514443937,0.00743313926404004,-0.309375081754187,-0.306414730317352,-0.305701429949394,-0.307203169288888,0.00205052503815665,2.54745760106545,2.55836701208334,2.56469235094389,2.55675856571234,0.00917725080721875,1.42523988197952,1.42523988197952,1.42523988197952,1.42523988197952,0,1.90125103641598,1.91144714706591,1.91481213448962,1.90905026172338,0.00743313926404056,1.08473474727944,1.08473474727944,1.08473474727944,1.08473474727944,0,0.64620656464947,0.646919865017428,0.649880216454263,0.647708303988964,0.0020505250381569,0.340505134700076,0.340505134700076,0.340505134700076,0.340505134700076,0,0,0,0,0,0,-0.309375081754187,-0.306414730317352,-0.305701429949394,-0.307203169288888,0.00205052503815665,0,0,0,0,0,0,0,0,0,0,0.64620656464947,0.646919865017428,0.649880216454263,0.647708303988964,0.0020505250381569,0.340505134700076,0.340505134700076,0.340505134700076,0.340505134700076,0
"17","35-44","NHB","FL","mrh-eq",-0.0367320343500169,-0.036437562483169,-0.0360118646078912,-0.0363915182696849,0.000381128425837549,0,0,0,0,0,-0.0367320343500169,-0.036437562483169,-0.0360118646078912,-0.0363915182696849,0.000381128425837549,-32.3509913125906,-32.3437372847895,-31.2848864185215,-31.974755937959,0.64571853984579,-0.0264006155886701,-0.026246059416868,-0.0258353067372941,-0.0261561659053691,0.000307547253750724,-0.0103314187613469,-0.010191503066301,-0.0101765578705971,-0.0102353523643157,8.99180462801032e-05,0.0851028131154345,0.0855285109907122,0.0858229828575602,0.0854824667772281,0.000381128425837563,0.0490909485075432,0.0490909485075432,0.0490909485075432,0.0490909485075432,0,0.0633497364436981,0.063760489123272,0.0639150452950741,0.0636705956117731,0.000307547253750735,0.037514429706404,0.037514429706404,0.037514429706404,0.037514429706404,0,0.0217530766717363,0.0217680218674402,0.021907937562486,0.0218118711654549,8.99180462800885e-05,0.0115765188011392,0.0115765188011392,0.0115765188011392,0.0115765188011392,0,0,0,0,0,0,-0.0103314187613469,-0.010191503066301,-0.0101765578705971,-0.0102353523643157,8.99180462801032e-05,0,0,0,0,0,0,0,0,0,0,0.0217530766717363,0.0217680218674402,0.021907937562486,0.0218118711654549,8.99180462800885e-05,0.0115765188011392,0.0115765188011392,0.0115765188011392,0.0115765188011392,0
"18","35-44","NHB","Food_price","USD",-0.793008461855987,-0.772837695612141,-0.753114919277043,-0.772994885053807,0.0209970426477025,0,0,0,0,0,-0.793008461855987,-0.772837695612141,-0.753114919277043,-0.772994885053807,0.0209970426477025,-32.3509913125906,-32.3437372847895,-31.2848864185215,-31.974755937959,0.64571853984579,-0.530799863201988,-0.517818928572994,-0.505978057033134,-0.518218950709532,0.0130687009469702,-0.262208598653999,-0.255018767039147,-0.247136862243911,-0.254775934344275,0.00793527999270093,1.37949702037339,1.39921979670849,1.41939056295233,1.39937698615016,0.0209970426477011,0.626382101096348,0.626382101096348,0.626382101096348,0.626382101096348,0,0.943283621306639,0.955124492846499,0.968105427475493,0.955524514983037,0.0130687009469697,0.437305564273505,0.437305564273505,0.437305564273505,0.437305564273505,0,0.436213399066754,0.44409530386199,0.451285135476842,0.443852471167118,0.00793527999270105,0.189076536822843,0.189076536822843,0.189076536822843,0.189076536822843,0,0,0,0,0,0,-0.262208598653999,-0.255018767039147,-0.247136862243911,-0.254775934344275,0.00793527999270093,0,0,0,0,0,0,0,0,0,0,0.436213399066754,0.44409530386199,0.451285135476842,0.443852471167118,0.00793527999270105,0.189076536822843,0.189076536822843,0.189076536822843,0.189076536822843,0
"19","35-44","NHW","CED","MJ",-1.36812161707291,-1.3504774842336,-1.27136166610571,-1.32890847185164,0.0542439280726971,0,0,0,0,0,-1.36812161707291,-1.3504774842336,-1.27136166610571,-1.32890847185164,0.0542439280726971,-35.0040485034663,-34.6316955159606,-32.6854188349815,-34.079441588426,1.31070478639667,-1.01369674560326,-0.996640464390279,-0.941544697613205,-0.983293276473054,0.0396950012662444,-0.354424871469652,-0.353837019843318,-0.3298169684925,-0.345615195378587,0.0147797453510973,2.75595464013924,2.83507045826713,2.85271459110645,2.81350144588518,0.0542439280726966,1.48459297403354,1.48459297403354,1.48459297403354,1.48459297403354,0,2.07328017915032,2.1283759459274,2.14543222714038,2.11502875801017,0.0396950012662444,1.13173548153712,1.13173548153712,1.13173548153712,1.13173548153712,0,0.682674460988916,0.706694512339733,0.707282363966067,0.698472687875002,0.0147797453510971,0.352857492496416,0.352857492496416,0.352857492496416,0.352857492496416,0,0,0,0,0,0,-0.354424871469652,-0.353837019843318,-0.3298169684925,-0.345615195378587,0.0147797453510973,0,0,0,0,0,0,0,0,0,0,0.682674460988916,0.706694512339733,0.707282363966067,0.698472687875002,0.0147797453510971,0.352857492496416,0.352857492496416,0.352857492496416,0.352857492496416,0
"20","35-44","NHW","FL","mrh-eq",-0.0439894620001128,-0.0438171804203954,-0.0410363830653356,-0.0429019117272928,0.00174470257793046,0,0,0,0,0,-0.0439894620001128,-0.0438171804203954,-0.0410363830653356,-0.0429019117272928,0.00174470257793046,-35.0040485034663,-34.6316955159606,-32.6854188349815,-34.079441588426,1.31070478639667,-0.0319845905957124,-0.0319512455720508,-0.0299261825857981,-0.0312523971641241,0.00124096256716581,-0.0120364614268168,-0.0118308348234377,-0.0111084454782922,-0.0116495145631688,0.000513050779052189,0.0923790627934025,0.0951598601484624,0.0953321417281799,0.0942445914553598,0.00174470257793053,0.051342679728067,0.051342679728067,0.051342679728067,0.051342679728067,0,0.0690174217023922,0.0710424846886449,0.0710758297123065,0.0703436362807182,0.00124096256716577,0.0390912391165941,0.0390912391165941,0.0390912391165941,0.0390912391165941,0,0.0233598860897651,0.0240822754349106,0.0242879020382897,0.0239009551746417,0.000513050779052193,0.0122514406114729,0.0122514406114729,0.0122514406114729,0.0122514406114729,0,0,0,0,0,0,-0.0120364614268168,-0.0118308348234377,-0.0111084454782922,-0.0116495145631688,0.000513050779052189,0,0,0,0,0,0,0,0,0,0,0.0233598860897651,0.0240822754349106,0.0242879020382897,0.0239009551746417,0.000513050779052193,0.0122514406114729,0.0122514406114729,0.0122514406114729,0.0122514406114729,0
"21","35-44","NHW","Food_price","USD",-0.814420057037444,-0.786522699034764,-0.742862050680588,-0.780991719964064,0.0379654872479844,0,0,0,0,0,-0.814420057037444,-0.786522699034764,-0.742862050680588,-0.780991719964064,0.0379654872479844,-35.0040485034663,-34.6316955159606,-32.6854188349815,-34.079441588426,1.31070478639667,-0.55188384917329,-0.534412286943487,-0.504151614391959,-0.529924879813057,0.025421034569173,-0.262536207864154,-0.252110412091277,-0.238710436288629,-0.251066840151006,0.012572404965132,1.51582185834906,1.55948250670324,1.58737986470592,1.55395152763254,0.0379654872479838,0.772959807668472,0.772959807668472,0.772959807668472,0.772959807668472,0,1.05607646544879,1.08633713800032,1.10380870023012,1.08184973086989,0.0254210345691724,0.551924851056833,0.551924851056833,0.551924851056833,0.551924851056833,0,0.459745392900269,0.473145368702917,0.483571164475793,0.472101796762646,0.0125724049651318,0.22103495661164,0.22103495661164,0.22103495661164,0.22103495661164,0,0,0,0,0,0,-0.262536207864154,-0.252110412091277,-0.238710436288629,-0.251066840151006,0.012572404965132,0,0,0,0,0,0,0,0,0,0,0.459745392900269,0.473145368702917,0.483571164475793,0.472101796762646,0.0125724049651318,0.22103495661164,0.22103495661164,0.22103495661164,0.22103495661164,0
"22","35-44","OTH","CED","MJ",-0.958663085782796,-0.957675195886189,-0.936413889523306,-0.950561716424338,0.013231693455781,0,0,0,0,0,-0.958663085782796,-0.957675195886189,-0.936413889523306,-0.950561716424338,0.013231693455781,-23.7550158503411,-23.3990455146685,-23.2150577391882,-23.4593902726307,0.288953645541046,-0.715190780293367,-0.711971566927088,-0.694260587462181,-0.706886736717043,0.0118634513285416,-0.24558619088175,-0.243354867412076,-0.242035863983772,-0.243674979707293,0.00188904581739607,2.39386368873765,2.41512499510054,2.41611288499714,2.40801151563869,0.0132316934557827,1.45744979921435,1.45744979921435,1.45744979921435,1.45744979921435,0,1.80975630719095,1.82746728665585,1.83068650002213,1.82238245644581,0.0118634513285416,1.11549571972877,1.11549571972877,1.11549571972877,1.11549571972877,0,0.583989943469354,0.585308946897658,0.587540270367332,0.585629059192875,0.00188904581739597,0.341954079485582,0.341954079485582,0.341954079485582,0.341954079485582,0,0,0,0,0,0,-0.24558619088175,-0.243354867412076,-0.242035863983772,-0.243674979707293,0.00188904581739607,0,0,0,0,0,0,0,0,0,0,0.583989943469354,0.585308946897658,0.587540270367332,0.585629059192875,0.00188904581739597,0.341954079485582,0.341954079485582,0.341954079485582,0.341954079485582,0
"23","35-44","OTH","FL","mrh-eq",-0.0319846045144313,-0.031468895796264,-0.0314603649473958,-0.0316468529433865,0.000316039486125899,0,0,0,0,0,-0.0319846045144313,-0.031468895796264,-0.0314603649473958,-0.0316468529433865,0.000316039486125899,-23.7550158503411,-23.3990455146685,-23.2150577391882,-23.4593902726307,0.288953645541046,-0.0232964297011311,-0.0230218012390938,-0.0228345183324412,-0.0230524488023867,0.000244555787323874,-0.00869803180838725,-0.00864423445890979,-0.00844842070338893,-0.00859440414099982,0.000138280487230654,0.0862327736719323,0.0862413045208006,0.0867570132389679,0.0864192616679231,0.000316039486125916,0.0547724087245365,0.0547724087245365,0.0547724087245365,0.0547724087245365,0,0.0647151005255301,0.0649023834321827,0.0651770118942199,0.0649330309954755,0.000244555787323854,0.0418805821930888,0.0418805821930888,0.0418805821930888,0.0418805821930888,0,0.0213402472348366,0.0215360609903575,0.021589858339835,0.0214862306724475,0.000138280487230676,0.0128918265314477,0.0128918265314477,0.0128918265314477,0.0128918265314477,0,0,0,0,0,0,-0.00869803180838725,-0.00864423445890979,-0.00844842070338893,-0.00859440414099982,0.000138280487230654,0,0,0,0,0,0,0,0,0,0,0.0213402472348366,0.0215360609903575,0.021589858339835,0.0214862306724475,0.000138280487230676,0.0128918265314477,0.0128918265314477,0.0128918265314477,0.0128918265314477,0
"24","35-44","OTH","Food_price","USD",-0.482964357770273,-0.468820277086126,-0.441143637223731,-0.464072010707793,0.0223917281237169,0,0,0,0,0,-0.482964357770273,-0.468820277086126,-0.441143637223731,-0.464072010707793,0.0223917281237169,-23.7550158503411,-23.3990455146685,-23.2150577391882,-23.4593902726307,0.288953645541046,-0.331189708483788,-0.319546289321112,-0.303906523933611,-0.318144062575559,0.014410827661894,-0.151774649286485,-0.149273987765014,-0.13723711329012,-0.145927948132234,0.00818168131523311,1.17831109629011,1.20598773615251,1.22013181683666,1.20123946977418,0.022391728123717,0.737167459066384,0.737167459066384,0.737167459066384,0.737167459066384,0,0.841167522123917,0.856807287511418,0.868450706674094,0.855405060765865,0.0144108276618939,0.537260998190306,0.537260998190306,0.537260998190306,0.537260998190306,0,0.337143574166198,0.349180448641091,0.351681110162563,0.345834409008312,0.0081816813152328,0.199906460876078,0.199906460876078,0.199906460876078,0.199906460876078,0,0,0,0,0,0,-0.151774649286485,-0.149273987765014,-0.13723711329012,-0.145927948132234,0.00818168131523311,0,0,0,0,0,0,0,0,0,0,0.337143574166198,0.349180448641091,0.351681110162563,0.345834409008312,0.0081816813152328,0.199906460876078,0.199906460876078,0.199906460876078,0.199906460876078,0
"25","45-54","HIS","CED","MJ",-1.03192529301883,-0.933960837381427,-0.916328031501128,-0.96214738115585,0.0655549184131223,0,0,0,0,0,-1.03192529301883,-0.933960837381427,-0.916328031501128,-0.96214738115585,0.0655549184131223,-24.690080625573,-22.2247731927491,-22.0900093602829,-23.0425077893658,1.5408427029303,-0.751770184982037,-0.683953363222948,-0.668487964483217,-0.702322283580618,0.0466301693242587,-0.280155108036798,-0.250007474158476,-0.247840067017911,-0.259825097575233,0.0190146920802829,2.37795702884714,2.39558983472744,2.49355429036485,2.42377637850186,0.0655549184131225,1.46162899734601,1.46162899734601,1.46162899734601,1.46162899734601,0,1.77742638593732,1.79289178467705,1.86070860643614,1.81126070503472,0.0466301693242587,1.1089384214541,1.1089384214541,1.1089384214541,1.1089384214541,0,0.600530642909822,0.602698050050388,0.63284568392871,0.612515673467145,0.0190146920802829,0.352690575891912,0.352690575891912,0.352690575891912,0.352690575891912,0,0,0,0,0,0,-0.280155108036798,-0.250007474158476,-0.247840067017911,-0.259825097575233,0.0190146920802829,0,0,0,0,0,0,0,0,0,0,0.600530642909822,0.602698050050388,0.63284568392871,0.612515673467145,0.0190146920802829,0.352690575891912,0.352690575891912,0.352690575891912,0.352690575891912,0
"26","45-54","HIS","FL","mrh-eq",-0.0339796114458519,-0.0302748317194095,-0.0302337272450118,-0.0315603318078462,0.00226412589846402,0,0,0,0,0,-0.0339796114458519,-0.0302748317194095,-0.0302337272450118,-0.0315603318078462,0.00226412589846402,-24.690080625573,-22.2247731927491,-22.0900093602829,-23.0425077893658,1.5408427029303,-0.0242878877000114,-0.0217693457411199,-0.0216418239136521,-0.0226083001731984,0.00157079585762926,-0.00969627202758104,-0.00859645161310027,-0.00851003426003008,-0.00895203163464784,0.000696148611322387,0.0817970961341754,0.0818382006085732,0.0855429803350155,0.0831237006970099,0.002264125898464,0.0515633688891637,0.0515633688891637,0.0515633688891637,0.0515633688891637,0,0.0607553427305783,0.0608828645580461,0.0634014065169375,0.0617218189901246,0.00157079585762925,0.0391135188169262,0.0391135188169262,0.0391135188169262,0.0391135188169262,0,0.0209598843322676,0.0210463016853377,0.0221461220998185,0.0214018817068853,0.000696148611322382,0.0124498500722375,0.0124498500722375,0.0124498500722375,0.0124498500722375,0,0,0,0,0,0,-0.00969627202758104,-0.00859645161310027,-0.00851003426003008,-0.00895203163464784,0.000696148611322387,0,0,0,0,0,0,0,0,0,0,0.0209598843322676,0.0210463016853377,0.0221461220998185,0.0214018817068853,0.000696148611322382,0.0124498500722375,0.0124498500722375,0.0124498500722375,0.0124498500722375,0
"27","45-54","HIS","Food_price","USD",-0.553675764077976,-0.501935954963024,-0.468299913816437,-0.50828815425017,0.0452701482140873,0,0,0,0,0,-0.553675764077976,-0.501935954963024,-0.468299913816437,-0.50828815425017,0.0452701482140873,-24.690080625573,-22.2247731927491,-22.0900093602829,-23.0425077893658,1.5408427029303,-0.373866204541593,-0.33970871270606,-0.317292842887301,-0.343828580080367,0.029988457973887,-0.179809559536383,-0.162227242256964,-0.151007070929136,-0.164459574169803,0.0152819815898698,1.15882614687739,1.19246218802398,1.24420199713893,1.19881438731112,0.0452701482140871,0.690526233060954,0.690526233060954,0.690526233060954,0.690526233060954,0,0.817840359390297,0.840256229209055,0.874413721044588,0.844376096583362,0.0299884579738864,0.500547516502996,0.500547516502996,0.500547516502996,0.500547516502996,0,0.340985787487094,0.352205958814922,0.369788276094341,0.354438290727761,0.0152819815898698,0.189978716557958,0.189978716557958,0.189978716557958,0.189978716557958,0,0,0,0,0,0,-0.179809559536383,-0.162227242256964,-0.151007070929136,-0.164459574169803,0.0152819815898698,0,0,0,0,0,0,0,0,0,0,0.340985787487094,0.352205958814922,0.369788276094341,0.354438290727761,0.0152819815898698,0.189978716557958,0.189978716557958,0.189978716557958,0.189978716557958,0
"28","45-54","NHB","CED","MJ",-1.13636376304012,-1.09909665086201,-1.06748570941324,-1.10108127217055,0.0362923278925412,0,0,0,0,0,-1.13636376304012,-1.09909665086201,-1.06748570941324,-1.10108127217055,0.0362923278925412,-34.4810056582247,-33.142271671747,-30.9113322664038,-32.8292171388117,1.89823592311001,-0.829851736775622,-0.800811510849491,-0.780347577628114,-0.803820736359931,0.0261848287245419,-0.306512026264501,-0.298285140012521,-0.287138131785129,-0.297260535810622,0.0102353220097414,2.47982243678634,2.51143337823511,2.54870049041322,2.51341799954365,0.0362923278925416,1.4123367273731,1.4123367273731,1.4123367273731,1.4123367273731,0,1.85215484470245,1.87261877792382,1.90165900384995,1.87562800343426,0.0261848287245411,1.07180726707433,1.07180726707433,1.07180726707433,1.07180726707433,0,0.627667592083897,0.638814600311289,0.647041486563268,0.63778999610939,0.0102353220097411,0.340529460298768,0.340529460298768,0.340529460298768,0.340529460298768,0,0,0,0,0,0,-0.306512026264501,-0.298285140012521,-0.287138131785129,-0.297260535810622,0.0102353220097414,0,0,0,0,0,0,0,0,0,0,0.627667592083897,0.638814600311289,0.647041486563268,0.63778999610939,0.0102353220097411,0.340529460298768,0.340529460298768,0.340529460298768,0.340529460298768,0
"29","45-54","NHB","FL","mrh-eq",-0.0377785535899995,-0.0366449562949876,-0.0349156919338531,-0.0364359503068744,0.00151760216418864,0,0,0,0,0,-0.0377785535899995,-0.0366449562949876,-0.0349156919338531,-0.0364359503068744,0.00151760216418864,-34.4810056582247,-33.142271671747,-30.9113322664038,-32.8292171388117,1.89823592311001,-0.0272285651939937,-0.026334802437097,-0.0251742061496695,-0.0262411766369107,0.00108427752228728,-0.0105499883960058,-0.0103101538578906,-0.00974148578418359,-0.0101947736699637,0.000437102111810937,0.0837740833433815,0.0855033477045159,0.0866369449995278,0.0852943417164028,0.00151760216418861,0.0488583914095284,0.0488583914095284,0.0488583914095284,0.0488583914095284,0,0.0623073014515377,0.0634678977389652,0.0643616604958619,0.0633742719387789,0.00108427752228729,0.0371330953018682,0.0371330953018682,0.0371330953018682,0.0371330953018682,0,0.0214667818918438,0.0220354499655507,0.022275284503666,0.0219200697776238,0.000437102111810931,0.0117252961076601,0.0117252961076601,0.0117252961076601,0.0117252961076601,0,0,0,0,0,0,-0.0105499883960058,-0.0103101538578906,-0.00974148578418359,-0.0101947736699637,0.000437102111810937,0,0,0,0,0,0,0,0,0,0,0.0214667818918438,0.0220354499655507,0.022275284503666,0.0219200697776238,0.000437102111810931,0.0117252961076601,0.0117252961076601,0.0117252961076601,0.0117252961076601,0
