"","age_gp","race_gp","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"30","45-54","NHB","Food_price","USD",-0.739490768584243,-0.727662552579795,-0.672706609280561,-0.712530016686888,0.0375131527113444,0,0,0,0,0,-0.739490768584243,-0.727662552579795,-0.672706609280561,-0.712530016686888,0.0375131527113444,-34.4810056582247,-33.142271671747,-30.9113322664038,-32.8292171388117,1.89823592311001,-0.503758644364446,-0.494041621026589,-0.456974574988733,-0.484445121833607,0.0259879068114022,-0.235732124219796,-0.233620931553205,-0.215732034291827,-0.22808489485328,0.0115667669333718,1.3671236251902,1.42207956848944,1.43390778449388,1.40694703259653,0.0375131527113435,0.694417015909639,0.694417015909639,0.694417015909639,0.694417015909639,0,0.957273529874996,0.994340575912853,1.00405759925071,0.98474407671987,0.0259879068114025,0.500298954886264,0.500298954886264,0.500298954886264,0.500298954886264,0,0.409850095315203,0.427738992576581,0.429850185243172,0.422202955876656,0.0115667669333718,0.194118061023376,0.194118061023376,0.194118061023376,0.194118061023376,0,0,0,0,0,0,-0.235732124219796,-0.233620931553205,-0.215732034291827,-0.22808489485328,0.0115667669333718,0,0,0,0,0,0,0,0,0,0,0.409850095315203,0.427738992576581,0.429850185243172,0.422202955876656,0.0115667669333718,0.194118061023376,0.194118061023376,0.194118061023376,0.194118061023376,0
"31","45-54","NHW","CED","MJ",-1.33178771178416,-1.32827180837231,-1.21058542222486,-1.28821198986859,0.072614340766044,0,0,0,0,0,-1.33178771178416,-1.32827180837231,-1.21058542222486,-1.28821198986859,0.072614340766044,-34.3133704709368,-34.1794935967925,-29.2852452127791,-32.509187803856,3.01592063257153,-0.982866178798828,-0.980380800705952,-0.894533332687595,-0.951130944591748,0.0529440837660286,-0.348921532985327,-0.347891007666357,-0.316052089537264,-0.33708104527684,0.0196703159641422,2.7009196788469,2.81860606499435,2.82212196840619,2.77854624649063,0.0726143407660416,1.49033425662204,1.49033425662204,1.49033425662204,1.49033425662204,0,2.03251427911642,2.11836174713478,2.12084712522765,2.08911189102057,0.0529440837660295,1.13798094642882,1.13798094642882,1.13798094642882,1.13798094642882,0,0.668405399730478,0.700244317859572,0.701274843178542,0.689434355470055,0.0196703159641426,0.352353310193215,0.352353310193215,0.352353310193215,0.352353310193215,0,0,0,0,0,0,-0.348921532985327,-0.347891007666357,-0.316052089537264,-0.33708104527684,0.0196703159641422,0,0,0,0,0,0,0,0,0,0,0.668405399730478,0.700244317859572,0.701274843178542,0.689434355470055,0.0196703159641426,0.352353310193215,0.352353310193215,0.352353310193215,0.352353310193215,0
"32","45-54","NHW","FL","mrh-eq",-0.0436710844761663,-0.0435443886496862,-0.0388937075701689,-0.0419570254030065,0.00286566635592622,0,0,0,0,0,-0.0436710844761663,-0.0435443886496862,-0.0388937075701689,-0.0419570254030065,0.00286566635592622,-34.3133704709368,-34.1794935967925,-29.2852452127791,-32.509187803856,3.01592063257153,-0.0317137096561818,-0.031616848422102,-0.0282483551279515,-0.030468907348393,0.0020772171871099,-0.0119573748199845,-0.0119275402275842,-0.0106453524422174,-0.0114881180546135,0.000788455289305255,0.0924986694318533,0.0971493505113706,0.0972760463378507,0.0955619872646909,0.00286566635592621,0.0536049618616844,0.0536049618616844,0.0536049618616844,0.0536049618616844,0,0.0692665581030969,0.0726350513972474,0.0727319126313272,0.0714871103235384,0.00207721718710991,0.0410182029751454,0.0410182029751454,0.0410182029751454,0.0410182029751454,0,0.0232321113287564,0.0245142991141232,0.0245441337065235,0.0240748769411525,0.000788455289305262,0.012586758886539,0.012586758886539,0.012586758886539,0.012586758886539,0,0,0,0,0,0,-0.0119573748199845,-0.0119275402275842,-0.0106453524422174,-0.0114881180546135,0.000788455289305255,0,0,0,0,0,0,0,0,0,0,0.0232321113287564,0.0245142991141232,0.0245441337065235,0.0240748769411525,0.000788455289305262,0.012586758886539,0.012586758886539,0.012586758886539,0.012586758886539,0
"33","45-54","NHW","Food_price","USD",-0.804915982124365,-0.79460069106114,-0.690102120951678,-0.761553926483513,0.0668629323845329,0,0,0,0,0,-0.804915982124365,-0.79460069106114,-0.690102120951678,-0.761553926483513,0.0668629323845329,-34.3133704709368,-34.1794935967925,-29.2852452127791,-32.509187803856,3.01592063257153,-0.545201238836212,-0.537791521818592,-0.46619631748983,-0.515270298200647,0.0459285140192847,-0.259714743288154,-0.256809169242548,-0.223905803461847,-0.246283628282866,0.0209354370133382,1.49974780677937,1.60424637688883,1.61456166795206,1.57119961231121,0.0668629323845323,0.809645685827693,0.809645685827693,0.809645685827693,0.809645685827693,0,1.05413716786641,1.12573237219517,1.13314208921279,1.10321114857723,0.0459285140192849,0.58794085037658,0.58794085037658,0.58794085037658,0.58794085037658,0,0.44561063891296,0.47851400469366,0.481419578739267,0.467988463733978,0.0209354370133379,0.221704835451113,0.221704835451113,0.221704835451113,0.221704835451113,0,0,0,0,0,0,-0.259714743288154,-0.256809169242548,-0.223905803461847,-0.246283628282866,0.0209354370133382,0,0,0,0,0,0,0,0,0,0,0.44561063891296,0.47851400469366,0.481419578739267,0.467988463733978,0.0209354370133379,0.221704835451113,0.221704835451113,0.221704835451113,0.221704835451113,0
"34","45-54","OTH","CED","MJ",-0.831373641807834,-0.826470075505069,-0.778555415784449,-0.811378463779506,0.0307181647737998,0,0,0,0,0,-0.831373641807834,-0.826470075505069,-0.778555415784449,-0.811378463779506,0.0307181647737998,-21.0123505066318,-20.2564919507516,-19.204972398221,-20.1527512501725,0.95548483751495,-0.628832835593482,-0.620077510293285,-0.591249945669625,-0.613034619302597,0.0206994846433645,-0.206189841054024,-0.202338082056592,-0.187102745957064,-0.198343844476909,0.0106247043318177,2.23477101890196,2.28268567862258,2.28758924492534,2.26759406689701,0.0307181647738004,1.45621560311751,1.45621560311751,1.45621560311751,1.45621560311751,0,1.71066320861706,1.73949077324072,1.74824609854091,1.73244788225003,0.020699484643364,1.11941326294743,1.11941326294743,1.11941326294743,1.11941326294743,0,0.523905086127143,0.53914042222667,0.542992181224103,0.535146184646988,0.0106247043318177,0.336802340170079,0.336802340170079,0.336802340170079,0.336802340170079,0,0,0,0,0,0,-0.206189841054024,-0.202338082056592,-0.187102745957064,-0.198343844476909,0.0106247043318177,0,0,0,0,0,0,0,0,0,0,0.523905086127143,0.53914042222667,0.542992181224103,0.535146184646988,0.0106247043318177,0.336802340170079,0.336802340170079,0.336802340170079,0.336802340170079,0
"35","45-54","OTH","FL","mrh-eq",-0.0268286211569507,-0.0261317802152975,-0.0243315119633422,-0.0257446127379985,0.00135636439004798,0,0,0,0,0,-0.0268286211569507,-0.0261317802152975,-0.0243315119633422,-0.0257446127379985,0.00135636439004798,-21.0123505066318,-20.2564919507516,-19.204972398221,-20.1527512501725,0.95548483751495,-0.0197326835868866,-0.0194142481915453,-0.018174474159173,-0.0190909714767976,0.000866580438884627,-0.00709593757006411,-0.00671753202375228,-0.0061570378041692,-0.00665364126120096,0.000497245839913968,0.0770279718615372,0.0788282401134926,0.0795250810551457,0.0784410726361935,0.00135636439004798,0.052696459898195,0.052696459898195,0.052696459898195,0.052696459898195,0,0.0585641457246018,0.0598039197569741,0.0601223551523154,0.0594806430422264,0.000866580438884613,0.0403896715654288,0.0403896715654288,0.0403896715654288,0.0403896715654288,0,0.0184638261369354,0.0190243203565185,0.0194027259028303,0.0189604295939672,0.000497245839913949,0.0123067883327662,0.0123067883327662,0.0123067883327662,0.0123067883327662,0,0,0,0,0,0,-0.00709593757006411,-0.00671753202375228,-0.0061570378041692,-0.00665364126120096,0.000497245839913968,0,0,0,0,0,0,0,0,0,0,0.0184638261369354,0.0190243203565185,0.0194027259028303,0.0189604295939672,0.000497245839913949,0.0123067883327662,0.0123067883327662,0.0123067883327662,0.0123067883327662,0
"36","45-54","OTH","Food_price","USD",-0.388327868233925,-0.33754073608644,-0.314296154379309,-0.347204788872529,0.0398527715837927,0,0,0,0,0,-0.388327868233925,-0.33754073608644,-0.314296154379309,-0.347204788872529,0.0398527715837927,-21.0123505066318,-20.2564919507516,-19.204972398221,-20.1527512501725,0.95548483751495,-0.269364196589099,-0.235478777391072,-0.220838802328367,-0.242231564806974,0.0262006759205355,-0.118963671644826,-0.102061958695368,-0.0934573520509421,-0.104973224065555,0.0136590828361748,0.972644863708056,0.995889445415187,1.04667657756267,1.00555349820128,0.0398527715837926,0.658348709328748,0.658348709328748,0.658348709328748,0.658348709328748,0,0.699610371266994,0.714250346329698,0.748135765527726,0.721003133745601,0.0262006759205354,0.478771568938627,0.478771568938627,0.478771568938627,0.478771568938627,0,0.273034492441063,0.281639099085489,0.298540812034947,0.284550364455676,0.0136590828361749,0.179577140390121,0.179577140390121,0.179577140390121,0.179577140390121,0,0,0,0,0,0,-0.118963671644826,-0.102061958695368,-0.0934573520509421,-0.104973224065555,0.0136590828361748,0,0,0,0,0,0,0,0,0,0,0.273034492441063,0.281639099085489,0.298540812034947,0.284550364455676,0.0136590828361749,0.179577140390121,0.179577140390121,0.179577140390121,0.179577140390121,0
"37","55-64","HIS","CED","MJ",-1.01074347875459,-0.946655727637118,-0.93744010813488,-0.965909107151235,0.0420296505950745,0,0,0,0,0,-1.01074347875459,-0.946655727637118,-0.93744010813488,-0.965909107151235,0.0420296505950745,-23.2505327266307,-23.026486445126,-21.551827348153,-22.5876749309266,0.971468902495249,-0.743500754657176,-0.700431034484443,-0.688490183801831,-0.711353444831854,0.0304589323340672,-0.267386157317432,-0.249093357553068,-0.246368126372696,-0.254555662319381,0.0120311310026934,2.40213729020822,2.41135290971046,2.47544066082792,2.43060628922457,0.0420296505950734,1.46469718207334,1.46469718207334,1.46469718207334,1.46469718207334,0,1.80340387155067,1.81534472223328,1.85841444240601,1.82626713258069,0.0304589323340682,1.11491368774884,1.11491368774884,1.11491368774884,1.11491368774884,0,0.596151620697198,0.598876851877571,0.617169651641935,0.604339156643883,0.0120311310026935,0.349783494324502,0.349783494324502,0.349783494324502,0.349783494324502,0,0,0,0,0,0,-0.267386157317432,-0.249093357553068,-0.246368126372696,-0.254555662319381,0.0120311310026934,0,0,0,0,0,0,0,0,0,0,0.596151620697198,0.598876851877571,0.617169651641935,0.604339156643883,0.0120311310026935,0.349783494324502,0.349783494324502,0.349783494324502,0.349783494324502,0
"38","55-64","HIS","FL","mrh-eq",-0.0328239521977288,-0.0312577551100984,-0.0302059730533213,-0.0314382516121521,0.00138672199705025,0,0,0,0,0,-0.0328239521977288,-0.0312577551100984,-0.0302059730533213,-0.0314382516121521,0.00138672199705025,-23.2505327266307,-23.026486445126,-21.551827348153,-22.5876749309266,0.971468902495249,-0.0236246535659408,-0.0225020316465453,-0.021918381651243,-0.0226911446023675,0.000912849802701327,-0.00919929863178791,-0.00875572346355308,-0.00828759140207828,-0.00874710700978467,0.000479903928051043,0.0828209466518329,0.08387272870861,0.0854389257962404,0.0840532252106638,0.00138672199705026,0.0526149735985116,0.0526149735985116,0.0526149735985116,0.0526149735985116,0,0.0619585493538719,0.0625421993491743,0.0636648212685698,0.0627313123049965,0.00091284980270135,0.040040167702629,0.040040167702629,0.040040167702629,0.040040167702629,0,0.020862397297961,0.0213305293594357,0.0217741045276706,0.0213219129056673,0.000479903928051056,0.0125748058958827,0.0125748058958827,0.0125748058958827,0.0125748058958827,0,0,0,0,0,0,-0.00919929863178791,-0.00875572346355308,-0.00828759140207828,-0.00874710700978467,0.000479903928051043,0,0,0,0,0,0,0,0,0,0,0.020862397297961,0.0213305293594357,0.0217741045276706,0.0213219129056673,0.000479903928051056,0.0125748058958827,0.0125748058958827,0.0125748058958827,0.0125748058958827,0
"39","55-64","HIS","Food_price","USD",-0.430887127568328,-0.417354778574558,-0.35563647689885,-0.400447426756334,0.0422255598577518,0,0,0,0,0,-0.430887127568328,-0.417354778574558,-0.35563647689885,-0.400447426756334,0.0422255598577518,-23.2505327266307,-23.026486445126,-21.551827348153,-22.5876749309266,0.971468902495249,-0.289881176994427,-0.282074227694442,-0.240860018006753,-0.270352381944371,0.0277258494347546,-0.141005950573901,-0.135280550880116,-0.114776458892097,-0.130095044811964,0.0145170592411354,1.04542263057897,1.10714093225467,1.12067328124844,1.09023358043645,0.0422255598577511,0.689786153680116,0.689786153680116,0.689786153680116,0.689786153680116,0,0.75249736678192,0.793711576469609,0.801518525769593,0.781989730719537,0.0277258494347547,0.511637348775166,0.511637348775166,0.511637348775166,0.511637348775166,0,0.292925263797046,0.313429355785066,0.319154755478851,0.308243849716913,0.0145170592411354,0.17814880490495,0.17814880490495,0.17814880490495,0.17814880490495,0,0,0,0,0,0,-0.141005950573901,-0.135280550880116,-0.114776458892097,-0.130095044811964,0.0145170592411354,0,0,0,0,0,0,0,0,0,0,0.292925263797046,0.313429355785066,0.319154755478851,0.308243849716913,0.0145170592411354,0.17814880490495,0.17814880490495,0.17814880490495,0.17814880490495,0
"40","55-64","NHB","CED","MJ",-1.11769955775925,-1.11207515126301,-1.09987385533879,-1.10976747076197,0.00959244506363504,0,0,0,0,0,-1.11769955775925,-1.11207515126301,-1.09987385533879,-1.10976747076197,0.00959244506363504,-33.1450009224561,-31.7833014998842,-31.6682383315837,-32.2207177294531,0.864642774985553,-0.808195724283249,-0.807360818961654,-0.79791235019967,-0.804338516000114,0.00601196731098071,-0.309503833476002,-0.304714332301362,-0.301961505139119,-0.305428954761852,0.00401759968462906,2.51873482274526,2.53093611866949,2.53656052516573,2.52862843816844,0.00959244506363527,1.41886096740648,1.41886096740648,1.41886096740648,1.41886096740648,0,1.86986945571539,1.87931792447737,1.88015282979897,1.87629562151583,0.00601196731098065,1.07195710551572,1.07195710551572,1.07195710551572,1.07195710551572,0,0.648865367029878,0.65161819419212,0.656407695366761,0.652332816652611,0.00401759968462902,0.346903861890758,0.346903861890758,0.346903861890758,0.346903861890758,0,0,0,0,0,0,-0.309503833476002,-0.304714332301362,-0.301961505139119,-0.305428954761852,0.00401759968462906,0,0,0,0,0,0,0,0,0,0,0.648865367029878,0.65161819419212,0.656407695366761,0.652332816652611,0.00401759968462902,0.346903861890758,0.346903861890758,0.346903861890758,0.346903861890758,0
"41","55-64","NHB","FL","mrh-eq",-0.0379244093359926,-0.0369015450379664,-0.036690572408776,-0.0371864193077334,0.000694672297029228,0,0,0,0,0,-0.0379244093359926,-0.0369015450379664,-0.036690572408776,-0.0371864193077334,0.000694672297029228,-33.1450009224561,-31.7833014998842,-31.6682383315837,-32.2207177294531,0.864642774985553,-0.0270617816087748,-0.0264403235079641,-0.0262666304530597,-0.0265974340503874,0.000440063121641305,-0.0108626277272177,-0.0104612215300023,-0.0104239419557163,-0.010588985257346,0.000256030464751431,0.0862397703062223,0.0864507429354127,0.0874736072334389,0.0867356172051796,0.000694672297029243,0.0495491978974463,0.0495491978974463,0.0495491978974463,0.0495491978974463,0,0.063815262317182,0.0639889553720863,0.0646104134728971,0.0641460659145096,0.000440063121641326,0.0375486318641222,0.0375486318641222,0.0375486318641222,0.0375486318641222,0,0.0224245079890404,0.0224617875633263,0.0228631937605418,0.02258955129067,0.00025603046475144,0.0120005660333241,0.0120005660333241,0.0120005660333241,0.0120005660333241,0,0,0,0,0,0,-0.0108626277272177,-0.0104612215300023,-0.0104239419557163,-0.010588985257346,0.000256030464751431,0,0,0,0,0,0,0,0,0,0,0.0224245079890404,0.0224617875633263,0.0228631937605418,0.02258955129067,0.00025603046475144,0.0120005660333241,0.0120005660333241,0.0120005660333241,0.0120005660333241,0
"42","55-64","NHB","Food_price","USD",-0.784754207474192,-0.715483876575741,-0.704058260219997,-0.735780267643357,0.0459650984765372,0,0,0,0,0,-0.784754207474192,-0.715483876575741,-0.704058260219997,-0.735780267643357,0.0459650984765372,-33.1450009224561,-31.7833014998842,-31.6682383315837,-32.2207177294531,0.864642774985553,-0.531532666336766,-0.484356971981999,-0.477332841398538,-0.498445239971931,0.0310258747990104,-0.253221541137427,-0.231126904593743,-0.226725418821458,-0.237335027671427,0.0149458273160566,1.40205801846263,1.41348363481837,1.48275396571683,1.43378002588599,0.0459650984765376,0.697999758242634,0.697999758242634,0.697999758242634,0.697999758242634,0,0.978626787340783,0.985650917924241,1.03282661227901,0.999739185914174,0.0310258747990098,0.501293945942243,0.501293945942243,0.501293945942243,0.501293945942243,0,0.423431231121849,0.427832716894134,0.449927353437818,0.434040839971818,0.0149458273160564,0.196705812300391,0.196705812300391,0.196705812300391,0.196705812300391,0,0,0,0,0,0,-0.253221541137427,-0.231126904593743,-0.226725418821458,-0.237335027671427,0.0149458273160566,0,0,0,0,0,0,0,0,0,0,0.423431231121849,0.427832716894134,0.449927353437818,0.434040839971818,0.0149458273160564,0.196705812300391,0.196705812300391,0.196705812300391,0.196705812300391,0
"43","55-64","NHW","CED","MJ",-1.38167238654139,-1.29311455816329,-1.27488345327058,-1.3177906014915,0.0601302655187217,0,0,0,0,0,-1.38167238654139,-1.29311455816329,-1.27488345327058,-1.3177906014915,0.0601302655187217,-35.6819040466278,-32.9749173628219,-32.3388496398199,-33.7015555946829,1.86864944595797,-1.01628161794462,-0.954585278956176,-0.940402396021473,-0.971256667045207,0.0424661045272241,-0.365390768596769,-0.338529279207116,-0.334481057249107,-0.346533934446289,0.0176836777741783,2.76413831009851,2.78236941499122,2.87092724336932,2.80704545831943,0.0601302655187226,1.48925485682793,1.48925485682793,1.48925485682793,1.48925485682793,0,2.07212847964179,2.08631136257649,2.14800770156494,2.10298275066553,0.0424661045272253,1.13172608362032,1.13172608362032,1.13172608362032,1.13172608362032,0,0.692009830456722,0.69605805241473,0.722919541804384,0.704062707653904,0.0176836777741783,0.357528773207615,0.357528773207615,0.357528773207615,0.357528773207615,0,0,0,0,0,0,-0.365390768596769,-0.338529279207116,-0.334481057249107,-0.346533934446289,0.0176836777741783,0,0,0,0,0,0,0,0,0,0,0.692009830456722,0.69605805241473,0.722919541804384,0.704062707653904,0.0176836777741783,0.357528773207615,0.357528773207615,0.357528773207615,0.357528773207615,0
"44","55-64","NHW","FL","mrh-eq",-0.0460961345128614,-0.0426120539928626,-0.0420625468521098,-0.0436417288627735,0.00230261822891532,0,0,0,0,0,-0.0460961345128614,-0.0426120539928626,-0.0420625468521098,-0.0436417288627735,0.00230261822891532,-35.6819040466278,-32.9749173628219,-32.3388496398199,-33.7015555946829,1.86864944595797,-0.0333474189052895,-0.0309653275821212,-0.0305233557070155,-0.0316460712481081,0.00159899732884216,-0.0127487156075719,-0.0116467264107413,-0.0115391911450944,-0.0119956576146654,0.00070467289368557,0.0956199931569057,0.0961695002976583,0.0996535808176572,0.0971991751675693,0.0023026182289153,0.0535574463047958,0.0535574463047958,0.0535574463047958,0.0535574463047958,0,0.0712548740684931,0.0716968459435988,0.0740789372667671,0.0723775896095857,0.00159899732884216,0.0407315183614776,0.0407315183614776,0.0407315183614776,0.0407315183614776,0,0.0243651190884125,0.0244726543540595,0.0255746435508901,0.0248215855579836,0.000704672893685583,0.0128259279433181,0.0128259279433181,0.0128259279433181,0.0128259279433181,0,0,0,0,0,0,-0.0127487156075719,-0.0116467264107413,-0.0115391911450944,-0.0119956576146654,0.00070467289368557,0,0,0,0,0,0,0,0,0,0,0.0243651190884125,0.0244726543540595,0.0255746435508901,0.0248215855579836,0.000704672893685583,0.0128259279433181,0.0128259279433181,0.0128259279433181,0.0128259279433181,0
"45","55-64","NHW","Food_price","USD",-0.765569271232472,-0.702538710672248,-0.681260193337977,-0.717188550400653,0.0461513177812479,0,0,0,0,0,-0.765569271232472,-0.702538710672248,-0.681260193337977,-0.717188550400653,0.0461513177812479,-35.6819040466278,-32.9749173628219,-32.3388496398199,-33.7015555946829,1.86864944595797,-0.520098418669629,-0.476688792638495,-0.463353060401325,-0.487241036074973,0.0312328196805995,-0.245470852562844,-0.225849918033753,-0.217907132936653,-0.22994751432568,0.0149349314859586,1.4691715457131,1.49045006304738,1.5534806236076,1.50509990277578,0.0461513177812476,0.787911352375128,0.787911352375128,0.787911352375128,0.787911352375128,0,1.03805445971607,1.05139019195324,1.09479981798438,1.06194243538972,0.0312328196805993,0.574701399314749,0.574701399314749,0.574701399314749,0.574701399314749,0,0.431117085997031,0.439059871094132,0.458680805623223,0.443157467386058,0.0149349314859587,0.213209953060379,0.213209953060379,0.213209953060379,0.213209953060379,0,0,0,0,0,0,-0.245470852562844,-0.225849918033753,-0.217907132936653,-0.22994751432568,0.0149349314859586,0,0,0,0,0,0,0,0,0,0,0.431117085997031,0.439059871094132,0.458680805623223,0.443157467386058,0.0149349314859587,0.213209953060379,0.213209953060379,0.213209953060379,0.213209953060379,0
"46","55-64","OTH","CED","MJ",-0.900192499393715,-0.875787952981412,-0.834179807659843,-0.869751602486933,0.0351346049360908,0,0,0,0,0,-0.900192499393715,-0.875787952981412,-0.834179807659843,-0.869751602486933,0.0351346049360908,-25.6023359632761,-24.9371783702497,-22.5756742159884,-24.3419690505181,1.67430297657511,-0.674435297506658,-0.658997637616316,-0.627787039447018,-0.653463273307911,0.0250151671848142,-0.225757201887057,-0.216790315365096,-0.206392768212826,-0.216288329179023,0.0102010747736867,2.25635603328149,2.29796417860306,2.32236872501536,2.29192782810858,0.0351346049360904,1.42217622562165,1.42217622562165,1.42217622562165,1.42217622562165,0,1.70925159944663,1.74046219761593,1.75589985750627,1.73492783330752,0.0250151671848147,1.08146455999961,1.08146455999961,1.08146455999961,1.08146455999961,0,0.547104433834866,0.557501980987136,0.566468867509097,0.556999994801063,0.0102010747736866,0.34071166562204,0.34071166562204,0.34071166562204,0.34071166562204,0,0,0,0,0,0,-0.225757201887057,-0.216790315365096,-0.206392768212826,-0.216288329179023,0.0102010747736867,0,0,0,0,0,0,0,0,0,0,0.547104433834866,0.557501980987136,0.566468867509097,0.556999994801063,0.0102010747736866,0.34071166562204,0.34071166562204,0.34071166562204,0.34071166562204,0
"47","55-64","OTH","FL","mrh-eq",-0.0296171180107839,-0.028485772186393,-0.0265914408820473,-0.0282180579829001,0.00160925052968314,0,0,0,0,0,-0.0296171180107839,-0.028485772186393,-0.0265914408820473,-0.0282180579829001,0.00160925052968314,-25.6023359632761,-24.9371783702497,-22.5756742159884,-24.3419690505181,1.67430297657511,-0.0218797997779048,-0.0212263811217645,-0.0197624443308794,-0.0209419887937839,0.00114128929999697,-0.00773731823287907,-0.00725939106462857,-0.00682899655116786,-0.00727606918911622,0.000478282185631521,0.0789447461763125,0.0808390774806582,0.081970423305049,0.0805713632771653,0.00160925052968312,0.0523533052942652,0.0523533052942652,0.0523533052942652,0.0523533052942652,0,0.0594290451828197,0.0608929819737048,0.0615464006298451,0.0606085896457242,0.00114128929999699,0.0396666008519403,0.0396666008519403,0.0396666008519403,0.0396666008519403,0,0.0195157009934928,0.0199460955069535,0.020424022675204,0.0199627736314411,0.00047828218563152,0.0126867044423249,0.0126867044423249,0.0126867044423249,0.0126867044423249,0,0,0,0,0,0,-0.00773731823287907,-0.00725939106462857,-0.00682899655116786,-0.00727606918911622,0.000478282185631521,0,0,0,0,0,0,0,0,0,0,0.0195157009934928,0.0199460955069535,0.020424022675204,0.0199627736314411,0.00047828218563152,0.0126867044423249,0.0126867044423249,0.0126867044423249,0.0126867044423249,0
"48","55-64","OTH","Food_price","USD",-0.410623933090533,-0.393212634558457,-0.347440660566276,-0.383261520361929,0.0343528828865964,0,0,0,0,0,-0.410623933090533,-0.393212634558457,-0.347440660566276,-0.383261520361929,0.0343528828865964,-25.6023359632761,-24.9371783702497,-22.5756742159884,-24.3419690505181,1.67430297657511,-0.289739752991289,-0.275454375820053,-0.243907697519519,-0.26939777893258,0.024685808579885,-0.120884180099243,-0.117758258738404,-0.103532963046757,-0.113863741429349,0.0097351364563099,1.19706331497142,1.2428352889636,1.26024658749568,1.23288417476707,0.0343528828865959,0.849622654405145,0.849622654405145,0.849622654405145,0.849622654405145,0,0.864116901280226,0.895663579580761,0.909948956751996,0.889606982693287,0.0246858085798848,0.620209203760707,0.620209203760707,0.620209203760707,0.620209203760707,0,0.332946413691195,0.347171709382841,0.350297630743681,0.343277192073787,0.00973513645630997,0.229413450644438,0.229413450644438,0.229413450644438,0.229413450644438,0,0,0,0,0,0,-0.120884180099243,-0.117758258738404,-0.103532963046757,-0.113863741429349,0.0097351364563099,0,0,0,0,0,0,0,0,0,0,0.332946413691195,0.347171709382841,0.350297630743681,0.343277192073787,0.00973513645630997,0.229413450644438,0.229413450644438,0.229413450644438,0.229413450644438,0
