"","age_gp","race_gp","Foodgroup","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"1","20-34","HIS","added_sugar","CED","MJ",-0.313540627834367,-0.305572820100842,-0.301415626649656,-0.306909877743768,0.00648578061416804,0,0,0,0,0,-0.313540627834367,-0.305572820100842,-0.301415626649656,-0.306909877743768,0.00648578061416804,-12.1706712726312,-11.8604903344775,-11.7088791340099,-11.9161288389288,0.247778737635564,-0.207448582405691,-0.20217431638211,-0.19945111083027,-0.203069425319563,0.00427998157944139,-0.106092045428675,-0.103398503718732,-0.101964515819386,-0.103840452424205,0.00220584252801506,0.579702001076865,0.58385919452805,0.591827002261575,0.585196252170976,0.00648578061416741,0.278286374427208,0.278286374427208,0.278286374427208,0.278286374427208,0,0.383548245822525,0.386271451374365,0.391545717397945,0.387166560311818,0.00427998157944125,0.184097134992254,0.184097134992254,0.184097134992254,0.184097134992254,0,0.19615375525434,0.197587743153686,0.20028128486363,0.198029691859159,0.00220584252801519,0.094189239434954,0.094189239434954,0.094189239434954,0.094189239434954,0,0,0,0,0,0,-0.106092045428675,-0.103398503718732,-0.101964515819386,-0.103840452424205,0.00220584252801506,0,0,0,0,0,0,0,0,0,0,0.19615375525434,0.197587743153686,0.20028128486363,0.198029691859159,0.00220584252801519,0.094189239434954,0.094189239434954,0.094189239434954,0.094189239434954,0
"2","20-34","HIS","added_sugar","FL","mrh-eq",-0.0125986411917515,-0.0122694125677606,-0.0122011811958542,-0.0123609905509482,0.000223718864314997,0,0,0,0,0,-0.0125986411917515,-0.0122694125677606,-0.0122011811958542,-0.0123609905509482,0.000223718864314997,-12.1706712726312,-11.8604903344775,-11.7088791340099,-11.9161288389288,0.247778737635564,-0.00833665642382046,-0.00811870335554576,-0.00807463218644839,-0.00817971454823956,0.000147682940614501,-0.00426198476793108,-0.00415070921221485,-0.00412654900940584,-0.00418127600270861,7.60385883799372e-05,0.0232888773148135,0.0233571086867198,0.0236863373107108,0.0234486866699074,0.000223718864314989,0.0110876961189592,0.0110876961189592,0.0110876961189592,0.0110876961189592,0,0.0154104502759971,0.0154545214450945,0.0156724745133692,0.0155155326377883,0.000147682940614491,0.00733581808954871,0.00733581808954871,0.00733581808954871,0.00733581808954871,0,0.00787842703881637,0.00790258724162537,0.00801386279734161,0.00793315403211914,7.60385883799417e-05,0.00375187802941052,0.00375187802941052,0.00375187802941052,0.00375187802941052,0,0,0,0,0,0,-0.00426198476793108,-0.00415070921221485,-0.00412654900940584,-0.00418127600270861,7.60385883799372e-05,0,0,0,0,0,0,0,0,0,0,0.00787842703881637,0.00790258724162537,0.00801386279734161,0.00793315403211914,7.60385883799417e-05,0.00375187802941052,0.00375187802941052,0.00375187802941052,0.00375187802941052,0
"3","20-34","HIS","added_sugar","Food_price","USD",-0.5237794420523,-0.516659974259298,-0.509561955284676,-0.516667500160484,0.00748289061086893,0,0,0,0,0,-0.5237794420523,-0.516659974259298,-0.509561955284676,-0.516667500160484,0.00748289061086893,-12.1706712726312,-11.8604903344775,-11.7088791340099,-11.9161288389288,0.247778737635564,-0.346504621354083,-0.341794546004966,-0.337136382670221,-0.341812760746851,0.00493067717204722,-0.177274820698217,-0.174865428254332,-0.172425572614456,-0.174854739413633,0.00255225262044838,0.975194774157435,0.982292793132058,0.989412260925059,0.982300319033243,0.00748289061086899,0.465632818872759,0.465632818872759,0.465632818872759,0.465632818872759,0,0.645131233318458,0.649789396653205,0.654499472002321,0.649807611395089,0.00493067717204744,0.307994850648238,0.307994850648238,0.307994850648238,0.307994850648238,0,0.330063540838978,0.332503396478854,0.334912788922738,0.332492707638155,0.00255225262044821,0.157637968224522,0.157637968224522,0.157637968224522,0.157637968224522,0,0,0,0,0,0,-0.177274820698217,-0.174865428254332,-0.172425572614456,-0.174854739413633,0.00255225262044838,0,0,0,0,0,0,0,0,0,0,0.330063540838978,0.332503396478854,0.334912788922738,0.332492707638155,0.00255225262044821,0.157637968224522,0.157637968224522,0.157637968224522,0.157637968224522,0
"4","20-34","HIS","oil","CED","MJ",0.00876098558249627,0.014017028267166,0.0188001723609031,0.0138510989370142,0.00528573619018724,0,0,0,0,0,0.00876098558249627,0.014017028267166,0.0188001723609031,0.0138510989370142,0.00528573619018724,0.962254499451406,1.53308002489111,2.05409603638936,1.51560300245551,0.574852730189318,0.00734076575410262,0.0117382638218154,0.0157416659205326,0.0115999845344485,0.0044231478165227,0.00142021982839365,0.00227876444535067,0.00305850644037058,0.00225111440256572,0.000862588543619618,0.28260073058639,0.287383874680127,0.292639917364797,0.287549804010279,0.00528573619018728,0.301400902947293,0.301400902947293,0.301400902947293,0.301400902947293,0,0.236015249334343,0.24001865143306,0.244416149500773,0.240156930720427,0.00442314781652267,0.251756915254875,0.251756915254875,0.251756915254875,0.251756915254875,0,0.0465854812520475,0.0473652232470674,0.0482237678640244,0.0473928732898524,0.000862588543619623,0.049643987692418,0.049643987692418,0.049643987692418,0.049643987692418,0,0,0,0,0,0,0.00142021982839365,0.00227876444535067,0.00305850644037058,0.00225111440256572,0.000862588543619618,0,0,0,0,0,0,0,0,0,0,0.0465854812520475,0.0473652232470674,0.0482237678640244,0.0473928732898524,0.000862588543619623,0.049643987692418,0.049643987692418,0.049643987692418,0.049643987692418,0
"5","20-34","HIS","oil","FL","mrh-eq",0.000462722305879062,0.000738309604334483,0.000989584815946479,0.000729779047547316,0.000277394451175513,0,0,0,0,0,0.000462722305879062,0.000738309604334483,0.000989584815946479,0.000729779047547316,0.000277394451175513,0.962254499451406,1.53308002489111,2.05409603638936,1.51560300245551,0.574852730189318,0.000387697218662581,0.000618268320969336,0.000828578949468413,0.000611159382791204,0.000232124673667015,7.50250872164799e-05,0.000120041283365147,0.000161005866478066,0.000118619664756113,4.52697861073886e-05,0.0146858290029393,0.0149371042145513,0.0152126915130067,0.0149456347713384,0.00027739445117551,0.0156754138188857,0.0156754138188857,0.0156754138188857,0.0156754138188857,0,0.0122650697951939,0.012475380423693,0.0127059515259998,0.0124824893618711,0.00023212467366702,0.0130936487446623,0.0130936487446623,0.0130936487446623,0.0130936487446623,0,0.00242075920774532,0.00246172379085824,0.00250673998700691,0.00246314540946727,4.52697861073877e-05,0.00258176507422339,0.00258176507422339,0.00258176507422339,0.00258176507422339,0,0,0,0,0,0,7.50250872164799e-05,0.000120041283365147,0.000161005866478066,0.000118619664756113,4.52697861073886e-05,0,0,0,0,0,0,0,0,0,0,0.00242075920774532,0.00246172379085824,0.00250673998700691,0.00246314540946727,4.52697861073877e-05,0.00258176507422339,0.00258176507422339,0.00258176507422339,0.00258176507422339,0
"6","20-34","HIS","oil","Food_price","USD",0.0064810956657224,0.00657841158083641,0.00910510335042513,0.00743082416135385,0.00156597348264029,0,0,0,0,0,0.0064810956657224,0.00657841158083641,0.00910510335042513,0.00743082416135385,0.00156597348264029,0.962254499451406,1.53308002489111,2.05409603638936,1.51560300245551,0.574852730189318,0.00542471517075618,0.00551109633176239,0.00762318467250733,0.00622187078079352,0.00131063178707672,0.00105638049496624,0.00106731524907395,0.00148191867791781,0.00120895338056032,0.000255357485630329,0.169960844650872,0.172487536420461,0.172584852335574,0.171635123839943,0.0015659734826402,0.179065948001297,0.179065948001297,0.179065948001297,0.179065948001297,0,0.141917551334764,0.144029639675509,0.144116020836515,0.143318865226477,0.0013106317870767,0.149540736007271,0.149540736007271,0.149540736007271,0.149540736007271,0,0.0280432933161084,0.0284578967449522,0.02846883149906,0.0283162586134659,0.000255357485630332,0.0295252119940262,0.0295252119940262,0.0295252119940262,0.0295252119940262,0,0,0,0,0,0,0.00105638049496624,0.00106731524907395,0.00148191867791781,0.00120895338056032,0.000255357485630329,0,0,0,0,0,0,0,0,0,0,0.0280432933161084,0.0284578967449522,0.02846883149906,0.0283162586134659,0.000255357485630332,0.0295252119940262,0.0295252119940262,0.0295252119940262,0.0295252119940262,0
"7","20-34","HIS","sat_fat","CED","MJ",-0.786506160382492,-0.758798636088846,-0.743409393203265,-0.763120840091676,0.0229892866789792,0,0,0,0,0,-0.786506160382492,-0.758798636088846,-0.743409393203265,-0.763120840091676,0.0229892866789792,-15.1405236388896,-14.6010351747085,-14.3111385397388,-14.6886112551335,0.443058184524731,-0.60113437190675,-0.580014605333412,-0.568192807991393,-0.583277050677734,0.0175663683626152,-0.185371788475742,-0.178784030755434,-0.175216585211872,-0.179843789413941,0.00542306848600737,1.64928438814102,1.6646736310266,1.69238115532025,1.66899583502943,0.0229892866789792,0.905874994937754,0.905874994937754,0.905874994937754,0.905874994937755,0,1.26053125064666,1.27235304798868,1.29347281456202,1.275615493333,0.0175663683626153,0.69233844265527,0.69233844265527,0.69233844265527,0.69233844265527,0,0.388753137494356,0.392320583037918,0.398908340758225,0.393380341696425,0.00542306848600724,0.213536552282484,0.213536552282484,0.213536552282484,0.213536552282484,0,0,0,0,0,0,-0.185371788475742,-0.178784030755434,-0.175216585211872,-0.179843789413941,0.00542306848600737,0,0,0,0,0,0,0,0,0,0,0.388753137494356,0.392320583037918,0.398908340758225,0.393380341696425,0.00542306848600724,0.213536552282484,0.213536552282484,0.213536552282484,0.213536552282484,0
"8","20-34","HIS","sat_fat","FL","mrh-eq",-0.0216069533519638,-0.020842379137382,-0.0204231307929755,-0.0209635461093733,0.000631838945761866,0,0,0,0,0,-0.0216069533519638,-0.020842379137382,-0.0204231307929755,-0.0209635461093733,0.000631838945761866,-15.1405236388896,-14.6010351747085,-14.3111385397388,-14.6886112551335,0.443058184524731,-0.0165142809506291,-0.0159314897884358,-0.015609417935096,-0.0160229702476826,0.000482788318370794,-0.0050926724013347,-0.00491088934894622,-0.00481371285787945,-0.00494057586169068,0.000149054747380962,0.0453112080942473,0.0457304564386539,0.0464950306532355,0.0458516234106451,0.000631838945761827,0.0248880773012718,0.0248880773012718,0.0248880773012718,0.0248880773012718,0,0.0346306316537074,0.0349527035070472,0.0355354946692406,0.0350441839662941,0.00048278831837082,0.0190212137186114,0.0190212137186114,0.0190212137186114,0.0190212137186114,0,0.0106805764405398,0.0107777529316066,0.0109595359839951,0.010807439444351,0.000149054747380965,0.00586686358266036,0.00586686358266036,0.00586686358266036,0.00586686358266036,0,0,0,0,0,0,-0.0050926724013347,-0.00491088934894622,-0.00481371285787945,-0.00494057586169068,0.000149054747380962,0,0,0,0,0,0,0,0,0,0,0.0106805764405398,0.0107777529316066,0.0109595359839951,0.010807439444351,0.000149054747380965,0.00586686358266036,0.00586686358266036,0.00586686358266036,0.00586686358266036,0
"9","20-34","HIS","sat_fat","Food_price","USD",-0.102635525827925,-0.0985197724563225,-0.0984283011168507,-0.0999318012395262,0.0025295495601295,0,0,0,0,0,-0.102635525827925,-0.0985197724563225,-0.0984283011168507,-0.0999318012395262,0.0025295495601295,-15.1405236388896,-14.6010351747085,-14.3111385397388,-14.6886112551335,0.443058184524731,-0.078473472911712,-0.0753256897372935,-0.0752650463027232,-0.076408896663556,0.0019317160353177,-0.024162052916213,-0.0231940827190291,-0.0231632548141276,-0.0235229045759703,0.000597859263694131,0.213396899876317,0.213488371215789,0.217604124587391,0.214900399998993,0.00252954956012952,0.114968598759466,0.114968598759466,0.114968598759466,0.114968598759466,0,0.163162672277637,0.163223315712208,0.166371098886626,0.16430652263847,0.00193171603531773,0.0878976259749142,0.0878976259749142,0.0878976259749142,0.0878976259749142,0,0.0502342275986796,0.0502650555035811,0.051233025700765,0.0505938773605223,0.000597859263694131,0.027070972784552,0.027070972784552,0.027070972784552,0.027070972784552,0,0,0,0,0,0,-0.024162052916213,-0.0231940827190291,-0.0231632548141276,-0.0235229045759703,0.000597859263694131,0,0,0,0,0,0,0,0,0,0,0.0502342275986796,0.0502650555035811,0.051233025700765,0.0505938773605223,0.000597859263694131,0.027070972784552,0.027070972784552,0.027070972784552,0.027070972784552,0
"10","20-34","NHB","added_sugar","CED","MJ",-0.419870189170018,-0.412141704371137,-0.391567952863798,-0.407634593245362,0.0153988242185571,0,0,0,0,0,-0.419870189170018,-0.412141704371137,-0.391567952863798,-0.407634593245362,0.0153988242185571,-16.121646967044,-15.8227664379454,-15.035884206051,-15.6515377702978,0.590380566606385,-0.277734491815887,-0.272623913534926,-0.259012482046591,-0.269641158023567,0.0101866489426734,-0.142135697354131,-0.139517790836211,-0.132555470817207,-0.137993435221796,0.00521217544489817,0.672920376275835,0.693494127783175,0.701222612582054,0.688987016657399,0.0153988242185569,0.281352423412037,0.281352423412037,0.281352423412037,0.281352423412037,0,0.445127837783855,0.45873926927219,0.463849847553151,0.455756513760831,0.0101866489426735,0.186115355737264,0.186115355737264,0.186115355737264,0.186115355737264,0,0.22779253849198,0.234754858510984,0.237372765028904,0.233230502896569,0.00521217544489801,0.0952370676747733,0.0952370676747733,0.0952370676747733,0.0952370676747733,0,0,0,0,0,0,-0.142135697354131,-0.139517790836211,-0.132555470817207,-0.137993435221796,0.00521217544489817,0,0,0,0,0,0,0,0,0,0,0.22779253849198,0.234754858510984,0.237372765028904,0.233230502896569,0.00521217544489801,0.0952370676747733,0.0952370676747733,0.0952370676747733,0.0952370676747733,0
