"","age_gp","sex_gp","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"11","35-44","Male","FL","mrh-eq",-0.0374576276882162,-0.0360324759771306,-0.0333580052515716,-0.0355941184281926,0.00219083776605628,0,0,0,0,0,-0.0374576276882162,-0.0360324759771306,-0.0333580052515716,-0.0355941184281926,0.00219083776605628,-27.2945876497148,-26.396815521946,-24.4925345775321,-26.0436545336495,1.50614513040049,-0.0268695321514284,-0.0258439187865962,-0.0239261239013227,-0.025530872639073,0.00157270532970715,-0.0105880955367878,-0.0101885571905344,-0.00943188135024889,-0.0100632457891196,0.000618134754565654,0.0852794759857032,0.0879539467112622,0.0893790984223477,0.0875155891623241,0.00219083776605629,0.0519214707341315,0.0519214707341315,0.0519214707341315,0.0519214707341315,0,0.0633107336046398,0.0652285284899133,0.0662541418547454,0.06491548234239,0.00157270532970713,0.039384609703317,0.039384609703317,0.039384609703317,0.039384609703317,0,0.0219687423810634,0.0227254182213489,0.0231249565676023,0.0226001068199341,0.00061813475456566,0.0125368610308145,0.0125368610308145,0.0125368610308145,0.0125368610308145,0,0,0,0,0,0,-0.0105880955367878,-0.0101885571905344,-0.00943188135024889,-0.0100632457891196,0.000618134754565654,0,0,0,0,0,0,0,0,0,0,0.0219687423810634,0.0227254182213489,0.0231249565676023,0.0226001068199341,0.00061813475456566,0.0125368610308145,0.0125368610308145,0.0125368610308145,0.0125368610308145,0
"12","35-44","Male","Food_price","USD",-0.700793376085274,-0.668724245650945,-0.628381782074896,-0.66582132174157,0.0381941931195817,0,0,0,0,0,-0.700793376085274,-0.668724245650945,-0.628381782074896,-0.66582132174157,0.0381941931195817,-27.2945876497148,-26.396815521946,-24.4925345775321,-26.0436545336495,1.50614513040049,-0.469945176719887,-0.448537317417065,-0.420804748860142,-0.446318121187556,0.025934691216255,-0.230848199365387,-0.22018692823388,-0.207577033214754,-0.219503200554014,0.0122622869093846,1.41051011371212,1.45085257728817,1.4829217077225,1.44794965337879,0.0381941931195814,0.782128331637222,0.782128331637222,0.782128331637222,0.782128331637222,0,0.980268838167721,1.00800140672464,1.02940926602747,1.00578221049513,0.0259346912162544,0.559464089307579,0.559464089307579,0.559464089307579,0.559464089307579,0,0.430241275544398,0.442851170563524,0.453512441695031,0.442167442883657,0.0122622869093844,0.222664242329644,0.222664242329644,0.222664242329644,0.222664242329644,0,0,0,0,0,0,-0.230848199365387,-0.22018692823388,-0.207577033214754,-0.219503200554014,0.0122622869093846,0,0,0,0,0,0,0,0,0,0,0.430241275544398,0.442851170563524,0.453512441695031,0.442167442883657,0.0122622869093844,0.222664242329644,0.222664242329644,0.222664242329644,0.222664242329644,0
"13","45-54","Female","CED","MJ",-1.27824153530733,-1.24130540369824,-1.13748406644256,-1.21783691048891,0.076820247947661,0,0,0,0,0,-1.27824153530733,-1.24130540369824,-1.13748406644256,-1.21783691048891,0.076820247947661,-34.4465641487321,-33.8316892433974,-29.507151081364,-32.5300530129768,2.83356425915214,-0.94793404115822,-0.9189427095269,-0.84512483618196,-0.903214098399314,0.0557982587634235,-0.330307494149113,-0.322362694171335,-0.292359230260602,-0.314622812089597,0.0210675316810568,2.59858612660754,2.70240746386321,2.73934359547231,2.67893897065388,0.0768202479476588,1.46110206016497,1.46110206016497,1.46110206016497,1.46110206016497,0,1.96803165070321,2.04184952404816,2.07084085567948,2.02612091292057,0.0557982587634245,1.12290681452126,1.12290681452126,1.12290681452126,1.12290681452126,0,0.63055447590432,0.660557939815053,0.668502739792831,0.652818057733314,0.0210675316810571,0.338195245643718,0.338195245643718,0.338195245643718,0.338195245643718,0,0,0,0,0,0,-0.330307494149113,-0.322362694171335,-0.292359230260602,-0.314622812089597,0.0210675316810568,0,0,0,0,0,0,0,0,0,0,0.63055447590432,0.660557939815053,0.668502739792831,0.652818057733314,0.0210675316810571,0.338195245643718,0.338195245643718,0.338195245643718,0.338195245643718,0
"14","45-54","Female","FL","mrh-eq",-0.0419604734960137,-0.0410492173936455,-0.0367388832164436,-0.0398565584200197,0.00293589161035114,0,0,0,0,0,-0.0419604734960137,-0.0410492173936455,-0.0367388832164436,-0.0398565584200197,0.00293589161035114,-34.4465641487321,-33.8316892433974,-29.507151081364,-32.5300530129768,2.83356425915214,-0.0305657653721711,-0.02984750944693,-0.0267929234430286,-0.0290277445070492,0.00210880068805755,-0.0113947081238426,-0.0112017079467156,-0.0099459597734151,-0.0108288139129705,0.000828065454118085,0.0888507544535546,0.0931610886307566,0.0940723447331247,0.0919684296571307,0.00293589161035113,0.052111871237111,0.052111871237111,0.052111871237111,0.052111871237111,0,0.0668511210555645,0.0699057070594659,0.070623962984707,0.0690859421195851,0.00210880068805754,0.0400581976125359,0.0400581976125359,0.0400581976125359,0.0400581976125359,0,0.0219996333979901,0.0232553815712906,0.0234483817484177,0.0228824875375456,0.000828065454118101,0.0120536736245751,0.0120536736245751,0.0120536736245751,0.0120536736245751,0,0,0,0,0,0,-0.0113947081238426,-0.0112017079467156,-0.0099459597734151,-0.0108288139129705,0.000828065454118085,0,0,0,0,0,0,0,0,0,0,0.0219996333979901,0.0232553815712906,0.0234483817484177,0.0228824875375456,0.000828065454118101,0.0120536736245751,0.0120536736245751,0.0120536736245751,0.0120536736245751,0
"15","45-54","Female","Food_price","USD",-0.782887032128803,-0.76772828437074,-0.659359676352747,-0.735023070244449,0.0709161137653088,0,0,0,0,0,-0.782887032128803,-0.76772828437074,-0.659359676352747,-0.735023070244449,0.0709161137653088,-34.4465641487321,-33.8316892433974,-29.507151081364,-32.5300530129768,2.83356425915214,-0.531943055168337,-0.522182190574693,-0.447901538011199,-0.499543668480008,0.0483826438607114,-0.250943976960467,-0.245546093796047,-0.211458138341548,-0.235479401764441,0.0225365499836191,1.42802340663367,1.53639201465166,1.55155076240973,1.50368680052537,0.0709161137653087,0.768663730280925,0.768663730280925,0.768663730280925,0.768663730280925,0,1.00854480915,1.08282546171349,1.09258632630714,1.06018693961881,0.0483826438607116,0.560643271138802,0.560643271138802,0.560643271138802,0.560643271138802,0,0.419478597483672,0.453566552938171,0.458964436102591,0.443499860906564,0.0225365499836188,0.208020459142124,0.208020459142124,0.208020459142124,0.208020459142124,0,0,0,0,0,0,-0.250943976960467,-0.245546093796047,-0.211458138341548,-0.235479401764441,0.0225365499836191,0,0,0,0,0,0,0,0,0,0,0.419478597483672,0.453566552938171,0.458964436102591,0.443499860906564,0.0225365499836188,0.208020459142124,0.208020459142124,0.208020459142124,0.208020459142124,0
"16","45-54","Male","CED","MJ",-1.13864534872905,-1.08422258769789,-1.05308003492627,-1.09239108182405,0.0455866012729128,0,0,0,0,0,-1.13864534872905,-1.08422258769789,-1.05308003492627,-1.09239108182405,0.0455866012729128,-27.4993829725237,-25.9687955885898,-25.6729422635714,-26.4020356092619,1.0319112061678,-0.834797334269373,-0.795458632068334,-0.771534542405515,-0.800867268046657,0.0336240592078283,-0.303848014459683,-0.288763955629556,-0.281545492520753,-0.291523813777389,0.0119790331239828,2.53762107212689,2.56876362489852,2.62318638592968,2.57693211902467,0.0455866012729137,1.48454103720063,1.48454103720063,1.48454103720063,1.48454103720063,0,1.89531657535835,1.91924066502117,1.95857936722221,1.92464930099949,0.0336240592078286,1.12378203295284,1.12378203295284,1.12378203295284,1.12378203295284,0,0.642304496768543,0.649522959877346,0.664607018707473,0.652282818025179,0.011979033123983,0.36075900424779,0.36075900424779,0.36075900424779,0.36075900424779,0,0,0,0,0,0,-0.303848014459683,-0.288763955629556,-0.281545492520753,-0.291523813777389,0.0119790331239828,0,0,0,0,0,0,0,0,0,0,0.642304496768543,0.649522959877346,0.664607018707473,0.652282818025179,0.011979033123983,0.36075900424779,0.36075900424779,0.36075900424779,0.36075900424779,0
"17","45-54","Male","FL","mrh-eq",-0.0369233666675323,-0.0348756761002682,-0.0343750965096533,-0.0354185220569872,0.00142120190140903,0,0,0,0,0,-0.0369233666675323,-0.0348756761002682,-0.0343750965096533,-0.0354185220569872,0.00142120190140903,-27.4993829725237,-25.9687955885898,-25.6729422635714,-26.4020356092619,1.0319112061678,-0.0266620112078895,-0.0251963720883071,-0.02480988163584,-0.0255750207434353,0.00102848236007165,-0.0102613554596428,-0.00967930401196111,-0.00956521487381328,-0.00984350131355194,0.000393016587121555,0.0875180359139378,0.0880186155045528,0.0900663060718169,0.0885614614612718,0.00142120190140905,0.0531429394042846,0.0531429394042846,0.0531429394042846,0.0531429394042846,0,0.0651237965848614,0.0655102870373285,0.066975926156911,0.0658889356924567,0.00102848236007166,0.0403139149490214,0.0403139149490214,0.0403139149490214,0.0403139149490214,0,0.0223942393290765,0.0225083284672243,0.023090379914906,0.0226725257688151,0.000393016587121556,0.0128290244552632,0.0128290244552632,0.0128290244552632,0.0128290244552632,0,0,0,0,0,0,-0.0102613554596428,-0.00967930401196111,-0.00956521487381328,-0.00984350131355194,0.000393016587121555,0,0,0,0,0,0,0,0,0,0,0.0223942393290765,0.0225083284672243,0.023090379914906,0.0226725257688151,0.000393016587121556,0.0128290244552632,0.0128290244552632,0.0128290244552632,0.0128290244552632,0
"18","45-54","Male","Food_price","USD",-0.610204862308749,-0.591567356772605,-0.574414607549782,-0.592088323900086,0.0188423784858297,0,0,0,0,0,-0.610204862308749,-0.591567356772605,-0.574414607549782,-0.592088323900086,0.0188423784858297,-27.4993829725237,-25.9687955885898,-25.6729422635714,-26.4020356092619,1.0319112061678,-0.413082577899961,-0.400048694446318,-0.388611465664739,-0.400608924155814,0.0128886677741513,-0.197122284408789,-0.191518662326287,-0.185803141885042,-0.191479399744272,0.00595754046790443,1.32302966322591,1.34018241244873,1.35881991798488,1.34070337957621,0.0188423784858292,0.748615055676128,0.748615055676128,0.748615055676128,0.748615055676127,0,0.928533717670136,0.939970946451715,0.953004829905358,0.940531176161211,0.0128886677741513,0.539922252005397,0.539922252005397,0.539922252005397,0.539922252005397,0,0.394495945555772,0.400211465997017,0.405815088079519,0.400172203415002,0.00595754046790459,0.208692803670731,0.208692803670731,0.208692803670731,0.208692803670731,0,0,0,0,0,0,-0.197122284408789,-0.191518662326287,-0.185803141885042,-0.191479399744272,0.00595754046790443,0,0,0,0,0,0,0,0,0,0,0.394495945555772,0.400211465997017,0.405815088079519,0.400172203415002,0.00595754046790459,0.208692803670731,0.208692803670731,0.208692803670731,0.208692803670731,0
"19","55-64","Female","CED","MJ",-1.30700596073906,-1.27582780699944,-1.27281651162879,-1.28571091519908,0.0199262889170642,0,0,0,0,0,-1.30700596073906,-1.27582780699944,-1.27281651162879,-1.28571091519908,0.0199262889170642,-35.3112319837259,-34.3500846509556,-32.8082909551472,-34.1463490849773,1.3291007928299,-0.974364596973292,-0.952334918185223,-0.949501761967208,-0.959070540139628,0.0143269698743459,-0.332641363765764,-0.323492888814214,-0.323314749661583,-0.326640375059449,0.00561478160845499,2.73809667897227,2.74110797434292,2.77228612808254,2.75099108254256,0.0199262889170657,1.46528016734348,1.46528016734348,1.46528016734348,1.46528016734348,0,2.07308975249334,2.07592290871135,2.09795258749942,2.08265853066576,0.0143269698743467,1.12358799052613,1.12358799052613,1.12358799052613,1.12358799052613,0,0.665006926478939,0.66518506563157,0.67433354058312,0.668332551876804,0.00561478160845509,0.341692176817355,0.341692176817355,0.341692176817355,0.341692176817355,0,0,0,0,0,0,-0.332641363765764,-0.323492888814214,-0.323314749661583,-0.326640375059449,0.00561478160845499,0,0,0,0,0,0,0,0,0,0,0.665006926478939,0.66518506563157,0.67433354058312,0.668332551876804,0.00561478160845509,0.341692176817355,0.341692176817355,0.341692176817355,0.341692176817355,0
"20","55-64","Female","FL","mrh-eq",-0.0434845877253565,-0.0422372143764451,-0.0416810884962717,-0.0424797573479322,0.000972172912993162,0,0,0,0,0,-0.0434845877253565,-0.0422372143764451,-0.0416810884962717,-0.0424797573479322,0.000972172912993162,-35.3112319837259,-34.3500846509556,-32.8082909551472,-34.1463490849773,1.3291007928299,-0.0318460662334909,-0.030959180308313,-0.0305463022999405,-0.0311254988756131,0.000699085430381946,-0.0116385214918655,-0.0112780340681322,-0.0111347861963313,-0.011354258472319,0.00027321835635915,0.0941111629569383,0.0946672888371117,0.095914662186023,0.0949098318085986,0.000972172912993103,0.0524300744606665,0.0524300744606665,0.0524300744606665,0.0524300744606665,0,0.0706688987693085,0.071081776777681,0.071968662702859,0.0712480953449812,0.000699085430381967,0.0401225964693681,0.0401225964693681,0.0401225964693681,0.0401225964693681,0,0.0234422641876298,0.0235855120594306,0.023945999483164,0.0236617364636175,0.000273218356359142,0.0123074779912985,0.0123074779912985,0.0123074779912985,0.0123074779912985,0,0,0,0,0,0,-0.0116385214918655,-0.0112780340681322,-0.0111347861963313,-0.011354258472319,0.00027321835635915,0,0,0,0,0,0,0,0,0,0,0.0234422641876298,0.0235855120594306,0.023945999483164,0.0236617364636175,0.000273218356359142,0.0123074779912985,0.0123074779912985,0.0123074779912985,0.0123074779912985,0
"21","55-64","Female","Food_price","USD",-0.745089366112278,-0.729380379613527,-0.699544512439162,-0.724423579376469,0.0243523114610084,0,0,0,0,0,-0.745089366112278,-0.729380379613527,-0.699544512439162,-0.724423579376469,0.0243523114610084,-35.3112319837259,-34.3500846509556,-32.8082909551472,-34.1463490849773,1.3291007928299,-0.509894171235358,-0.498695997360901,-0.476622503849133,-0.494880095733775,0.0178204964866756,-0.23519519487692,-0.230684382252627,-0.222922008590029,-0.229543483642695,0.00653470000557623,1.51235810854182,1.54219397571618,1.55790296221493,1.53723717547912,0.0243523114610074,0.812813596102653,0.812813596102653,0.812813596102653,0.812813596102653,0,1.06905651777188,1.09113001128365,1.10232818515811,1.08731410965652,0.0178204964866761,0.592434013922746,0.592434013922746,0.592434013922746,0.592434013922746,0,0.443301590769936,0.451063964432533,0.455574777056827,0.449923065822602,0.00653470000557624,0.220379582179907,0.220379582179907,0.220379582179907,0.220379582179907,0,0,0,0,0,0,-0.23519519487692,-0.230684382252627,-0.222922008590029,-0.229543483642695,0.00653470000557623,0,0,0,0,0,0,0,0,0,0,0.443301590769936,0.451063964432533,0.455574777056827,0.449923065822602,0.00653470000557624,0.220379582179907,0.220379582179907,0.220379582179907,0.220379582179907,0
"22","55-64","Male","CED","MJ",-1.1894401376347,-1.09994293607755,-1.07408925173065,-1.12227399474781,0.0637168090552321,0,0,0,0,0,-1.1894401376347,-1.09994293607755,-1.07408925173065,-1.12227399474781,0.0637168090552321,-29.7952102767015,-27.2393533559043,-27.0301239497945,-28.0627314312332,1.62061306065819,-0.860414114422396,-0.800269038209685,-0.778936112710755,-0.813887336705749,0.0444753735086578,-0.3290260232123,-0.299673897867859,-0.295153139019892,-0.308386658042061,0.0193588687653095,2.5537566822656,2.5796103666125,2.66910756816965,2.60194142528276,0.0637168090552327,1.47966743053496,1.47966743053496,1.47966743053496,1.47966743053496,0,1.89138949026711,1.91272241576604,1.97286749197875,1.92634071426211,0.0444753735086584,1.11245337755636,1.11245337755636,1.11245337755636,1.11245337755636,0,0.662367191998491,0.666887950846458,0.696240076190898,0.675600711020659,0.0193588687653096,0.367214052978598,0.367214052978598,0.367214052978598,0.367214052978598,0,0,0,0,0,0,-0.3290260232123,-0.299673897867859,-0.295153139019892,-0.308386658042061,0.0193588687653095,0,0,0,0,0,0,0,0,0,0,0.662367191998491,0.666887950846458,0.696240076190898,0.675600711020659,0.0193588687653096,0.367214052978598,0.367214052978598,0.367214052978598,0.367214052978598,0
"23","55-64","Male","FL","mrh-eq",-0.0396688911268037,-0.0358229159551912,-0.0356449773795621,-0.0371099463397468,0.00239324491805233,0,0,0,0,0,-0.0396688911268037,-0.0358229159551912,-0.0356449773795621,-0.0371099463397468,0.00239324491805233,-29.7952102767015,-27.2393533559043,-27.0301239497945,-28.0627314312332,1.62061306065819,-0.0282790036098404,-0.0257298958304917,-0.0255039539877944,-0.0265450417731764,0.00162220855300522,-0.0113924140047038,-0.0101435498795081,-0.0100955466124399,-0.0105649045665704,0.000773980245305516,0.0890650868220276,0.0892430253976566,0.0930890005692692,0.0905300557822122,0.00239324491805233,0.0534201094424654,0.0534201094424654,0.0534201094424654,0.0534201094424654,0,0.0657994314356895,0.0660253732783868,0.0685744810577355,0.0668405192210715,0.00162220855300519,0.0402954774478951,0.0402954774478951,0.0402954774478951,0.0402954774478951,0,0.0232201786070103,0.0232681818740785,0.0245170459992741,0.0236895365611407,0.000773980245305539,0.0131246319945703,0.0131246319945703,0.0131246319945703,0.0131246319945703,0,0,0,0,0,0,-0.0113924140047038,-0.0101435498795081,-0.0100955466124399,-0.0105649045665704,0.000773980245305516,0,0,0,0,0,0,0,0,0,0,0.0232201786070103,0.0232681818740785,0.0245170459992741,0.0236895365611407,0.000773980245305539,0.0131246319945703,0.0131246319945703,0.0131246319945703,0.0131246319945703,0
"24","55-64","Male","Food_price","USD",-0.608340350532231,-0.565596190552051,-0.512015620584775,-0.561793941433772,0.0508040507939911,0,0,0,0,0,-0.608340350532231,-0.565596190552051,-0.512015620584775,-0.561793941433772,0.0508040507939911,-29.7952102767015,-27.2393533559043,-27.0301239497945,-28.0627314312332,1.62061306065819,-0.410425870446745,-0.382527626357044,-0.346892256228292,-0.37981284529071,0.0335212939673403,-0.197914480085486,-0.183068564195007,-0.165123364356483,-0.181981096143061,0.0172841586352223,1.24042216085631,1.29400273082359,1.33674689080377,1.29020048170531,0.0508040507939907,0.728406540271539,0.728406540271539,0.728406540271539,0.728406540271539,0,0.879186734327023,0.914822104455775,0.942720348545475,0.912107323389441,0.0335212939673402,0.532294478098731,0.532294478098731,0.532294478098731,0.532294478098731,0,0.361235426529292,0.379180626367815,0.394026542258294,0.37809315831587,0.0172841586352222,0.196112062172808,0.196112062172808,0.196112062172808,0.196112062172808,0,0,0,0,0,0,-0.197914480085486,-0.183068564195007,-0.165123364356483,-0.181981096143061,0.0172841586352223,0,0,0,0,0,0,0,0,0,0,0.361235426529292,0.379180626367815,0.394026542258294,0.37809315831587,0.0172841586352222,0.196112062172808,0.196112062172808,0.196112062172808,0.196112062172808,0
"25","65-74","Female","CED","MJ",-1.30579316488686,-1.2940133721566,-1.27968672931659,-1.29311974053914,0.0137620068621893,0,0,0,0,0,-1.30579316488686,-1.2940133721566,-1.27968672931659,-1.29311974053914,0.0137620068621893,-34.083316435413,-33.2700211404781,-33.2017738371157,-33.5314414883983,0.51625905652368,-0.979253201180203,-0.969964600872442,-0.954789479928453,-0.967899155035169,0.0129992971528544,-0.326584620448975,-0.324941906130454,-0.324093428026469,-0.325220585503975,0.00133318086232353,2.75632251674272,2.77064915958272,2.78242895231299,2.76975552796527,0.0137620068621909,1.47663578742613,1.47663578742613,1.47663578742613,1.47663578742613,0,2.0855428081187,2.10071792906269,2.11000652937045,2.09865248322541,0.0129992971528543,1.13075332819025,1.13075332819025,1.13075332819025,1.13075332819025,0,0.669975887262347,0.670824365366332,0.672467079684853,0.671103044739853,0.00133318086232328,0.345882459235878,0.345882459235878,0.345882459235878,0.345882459235878,0,0,0,0,0,0,-0.326584620448975,-0.324941906130454,-0.324093428026469,-0.325220585503975,0.00133318086232353,0,0,0,0,0,0,0,0,0,0,0.669975887262347,0.670824365366332,0.672467079684853,0.671103044739853,0.00133318086232328,0.345882459235878,0.345882459235878,0.345882459235878,0.345882459235878,0
"26","65-74","Female","FL","mrh-eq",-0.0425668848145295,-0.0423758216515068,-0.0420855206776634,-0.0423410013670083,0.000255137867584273,0,0,0,0,0,-0.0425668848145295,-0.0423758216515068,-0.0420855206776634,-0.0423410013670083,0.000255137867584273,-34.083316435413,-33.2700211404781,-33.2017738371157,-33.5314414883983,0.51625905652368,-0.0313945473684854,-0.0310323220918034,-0.0310118330631719,-0.0311522295472597,0.000226620435858899,-0.0113344910274056,-0.0111633289137464,-0.0110646790821937,-0.0111887718197486,0.000143705572730278,0.0942406307303292,0.0945309317041726,0.0947219948671954,0.0944961114196742,0.000255137867584317,0.0521551100526658,0.0521551100526658,0.0521551100526658,0.0521551100526658,0,0.0707585362277606,0.070779025256392,0.071141250533074,0.0708989327118484,0.000226620435858901,0.0397467031645886,0.0397467031645886,0.0397467031645886,0.0397467031645886,0,0.0234730859702708,0.0235717358018236,0.0237428979154827,0.0235971787078258,0.00014370557273028,0.0124084068880772,0.0124084068880772,0.0124084068880772,0.0124084068880772,0,0,0,0,0,0,-0.0113344910274056,-0.0111633289137464,-0.0110646790821937,-0.0111887718197486,0.000143705572730278,0,0,0,0,0,0,0,0,0,0,0.0234730859702708,0.0235717358018236,0.0237428979154827,0.0235971787078258,0.00014370557273028,0.0124084068880772,0.0124084068880772,0.0124084068880772,0.0124084068880772,0
"27","65-74","Female","Food_price","USD",-0.647335193909735,-0.633243338381533,-0.628781725860738,-0.636622371015711,0.0101940322117761,0,0,0,0,0,-0.647335193909735,-0.633243338381533,-0.628781725860738,-0.636622371015711,0.0101940322117761,-34.083316435413,-33.2700211404781,-33.2017738371157,-33.5314414883983,0.51625905652368,-0.444431565282021,-0.438867414413479,-0.433325399969488,-0.438875181579988,0.00584535403480166,-0.202960491886829,-0.195513189150365,-0.194432787227171,-0.197747189435723,0.0048874938511728,1.46173032083768,1.46619193335848,1.48028378888668,1.46957096599266,0.0101940322117757,0.832948594976945,0.832948594976945,0.832948594976945,0.832948594976945,0,1.04690581961604,1.05244783406004,1.05801198492858,1.05245560122654,0.00584535403480135,0.613580419646557,0.613580419646557,0.613580419646557,0.613580419646557,0,0.41380096255756,0.414881364480755,0.422328667217218,0.417115364766112,0.00488749385117288,0.21936817533039,0.21936817533039,0.21936817533039,0.21936817533039,0,0,0,0,0,0,-0.202960491886829,-0.195513189150365,-0.194432787227171,-0.197747189435723,0.0048874938511728,0,0,0,0,0,0,0,0,0,0,0.41380096255756,0.414881364480755,0.422328667217218,0.417115364766112,0.00488749385117288,0.21936817533039,0.21936817533039,0.21936817533039,0.21936817533039,0
"28","65-74","Male","CED","MJ",-1.18083298487925,-1.17891338929952,-1.17151792607132,-1.17699203222988,0.0051773361518864,0,0,0,0,0,-1.18083298487925,-1.17891338929952,-1.17151792607132,-1.17699203222988,0.0051773361518864,-29.2667988433226,-28.9983880129254,-26.969171461239,-28.380561444052,1.32235944131803,-0.867427337379894,-0.866183788492183,-0.86092719298002,-0.864775701957287,0.00363196253844551,-0.313405647499355,-0.312729600807333,-0.310590733091302,-0.312216330272593,0.00154677977591749,2.64661412175476,2.65400958498296,2.65592918056268,2.65208822791332,0.00517733615188664,1.47509619568344,1.47509619568344,1.47509619568344,1.47509619568344,0,1.97621166372652,1.98146825923868,1.98271180812639,1.98006017270378,0.00363196253844722,1.1152844707465,1.1152844707465,1.1152844707465,1.1152844707465,0,0.670402458028244,0.672541325744275,0.673217372436296,0.672028055209534,0.00154677977591693,0.359811724936941,0.359811724936941,0.359811724936941,0.359811724936941,0,0,0,0,0,0,-0.313405647499355,-0.312729600807333,-0.310590733091302,-0.312216330272593,0.00154677977591749,0,0,0,0,0,0,0,0,0,0,0.670402458028244,0.672541325744275,0.673217372436296,0.672028055209534,0.00154677977591693,0.359811724936941,0.359811724936941,0.359811724936941,0.359811724936941,0
"29","65-74","Male","FL","mrh-eq",-0.0389760081200145,-0.038946336328276,-0.0378984942277399,-0.038589083588347,0.000646017656669426,0,0,0,0,0,-0.0389760081200145,-0.038946336328276,-0.0378984942277399,-0.038589083588347,0.000646017656669426,-29.2667988433226,-28.9983880129254,-26.969171461239,-28.380561444052,1.32235944131803,-0.0282059164438357,-0.0281748810224299,-0.0274090504861006,-0.0279170581750883,0.000475135197235052,-0.0107713835358637,-0.0107700199061964,-0.0104893719716568,-0.0106720254132587,0.000170976039528935,0.0905224304128093,0.0915702725133454,0.0915999443050839,0.0912130197734164,0.000646017656669432,0.0526239361850693,0.0526239361850693,0.0526239361850693,0.0526239361850693,0,0.0671466109135307,0.06791244144986,0.0679434768712658,0.0676546186025184,0.000475135197235046,0.0397375604274301,0.0397375604274301,0.0397375604274301,0.0397375604274301,0,0.0233757477292961,0.0236563956638356,0.0236577592935029,0.023558401170898,0.000170976039528934,0.0128863757576392,0.0128863757576392,0.0128863757576392,0.0128863757576392,0,0,0,0,0,0,-0.0107713835358637,-0.0107700199061964,-0.0104893719716568,-0.0106720254132587,0.000170976039528935,0,0,0,0,0,0,0,0,0,0,0.0233757477292961,0.0236563956638356,0.0236577592935029,0.023558401170898,0.000170976039528934,0.0128863757576392,0.0128863757576392,0.0128863757576392,0.0128863757576392,0
