"","age_gp","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"1","20-34","CED","MJ",-1.11458373797142,-1.10344494575161,-1.07981508410918,-1.09906211437525,0.0186887928393683,0,0,0,0,0,-1.11458373797142,-1.10344494575161,-1.07981508410918,-1.09906211437525,0.0186887928393683,-27.8608888651828,-27.7547599601933,-26.7680690440029,-27.4457908334561,0.634361919781483,-0.827394593571255,-0.818190890291344,-0.801477157292269,-0.815555792144269,0.0138303300465847,-0.287189144400165,-0.285254055460262,-0.278337926816915,-0.283506322230983,0.00489825297822884,2.54017555559604,2.56380541723846,2.57494420945827,2.55942258586211,0.0186887928393677,1.46036047148686,1.46036047148686,1.46036047148686,1.46036047148686,0,1.91635093416701,1.93306466716608,1.94226837044599,1.930429569019,0.0138303300465839,1.11487377687473,1.11487377687473,1.11487377687473,1.11487377687473,0,0.623824621429035,0.630740750072383,0.632675839012286,0.628993016843104,0.00489825297822902,0.34548669461212,0.34548669461212,0.34548669461212,0.34548669461212,0,0,0,0,0,0,-0.287189144400165,-0.285254055460262,-0.278337926816915,-0.283506322230983,0.00489825297822884,0,0,0,0,0,0,0,0,0,0,0.623824621429035,0.630740750072383,0.632675839012286,0.628993016843104,0.00489825297822902,0.34548669461212,0.34548669461212,0.34548669461212,0.34548669461212,0
"2","20-34","FL","mrh-eq",-0.0345539863343383,-0.0343272891029775,-0.0334419932867014,-0.0340962018802002,0.000618530241202988,0,0,0,0,0,-0.0345539863343383,-0.0343272891029775,-0.0334419932867014,-0.0340962018802002,0.000618530241202988,-27.8608888651828,-27.7547599601933,-26.7680690440029,-27.4457908334561,0.634361919781483,-0.0252827087276467,-0.0250863737700401,-0.0244621766009608,-0.0249362466782953,0.000451005338958333,-0.00927127760669164,-0.00924091533293738,-0.00897981668574063,-0.00915995520190493,0.000168664210258671,0.0844802831716666,0.0853655789879427,0.0855922762193035,0.0851344917651654,0.000618530241203,0.0510382898849652,0.0510382898849652,0.0510382898849652,0.0510382898849652,0,0.0635339162215994,0.0641581133906788,0.0643544483482853,0.0640079862989339,0.000451005338958332,0.0390717396206387,0.0390717396206387,0.0390717396206387,0.0390717396206387,0,0.0209463669500671,0.0212074655972639,0.0212378278710182,0.0211265054662314,0.00016866421025868,0.0119665502643265,0.0119665502643265,0.0119665502643265,0.0119665502643265,0,0,0,0,0,0,-0.00927127760669164,-0.00924091533293738,-0.00897981668574063,-0.00915995520190493,0.000168664210258671,0,0,0,0,0,0,0,0,0,0,0.0209463669500671,0.0212074655972639,0.0212378278710182,0.0211265054662314,0.00016866421025868,0.0119665502643265,0.0119665502643265,0.0119665502643265,0.0119665502643265,0
"3","20-34","Food_price","USD",-0.679436301714407,-0.679114822717493,-0.646916384575201,-0.667929924771746,0.0196666014598477,0,0,0,0,0,-0.679436301714407,-0.679114822717493,-0.646916384575201,-0.667929924771746,0.0196666014598477,-27.8608888651828,-27.7547599601933,-26.7680690440029,-27.4457908334561,0.634361919781483,-0.460860187618098,-0.460564904263184,-0.439101688622124,-0.453137559601379,0.0131346397759786,-0.218855856222017,-0.218239093870189,-0.207799154723871,-0.214792365170368,0.0065402140241953,1.48869078454949,1.52088922269178,1.52121070168869,1.50970432474603,0.0196666014598485,0.841774399974287,0.841774399974287,0.841774399974287,0.841774399974287,0,1.04296970548827,1.06443292112933,1.06472820448424,1.05700557646752,0.0131346397759784,0.603868016866145,0.603868016866145,0.603868016866145,0.603868016866145,0,0.445705537832014,0.456145476978331,0.456762239330159,0.45269874827851,0.00654021402419528,0.237906383108143,0.237906383108143,0.237906383108143,0.237906383108143,0,0,0,0,0,0,-0.218855856222017,-0.218239093870189,-0.207799154723871,-0.214792365170368,0.0065402140241953,0,0,0,0,0,0,0,0,0,0,0.445705537832014,0.456145476978331,0.456762239330159,0.45269874827851,0.00654021402419528,0.237906383108143,0.237906383108143,0.237906383108143,0.237906383108143,0
"4","35-44","CED","MJ",-1.20696904661989,-1.18977849429966,-1.13547704179307,-1.17675712581322,0.0392808614139009,0,0,0,0,0,-1.20696904661989,-1.18977849429966,-1.13547704179307,-1.17675712581322,0.0392808614139009,-30.323065493694,-30.2843195604839,-28.6326068625791,-29.7183663097138,1.01578551651545,-0.89078832814468,-0.876414120997511,-0.837512625841399,-0.867808055029461,0.0290134639754664,-0.316180718475213,-0.31336437330215,-0.29796441595167,-0.308949070783758,0.0103219115754096,2.6034189511203,2.65772040362689,2.67491095594712,2.64469903514045,0.0392808614138999,1.46794190932723,1.46794190932723,1.46794190932723,1.46794190932723,0,1.95597868353497,1.99488017869108,2.00925438583825,1.98627411272303,0.0290134639754663,1.11846605769357,1.11846605769357,1.11846605769357,1.11846605769357,0,0.647440267585333,0.662840224935812,0.665656570108875,0.65842492241742,0.0103219115754094,0.349475851633662,0.349475851633662,0.349475851633662,0.349475851633662,0,0,0,0,0,0,-0.316180718475213,-0.31336437330215,-0.29796441595167,-0.308949070783758,0.0103219115754096,0,0,0,0,0,0,0,0,0,0,0.647440267585333,0.662840224935812,0.665656570108875,0.65842492241742,0.0103219115754094,0.349475851633662,0.349475851633662,0.349475851633662,0.349475851633662,0
"5","35-44","FL","mrh-eq",-0.0388161924015258,-0.0386252258465376,-0.0366711023445097,-0.0380065742861728,0.00124967055595957,0,0,0,0,0,-0.0388161924015258,-0.0386252258465376,-0.0366711023445097,-0.0380065742861728,0.00124967055595957,-30.323065493694,-30.2843195604839,-28.6326068625791,-29.7183663097138,1.01578551651545,-0.0281852785557981,-0.0279801370617663,-0.0265981633400536,-0.0275672134731063,0.000908650243305128,-0.010644342735348,-0.0106301677963044,-0.0100721929550328,-0.0104393608130665,0.000343490373726533,0.0882922313734795,0.0902463548755075,0.0904373214304957,0.0896277033151426,0.00124967055595962,0.0516211290289698,0.0516211290289698,0.0516211290289698,0.0516211290289698,0,0.0659303736552408,0.0673123473769535,0.0675174888709853,0.0668994237882935,0.00090865024330511,0.0393322103151872,0.0393322103151872,0.0393322103151872,0.0393322103151872,0,0.0223611116688154,0.022919086510087,0.0229332614491306,0.0227282795268491,0.000343490373726531,0.0122889187137826,0.0122889187137826,0.0122889187137826,0.0122889187137826,0,0,0,0,0,0,-0.010644342735348,-0.0106301677963044,-0.0100721929550328,-0.0104393608130665,0.000343490373726533,0,0,0,0,0,0,0,0,0,0,0.0223611116688154,0.022919086510087,0.0229332614491306,0.0227282795268491,0.000343490373726531,0.0122889187137826,0.0122889187137826,0.0122889187137826,0.0122889187137826,0
"6","35-44","Food_price","USD",-0.697189594952985,-0.686721831300332,-0.661755456660859,-0.681634599375132,0.0191628685226171,0,0,0,0,0,-0.697189594952985,-0.686721831300332,-0.661755456660859,-0.681634599375132,0.0191628685226171,-30.323065493694,-30.2843195604839,-28.6326068625791,-29.7183663097138,1.01578551651545,-0.471447108184277,-0.464733592789613,-0.447313937707012,-0.460977052548232,0.013111677352586,-0.225742486768708,-0.221988238510719,-0.214441518953847,-0.2206575468269,0.00605849036968756,1.40860942161537,1.43357579625484,1.44404355990749,1.42848856432964,0.0191628685226174,0.746853964954506,0.746853964954506,0.746853964954506,0.746853964954506,0,0.982112473753607,0.999532128836208,1.00624564423087,0.995775588594826,0.0131116773525858,0.534798536046595,0.534798536046595,0.534798536046595,0.534798536046595,0,0.426496947861759,0.43404366741863,0.43779791567662,0.432712975734812,0.00605849036968741,0.212055428907911,0.212055428907911,0.212055428907911,0.212055428907911,0,0,0,0,0,0,-0.225742486768708,-0.221988238510719,-0.214441518953847,-0.2206575468269,0.00605849036968756,0,0,0,0,0,0,0,0,0,0,0.426496947861759,0.43404366741863,0.43779791567662,0.432712975734812,0.00605849036968741,0.212055428907911,0.212055428907911,0.212055428907911,0.212055428907911,0
"7","45-54","CED","MJ",-1.19173812808384,-1.16928024751238,-1.11186736241626,-1.15701533364408,0.0433584024008427,0,0,0,0,0,-1.19173812808384,-1.16928024751238,-1.11186736241626,-1.15701533364408,0.0433584024008427,-30.7781840210698,-30.3528457851366,-27.6648318173544,-29.5589244757159,1.77700993066656,-0.878320943264458,-0.862583475850534,-0.821220067045643,-0.853591917467739,0.0310455226281962,-0.313417184819387,-0.306696771661842,-0.290647295370611,-0.303423416176338,0.0123148710689229,2.58433365492049,2.64174654001661,2.66420442058807,2.62948162614831,0.043358402400841,1.47246629250423,1.47246629250423,1.47246629250423,1.47246629250423,0,1.94455122541044,1.98591463421534,2.00165210162926,1.97692307583254,0.0310455226281963,1.1233311583648,1.1233311583648,1.1233311583648,1.1233311583648,0,0.639782429510041,0.655831905801272,0.662552318958817,0.652558550315768,0.0123148710689232,0.34913513413943,0.34913513413943,0.34913513413943,0.34913513413943,0,0,0,0,0,0,-0.313417184819387,-0.306696771661842,-0.290647295370611,-0.303423416176338,0.0123148710689229,0,0,0,0,0,0,0,0,0,0,0.639782429510041,0.655831905801272,0.662552318958817,0.652558550315768,0.0123148710689232,0.34913513413943,0.34913513413943,0.34913513413943,0.34913513413943,0
"8","45-54","FL","mrh-eq",-0.0390607595954274,-0.0382946873679196,-0.0358474531445277,-0.037704805965855,0.00176668462939493,0,0,0,0,0,-0.0390607595954274,-0.0382946873679196,-0.0358474531445277,-0.037704805965855,0.00176668462939493,-30.7781840210698,-30.3528457851366,-27.6648318173544,-29.5589244757159,1.77700993066656,-0.028312653729497,-0.0277846753183062,-0.0260284580690255,-0.0273537143224852,0.001258809037512,-0.0107481058659304,-0.0105100120496134,-0.0098189950755022,-0.0103510916433698,0.00050800425776134,0.088459230934367,0.090906465157759,0.0916725373852668,0.0903165837556944,0.00176668462939493,0.0526117777898394,0.0526117777898394,0.0526117777898394,0.0526117777898394,0,0.0662106385337386,0.0679668557830194,0.0684948341942102,0.0675358947871984,0.00125880903751201,0.0401821804647132,0.0401821804647132,0.0401821804647132,0.0401821804647132,0,0.0222485924006284,0.0229396093747396,0.0231777031910566,0.022780688968496,0.000508004257761349,0.0124295973251262,0.0124295973251262,0.0124295973251262,0.0124295973251262,0,0,0,0,0,0,-0.0107481058659304,-0.0105100120496134,-0.0098189950755022,-0.0103510916433698,0.00050800425776134,0,0,0,0,0,0,0,0,0,0,0.0222485924006284,0.0229396093747396,0.0231777031910566,0.022780688968496,0.000508004257761349,0.0124295973251262,0.0124295973251262,0.0124295973251262,0.0124295973251262,0
"9","45-54","Food_price","USD",-0.699163229008161,-0.682317828646531,-0.618174623929906,-0.665722107820217,0.0449833710471264,0,0,0,0,0,-0.699163229008161,-0.682317828646531,-0.618174623929906,-0.665722107820217,0.0449833710471264,-30.7781840210698,-30.3528457851366,-27.6648318173544,-29.5589244757159,1.77700993066656,-0.474314342209649,-0.462966576160399,-0.419155140225507,-0.451575814797016,0.0306613808017664,-0.224848886798511,-0.219351252486132,-0.199019483704398,-0.214146293023201,0.0143222564664512,1.37711788748754,1.44126109220416,1.45810649256579,1.42466537137785,0.044983371047126,0.758943263557632,0.758943263557632,0.758943263557632,0.758943263557632,0,0.969751962861883,1.01356339879678,1.02491116484603,1.00217263743339,0.0306613808017667,0.550596822636376,0.550596822636376,0.550596822636376,0.550596822636376,0,0.407365924625654,0.427697693407387,0.433195327719767,0.422492733944456,0.014322256466451,0.208346440921256,0.208346440921256,0.208346440921256,0.208346440921256,0,0,0,0,0,0,-0.224848886798511,-0.219351252486132,-0.199019483704398,-0.214146293023201,0.0143222564664512,0,0,0,0,0,0,0,0,0,0,0.407365924625654,0.427697693407387,0.433195327719767,0.422492733944456,0.014322256466451,0.208346440921256,0.208346440921256,0.208346440921256,0.208346440921256,0
"10","55-64","CED","MJ",-1.25124935906296,-1.19086898526163,-1.18021130157337,-1.20831554319604,0.0403259603630514,0,0,0,0,0,-1.25124935906296,-1.19086898526163,-1.18021130157337,-1.20831554319604,0.0403259603630514,-32.6939112805758,-30.8785106423927,-30.1659119900585,-31.2654587076028,1.37207721620071,-0.92032497166878,-0.878754270559075,-0.870143605643073,-0.890319195539322,0.0282464952589593,-0.330924387394176,-0.31211471470255,-0.310067695930298,-0.317996347656716,0.012101415494073,2.65230454140828,2.66296222509653,2.72334259889786,2.68040878303094,0.0403259603630522,1.47209323983491,1.47209323983491,1.47209323983491,1.47209323983491,0,1.98845881257461,1.99706947749061,2.03864017860032,2.00863440247086,0.0282464952589599,1.11831520693154,1.11831520693154,1.11831520693154,1.11831520693154,0,0.663845728833665,0.665892747605917,0.684702420297542,0.671774380560083,0.012101415494073,0.353778032903366,0.353778032903366,0.353778032903366,0.353778032903366,0,0,0,0,0,0,-0.330924387394176,-0.31211471470255,-0.310067695930298,-0.317996347656716,0.012101415494073,0,0,0,0,0,0,0,0,0,0,0.663845728833665,0.665892747605917,0.684702420297542,0.671774380560083,0.012101415494073,0.353778032903366,0.353778032903366,0.353778032903366,0.353778032903366,0
