"","age_gp","sex_gp","Foodgroup","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"11","20-34","Male","added_sugar","FL","mrh-eq",-0.011078326206546,-0.0106330906361816,-0.00963048495292775,-0.0104375221755186,0.00078061665196197,0,0,0,0,0,-0.011078326206546,-0.0106330906361816,-0.00963048495292775,-0.0104375221755186,0.00078061665196197,-10.5637611675933,-10.1509601601242,-9.19421566460668,-9.96010279589668,0.739521392757229,-0.00733293188618658,-0.00703824923731033,-0.0063744352785093,-0.00690872947944199,0.000516791468984247,-0.00374539432035944,-0.00359484139887123,-0.00325604967441845,-0.00352879269607664,0.000263825188085613,0.0209836176235336,0.0219862233067874,0.0224314588771518,0.0217906548461244,0.000780616651961962,0.0113531326706058,0.0113531326706058,0.0113531326706058,0.0113531326706058,0,0.0138897377287896,0.0145535516875907,0.0148482343364669,0.0144240319297223,0.000516791468984253,0.00751530245028033,0.00751530245028033,0.00751530245028033,0.00751530245028033,0,0.00709387989474393,0.00743267161919671,0.00758322454068492,0.00736662291640213,0.000263825188085614,0.00383783022032549,0.00383783022032549,0.00383783022032549,0.00383783022032549,0,0,0,0,0,0,-0.00374539432035944,-0.00359484139887123,-0.00325604967441845,-0.00352879269607664,0.000263825188085613,0,0,0,0,0,0,0,0,0,0,0.00709387989474393,0.00743267161919671,0.00758322454068492,0.00736662291640213,0.000263825188085614,0.00383783022032549,0.00383783022032549,0.00383783022032549,0.00383783022032549,0
"12","20-34","Male","added_sugar","Food_price","USD",-0.52059892376604,-0.507472905664752,-0.462927204768552,-0.496448455561274,0.0318196643894425,0,0,0,0,0,-0.52059892376604,-0.507472905664752,-0.462927204768552,-0.496448455561274,0.0318196643894425,-10.5637611675933,-10.1509601601242,-9.19421566460668,-9.96010279589668,0.739521392757229,-0.344579488498996,-0.335890073624367,-0.306396911447356,-0.328590513167391,0.0210669325828878,-0.176019435267044,-0.171582832040385,-0.156530293321196,-0.167857942393883,0.0107527318255275,0.999171995766665,1.04371769666287,1.05684371476415,1.03269324655939,0.0318196643894423,0.536244790998113,0.536244790998113,0.536244790998113,0.536244790998113,0,0.661352927814303,0.690846089991314,0.699535504865943,0.683546529534338,0.021066932582888,0.354956016366947,0.354956016366947,0.354956016366947,0.354956016366947,0,0.337819067952363,0.352871606671552,0.357308209898211,0.34914671702505,0.0107527318255272,0.181288774631167,0.181288774631167,0.181288774631167,0.181288774631167,0,0,0,0,0,0,-0.176019435267044,-0.171582832040385,-0.156530293321196,-0.167857942393883,0.0107527318255275,0,0,0,0,0,0,0,0,0,0,0.337819067952363,0.352871606671552,0.357308209898211,0.34914671702505,0.0107527318255272,0.181288774631167,0.181288774631167,0.181288774631167,0.181288774631167,0
"13","20-34","Male","oil","CED","MJ",0.0181305902654275,0.0184668848711563,0.0230006796213702,0.0199396919393967,0.00286302112785368,0,0,0,0,0,0.0181305902654275,0.0184668848711563,0.0230006796213702,0.0199396919393967,0.00286302112785368,1.95407739852466,1.98539446833349,2.47814036126848,2.14729931855319,0.309415575993984,0.0151625810922193,0.0154410264266235,0.0192307734722026,0.016673062114755,0.00239227379462603,0.00296800917320822,0.00302585844453275,0.00376990614916763,0.00326662982464164,0.000470749639890154,0.277724122343013,0.282257917093227,0.282594211698956,0.280785110024987,0.00286302112785359,0.300724801964383,0.300724801964383,0.300724801964383,0.300724801964383,0,0.232157631245776,0.235947378291355,0.23622582362576,0.234715342603224,0.00239227379462615,0.251388404717979,0.251388404717979,0.251388404717979,0.251388404717979,0,0.0455664910972363,0.0463105388018712,0.0463683880731957,0.0460697674217623,0.000470749639890137,0.0493363972464039,0.0493363972464039,0.0493363972464039,0.0493363972464039,0,0,0,0,0,0,0.00296800917320822,0.00302585844453275,0.00376990614916763,0.00326662982464164,0.000470749639890154,0,0,0,0,0,0,0,0,0,0,0.0455664910972363,0.0463105388018712,0.0463683880731957,0.0460697674217623,0.000470749639890137,0.0493363972464039,0.0493363972464039,0.0493363972464039,0.0493363972464039,0
"14","20-34","Male","oil","FL","mrh-eq",0.000941772792908699,0.000954827105437159,0.00118953137095065,0.00103259901876524,0.00014676620079276,0,0,0,0,0,0.000941772792908699,0.000954827105437159,0.00118953137095065,0.00103259901876524,0.00014676620079276,1.95407739852466,1.98539446833349,2.47814036126848,2.14729931855319,0.309415575993984,0.000787607652265627,0.000798382410978687,0.000994579068978502,0.000863442726517899,0.000122641285190575,0.000154165140643072,0.000156444694458473,0.000194952301972148,0.000169156292247341,2.41250387406909e-05,0.0142834245006332,0.0145181287661467,0.0145311830786751,0.0144403568528186,0.000146766200792762,0.0154729558715838,0.0154729558715838,0.0154729558715838,0.0154729558715838,0,0.0119401316619108,0.0121363283199107,0.0121471030786237,0.0120712680043714,0.000122641285190572,0.0129347107308893,0.0129347107308893,0.0129347107308893,0.0129347107308893,0,0.00234329283872232,0.002381800446236,0.0023840800000514,0.00236908884844713,2.41250387406918e-05,0.00253824514069447,0.00253824514069447,0.00253824514069447,0.00253824514069447,0,0,0,0,0,0,0.000154165140643072,0.000156444694458473,0.000194952301972148,0.000169156292247341,2.41250387406909e-05,0,0,0,0,0,0,0,0,0,0,0.00234329283872232,0.002381800446236,0.0023840800000514,0.00236908884844713,2.41250387406918e-05,0.00253824514069447,0.00253824514069447,0.00253824514069447,0.00253824514069447,0
"15","20-34","Male","oil","Food_price","USD",0.0103994348888474,0.0125420230096528,0.0126629235278471,0.0118326589385612,0.00134037946209963,0,0,0,0,0,0.0103994348888474,0.0125420230096528,0.0126629235278471,0.0118326589385612,0.00134037946209963,1.95407739852466,1.98539446833349,2.47814036126848,2.14729931855319,0.309415575993984,0.00869677262219229,0.01048822203509,0.0105884433533983,0.00989480866856739,0.00112042676433637,0.00170266226665513,0.00205380097456281,0.00207448017444874,0.00193785026999378,0.000219953230172985,0.177614893942706,0.1777357944609,0.179878382581706,0.178445158531992,0.00134037946209955,0.190277817470553,0.190277817470553,0.190277817470553,0.190277817470553,0,0.148492998607091,0.148593219925399,0.150384669338297,0.149186633291922,0.00112042676433645,0.159081441960489,0.159081441960489,0.159081441960489,0.159081441960489,0,0.0291218953356154,0.0291425745355013,0.029493713243409,0.0292585252400704,0.000219953230172984,0.0311963755100641,0.0311963755100641,0.0311963755100641,0.0311963755100641,0,0,0,0,0,0,0.00170266226665513,0.00205380097456281,0.00207448017444874,0.00193785026999378,0.000219953230172985,0,0,0,0,0,0,0,0,0,0,0.0291218953356154,0.0291425745355013,0.029493713243409,0.0292585252400704,0.000219953230172984,0.0311963755100641,0.0311963755100641,0.0311963755100641,0.0311963755100641,0
"16","20-34","Male","sat_fat","CED","MJ",-0.771208444495476,-0.769257839760312,-0.764954578660433,-0.768432346299008,0.00336824979853312,0,0,0,0,0,-0.771208444495476,-0.769257839760312,-0.764954578660433,-0.768432346299008,0.00336824979853312,-15.1515612472728,-15.1262507951772,-15.0305184714238,-15.1015413665253,0.0672046397039435,-0.589538602923576,-0.588045951733227,-0.58478657258381,-0.587426047186186,0.00255803740724616,-0.1816698415719,-0.181211888027084,-0.180168006076623,-0.181006299112823,0.000810243836693519,1.65126551938777,1.65556878048764,1.65751938522281,1.65474328702634,0.00336824979853226,0.886310940727331,0.886310940727331,0.886310940727331,0.886310940727331,0,1.26220451212391,1.26546389127333,1.26695654246368,1.26484398672628,0.00255803740724702,0.677417939540098,0.677417939540098,0.677417939540098,0.677417939540098,0,0.389061007263856,0.390104889214317,0.390562842759133,0.389899300300056,0.000810243836693537,0.208893001187233,0.208893001187233,0.208893001187233,0.208893001187233,0,0,0,0,0,0,-0.1816698415719,-0.181211888027084,-0.180168006076623,-0.181006299112823,0.000810243836693519,0,0,0,0,0,0,0,0,0,0,0.389061007263856,0.390104889214317,0.390562842759133,0.389899300300056,0.000810243836693537,0.208893001187233,0.208893001187233,0.208893001187233,0.208893001187233,0
"17","20-34","Male","sat_fat","FL","mrh-eq",-0.0210204252499054,-0.0209619626079694,-0.0208457389619528,-0.0209416955889937,9.36005102090412e-05,0,0,0,0,0,-0.0210204252499054,-0.0209619626079694,-0.0208457389619528,-0.0209416955889937,9.36005102090412e-05,-15.1515612472728,-15.1262507951772,-15.0305184714238,-15.1015413665253,0.0672046397039435,-0.016068660399509,-0.0160239345247313,-0.0159359114528773,-0.0160087425257572,7.1095825577902e-05,-0.0049517648503964,-0.00493802808323805,-0.00490982750907548,-0.00493295306323657,2.25056133436061e-05,0.0450027321281253,0.0451189557741419,0.0451774184160779,0.0450986887551662,9.36005102090552e-05,0.0241569931661725,0.0241569931661725,0.0241569931661725,0.0241569931661725,0,0.0343992916898794,0.0344873147617335,0.0345320406365112,0.0344721227627593,7.10958255779134e-05,0.0184633802370022,0.0184633802370022,0.0184633802370022,0.0184633802370022,0,0.0106034404382458,0.0106316410124084,0.0106453777795667,0.0106265659924069,2.25056133435951e-05,0.00569361292917035,0.00569361292917035,0.00569361292917035,0.00569361292917035,0,0,0,0,0,0,-0.0049517648503964,-0.00493802808323805,-0.00490982750907548,-0.00493295306323657,2.25056133436061e-05,0,0,0,0,0,0,0,0,0,0,0.0106034404382458,0.0106316410124084,0.0106453777795667,0.0106265659924069,2.25056133435951e-05,0.00569361292917035,0.00569361292917035,0.00569361292917035,0.00569361292917035,0
"18","20-34","Male","sat_fat","Food_price","USD",-0.0894192474914858,-0.0871531953514459,-0.0862468857510775,-0.0876302979969447,0.00172002858128168,0,0,0,0,0,-0.0894192474914858,-0.0871531953514459,-0.0862468857510775,-0.0876302979969447,0.00172002858128168,-15.1515612472728,-15.1262507951772,-15.0305184714238,-15.1015413665253,0.0672046397039435,-0.0683521303897245,-0.0666194057174447,-0.0659307231735831,-0.0669857362888195,0.00131331917882572,-0.0210671171017613,-0.0205337896340014,-0.0203161625774945,-0.0206445617081252,0.000406714743939437,0.187346623990011,0.18825293359038,0.190518985730419,0.188730036235878,0.00172002858128165,0.101099738238933,0.101099738238933,0.101099738238933,0.101099738238933,0,0.143196359635026,0.143885042178887,0.145617766851167,0.144251372750262,0.00131331917882572,0.0772656364614424,0.0772656364614424,0.0772656364614424,0.0772656364614424,0,0.0441502643549854,0.0443678914114923,0.0449012188792522,0.0444786634856162,0.00040671474393943,0.0238341017774909,0.0238341017774909,0.0238341017774909,0.0238341017774909,0,0,0,0,0,0,-0.0210671171017613,-0.0205337896340014,-0.0203161625774945,-0.0206445617081252,0.000406714743939437,0,0,0,0,0,0,0,0,0,0,0.0441502643549854,0.0443678914114923,0.0449012188792522,0.0444786634856162,0.00040671474393943,0.0238341017774909,0.0238341017774909,0.0238341017774909,0.0238341017774909,0
"19","35-44","Female","added_sugar","CED","MJ",-0.370538485807661,-0.347132583100545,-0.336378606401768,-0.351571855384173,0.0183853370928603,0,0,0,0,0,-0.370538485807661,-0.347132583100545,-0.336378606401768,-0.351571855384173,0.0183853370928603,-14.763540664679,-13.8234728126997,-13.3918333301085,-14.0018687317832,0.738296962347443,-0.245614971684342,-0.230084976212533,-0.222962425957855,-0.233034956990473,0.0121930403333883,-0.12492351412332,-0.117047606888012,-0.113416180443913,-0.118536898393699,0.00619230006489364,0.606453544518974,0.617207521217751,0.640613423924868,0.621646793501379,0.0183853370928609,0.270074938117207,0.270074938117207,0.270074938117207,0.270074938117207,0,0.402009202373433,0.409131752628111,0.42466174809992,0.412081733406051,0.0121930403333883,0.179046776415578,0.179046776415578,0.179046776415578,0.179046776415578,0,0.204444342145541,0.208075768589641,0.215951675824949,0.209565060095328,0.0061923000648937,0.0910281617016286,0.0910281617016286,0.0910281617016286,0.0910281617016286,0,0,0,0,0,0,-0.12492351412332,-0.117047606888012,-0.113416180443913,-0.118536898393699,0.00619230006489364,0,0,0,0,0,0,0,0,0,0,0.204444342145541,0.208075768589641,0.215951675824949,0.209565060095328,0.0061923000648937,0.0910281617016286,0.0910281617016286,0.0910281617016286,0.0910281617016286,0
"20","35-44","Female","added_sugar","FL","mrh-eq",-0.0174612601675443,-0.0163167671418881,-0.0157999005449165,-0.0165369869414265,0.000894956749089147,0,0,0,0,0,-0.0174612601675443,-0.0163167671418881,-0.0157999005449165,-0.0165369869414265,0.000894956749089147,-14.763540664679,-13.8234728126997,-13.3918333301085,-14.0018687317832,0.738296962347443,-0.0115754044814732,-0.0108160085586495,-0.0104737127857515,-0.010962359488448,0.000593528217058388,-0.00588585568607111,-0.00550075858323854,-0.00532618775916503,-0.00557462745297856,0.000301428712352812,0.0285824880316588,0.0290993546286304,0.0302438476542866,0.0293195744281688,0.000894956749089161,0.0127825874867423,0.0127825874867423,0.0127825874867423,0.0127825874867423,0,0.0189487154688374,0.0192910112417354,0.0200504071645591,0.0194373621715339,0.000593528217058394,0.0084750026830859,0.0084750026830859,0.0084750026830859,0.0084750026830859,0,0.00963377256282142,0.00980834338689493,0.0101934404897275,0.00988221225663495,0.000301428712352811,0.00430758480365639,0.00430758480365639,0.00430758480365639,0.00430758480365639,0,0,0,0,0,0,-0.00588585568607111,-0.00550075858323854,-0.00532618775916503,-0.00557462745297856,0.000301428712352812,0,0,0,0,0,0,0,0,0,0,0.00963377256282142,0.00980834338689493,0.0101934404897275,0.00988221225663495,0.000301428712352811,0.00430758480365639,0.00430758480365639,0.00430758480365639,0.00430758480365639,0
"21","35-44","Female","added_sugar","Food_price","USD",-0.614668238351764,-0.585357404050242,-0.561006518444905,-0.587097736926096,0.0282831965963827,0,0,0,0,0,-0.614668238351764,-0.585357404050242,-0.561006518444905,-0.587097736926096,0.0282831965963827,-14.763540664679,-13.8234728126997,-13.3918333301085,-14.0018687317832,0.738296962347443,-0.407432365548416,-0.387979228873171,-0.371817388941752,-0.389134069835917,0.018771386228403,-0.207235872803347,-0.197378175177071,-0.189189129503153,-0.197963667090179,0.00951181037054248,1.0151073046408,1.03945819024613,1.06876902454766,1.04119852312199,0.0282831965963832,0.454100786195892,0.454100786195892,0.454100786195892,0.454100786195892,0,0.672856901246794,0.689018741178213,0.708471877853458,0.690173582140959,0.018771386228403,0.301039512305042,0.301039512305042,0.301039512305042,0.301039512305042,0,0.342250403394004,0.350439449067922,0.360297146694198,0.35102494098103,0.00951181037054223,0.153061273890851,0.153061273890851,0.153061273890851,0.153061273890851,0,0,0,0,0,0,-0.207235872803347,-0.197378175177071,-0.189189129503153,-0.197963667090179,0.00951181037054248,0,0,0,0,0,0,0,0,0,0,0.342250403394004,0.350439449067922,0.360297146694198,0.35102494098103,0.00951181037054223,0.153061273890851,0.153061273890851,0.153061273890851,0.153061273890851,0
"22","35-44","Female","oil","CED","MJ",-0.0283068424351923,-0.0275806804849448,-0.0221946237037064,-0.0259456296670533,0.00351480542616413,0,0,0,0,0,-0.0283068424351923,-0.0275806804849448,-0.0221946237037064,-0.0259456296670533,0.00351480542616413,-3.06006387744866,-2.97012261054833,-2.389506153852,-2.79795587728658,0.383128146607229,-0.0235753864638408,-0.0229798087333438,-0.0184790491644679,-0.0216095694918073,0.00293305432019605,-0.00473145597135157,-0.00460087175160094,-0.00371557453923848,-0.00433606017524591,0.00058178228989067,0.322897241208171,0.328283297989409,0.329009459939657,0.326648247171518,0.00351480542616384,0.300702617504465,0.300702617504465,0.300702617504465,0.300702617504465,0,0.269201717708282,0.273702477277157,0.274298055007654,0.272332238035621,0.00293305432019598,0.250722668543813,0.250722668543813,0.250722668543813,0.250722668543813,0,0.0536955234998897,0.0545808207122522,0.0547114049320028,0.0543160091358972,0.000581782289890685,0.0499799489606513,0.0499799489606513,0.0499799489606513,0.0499799489606513,0,0,0,0,0,0,-0.00473145597135157,-0.00460087175160094,-0.00371557453923848,-0.00433606017524591,0.00058178228989067,0,0,0,0,0,0,0,0,0,0,0.0536955234998897,0.0545808207122522,0.0547114049320028,0.0543160091358972,0.000581782289890685,0.0499799489606513,0.0499799489606513,0.0499799489606513,0.0499799489606513,0
"23","35-44","Female","oil","FL","mrh-eq",-0.00135769974679395,-0.00135531917787374,-0.00108204853214412,-0.00126027002811605,0.000166804802439988,0,0,0,0,0,-0.00135769974679395,-0.00135531917787374,-0.00108204853214412,-0.00126027002811605,0.000166804802439988,-3.06006387744866,-2.97012261054833,-2.389506153852,-2.79795587728658,0.383128146607229,-0.0011312149299433,-0.00112875944724641,-0.000900879732343622,-0.00104966322541978,0.000139243104411249,-0.000226555787796972,-0.000226480874020303,-0.000181164856970152,-0.000210606802696274,2.75630180818095e-05,0.0161181340450416,0.0163914046907712,0.0163937852596914,0.0162963555410135,0.00016680480243999,0.0150360855128975,0.0150360855128975,0.0150360855128975,0.0150360855128975,0,0.0134382199838784,0.0136660996987812,0.0136685551814781,0.0135870034769546,0.000139243104411249,0.0125373402515348,0.0125373402515348,0.0125373402515348,0.0125373402515348,0,0.00267991011833286,0.00272522613538301,0.00272530104915968,0.00270935206405899,2.75630180818079e-05,0.00249874526136271,0.00249874526136271,0.00249874526136271,0.00249874526136271,0,0,0,0,0,0,-0.000226555787796972,-0.000226480874020303,-0.000181164856970152,-0.000210606802696274,2.75630180818095e-05,0,0,0,0,0,0,0,0,0,0,0.00267991011833286,0.00272522613538301,0.00272530104915968,0.00270935206405899,2.75630180818079e-05,0.00249874526136271,0.00249874526136271,0.00249874526136271,0.00249874526136271,0
"24","35-44","Female","oil","Food_price","USD",-0.0114487200678912,-0.0113430093363947,-0.00945449398962785,-0.0107174638573525,0.00118115415526318,0,0,0,0,0,-0.0114487200678912,-0.0113430093363947,-0.00945449398962785,-0.0107174638573525,0.00118115415526318,-3.06006387744866,-2.97012261054833,-2.389506153852,-2.79795587728658,0.383128146607229,-0.00953105629751467,-0.00943992723163046,-0.00786213110256107,-0.00891828966560057,0.000987741712802869,-0.00191766377037654,-0.00190308210476426,-0.00159236288706678,-0.00179917419175191,0.000193418831303953,0.166142854858866,0.168031370205633,0.168137080937129,0.167405824726591,0.00118115415526305,0.156688360869238,0.156688360869238,0.156688360869238,0.156688360869238,0,0.138488363950446,0.140066160079515,0.1401572891454,0.139544522513486,0.00098774171280285,0.130626232847885,0.130626232847885,0.130626232847885,0.130626232847885,0,0.02765449090842,0.0279652101261175,0.0279797917917297,0.0278613022131051,0.000193418831303958,0.0260621280213532,0.0260621280213532,0.0260621280213532,0.0260621280213532,0,0,0,0,0,0,-0.00191766377037654,-0.00190308210476426,-0.00159236288706678,-0.00179917419175191,0.000193418831303953,0,0,0,0,0,0,0,0,0,0,0.02765449090842,0.0279652101261175,0.0279797917917297,0.0278613022131051,0.000193418831303958,0.0260621280213532,0.0260621280213532,0.0260621280213532,0.0260621280213532,0
"25","35-44","Female","sat_fat","CED","MJ",-0.860406415428504,-0.839794466773118,-0.834328744953789,-0.845108932329629,0.0144762131109131,0,0,0,0,0,-0.860406415428504,-0.839794466773118,-0.834328744953789,-0.845108932329629,0.0144762131109131,-16.6795389703031,-16.2748998063922,-16.1680590616995,-16.3793904798021,0.284002358658118,-0.668695268623315,-0.652737480222468,-0.648484524066946,-0.656844438905038,0.0112161080102448,-0.191711146805188,-0.187056986550651,-0.185844220886843,-0.188264493424591,0.00326012388555076,1.71799755987724,1.72346328169657,1.74407523035196,1.72877774725308,0.0144762131109132,0.88366881492345,0.88366881492345,0.88366881492345,0.88366881492345,0,1.33494462265616,1.33919757881168,1.35515536721252,1.34330453749425,0.011216108010243,0.686460098589209,0.686460098589209,0.686460098589209,0.686460098589209,0,0.383052937221085,0.384265702884893,0.388919863139431,0.385473209758833,0.00326012388555081,0.197208716334242,0.197208716334242,0.197208716334242,0.197208716334242,0,0,0,0,0,0,-0.191711146805188,-0.187056986550651,-0.185844220886843,-0.188264493424591,0.00326012388555076,0,0,0,0,0,0,0,0,0,0,0.383052937221085,0.384265702884893,0.388919863139431,0.385473209758833,0.00326012388555081,0.197208716334242,0.197208716334242,0.197208716334242,0.197208716334242,0
"26","35-44","Female","sat_fat","FL","mrh-eq",-0.0228877114473447,-0.0223398068151724,-0.0221953620368468,-0.0224813716761712,0.000384465545300476,0,0,0,0,0,-0.0228877114473447,-0.0223398068151724,-0.0221953620368468,-0.0224813716761712,0.000384465545300476,-16.6795389703031,-16.2748998063922,-16.1680590616995,-16.3793904798021,0.284002358658118,-0.0177877962178458,-0.017363623653631,-0.0172512291207007,-0.0174730194540817,0.000297871533720307,-0.00509991522949887,-0.00497618316154138,-0.00494413291614609,-0.00500835222208952,8.6594513637684e-05,0.0457149558209228,0.0458594005992483,0.0464073052314206,0.0460009654602472,0.000384465545300462,0.023519593784076,0.023519593784076,0.023519593784076,0.023519593784076,0,0.0355217466829715,0.0356341412159019,0.0360583137801166,0.0357435370163525,0.000297871533720317,0.0182705175622708,0.0182705175622708,0.0182705175622708,0.0182705175622708,0,0.0101932091379513,0.0102252593833466,0.010348991451304,0.0102574284438947,8.65945136376847e-05,0.00524907622180517,0.00524907622180517,0.00524907622180517,0.00524907622180517,0,0,0,0,0,0,-0.00509991522949887,-0.00497618316154138,-0.00494413291614609,-0.00500835222208952,8.6594513637684e-05,0,0,0,0,0,0,0,0,0,0,0.0101932091379513,0.0102252593833466,0.010348991451304,0.0102574284438947,8.65945136376847e-05,0.00524907622180517,0.00524907622180517,0.00524907622180517,0.00524907622180517,0
"27","35-44","Female","sat_fat","Food_price","USD",-0.100667248047965,-0.097922478259542,-0.0974288884358106,-0.0987123659664513,0.00183655128060974,0,0,0,0,0,-0.100667248047965,-0.097922478259542,-0.0974288884358106,-0.0987123659664513,0.00183655128060974,-16.6795389703031,-16.2748998063922,-16.1680590616995,-16.3793904798021,0.284002358658118,-0.0782454130150171,-0.0761163830645941,-0.0757375734389351,-0.0767304954592481,0.00142303465427499,-0.0224218350329479,-0.0218060951949481,-0.0216913149968756,-0.0219818705072033,0.000413522481906449,0.20027225759426,0.200765847417991,0.203510617206414,0.201555735124901,0.0018365512806097,0.102843369158449,0.102843369158449,0.102843369158449,0.102843369158449,0,0.155640311176717,0.156019120802376,0.1581481507528,0.15663323319703,0.00142303465427508,0.0799027377377823,0.0799027377377823,0.0799027377377823,0.0799027377377823,0,0.0446319464175427,0.0447467266156152,0.0453624664536151,0.0449225019278704,0.000413522481906469,0.0229406314206672,0.0229406314206672,0.0229406314206672,0.0229406314206672,0,0,0,0,0,0,-0.0224218350329479,-0.0218060951949481,-0.0216913149968756,-0.0219818705072033,0.000413522481906449,0,0,0,0,0,0,0,0,0,0,0.0446319464175427,0.0447467266156152,0.0453624664536151,0.0449225019278704,0.000413522481906469,0.0229406314206672,0.0229406314206672,0.0229406314206672,0.0229406314206672,0
"28","35-44","Male","added_sugar","CED","MJ",-0.348119963054717,-0.337034213457879,-0.312382859179359,-0.332274352166061,0.0192554087821063,0,0,0,0,0,-0.348119963054717,-0.337034213457879,-0.312382859179359,-0.332274352166061,0.0192554087821063,-13.6022976170738,-13.1595966264568,-12.1984202396864,-12.977675434824,0.755492770808565,-0.2304830209959,-0.223119616831864,-0.206833195476814,-0.219988733606947,0.0127391725323485,-0.117636942058816,-0.113914596626015,-0.105549663702546,-0.112285618559114,0.00651626640542877,0.587919660442201,0.612571014720721,0.623656764317558,0.607811153428902,0.0192554087821062,0.275536801262842,0.275536801262842,0.275536801262842,0.275536801262842,0,0.389342414904694,0.405628836259744,0.412992240423781,0.402497953034827,0.0127391725323486,0.18250921942788,0.18250921942788,0.18250921942788,0.18250921942788,0,0.198577245537507,0.206942178460977,0.210664523893778,0.205313200394076,0.00651626640542908,0.0930275818349613,0.0930275818349613,0.0930275818349613,0.0930275818349613,0,0,0,0,0,0,-0.117636942058816,-0.113914596626015,-0.105549663702546,-0.112285618559114,0.00651626640542877,0,0,0,0,0,0,0,0,0,0,0.198577245537507,0.206942178460977,0.210664523893778,0.205313200394076,0.00651626640542908,0.0930275818349613,0.0930275818349613,0.0930275818349613,0.0930275818349613,0
