"","Foodgroup","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"1","added_sugar","CED","MJ",-0.331925745042967,-0.328087637137795,-0.31714456960755,-0.325594668848296,0.00807358753019475,0,0,0,0,0,-0.331925745042967,-0.328087637137795,-0.31714456960755,-0.325594668848296,0.00807358753019475,-13.0956278946782,-12.9327149577295,-12.5014397503172,-12.8385527575668,0.323187746621944,-0.220009825132512,-0.217458517382863,-0.210213717979048,-0.215811678205963,0.0053494678327521,-0.111915919910454,-0.110629119754932,-0.106930851628503,-0.109782990642333,0.0027241252308744,0.590558583538188,0.601501651068432,0.605339758973603,0.599008682778933,0.00807358753019457,0.273414013930637,0.273414013930637,0.273414013930637,0.273414013930637,0,0.391453240763971,0.398698040167786,0.401249347917435,0.397051200990886,0.00534946783275202,0.181239522784923,0.181239522784923,0.181239522784923,0.181239522784923,0,0.199105342774217,0.202803610900646,0.204090411056168,0.201957481788047,0.00272412523087444,0.0921744911457136,0.0921744911457136,0.0921744911457136,0.0921744911457136,0,0,0,0,0,0,-0.111915919910454,-0.110629119754932,-0.106930851628503,-0.109782990642333,0.0027241252308744,0,0,0,0,0,0,0,0,0,0,0.199105342774217,0.202803610900646,0.204090411056168,0.201957481788047,0.00272412523087444,0.0921744911457136,0.0921744911457136,0.0921744911457136,0.0921744911457136,0
"2","added_sugar","FL","mrh-eq",-0.0152357478163837,-0.0150081189846053,-0.0145274366749533,-0.0149193282906146,0.000380643145527451,0,0,0,0,0,-0.0152357478163837,-0.0150081189846053,-0.0145274366749533,-0.0149193282906146,0.000380643145527451,-13.0956278946782,-12.9327149577295,-12.5014397503172,-12.8385527575668,0.323187746621944,-0.0100996665083222,-0.00994844992649088,-0.00963024110732237,-0.00988985615900413,0.000252223176586204,-0.00513608130806152,-0.00505966905811443,-0.00489719556763095,-0.00502947213161043,0.000128420235856566,0.0270743059335141,0.0275549882431661,0.0277826170749445,0.0274661975491754,0.000380643145527449,0.0125468692585608,0.0125468692585608,0.0125468692585608,0.0125468692585608,0,0.0179482250591868,0.0182664338783553,0.0184176504601866,0.0182078401108686,0.000252223176586199,0.00831798395186445,0.00831798395186445,0.00831798395186445,0.00831798395186445,0,0.00912608087432729,0.00928855436481077,0.00936496661475787,0.00925835743830678,0.000128420235856569,0.00422888530669634,0.00422888530669634,0.00422888530669634,0.00422888530669634,0,0,0,0,0,0,-0.00513608130806152,-0.00505966905811443,-0.00489719556763095,-0.00502947213161043,0.000128420235856566,0,0,0,0,0,0,0,0,0,0,0.00912608087432729,0.00928855436481077,0.00936496661475787,0.00925835743830678,0.000128420235856569,0.00422888530669634,0.00422888530669634,0.00422888530669634,0.00422888530669634,0
"3","added_sugar","Food_price","USD",-0.561844680187826,-0.561697689493835,-0.545028172492165,-0.555900311842017,0.0101756442908245,0,0,0,0,0,-0.561844680187826,-0.561697689493835,-0.545028172492165,-0.555900311842017,0.0101756442908245,-13.0956278946782,-12.9327149577295,-12.5014397503172,-12.8385527575668,0.323187746621944,-0.372370976132687,-0.372280633902325,-0.361234124435414,-0.368436364696519,0.00674099377074442,-0.189473704055138,-0.18941705559151,-0.183794048056751,-0.187463947145499,0.00343465353180583,1.01326552030098,1.02993503730265,1.03008202799665,1.02413765965084,0.0101756442908245,0.468237347808819,0.468237347808819,0.468237347808819,0.468237347808819,0,0.671591555158948,0.68263806462586,0.682728406856222,0.678793795420053,0.00674099377074447,0.310357430723535,0.310357430723535,0.310357430723535,0.310357430723535,0,0.341673965142036,0.347296972676794,0.347353621140423,0.345343864230784,0.0034346535318056,0.157879917085285,0.157879917085285,0.157879917085285,0.157879917085285,0,0,0,0,0,0,-0.189473704055138,-0.18941705559151,-0.183794048056751,-0.187463947145499,0.00343465353180583,0,0,0,0,0,0,0,0,0,0,0.341673965142036,0.347296972676794,0.347353621140423,0.345343864230784,0.0034346535318056,0.157879917085285,0.157879917085285,0.157879917085285,0.157879917085285,0
"4","oil","CED","MJ",-0.00528779535500892,-0.00524588186290942,-0.00511580474686592,-0.00521494725801679,9.44024960031693e-05,0,0,0,0,0,-0.00528779535500892,-0.00524588186290942,-0.00511580474686592,-0.00521494725801679,9.44024960031693e-05,-0.567391274981973,-0.56443426023392,-0.551203574582221,-0.560829463425623,0.00907378824447256,-0.004396169112663,-0.00436345974769094,-0.00425250100013248,-0.00433600382397642,7.9265176431857e-05,-0.000891626242345894,-0.00088242211521848,-0.000863303746733436,-0.000878943434040364,1.52079566057657e-05,0.304544427397987,0.304674504514031,0.30471641800613,0.304643569909138,9.44024960031002e-05,0.299428622651121,0.299428622651121,0.299428622651121,0.299428622651121,0,0.254282186202028,0.254393144949586,0.254425854314558,0.254365689025872,7.92651764318626e-05,0.250029685201896,0.250029685201896,0.250029685201896,0.250029685201896,0,0.0502622411959591,0.0502813595644442,0.0502905636915716,0.050277880883266,1.52079566057754e-05,0.0493989374492257,0.0493989374492257,0.0493989374492257,0.0493989374492257,0,0,0,0,0,0,-0.000891626242345894,-0.00088242211521848,-0.000863303746733436,-0.000878943434040364,1.52079566057657e-05,0,0,0,0,0,0,0,0,0,0,0.0502622411959591,0.0502813595644442,0.0502905636915716,0.050277880883266,1.52079566057754e-05,0.0493989374492257,0.0493989374492257,0.0493989374492257,0.0493989374492257,0
"5","oil","FL","mrh-eq",-0.000268893698455431,-0.000260770685008902,-0.000259752894566526,-0.000263263745712114,5.27321041000294e-06,0,0,0,0,0,-0.000268893698455431,-0.000260770685008902,-0.000259752894566526,-0.000263263745712114,5.27321041000294e-06,-0.567391274981973,-0.56443426023392,-0.551203574582221,-0.560829463425623,0.00907378824447256,-0.000223551870862711,-0.000216756638966935,-0.000216035715145996,-0.000218887975133544,4.36530229890512e-06,-4.53418275927202e-05,-4.40140460419667e-05,-4.37171794205309e-05,-4.43757705785694e-05,9.10654622421336e-07,0.0154978045750403,0.0154988223654826,0.0155069453789292,0.0155013154261859,5.273210410005e-06,0.0152380516804737,0.0152380516804737,0.0152380516804737,0.0152380516804737,0,0.0129398294825866,0.0129405504064075,0.0129473456383033,0.0129426817425741,4.36530229890218e-06,0.0127237937674406,0.0127237937674406,0.0127237937674406,0.0127237937674406,0,0.00255797509245369,0.00255827195907513,0.00255959974062588,0.00255863368361173,9.10654622421589e-07,0.00251425791303316,0.00251425791303316,0.00251425791303316,0.00251425791303316,0,0,0,0,0,0,-4.53418275927202e-05,-4.40140460419667e-05,-4.37171794205309e-05,-4.43757705785694e-05,9.10654622421336e-07,0,0,0,0,0,0,0,0,0,0,0.00255797509245369,0.00255827195907513,0.00255959974062588,0.00255863368361173,9.10654622421589e-07,0.00251425791303316,0.00251425791303316,0.00251425791303316,0.00251425791303316,0
"6","oil","Food_price","USD",-0.00522185213712369,-0.00442474010131988,-0.00394184530570313,-0.00453499176454341,0.000680420334719902,0,0,0,0,0,-0.00522185213712369,-0.00442474010131988,-0.00394184530570313,-0.00453499176454341,0.000680420334719902,-0.567391274981973,-0.56443426023392,-0.551203574582221,-0.560829463425623,0.00907378824447256,-0.00434727384090521,-0.00368295367702341,-0.0032781329440473,-0.00377400610892014,0.000568203883680514,-0.00087457829621848,-0.000741786424296474,-0.000663712361655828,-0.000760985655623267,0.000112220666130147,0.217954858938233,0.21843775373385,0.219234865769653,0.218548005397073,0.000680420334719856,0.21401301363253,0.21401301363253,0.21401301363253,0.21401301363253,0,0.181975357870841,0.182380178603817,0.183044498767699,0.182471231035714,0.000568203883680371,0.178697224926794,0.178697224926794,0.178697224926794,0.178697224926794,0,0.0359795010673917,0.0360575751300323,0.0361903670019543,0.0360767743613591,0.000112220666130136,0.0353157887057359,0.0353157887057359,0.0353157887057359,0.0353157887057359,0,0,0,0,0,0,-0.00087457829621848,-0.000741786424296474,-0.000663712361655828,-0.000760985655623267,0.000112220666130147,0,0,0,0,0,0,0,0,0,0,0.0359795010673917,0.0360575751300323,0.0361903670019543,0.0360767743613591,0.000112220666130136,0.0353157887057359,0.0353157887057359,0.0353157887057359,0.0353157887057359,0
"7","sat_fat","CED","MJ",-0.851258967062948,-0.847820396896417,-0.842857635135076,-0.847285592828063,0.00444594386511505,0,0,0,0,0,-0.851258967062948,-0.847820396896417,-0.842857635135076,-0.847285592828063,0.00444594386511505,-16.447871859261,-16.3835762458736,-16.2908289355068,-16.3735931943019,0.0831051013658461,-0.654822498237051,-0.652526388896297,-0.648635505264398,-0.65196681896958,0.00329217364522478,-0.196436468825896,-0.19529400800012,-0.194222129870678,-0.195318773858483,0.00116563889340004,1.73750776057859,1.74247052233993,1.74590909250646,1.74193571827157,0.00444594386511485,0.894650125443512,0.894650125443512,0.894650125443512,0.894650125443512,0,1.33647074425545,1.34036162788735,1.3426577372281,1.33980205796063,0.00329217364522529,0.687835238991051,0.687835238991051,0.687835238991051,0.687835238991051,0,0.401037016323138,0.40210889445258,0.403251355278356,0.402133660310943,0.00116563889340012,0.20681488645246,0.20681488645246,0.20681488645246,0.20681488645246,0,0,0,0,0,0,-0.196436468825896,-0.19529400800012,-0.194222129870678,-0.195318773858483,0.00116563889340004,0,0,0,0,0,0,0,0,0,0,0.401037016323138,0.40210889445258,0.403251355278356,0.402133660310943,0.00116563889340012,0.20681488645246,0.20681488645246,0.20681488645246,0.20681488645246,0
"8","sat_fat","FL","mrh-eq",-0.0230248227433666,-0.0229114113775077,-0.0227782177020364,-0.0229044702162402,0.000129931254997096,0,0,0,0,0,-0.0230248227433666,-0.0229114113775077,-0.0227782177020364,-0.0229044702162402,0.000129931254997096,-16.447871859261,-16.3835762458736,-16.2908289355068,-16.3735931943019,0.0831051013658461,-0.0177064873102131,-0.0176288009048538,-0.0175242530591371,-0.0176193758380617,9.62594523059592e-05,-0.0053183354331535,-0.00528261047265393,-0.00525396464289928,-0.00528509437817846,3.3947586026722e-05,0.0469818160664518,0.0471150097419232,0.047228421107782,0.0471080685806556,0.000129931254997086,0.0242035983644154,0.0242035983644154,0.0242035983644154,0.0242035983644154,0,0.0361273241204828,0.0362318719661995,0.0363095583715588,0.0362224468994074,9.625945230597e-05,0.0186030710613457,0.0186030710613457,0.0186030710613457,0.0186030710613457,0,0.010854491945969,0.0108831377757236,0.0109188627362232,0.0108856216812482,3.39475860267193e-05,0.00560052730306969,0.00560052730306969,0.00560052730306969,0.00560052730306969,0,0,0,0,0,0,-0.0053183354331535,-0.00528261047265393,-0.00525396464289928,-0.00528509437817846,3.3947586026722e-05,0,0,0,0,0,0,0,0,0,0,0.010854491945969,0.0108831377757236,0.0109188627362232,0.0108856216812482,3.39475860267193e-05,0.00560052730306969,0.00560052730306969,0.00560052730306969,0.00560052730306969,0
"9","sat_fat","Food_price","USD",-0.0968540221702102,-0.0968286872959661,-0.0958915772073001,-0.0965087661680988,0.000577369057679056,0,0,0,0,0,-0.0968540221702102,-0.0968286872959661,-0.0958915772073001,-0.0965087661680988,0.000577369057679056,-16.447871859261,-16.3835762458736,-16.2908289355068,-16.3735931943019,0.0831051013658461,-0.0745629989562802,-0.0745011231185284,-0.0738184660148681,-0.0742833051304903,0.000434899218077241,-0.0223256409688321,-0.0222891000053244,-0.0220711879838264,-0.0222254610376085,0.000144819569790223,0.198166847688435,0.1991039577771,0.199129292651345,0.198784036649233,0.000577369057678985,0.102275270481134,0.102275270481134,0.102275270481134,0.102275270481134,0,0.152473436513433,0.153156093617093,0.153217969454845,0.152938275629055,0.000434899218077295,0.0786549704985646,0.0786549704985646,0.0786549704985646,0.0786549704985646,0,0.0456914879663962,0.0459093999878942,0.0459459409514018,0.0458457610201783,0.000144819569790202,0.0236202999825698,0.0236202999825698,0.0236202999825698,0.0236202999825698,0,0,0,0,0,0,-0.0223256409688321,-0.0222891000053244,-0.0220711879838264,-0.0222254610376085,0.000144819569790223,0,0,0,0,0,0,0,0,0,0,0.0456914879663962,0.0459093999878942,0.0459459409514018,0.0458457610201783,0.000144819569790202,0.0236202999825698,0.0236202999825698,0.0236202999825698,0.0236202999825698,0
