"","sex_gp","Foodgroup","outcome","outcome_unit","impact_lower_bound (2.5th percentile)","impact_median","impact_upper_bound (97.5th percentile)","impact_mean","impact_SD","substitution_impact_lower_bound (2.5th percentile)","substitution_impact_median","substitution_impact_upper_bound  (97.5th percentile)","substitution_impact_mean","substitution_impact_SD","combined_impact_lower_bound (2.5th percentile)","combined_impact_median","combined_impact_upper_bound  (97.5th percentile)","combined_impact_mean","combined_impact_SD","delta_lower_bound (2.5th percentile)","delta_median","delta_upper_bound (97.5th percentile)","delta_mean","delta_SD","combined_consumed_impact_lower_bound (2.5th percentile)","combined_consumed_impact_median","combined_consumed_upper_bound (97.5th percentile)","combined_consumed_impact_mean","combined_consumed_impact_SD","combined_unconsumed_impact_lower_bound (2.5th percentile)","combined_unconsumed_impact_median","combined_unconsumed_upper_bound (97.5th percentile)","combined_unconsumed_impact_mean","combined_unconsumed_impact_SD","current_intake_impact_lower_bound (2.5th percentile)","current_intake_impact_median","current_intake_impact_upper_bound (97.5th percentile)","current_intake_impact_mean","current_intake_impact_SD","CF_intake_impact_lower_bound (2.5th percentile)","CF_intake_impact_median","CF_intake_impact_upper_bound  (97.5th percentile)","CF_intake_impact_mean","CF_intake_impact_SD","current_intake_consumed_impact_lower_bound (2.5th percentile)","current_intake_consumed_impact_median","current_intake_consumed_upper_bound (97.5th percentile)","current_intake_consumed_impact_mean","current_intake_consumed_impact_SD","CF_intake_consumed_impact_lower_bound (2.5th percentile)","CF_intake_consumed_impact_median","CF_intake_consumed_impact_upper_bound (97.5th percentile)","CF_intake_consumed_impact_mean","CF_intake_consumed_impact_SD","current_intake_unconsumed_impact_lower_bound (2.5th percentile)","current_intake_unconsumed_impact_median","current_intake_unconsumed_upper_bound (97.5th percentile)","current_intake_unconsumed_impact_mean","current_intake_unconsumed_impact_SD","CF_intake_unconsumed_impact_lower_bound (2.5th percentile)","CF_intake_unconsumed_impact_median","CF_intake_unconsumed_impact_upper_bound (97.5th percentile)","CF_intake_unconsumed_impact_mean","CF_intake_unconsumed_impact_SD","inedible_impact_lower_bound (2.5th percentile)","inedible_impact_median","inedible_upper_bound (97.5th percentile)","inedible_consumed_impact_mean","inedible_impact_SD","wasted_impact_lower_bound (2.5th percentile)","wasted_impact_median","wasted_unconsumed_upper_bound (97.5th percentile)","wasted_unconsumed_impact_mean","wasted_impact_SD","current_intake_inedible_impact_lower_bound (2.5th percentile)","current_intake_inedible_impact_median","current_intake_inedible_upper_bound (97.5th percentile)","current_intake_inedible_impact_mean","current_intake_inedible_impact_SD","CF_intake_inedible_impact_lower_bound (2.5th percentile)","CF_intake_inedible_impact_median","CF_intake_inedible_impact_upper_bound (97.5th percentile)","CF_intake_inedible_impact_mean","CF_intake_inedible_impact_SD","current_intake_wasted_impact_lower_bound (2.5th percentile)","current_intake_wasted_impact_median","current_intake_wasted_upper_bound (97.5th percentile)","current_intake_wasted_impact_mean","current_intake_wasted_impact_SD","CF_intake_wasted_impact_lower_bound (2.5th percentile)","CF_intake_wasted_impact_median","CF_intake_unconsumed_wasted_upper_bound (97.5th percentile)","CF_intake_wasted_impact_mean","CF_intake_wasted_impact_SD"
"1","Female","added_sugar","CED","MJ",-0.356161167595575,-0.351913833652363,-0.341346804673389,-0.34969639679771,0.00803003705345981,0,0,0,0,0,-0.356161167595575,-0.351913833652363,-0.341346804673389,-0.34969639679771,0.00803003705345981,-14.2333260922289,-14.0609190828953,-13.6418439649011,-13.9743688693302,0.320202855352217,-0.236076159973708,-0.233258421865844,-0.226252954600297,-0.231789043214025,0.00532440821990757,-0.120085007621867,-0.118655411786519,-0.115093850073093,-0.117907353583685,0.00270562902050827,0.610816695100371,0.621383724079345,0.625631058022557,0.619166287224692,0.0080300370534598,0.269469890426982,0.269469890426982,0.269469890426982,0.269469890426982,0,0.404876670794064,0.411882138059611,0.414699876167475,0.410412759407793,0.00532440821990762,0.178623716193767,0.178623716193767,0.178623716193767,0.178623716193767,0,0.205940024306307,0.209501586019734,0.210931181855082,0.208753527816899,0.00270562902050835,0.0908461742332146,0.0908461742332146,0.0908461742332146,0.0908461742332146,0,0,0,0,0,0,-0.120085007621867,-0.118655411786519,-0.115093850073093,-0.117907353583685,0.00270562902050827,0,0,0,0,0,0,0,0,0,0,0.205940024306307,0.209501586019734,0.210931181855082,0.208753527816899,0.00270562902050835,0.0908461742332146,0.0908461742332146,0.0908461742332146,0.0908461742332146,0
"2","Female","added_sugar","FL","mrh-eq",-0.0167561075757203,-0.0165412340602238,-0.0160658670965186,-0.016449832850326,0.000371808064389056,0,0,0,0,0,-0.0167561075757203,-0.0165412340602238,-0.0160658670965186,-0.016449832850326,0.000371808064389056,-14.2333260922289,-14.0609190828953,-13.6418439649011,-13.9743688693302,0.320202855352217,-0.0111070936160184,-0.0109645489933357,-0.0106493932119614,-0.0109039836744965,0.000246539033584854,-0.00564901395970191,-0.00557668506688809,-0.0054164738845572,-0.00554584917582947,0.000125269038803303,0.0287906678038294,0.0292660347675346,0.0294809082830311,0.0291746335576368,0.000371808064389055,0.0127248007073108,0.0127248007073108,0.0127248007073108,0.0127248007073108,0,0.0190847067964896,0.019399862577864,0.0195424072005466,0.0193392972590248,0.000246539033584841,0.00843531358452824,0.00843531358452824,0.00843531358452824,0.00843531358452824,0,0.00970596100733976,0.00986617218967066,0.00993850108248447,0.00983533629861203,0.000125269038803308,0.00428948712278257,0.00428948712278257,0.00428948712278257,0.00428948712278257,0,0,0,0,0,0,-0.00564901395970191,-0.00557668506688809,-0.0054164738845572,-0.00554584917582947,0.000125269038803303,0,0,0,0,0,0,0,0,0,0,0.00970596100733976,0.00986617218967066,0.00993850108248447,0.00983533629861203,0.000125269038803308,0.00428948712278257,0.00428948712278257,0.00428948712278257,0.00428948712278257,0
"3","Female","added_sugar","Food_price","USD",-0.610378432892063,-0.608421447604989,-0.595635985834089,-0.604621982172068,0.00842804062434835,0,0,0,0,0,-0.610378432892063,-0.608421447604989,-0.595635985834089,-0.604621982172068,0.00842804062434835,-14.2333260922289,-14.0609190828953,-13.6418439649011,-13.9743688693302,0.320202855352217,-0.404559806533366,-0.403264242672265,-0.394786880861176,-0.400744313567006,0.00558745173043795,-0.205818626358697,-0.205157204932723,-0.200849104972914,-0.203877668605061,0.00284058914630372,1.06546896461039,1.07825442638129,1.08021141166836,1.07445496094837,0.0084280406243481,0.469832978776298,0.469832978776298,0.469832978776298,0.469832978776298,0,0.706212478197259,0.714689840008349,0.71598540386945,0.71216991090309,0.0055874517304382,0.311425597336084,0.311425597336084,0.311425597336084,0.311425597336084,0,0.359256486413128,0.363564586372938,0.364226007798911,0.362285050045276,0.00284058914630368,0.158407381440215,0.158407381440215,0.158407381440215,0.158407381440215,0,0,0,0,0,0,-0.205818626358697,-0.205157204932723,-0.200849104972914,-0.203877668605061,0.00284058914630372,0,0,0,0,0,0,0,0,0,0,0.359256486413128,0.363564586372938,0.364226007798911,0.362285050045276,0.00284058914630368,0.158407381440215,0.158407381440215,0.158407381440215,0.158407381440215,0
"4","Female","oil","CED","MJ",-0.02262866725394,-0.0218524822191019,-0.0209808814140594,-0.0218190030014863,0.000867740227090802,0,0,0,0,0,-0.02262866725394,-0.0218524822191019,-0.0209808814140594,-0.0218190030014863,0.000867740227090802,-2.44035792877669,-2.3559893650171,-2.2625984199275,-2.35282361718201,0.0935977978782712,-0.0188696811444706,-0.0182254270633082,-0.0174958566758511,-0.0181954915172399,0.000723530119725989,-0.00375898610946941,-0.00362705515579372,-0.00348502473820825,-0.00362351148424643,0.00014422285067108,0.321317958433879,0.322189559238921,0.322965744273759,0.322156080021306,0.00086774022709082,0.300337077019819,0.300337077019819,0.300337077019819,0.300337077019819,0,0.268049446057213,0.26877901644467,0.269423270525832,0.268749080898602,0.000723530119725933,0.250553589381362,0.250553589381362,0.250553589381362,0.250553589381362,0,0.0532685123766658,0.0534105427942512,0.0535424737479269,0.053406999122704,0.000144222850671066,0.0497834876384575,0.0497834876384575,0.0497834876384575,0.0497834876384575,0,0,0,0,0,0,-0.00375898610946941,-0.00362705515579372,-0.00348502473820825,-0.00362351148424643,0.00014422285067108,0,0,0,0,0,0,0,0,0,0,0.0532685123766658,0.0534105427942512,0.0535424737479269,0.053406999122704,0.000144222850671066,0.0497834876384575,0.0497834876384575,0.0497834876384575,0.0497834876384575,0
"5","Female","oil","FL","mrh-eq",-0.0011498938534561,-0.00110378503085752,-0.00105606194071108,-0.0011032186211916,4.93876532769458e-05,0,0,0,0,0,-0.0011498938534561,-0.00110378503085752,-0.00105606194071108,-0.0011032186211916,4.93876532769458e-05,-2.44035792877669,-2.3559893650171,-2.2625984199275,-2.35282361718201,0.0935977978782712,-0.000958876700706437,-0.000920571206463001,-0.000880639449395642,-0.000920000587928291,4.11804658448661e-05,-0.000191017152749665,-0.00018321382439452,-0.000175422491315434,-0.000183218033263313,8.20771735368802e-06,0.0164605375968673,0.0165082606870137,0.0165543695096123,0.0165076942773478,4.93876532769505e-05,0.0154044756561562,0.0154044756561562,0.0154044756561562,0.0154044756561562,0,0.0137315156993211,0.0137714474563884,0.0138097529506319,0.0137708768378537,4.11804658448662e-05,0.0128508762499254,0.0128508762499254,0.0128508762499254,0.0128508762499254,0,0.00272902189754617,0.00273681323062525,0.0027446165589804,0.00273681743949405,8.20771735368858e-06,0.00255359940623073,0.00255359940623073,0.00255359940623073,0.00255359940623073,0,0,0,0,0,0,-0.000191017152749665,-0.00018321382439452,-0.000175422491315434,-0.000183218033263313,8.20771735368802e-06,0,0,0,0,0,0,0,0,0,0,0.00272902189754617,0.00273681323062525,0.0027446165589804,0.00273681743949405,8.20771735368858e-06,0.00255359940623073,0.00255359940623073,0.00255359940623073,0.00255359940623073,0
"6","Female","oil","Food_price","USD",-0.0166166301962935,-0.014993698673285,-0.0147236060562024,-0.0154683789911537,0.0010778040279425,0,0,0,0,0,-0.0166166301962935,-0.014993698673285,-0.0147236060562024,-0.0154683789911537,0.0010778040279425,-2.44035792877669,-2.3559893650171,-2.2625984199275,-2.35282361718201,0.0935977978782712,-0.0138568059333334,-0.0125044903000097,-0.012277661305308,-0.0128993978925087,0.000898743014817597,-0.00275982426296005,-0.00248920837327531,-0.00244594475089443,-0.00256898109864508,0.000179063455053055,0.240661332119387,0.240931424736469,0.242554356259478,0.241406105054338,0.00107780402794247,0.225937726063185,0.225937726063185,0.225937726063185,0.225937726063185,0,0.200765394005947,0.200992223000649,0.202344538633973,0.201387130593148,0.000898743014817595,0.188487732700639,0.188487732700639,0.188487732700639,0.188487732700639,0,0.0398959381134397,0.0399392017358206,0.0402098176255054,0.0400189744611904,0.000179063455053056,0.0374499933625453,0.0374499933625453,0.0374499933625453,0.0374499933625453,0,0,0,0,0,0,-0.00275982426296005,-0.00248920837327531,-0.00244594475089443,-0.00256898109864508,0.000179063455053055,0,0,0,0,0,0,0,0,0,0,0.0398959381134397,0.0399392017358206,0.0402098176255054,0.0400189744611904,0.000179063455053056,0.0374499933625453,0.0374499933625453,0.0374499933625453,0.0374499933625453,0
"7","Female","sat_fat","CED","MJ",-0.882131789176749,-0.875144258175048,-0.865410928682675,-0.874180820108145,0.00883991689888261,0,0,0,0,0,-0.882131789176749,-0.875144258175048,-0.865410928682675,-0.874180820108145,0.00883991689888261,-16.9787821875392,-16.8529984817609,-16.6587708338753,-16.8289830634776,0.169706272953155,-0.685937192018367,-0.680528476294064,-0.672835148476213,-0.679726858015626,0.00693066897382213,-0.196194597158382,-0.194615781880984,-0.192575780206462,-0.19445396209252,0.00190978916926527,1.75391188849991,1.76364521799229,1.77063274899399,1.76268177992539,0.00883991689888268,0.88850095981724,0.88850095981724,0.88850095981724,0.88850095981724,0,1.3634580999311,1.37115142774895,1.37656014347325,1.37034980947051,0.00693066897382194,0.690622951454886,0.690622951454886,0.690622951454886,0.690622951454886,0,0.390453788568816,0.392493790243338,0.394072605520736,0.392331970454874,0.00190978916926533,0.197878008362354,0.197878008362354,0.197878008362354,0.197878008362354,0,0,0,0,0,0,-0.196194597158382,-0.194615781880984,-0.192575780206462,-0.19445396209252,0.00190978916926527,0,0,0,0,0,0,0,0,0,0,0.390453788568816,0.392493790243338,0.394072605520736,0.392331970454874,0.00190978916926533,0.197878008362354,0.197878008362354,0.197878008362354,0.197878008362354,0
"8","Female","sat_fat","FL","mrh-eq",-0.0234691260195386,-0.0232752114468637,-0.0230285822877459,-0.0232567151007434,0.000232417772369354,0,0,0,0,0,-0.0234691260195386,-0.0232752114468637,-0.0230285822877459,-0.0232567151007434,0.000232417772369354,-16.9787821875392,-16.8529984817609,-16.6587708338753,-16.8289830634776,0.169706272953155,-0.0182477787192217,-0.0180976193238811,-0.0179025895197914,-0.0180818753208112,0.000182189439978902,-0.00522134730031687,-0.00517759212298257,-0.00512599276795451,-0.00517483977993213,5.02431682945971e-05,0.0466648207839237,0.0469114499430416,0.0471053645157164,0.0468929535969212,0.000232417772369374,0.0236362384961779,0.0236362384961779,0.0236362384961779,0.0236362384961779,0,0.0362731090106745,0.0364681388147642,0.0366182982101048,0.0364523948116943,0.000182189439978905,0.0183705194908831,0.0183705194908831,0.0183705194908831,0.0183705194908831,0,0.0103917117732493,0.0104433111282773,0.0104870663056116,0.0104405587852269,5.02431682946e-05,0.00526571900529476,0.00526571900529476,0.00526571900529476,0.00526571900529476,0,0,0,0,0,0,-0.00522134730031687,-0.00517759212298257,-0.00512599276795451,-0.00517483977993213,5.02431682945971e-05,0,0,0,0,0,0,0,0,0,0,0.0103917117732493,0.0104433111282773,0.0104870663056116,0.0104405587852269,5.02431682946e-05,0.00526571900529476,0.00526571900529476,0.00526571900529476,0.00526571900529476,0
"9","Female","sat_fat","Food_price","USD",-0.10276712013605,-0.101840360327871,-0.100076864726003,-0.101546768821313,0.00143857132954998,0,0,0,0,0,-0.10276712013605,-0.101840360327871,-0.100076864726003,-0.101546768821313,0.00143857132954998,-16.9787821875392,-16.8529984817609,-16.6587708338753,-16.8289830634776,0.169706272953155,-0.0799099662268452,-0.0791955735821595,-0.0778027402783145,-0.0789575242280686,0.00112806411784483,-0.0228571539092045,-0.0226447867457117,-0.0222741244476883,-0.0225892445932448,0.000310604719302782,0.20353478080003,0.205298276401899,0.206225036210077,0.205004684895341,0.00143857132954996,0.103457916074027,0.103457916074027,0.103457916074027,0.103457916074027,0,0.158222207486955,0.1596150407908,0.160329433435486,0.159376991436709,0.00112806411784473,0.0804194672086403,0.0804194672086403,0.0804194672086403,0.0804194672086403,0,0.0453125733130752,0.0456832356110986,0.0458956027745914,0.0456276934586317,0.000310604719302775,0.0230384488653869,0.0230384488653869,0.0230384488653869,0.0230384488653869,0,0,0,0,0,0,-0.0228571539092045,-0.0226447867457117,-0.0222741244476883,-0.0225892445932448,0.000310604719302782,0,0,0,0,0,0,0,0,0,0,0.0453125733130752,0.0456832356110986,0.0458956027745914,0.0456276934586317,0.000310604719302775,0.0230384488653869,0.0230384488653869,0.0230384488653869,0.0230384488653869,0
"10","Male","added_sugar","CED","MJ",-0.305810175445807,-0.302413040709319,-0.291064762131666,-0.299623165677332,0.00812814229199241,0,0,0,0,0,-0.305810175445807,-0.302413040709319,-0.291064762131666,-0.299623165677332,0.00812814229199241,-11.8696688096157,-11.7169864806786,-11.2725647195555,-11.6146217676309,0.326529610109299,-0.202697088587246,-0.200432880455837,-0.192930181892219,-0.198594813637518,0.00538129846287009,-0.103113086858561,-0.101980160253483,-0.0981345802394476,-0.101028352039814,0.00274686210611121,0.568728878639879,0.580077157217532,0.58347429195402,0.577287282185544,0.00812814229199243,0.277664116508213,0.277664116508213,0.277664116508213,0.277664116508213,0,0.376988441546109,0.384491140109727,0.386755348241136,0.382653073291408,0.00538129846286991,0.18405825965389,0.18405825965389,0.18405825965389,0.18405825965389,0,0.19174043709377,0.195586017107805,0.196718943712884,0.194634208894136,0.0027468621061113,0.0936058568543226,0.0936058568543226,0.0936058568543226,0.0936058568543226,0,0,0,0,0,0,-0.103113086858561,-0.101980160253483,-0.0981345802394476,-0.101028352039814,0.00274686210611121,0,0,0,0,0,0,0,0,0,0,0.19174043709377,0.195586017107805,0.196718943712884,0.194634208894136,0.0027468621061113,0.0936058568543226,0.0936058568543226,0.0936058568543226,0.0936058568543226,0
