outcome,outcome_unit,X1,X2,X3
CED,MJ,-0.827626963837486,-0.845535944397169,-0.837961624174912
Food_price,USD,-0.421989438436842,-0.434772245093079,-0.428517354636646
FL,mrh-eq,-0.0263647016867935,-0.0269316491501908,-0.0266716938102161
