outcome,outcome_unit,X1,X2,X3
CED,MJ,-28.6111544820333,-28.9863124406095,-28.7568525032675
Food_price,USD,-28.6111544820333,-28.9863124406095,-28.7568525032675
FL,mrh-eq,-28.6111544820333,-28.9863124406095,-28.7568525032675
