age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,0.357911219224072,0.357911219224072,0.357911219224072
20-34,Food_price,USD,0.246497978492527,0.246497978492527,0.246497978492527
20-34,FL,mrh-eq,0.012360689634205,0.012360689634205,0.012360689634205
35-44,CED,MJ,0.362072870775608,0.362072870775608,0.362072870775608
35-44,Food_price,USD,0.219777997925957,0.219777997925957,0.219777997925957
35-44,FL,mrh-eq,0.0127012854463886,0.0127012854463886,0.0127012854463886
45-54,CED,MJ,0.36171060203657,0.36171060203657,0.36171060203657
45-54,Food_price,USD,0.215616910102678,0.215616910102678,0.215616910102678
45-54,FL,mrh-eq,0.0128413367990568,0.0128413367990568,0.0128413367990568
55-64,CED,MJ,0.366572483115386,0.366572483115386,0.366572483115386
55-64,Food_price,USD,0.215983029908098,0.215983029908098,0.215983029908098
55-64,FL,mrh-eq,0.0131209424250852,0.0131209424250852,0.0131209424250852
65-74,CED,MJ,0.365125924014922,0.365125924014922,0.365125924014922
65-74,Food_price,USD,0.216998134270555,0.216998134270555,0.216998134270555
65-74,FL,mrh-eq,0.0130629697464154,0.0130629697464154,0.0130629697464154
75+,CED,MJ,0.348185179116026,0.348185179116026,0.348185179116026
75+,Food_price,USD,0.208435058721402,0.208435058721402,0.208435058721402
75+,FL,mrh-eq,0.0127203674665225,0.0127203674665225,0.0127203674665225
