age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-1.14292196977883,-1.14704921230847,-1.17026815740877
20-34,Female,Food_price,USD,-0.761507223434077,-0.724253390698794,-0.788265921623917
20-34,Female,FL,mrh-eq,-0.0368435403712396,-0.0365446810972088,-0.0377249797388107
20-34,Male,CED,MJ,-0.997760814066097,-0.959844758178305,-0.971171397854435
20-34,Male,Food_price,USD,-0.548477849016849,-0.541489753001579,-0.554195265159258
20-34,Male,FL,mrh-eq,-0.0298239612432957,-0.0287310267767657,-0.0289665386201659
35-44,Female,CED,MJ,-1.12513295354542,-1.21548694264508,-1.20282078881951
35-44,Female,Food_price,USD,-0.626560884126754,-0.673174525638843,-0.667812062897886
35-44,Female,FL,mrh-eq,-0.0369791380288624,-0.0401796716106036,-0.0396158021341532
35-44,Male,CED,MJ,-1.02537488599091,-1.05943834982372,-1.04353457584836
35-44,Male,Food_price,USD,-0.618843099105641,-0.624474284253763,-0.63785273876052
35-44,Male,FL,mrh-eq,-0.0323498155744576,-0.0333398870428923,-0.0331543607837869
45-54,Female,CED,MJ,-1.13650862527457,-1.22422023337942,-1.17525702360505
45-54,Female,Food_price,USD,-0.663002284490588,-0.770868457005419,-0.66965880356068
45-54,Female,FL,mrh-eq,-0.0373014021745976,-0.0404750601445808,-0.0382653600913862
45-54,Male,CED,MJ,-1.06278266529773,-1.06710185464728,-1.04097311474588
45-54,Male,Food_price,USD,-0.563765482572862,-0.585941888922664,-0.545016224295534
45-54,Male,FL,mrh-eq,-0.0345612960095832,-0.0346218962878748,-0.0334997558167266
55-64,Female,CED,MJ,-1.20224299000068,-1.27131886542245,-1.23244266967939
55-64,Female,Food_price,USD,-0.673668584364136,-0.721165972098113,-0.689352387003781
55-64,Female,FL,mrh-eq,-0.0396366265698445,-0.0418750082454891,-0.0406530328613509
55-64,Male,CED,MJ,-1.02660802806566,-1.10357064565641,-1.05830345785705
55-64,Male,Food_price,USD,-0.47748875587647,-0.55094491991002,-0.493971220259906
55-64,Male,FL,mrh-eq,-0.0335453687351231,-0.036776554061826,-0.0347000383862928
65-74,Female,CED,MJ,-1.28304480520358,-1.24254790316117,-1.25536474817022
65-74,Female,Food_price,USD,-0.683646706933639,-0.651838711695594,-0.633324000082317
65-74,Female,FL,mrh-eq,-0.0428823646054049,-0.0411328974984858,-0.0413324559492201
65-74,Male,CED,MJ,-1.10616898895859,-1.11737289977472,-1.12721939123476
65-74,Male,Food_price,USD,-0.488427071128021,-0.539533106465374,-0.531103137265883
65-74,Male,FL,mrh-eq,-0.0360666136895014,-0.0366311478576673,-0.0371888701316031
75+,Female,CED,MJ,-1.26928193123421,-1.28322603999,-1.25409661129309
75+,Female,Food_price,USD,-0.712458964935689,-0.677112720871955,-0.667037543639756
75+,Female,FL,mrh-eq,-0.0439760551529629,-0.043560245297402,-0.0429658540171472
75+,Male,CED,MJ,-1.25333953611253,-1.22808483890721,-1.2565303385334
75+,Male,Food_price,USD,-0.549665929031619,-0.548752290673682,-0.596238998332253
75+,Male,FL,mrh-eq,-0.0403553818823207,-0.0398714340184384,-0.0414263593822145
