sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,-0.733002486455622,-0.767292236135813,-0.766462087020102
Female,HIS,Food_price,USD,-0.361182507483688,-0.384773525099523,-0.40262811784237
Female,HIS,FL,mrh-eq,-0.0237168405280644,-0.0249952428087773,-0.0251064624665831
Female,NHB,CED,MJ,-0.866607375635777,-0.872129226884694,-0.847944967644513
Female,NHB,Food_price,USD,-0.572213628162481,-0.568332766838287,-0.561719706384937
Female,NHB,FL,mrh-eq,-0.0286872902549727,-0.0289828175869258,-0.0279400136366153
Female,NHW,CED,MJ,-0.94875648174707,-0.98284355755425,-0.975296812886816
Female,NHW,Food_price,USD,-0.49792872203188,-0.509771710682202,-0.496064584362993
Female,NHW,FL,mrh-eq,-0.0306263272446997,-0.0314647576325428,-0.0312294468325683
Female,OTH,CED,MJ,-0.707322334937575,-0.727285586045082,-0.717974464116531
Female,OTH,Food_price,USD,-0.377477894222314,-0.379788883172334,-0.383595378070575
Female,OTH,FL,mrh-eq,-0.0229675219651232,-0.0234425846084967,-0.0233569653157567
Male,HIS,CED,MJ,-0.654508915505066,-0.660902151267215,-0.65826230251269
Male,HIS,Food_price,USD,-0.321260475787036,-0.310131243203886,-0.323711845032712
Male,HIS,FL,mrh-eq,-0.0199200937857053,-0.0200097146916946,-0.020248246623226
Male,NHB,CED,MJ,-0.751259736588171,-0.760228809365305,-0.740369785866791
Male,NHB,Food_price,USD,-0.422522223322173,-0.446443836385933,-0.438923053557588
Male,NHB,FL,mrh-eq,-0.0233731147531748,-0.0238719283499277,-0.0231715584240117
Male,NHW,CED,MJ,-0.832888941933555,-0.844139361795793,-0.845081011529242
Male,NHW,Food_price,USD,-0.389344121204478,-0.412284653454289,-0.4027184939324
Male,NHW,FL,mrh-eq,-0.026065858811013,-0.0265957723353394,-0.0264872520699486
Male,OTH,CED,MJ,-0.5986191746629,-0.568038905990992,-0.527441212164061
Male,OTH,Food_price,USD,-0.244394291672597,-0.243423402387831,-0.227367842125736
Male,OTH,FL,mrh-eq,-0.0188951182128466,-0.018096851496181,-0.0166979328486694
