sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,HIS,added_sugar,CED,MJ,-0.29081595155718,-0.310607238229846,-0.320396932281027
Female,HIS,added_sugar,Food_price,USD,-0.443183899898652,-0.468478267878902,-0.497530625071165
Female,HIS,added_sugar,FL,mrh-eq,-0.0137635839497361,-0.0146651655545958,-0.0151198535004014
Female,HIS,oil,CED,MJ,-0.00115131185022932,-0.00694102907509405,-0.00718221057235113
Female,HIS,oil,Food_price,USD,-0.000766262726610971,-0.00578201467647622,-0.00475326146871944
Female,HIS,oil,FL,mrh-eq,-5.26203636152998e-05,-0.000346578330645178,-0.000354675060359468
Female,HIS,sat_fat,CED,MJ,-0.698955305425537,-0.720068585202765,-0.710343182706638
Female,HIS,sat_fat,Food_price,USD,-0.0862652084832044,-0.089675542191136,-0.0889418113024043
Female,HIS,sat_fat,FL,mrh-eq,-0.0188530485954376,-0.0194152202127385,-0.0191604860875761
Female,NHB,added_sugar,CED,MJ,-0.441509802770315,-0.441293093715801,-0.425672644566225
Female,NHB,added_sugar,Food_price,USD,-0.737883620061088,-0.7242106626266,-0.717897934163578
Female,NHB,added_sugar,FL,mrh-eq,-0.0191483008631751,-0.0191710163725246,-0.0183454196108066
Female,NHB,oil,CED,MJ,-0.0460200057534555,-0.0526616114860648,-0.0456272561124985
Female,NHB,oil,Food_price,USD,-0.0248400294424188,-0.0306339138383522,-0.0280136057184203
Female,NHB,oil,FL,mrh-eq,-0.00228612096634254,-0.00261887520932302,-0.00227517758962328
Female,NHB,sat_fat,CED,MJ,-0.694319626577396,-0.694494498639925,-0.684241592834553
Female,NHB,sat_fat,Food_price,USD,-0.0813203127871379,-0.0817171568898798,-0.0815848212338171
Female,NHB,sat_fat,FL,mrh-eq,-0.0182664946876489,-0.0182704420785782,-0.0180035517118521
Female,NHW,added_sugar,CED,MJ,-0.331799479390572,-0.348033687341594,-0.334278168384249
Female,NHW,added_sugar,Food_price,USD,-0.597153106556904,-0.624173883924277,-0.601281642394386
Female,NHW,added_sugar,FL,mrh-eq,-0.0158605177017309,-0.0165555729054057,-0.0159567554110606
Female,NHW,oil,CED,MJ,-0.03506992394456,-0.0238883674081158,-0.0298517651626581
Female,NHW,oil,Food_price,USD,-0.0293221096395244,-0.0181108644421441,-0.0198221144370147
Female,NHW,oil,FL,mrh-eq,-0.0017854296556887,-0.00120186254656592,-0.00149849235360622
Female,NHW,sat_fat,CED,MJ,-0.898151900057969,-0.939957496365069,-0.935716865962149
Female,NHW,sat_fat,Food_price,USD,-0.0997774263213247,-0.103968099374187,-0.104036949911322
Female,NHW,sat_fat,FL,mrh-eq,-0.0239134242485309,-0.0250201584999364,-0.0249134897216345
Female,OTH,added_sugar,CED,MJ,-0.241526303998634,-0.250369208913692,-0.255322378527985
Female,OTH,added_sugar,Food_price,USD,-0.423662128748152,-0.435505745203928,-0.430873672559629
Female,OTH,added_sugar,FL,mrh-eq,-0.0117176408423166,-0.0122010981692352,-0.0123699238483306
Female,OTH,oil,CED,MJ,-0.0373324470317635,-0.0268995782176742,-0.0339098155338442
Female,OTH,oil,Food_price,USD,-0.0312087119957295,-0.0202634797206573,-0.0297138986195502
Female,OTH,oil,FL,mrh-eq,-0.00196240065949146,-0.0014383208457917,-0.00179635373697553
Female,OTH,sat_fat,CED,MJ,-0.659653136400879,-0.688542862014471,-0.664864505544178
Female,OTH,sat_fat,Food_price,USD,-0.089933741673088,-0.0945015523005726,-0.0932059186960508
Female,OTH,sat_fat,FL,mrh-eq,-0.0173355920649911,-0.0180855021485734,-0.0174481040618268
Male,HIS,added_sugar,CED,MJ,-0.283423197727853,-0.265280342692105,-0.282622167919654
Male,HIS,added_sugar,Food_price,USD,-0.440555061932236,-0.416740736986867,-0.439045795657628
Male,HIS,added_sugar,FL,mrh-eq,-0.0117434587696853,-0.0110708181627419,-0.0118346676962199
Male,HIS,oil,CED,MJ,0.0418660183724984,0.0406648065819106,0.0339178848827671
Male,HIS,oil,Food_price,USD,0.0288740933509119,0.0258497059213805,0.0244170687434275
Male,HIS,oil,FL,mrh-eq,0.00211520709747908,0.00205914564541104,0.00171647045638464
Male,HIS,sat_fat,CED,MJ,-0.663105904167915,-0.686238001576274,-0.659954008530882
Male,HIS,sat_fat,Food_price,USD,-0.0712482541440911,-0.0740182048036037,-0.0708675852043044
Male,HIS,sat_fat,FL,mrh-eq,-0.0183847009383744,-0.0190335972188938,-0.0182969093840193
Male,NHB,added_sugar,CED,MJ,-0.351429170796534,-0.373503954264047,-0.370574360110863
Male,NHB,added_sugar,Food_price,USD,-0.55898062719894,-0.602434179652213,-0.591699903674342
Male,NHB,added_sugar,FL,mrh-eq,-0.0143047374513261,-0.0151782984007406,-0.015046611776417
Male,NHB,oil,CED,MJ,0.0118852919070883,0.00790172509205917,0.0146190850137687
Male,NHB,oil,Food_price,USD,0.00179529980949681,0.00617505639409582,0.00550227806668526
Male,NHB,oil,FL,mrh-eq,0.000590527889052328,0.000404039577246881,0.000726434720277087
Male,NHB,sat_fat,CED,MJ,-0.696512553897147,-0.684990076038374,-0.668497159588955
Male,NHB,sat_fat,Food_price,USD,-0.0712255102922024,-0.0697061742042769,-0.0683891429553651
Male,NHB,sat_fat,FL,mrh-eq,-0.0189737495017276,-0.0186718918727964,-0.0182112648488336
Male,NHW,added_sugar,CED,MJ,-0.282276370520227,-0.303400398171589,-0.29397064831706
Male,NHW,added_sugar,Food_price,USD,-0.487810208221067,-0.519655316764072,-0.507959348791782
Male,NHW,added_sugar,FL,mrh-eq,-0.0127398467543782,-0.013728448003165,-0.013307475043245
Male,NHW,oil,CED,MJ,0.00813678225743731,0.01124847837102,0.0126760493470135
Male,NHW,oil,Food_price,USD,0.00727053277697829,0.00539006643190801,0.00859328053923286
Male,NHW,oil,FL,mrh-eq,0.000405743166310242,0.000562674179736247,0.000635343322922096
