age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,added_sugar,CED,MJ,0.403116455843375,0.430616808886484,0.43301588647225
20-34,Female,HIS,added_sugar,Food_price,USD,0.609698452919718,0.653127157873256,0.662263987086244
20-34,Female,HIS,added_sugar,FL,mrh-eq,0.0174737067456777,0.0186657521149807,0.0187697438463679
20-34,Female,HIS,oil,CED,MJ,0.260134023985774,0.258023658706828,0.262997758962999
20-34,Female,HIS,oil,Food_price,USD,0.175583192888598,0.176619688384936,0.179513807398898
20-34,Female,HIS,oil,FL,mrh-eq,0.0134274476521515,0.0133185160373025,0.0135752662685215
20-34,Female,HIS,sat_fat,CED,MJ,1.30942717855282,1.3017677366177,1.32500588200671
20-34,Female,HIS,sat_fat,Food_price,USD,0.192972936679953,0.192176000276326,0.196787871821489
20-34,Female,HIS,sat_fat,FL,mrh-eq,0.0358458755836337,0.0356361965673862,0.036272346238061
20-34,Female,NHB,added_sugar,CED,MJ,0.47013977576289,0.447452108699007,0.470819313813934
20-34,Female,NHB,added_sugar,Food_price,USD,0.853607156163663,0.789648231100537,0.866236233134252
20-34,Female,NHB,added_sugar,FL,mrh-eq,0.0184802080432399,0.0175884034587927,0.0185069192580828
20-34,Female,NHB,oil,CED,MJ,0.290074031265694,0.297593498535421,0.29694795905864
20-34,Female,NHB,oil,Food_price,USD,0.216316478020386,0.220429619606501,0.220677725208118
20-34,Female,NHB,oil,FL,mrh-eq,0.0149432621622895,0.0153306300705508,0.0152973748853294
20-34,Female,NHB,sat_fat,CED,MJ,1.28339083275501,1.24741155162915,1.24744024591557
20-34,Female,NHB,sat_fat,Food_price,USD,0.14149519886425,0.14004406023728,0.140132487483098
20-34,Female,NHB,sat_fat,FL,mrh-eq,0.0336261855732915,0.0326834906801585,0.0326842425005514
20-34,Female,NHW,added_sugar,CED,MJ,0.397523938110969,0.388052123672449,0.405338259452018
20-34,Female,NHW,added_sugar,Food_price,USD,0.865377880258242,0.82741082558017,0.867884199670631
20-34,Female,NHW,added_sugar,FL,mrh-eq,0.0182910680616973,0.0178552462508498,0.0186506244803228
20-34,Female,NHW,oil,CED,MJ,0.281133520922313,0.268308844850665,0.272184133470956
20-34,Female,NHW,oil,Food_price,USD,0.194820171572833,0.18601014771834,0.187960640192815
20-34,Female,NHW,oil,FL,mrh-eq,0.0149874878211099,0.0143037924872952,0.0145103877051452
20-34,Female,NHW,sat_fat,CED,MJ,1.3629876928603,1.39774070038721,1.38086549869024
20-34,Female,NHW,sat_fat,Food_price,USD,0.162092912984163,0.164148509101558,0.165276342922355
20-34,Female,NHW,sat_fat,FL,mrh-eq,0.0355253070633041,0.0364311195443956,0.035991279386498
20-34,Female,OTH,added_sugar,CED,MJ,0.354997535062817,0.346693337624423,0.368939680204073
20-34,Female,OTH,added_sugar,Food_price,USD,0.678803742394563,0.686123688787509,0.716811037695898
20-34,Female,OTH,added_sugar,FL,mrh-eq,0.0161391450169682,0.0157616138133105,0.0167729925230996
20-34,Female,OTH,oil,CED,MJ,0.301611952974276,0.276372362225252,0.285567818464636
20-34,Female,OTH,oil,Food_price,USD,0.240405777855204,0.214654775359846,0.23151399205465
20-34,Female,OTH,oil,FL,mrh-eq,0.0154373398083238,0.0141455072560213,0.0146161563177051
20-34,Female,OTH,sat_fat,CED,MJ,1.16660100009194,1.20172125681437,1.20392495004301
20-34,Female,OTH,sat_fat,Food_price,USD,0.14987872360472,0.155091338837666,0.155422576652384
20-34,Female,OTH,sat_fat,FL,mrh-eq,0.0308980108540796,0.031828188415493,0.0318865543326249
20-34,Male,HIS,added_sugar,CED,MJ,0.386102230100349,0.369741750166624,0.378892128088119
20-34,Male,HIS,added_sugar,Food_price,USD,0.696314584601526,0.661956034014363,0.688703038992915
