age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,added_sugar,CED,MJ,-12.5790446340087,-14.2032870521889,-14.3449828178104
20-34,Female,HIS,added_sugar,Food_price,USD,-12.5790446340087,-14.2032870521889,-14.3449828178104
20-34,Female,HIS,added_sugar,FL,mrh-eq,-12.5790446340087,-14.2032870521889,-14.3449828178104
20-34,Female,HIS,oil,CED,MJ,-0.685541361082468,-0.417350457221202,-1.04947251538228
20-34,Female,HIS,oil,Food_price,USD,-0.685541361082468,-0.417350457221202,-1.04947251538228
20-34,Female,HIS,oil,FL,mrh-eq,-0.685541361082468,-0.417350457221202,-1.04947251538228
20-34,Female,HIS,sat_fat,CED,MJ,-14.4768591121138,-14.2861009055601,-14.8648463253424
20-34,Female,HIS,sat_fat,Food_price,USD,-14.4768591121138,-14.2861009055601,-14.8648463253424
20-34,Female,HIS,sat_fat,FL,mrh-eq,-14.4768591121138,-14.2861009055601,-14.8648463253424
20-34,Female,NHB,added_sugar,CED,MJ,-16.2902070351912,-14.9610956183916,-16.3300164073602
20-34,Female,NHB,added_sugar,Food_price,USD,-16.2902070351912,-14.9610956183916,-16.3300164073602
20-34,Female,NHB,added_sugar,FL,mrh-eq,-16.2902070351912,-14.9610956183916,-16.3300164073602
20-34,Female,NHB,oil,CED,MJ,-5.18047316386726,-6.15261182432927,-6.06915459794301
20-34,Female,NHB,oil,Food_price,USD,-5.18047316386726,-6.15261182432927,-6.06915459794301
20-34,Female,NHB,oil,FL,mrh-eq,-5.18047316386726,-6.15261182432927,-6.06915459794301
20-34,Female,NHB,sat_fat,CED,MJ,-16.5795553941346,-15.6117632864207,-15.612535122407
20-34,Female,NHB,sat_fat,Food_price,USD,-16.5795553941346,-15.6117632864207,-15.612535122407
20-34,Female,NHB,sat_fat,FL,mrh-eq,-16.5795553941346,-15.6117632864207,-15.612535122407
20-34,Female,NHW,added_sugar,CED,MJ,-12.8617112674339,-12.2877382201176,-13.3352435417351
20-34,Female,NHW,added_sugar,Food_price,USD,-12.8617112674339,-12.2877382201176,-13.3352435417351
20-34,Female,NHW,added_sugar,FL,mrh-eq,-12.8617112674339,-12.2877382201176,-13.3352435417351
20-34,Female,NHW,oil,CED,MJ,-3.71148398027103,-2.06533131912807,-2.56275648911671
20-34,Female,NHW,oil,Food_price,USD,-3.71148398027103,-2.06533131912807,-2.56275648911671
20-34,Female,NHW,oil,FL,mrh-eq,-3.71148398027103,-2.06533131912807,-2.56275648911671
20-34,Female,NHW,sat_fat,CED,MJ,-16.07783873247,-16.9403759728239,-16.5215492024832
20-34,Female,NHW,sat_fat,Food_price,USD,-16.07783873247,-16.9403759728239,-16.5215492024832
20-34,Female,NHW,sat_fat,FL,mrh-eq,-16.07783873247,-16.9403759728239,-16.5215492024832
20-34,Female,OTH,added_sugar,CED,MJ,-9.6429770502703,-9.15473184631478,-10.4627053320904
