Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,-0.102905745518242,-0.107492706135038,-0.105198515008975
added_sugar,Food_price,USD,-0.175599328265709,-0.182707611718449,-0.179605435928456
added_sugar,FL,mrh-eq,-0.00471169947402865,-0.00492484554001021,-0.00482095430626407
oil,CED,MJ,-0.00165132370078807,-0.00094176771963146,-0.00117852331933944
oil,Food_price,USD,-0.00137714043662714,-0.000842939952328226,-0.000861669856830303
oil,FL,mrh-eq,-8.43541805742632e-05,-4.74624264583016e-05,-5.9142460585383e-05
sat_fat,CED,MJ,-0.184970453983506,-0.188561997485021,-0.187281414491814
sat_fat,Food_price,USD,-0.0209638951552982,-0.0213784512282948,-0.0213104195358858
sat_fat,FL,mrh-eq,-0.00500561022446692,-0.00510183324684309,-0.00506736912363186
