age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,CED,MJ,-27.741445107205,-28.9067384149702,-30.2593016585351
20-34,Female,HIS,Food_price,USD,-27.741445107205,-28.9067384149702,-30.2593016585351
20-34,Female,HIS,FL,mrh-eq,-27.741445107205,-28.9067384149702,-30.2593016585351
20-34,Female,NHB,CED,MJ,-38.0502355931931,-36.7254707291415,-38.0117061277103
20-34,Female,NHB,Food_price,USD,-38.0502355931931,-36.7254707291415,-38.0117061277103
20-34,Female,NHB,FL,mrh-eq,-38.0502355931931,-36.7254707291415,-38.0117061277103
20-34,Female,NHW,CED,MJ,-32.6510339801749,-31.2934455120695,-32.4195492333349
20-34,Female,NHW,Food_price,USD,-32.6510339801749,-31.2934455120695,-32.4195492333349
20-34,Female,NHW,FL,mrh-eq,-32.6510339801749,-31.2934455120695,-32.4195492333349
20-34,Female,OTH,CED,MJ,-27.7063979475665,-24.8973364804657,-27.4340032011358
20-34,Female,OTH,Food_price,USD,-27.7063979475665,-24.8973364804657,-27.4340032011358
20-34,Female,OTH,FL,mrh-eq,-27.7063979475665,-24.8973364804657,-27.4340032011358
20-34,Male,HIS,CED,MJ,-20.963308149522,-19.9942820679973,-20.1500730458466
20-34,Male,HIS,Food_price,USD,-20.963308149522,-19.9942820679973,-20.1500730458466
20-34,Male,HIS,FL,mrh-eq,-20.963308149522,-19.9942820679973,-20.1500730458466
20-34,Male,NHB,CED,MJ,-27.752621852747,-27.6536273420405,-26.4813674007388
20-34,Male,NHB,Food_price,USD,-27.752621852747,-27.6536273420405,-26.4813674007388
20-34,Male,NHB,FL,mrh-eq,-27.752621852747,-27.6536273420405,-26.4813674007388
20-34,Male,NHW,CED,MJ,-21.9608582260049,-20.508595529865,-21.0282454173647
20-34,Male,NHW,Food_price,USD,-21.9608582260049,-20.508595529865,-21.0282454173647
20-34,Male,NHW,FL,mrh-eq,-21.9608582260049,-20.508595529865,-21.0282454173647
20-34,Male,OTH,CED,MJ,-20.2065445640755,-20.5436526656237,-19.0090965175518
20-34,Male,OTH,Food_price,USD,-20.2065445640755,-20.5436526656237,-19.0090965175518
20-34,Male,OTH,FL,mrh-eq,-20.2065445640755,-20.5436526656237,-19.0090965175518
35-44,Female,HIS,CED,MJ,-21.4341716040673,-25.5688093383128,-25.4378550298759
35-44,Female,HIS,Food_price,USD,-21.4341716040673,-25.5688093383128,-25.4378550298759
35-44,Female,HIS,FL,mrh-eq,-21.4341716040673,-25.5688093383128,-25.4378550298759
35-44,Female,NHB,CED,MJ,-37.6174094875451,-38.6248937730446,-36.6114068198029
35-44,Female,NHB,Food_price,USD,-37.6174094875451,-38.6248937730446,-36.6114068198029
35-44,Female,NHB,FL,mrh-eq,-37.6174094875451,-38.6248937730446,-36.6114068198029
35-44,Female,NHW,CED,MJ,-34.2322393578884,-37.4905924018248,-39.7130515134114
35-44,Female,NHW,Food_price,USD,-34.2322393578884,-37.4905924018248,-39.7130515134114
35-44,Female,NHW,FL,mrh-eq,-34.2322393578884,-37.4905924018248,-39.7130515134114
35-44,Female,OTH,CED,MJ,-27.8644956828644,-30.5140574890142,-27.0736539734974
35-44,Female,OTH,Food_price,USD,-27.8644956828644,-30.5140574890142,-27.0736539734974
35-44,Female,OTH,FL,mrh-eq,-27.8644956828644,-30.5140574890142,-27.0736539734974
35-44,Male,HIS,CED,MJ,-20.5833328662127,-19.8526416903894,-22.4636390764171
35-44,Male,HIS,Food_price,USD,-20.5833328662127,-19.8526416903894,-22.4636390764171
35-44,Male,HIS,FL,mrh-eq,-20.5833328662127,-19.8526416903894,-22.4636390764171
35-44,Male,NHB,CED,MJ,-24.9101934052072,-24.5167760884334,-25.9993579657239
35-44,Male,NHB,Food_price,USD,-24.9101934052072,-24.5167760884334,-25.9993579657239
35-44,Male,NHB,FL,mrh-eq,-24.9101934052072,-24.5167760884334,-25.9993579657239
35-44,Male,NHW,CED,MJ,-24.7736601997073,-28.0793610095873,-27.5692433174663
35-44,Male,NHW,Food_price,USD,-24.7736601997073,-28.0793610095873,-27.5692433174663
35-44,Male,NHW,FL,mrh-eq,-24.7736601997073,-28.0793610095873,-27.5692433174663
35-44,Male,OTH,CED,MJ,-17.2498017071844,-14.1853647993698,-12.0829695098976
35-44,Male,OTH,Food_price,USD,-17.2498017071844,-14.1853647993698,-12.0829695098976
35-44,Male,OTH,FL,mrh-eq,-17.2498017071844,-14.1853647993698,-12.0829695098976
45-54,Female,HIS,CED,MJ,-24.6296704099879,-24.4786348936677,-24.8925888038071
45-54,Female,HIS,Food_price,USD,-24.6296704099879,-24.4786348936677,-24.8925888038071
45-54,Female,HIS,FL,mrh-eq,-24.6296704099879,-24.4786348936677,-24.8925888038071
45-54,Female,NHB,CED,MJ,-33.1564057450753,-35.1426843770695,-33.312197557296
45-54,Female,NHB,Food_price,USD,-33.1564057450753,-35.1426843770695,-33.312197557296
45-54,Female,NHB,FL,mrh-eq,-33.1564057450753,-35.1426843770695,-33.312197557296
