race_gp,outcome,outcome_unit,X1,X2,X3
HIS,CED,MJ,1.8464914755209,1.86697119430921,1.8652451623606
HIS,Food_price,USD,0.887690211703718,0.894093141616899,0.909831916350095
HIS,FL,mrh-eq,0.0624604153414024,0.0631503172970622,0.0633245622647053
NHB,CED,MJ,1.92407938919733,1.93116078653747,1.90893329289513
NHB,Food_price,USD,1.0167155612082,1.02541272537588,1.0183890052448
NHB,FL,mrh-eq,0.0645555754798909,0.064943070878611,0.0640551863728081
NHW,CED,MJ,2.06109551329,2.08420358900174,2.08073774318229
NHW,Food_price,USD,1.05359799006051,1.07077625776971,1.05905995160266
NHW,FL,mrh-eq,0.0696366825583028,0.0703267897116864,0.0701524350032977
OTH,CED,MJ,1.79030981485242,1.78521584787153,1.76039424193401
OTH,Food_price,USD,0.889382006680997,0.890065987084176,0.8840257627589
OTH,FL,mrh-eq,0.0621562746314655,0.0620000774889734,0.0612633830734191
